region_bld,arch,bld_age,yr_con,mat,year,value
C-EEU-HUN,mfh,p3,2010,perm,2015,139122.249
C-WEU-IRL,sfh,p1,1945,perm,2015,275263.2782
C-WEU-IRL,sfh,p2,1960,perm,2015,273342.8406
C-WEU-IRL,sfh,p2,1975,perm,2015,198762.2607
C-WEU-IRL,sfh,p2,1985,perm,2015,265318.0766
C-WEU-IRL,sfh,p3,1995,perm,2015,166005.2221
C-WEU-IRL,sfh,p3,2005,perm,2015,349206.0339
C-WEU-IRL,sfh,p3,2010,perm,2015,128514.2571
C-WEU-IRL,mfh,p1,1945,perm,2015,30417.57245
C-WEU-IRL,mfh,p2,1960,perm,2015,35924.39103
C-WEU-IRL,mfh,p2,1975,perm,2015,35726.6687
C-WEU-IRL,mfh,p2,1985,perm,2015,48873.7375
C-WEU-IRL,mfh,p3,1995,perm,2015,13943.85361
C-WEU-IRL,mfh,p3,2005,perm,2015,29321.08992
C-WEU-IRL,mfh,p3,2010,perm,2015,5915.663894
C-WEU-ITA,sfh,p1,1945,perm,2015,1891996.681
C-WEU-ITA,sfh,p2,1960,perm,2015,1459071.811
C-WEU-ITA,sfh,p2,1975,perm,2015,1574089.245
C-WEU-ITA,sfh,p2,1985,perm,2015,1102089.805
C-WEU-ITA,sfh,p3,1995,perm,2015,684486.7242
C-WEU-ITA,sfh,p3,2005,perm,2015,605700.5769
C-WEU-ITA,sfh,p3,2010,perm,2015,522117.7793
C-WEU-ITA,mfh,p1,1945,perm,2015,5773880.866
C-WEU-ITA,mfh,p2,1960,perm,2015,5361874.597
C-WEU-ITA,mfh,p2,1975,perm,2015,5314025.153
C-WEU-ITA,mfh,p2,1985,perm,2015,4925648.014
C-WEU-ITA,mfh,p3,1995,perm,2015,4434072.566
C-WEU-ITA,mfh,p3,2005,perm,2015,4402474.224
C-WEU-ITA,mfh,p3,2010,perm,2015,4004938.669
C-EEU-LVA,sfh,p1,1945,perm,2015,155816.3862
C-EEU-LVA,sfh,p2,1960,perm,2015,20641.03807
C-EEU-LVA,sfh,p2,1975,perm,2015,17090.97566
C-EEU-LVA,sfh,p2,1985,perm,2015,27014.68408
C-EEU-LVA,sfh,p3,1995,perm,2015,25826.36641
C-EEU-LVA,sfh,p3,2005,perm,2015,23972.25468
C-EEU-LVA,sfh,p3,2010,perm,2015,3289.668508
C-EEU-LVA,mfh,p1,1945,perm,2015,105190.4026
C-EEU-LVA,mfh,p2,1960,perm,2015,151083.2256
C-EEU-LVA,mfh,p2,1975,perm,2015,138235.342
C-EEU-LVA,mfh,p2,1985,perm,2015,145183.4385
C-EEU-LVA,mfh,p3,1995,perm,2015,143513.3564
C-EEU-LVA,mfh,p3,2005,perm,2015,160445.4067
C-EEU-LVA,mfh,p3,2010,perm,2015,68169.51583
C-EEU-LTU,sfh,p1,1945,perm,2015,211059.8054
C-EEU-LTU,sfh,p2,1960,perm,2015,243194.1337
C-EEU-LTU,sfh,p2,1975,perm,2015,160263.1923
C-EEU-LTU,sfh,p2,1985,perm,2015,181640.3713
C-EEU-LTU,sfh,p3,1995,perm,2015,106020.8637
C-EEU-LTU,sfh,p3,2005,perm,2015,111581.5448
C-EEU-LTU,sfh,p3,2010,perm,2015,83495.40675
C-EEU-LTU,mfh,p1,1945,perm,2015,53757.4578
C-EEU-LTU,mfh,p2,1960,perm,2015,98203.79227
C-EEU-LTU,mfh,p2,1975,perm,2015,87498.35271
C-EEU-LTU,mfh,p2,1985,perm,2015,66126.76754
C-EEU-LTU,mfh,p3,1995,perm,2015,69280.18331
C-EEU-LTU,mfh,p3,2005,perm,2015,68180.22749
C-EEU-LTU,mfh,p3,2010,perm,2015,51469.38937
C-WEU-LUX,sfh,p1,1945,perm,2015,51613.10617
C-WEU-LUX,sfh,p2,1960,perm,2015,34955.0011
C-WEU-LUX,sfh,p2,1975,perm,2015,21404.89551
C-WEU-LUX,sfh,p2,1985,perm,2015,15520.12565
C-WEU-LUX,sfh,p3,1995,perm,2015,8123.230736
C-WEU-LUX,sfh,p3,2005,perm,2015,21898.80921
C-WEU-LUX,sfh,p3,2010,perm,2015,18091.02755
C-WEU-LUX,mfh,p1,1945,perm,2015,16747.92626
C-WEU-LUX,mfh,p2,1960,perm,2015,16608.37037
C-WEU-LUX,mfh,p2,1975,perm,2015,12268.56931
C-WEU-LUX,mfh,p2,1985,perm,2015,10922.24893
C-WEU-LUX,mfh,p3,1995,perm,2015,12055.98538
C-WEU-LUX,mfh,p3,2005,perm,2015,10054.57046
C-WEU-LUX,mfh,p3,2010,perm,2015,6042.509816
C-WEU-MLT,sfh,p1,1945,perm,2015,53671.61805
C-WEU-MLT,sfh,p2,1960,perm,2015,47595.87397
C-WEU-MLT,sfh,p2,1975,perm,2015,30529.86696
C-WEU-MLT,sfh,p2,1985,perm,2015,39743.31223
C-WEU-MLT,sfh,p3,1995,perm,2015,33273.22413
C-WEU-MLT,sfh,p3,2005,perm,2015,14995.49562
C-WEU-MLT,sfh,p3,2010,perm,2015,9246.943764
C-WEU-MLT,mfh,p1,1945,perm,2015,6043.89418
C-WEU-MLT,mfh,p2,1960,perm,2015,6221.068691
C-WEU-MLT,mfh,p2,1975,perm,2015,4040.393544
C-WEU-MLT,mfh,p2,1985,perm,2015,4360.416524
C-WEU-MLT,mfh,p3,1995,perm,2015,4172.80512
C-WEU-MLT,mfh,p3,2005,perm,2015,6534.31448
C-WEU-MLT,mfh,p3,2010,perm,2015,5263.731868
C-WEU-NLD,sfh,p1,1945,perm,2015,1610617.297
C-WEU-NLD,sfh,p2,1960,perm,2015,1504147.074
C-WEU-NLD,sfh,p2,1975,perm,2015,870046.6469
C-WEU-NLD,sfh,p2,1985,perm,2015,914816.0831
C-WEU-NLD,sfh,p3,1995,perm,2015,814180.8014
C-WEU-NLD,sfh,p3,2005,perm,2015,580602.901
C-WEU-NLD,sfh,p3,2010,perm,2015,289518.3842
C-WEU-NLD,mfh,p1,1945,perm,2015,190747.3604
C-WEU-NLD,mfh,p2,1960,perm,2015,188878.7571
C-WEU-NLD,mfh,p2,1975,perm,2015,172070.552
C-WEU-NLD,mfh,p2,1985,perm,2015,172915.1682
C-WEU-NLD,mfh,p3,1995,perm,2015,170085.0038
C-WEU-NLD,mfh,p3,2005,perm,2015,162551.5243
C-WEU-NLD,mfh,p3,2010,perm,2015,160291.97
C-EEU-POL,sfh,p1,1945,perm,2015,1925560.028
C-EEU-POL,sfh,p2,1960,perm,2015,2478288.566
C-EEU-POL,sfh,p2,1975,perm,2015,1612934.405
C-EEU-POL,sfh,p2,1985,perm,2015,1559524.467
C-EEU-POL,sfh,p3,1995,perm,2015,1572355.23
C-EEU-POL,sfh,p3,2005,perm,2015,2066586.221
C-EEU-POL,sfh,p3,2010,perm,2015,903106.0003
C-EEU-POL,mfh,p1,1945,perm,2015,722399.2686
C-EEU-POL,mfh,p2,1960,perm,2015,599674.5907
C-EEU-POL,mfh,p2,1975,perm,2015,515318.816
C-EEU-POL,mfh,p2,1985,perm,2015,460197.7079
C-EEU-POL,mfh,p3,1995,perm,2015,437711.485
C-EEU-POL,mfh,p3,2005,perm,2015,955039.2433
C-EEU-POL,mfh,p3,2010,perm,2015,974504.4478
C-WEU-PRT,sfh,p1,1945,perm,2015,814991.0693
C-WEU-PRT,sfh,p2,1960,perm,2015,727107.4532
C-WEU-PRT,sfh,p2,1975,perm,2015,897236.2889
C-WEU-PRT,sfh,p2,1985,perm,2015,899711.5657
C-WEU-PRT,sfh,p3,1995,perm,2015,969592.4977
C-WEU-PRT,sfh,p3,2005,perm,2015,893009.1787
C-WEU-PRT,sfh,p3,2010,perm,2015,388563.1013
C-WEU-PRT,mfh,p1,1945,perm,2015,187024.3308
C-WEU-PRT,mfh,p2,1960,perm,2015,183892.9004
C-WEU-PRT,mfh,p2,1975,perm,2015,238654.6397
C-WEU-PRT,mfh,p2,1985,perm,2015,261861.8278
C-WEU-PRT,mfh,p3,1995,perm,2015,250965.3526
C-WEU-PRT,mfh,p3,2005,perm,2015,182026.8679
C-WEU-PRT,mfh,p3,2010,perm,2015,138912.8907
C-EEU-ROU,sfh,p1,1945,perm,2015,1043419.295
C-EEU-ROU,sfh,p2,1960,perm,2015,2306993.009
C-EEU-ROU,sfh,p2,1975,perm,2015,940534.8094
C-EEU-ROU,sfh,p2,1985,perm,2015,820175.5917
C-EEU-ROU,sfh,p3,1995,perm,2015,859647.0324
C-EEU-ROU,sfh,p3,2005,perm,2015,914664.5259
C-EEU-ROU,sfh,p3,2010,perm,2015,823172.6209
C-EEU-ROU,mfh,p1,1945,perm,2015,231539.2322
C-EEU-ROU,mfh,p2,1960,perm,2015,757916.7626
C-EEU-ROU,mfh,p2,1975,perm,2015,571776.1793
C-EEU-ROU,mfh,p2,1985,perm,2015,495090.8218
C-EEU-ROU,mfh,p3,1995,perm,2015,221502.9416
C-EEU-ROU,mfh,p3,2005,perm,2015,293718.9507
C-EEU-ROU,mfh,p3,2010,perm,2015,431711.5808
C-EEU-SVK,sfh,p1,1945,perm,2015,456080.729
C-EEU-SVK,sfh,p2,1960,perm,2015,370909.0139
C-EEU-SVK,sfh,p2,1975,perm,2015,186341.3609
C-EEU-SVK,sfh,p2,1985,perm,2015,272756.9278
C-EEU-SVK,sfh,p3,1995,perm,2015,165660.3333
C-EEU-SVK,sfh,p3,2005,perm,2015,197792.9305
C-EEU-SVK,sfh,p3,2010,perm,2015,35807.86462
C-EEU-SVK,mfh,p1,1945,perm,2015,91749.75018
C-EEU-SVK,mfh,p2,1960,perm,2015,129475.3558
C-EEU-SVK,mfh,p2,1975,perm,2015,103242.277
C-EEU-SVK,mfh,p2,1985,perm,2015,102099.5143
C-EEU-SVK,mfh,p3,1995,perm,2015,115867.48
C-EEU-SVK,mfh,p3,2005,perm,2015,103865.0993
C-EEU-SVK,mfh,p3,2010,perm,2015,34761.6261
C-EEU-SVN,sfh,p1,1945,perm,2015,74770.68084
C-EEU-SVN,sfh,p2,1960,perm,2015,331211.4906
C-EEU-SVN,sfh,p2,1975,perm,2015,75155.72366
C-EEU-SVN,sfh,p2,1985,perm,2015,41004.33007
C-EEU-SVN,sfh,p3,1995,perm,2015,36139.32806
C-EEU-SVN,sfh,p3,2005,perm,2015,96195.73145
C-EEU-SVN,sfh,p3,2010,perm,2015,51474.39306
C-EEU-SVN,mfh,p1,1945,perm,2015,26616.36944
C-EEU-SVN,mfh,p2,1960,perm,2015,40285.94494
C-EEU-SVN,mfh,p2,1975,perm,2015,29028.88556
C-EEU-SVN,mfh,p2,1985,perm,2015,32464.17675
C-EEU-SVN,mfh,p3,1995,perm,2015,32914.43188
C-EEU-SVN,mfh,p3,2005,perm,2015,27175.98984
C-EEU-SVN,mfh,p3,2010,perm,2015,20478.04021
C-WEU-ESP,sfh,p1,1945,perm,2015,3286610.877
C-WEU-ESP,sfh,p2,1960,perm,2015,3384297.347
C-WEU-ESP,sfh,p2,1975,perm,2015,2968052.205
C-WEU-ESP,sfh,p2,1985,perm,2015,3000794.526
C-WEU-ESP,sfh,p3,1995,perm,2015,2958870.593
C-WEU-ESP,sfh,p3,2005,perm,2015,3503652.935
C-WEU-ESP,sfh,p3,2010,perm,2015,1570485.178
C-WEU-ESP,mfh,p1,1945,perm,2015,1873211.046
C-WEU-ESP,mfh,p2,1960,perm,2015,1627582.966
C-WEU-ESP,mfh,p2,1975,perm,2015,1712947.16
C-WEU-ESP,mfh,p2,1985,perm,2015,1898256.844
C-WEU-ESP,mfh,p3,1995,perm,2015,1899068.58
C-WEU-ESP,mfh,p3,2005,perm,2015,3507109.867
C-WEU-ESP,mfh,p3,2010,perm,2015,1648859.362
C-WEU-SWE,sfh,p1,1945,perm,2015,512725.341
C-WEU-SWE,sfh,p2,1960,perm,2015,287446.878
C-WEU-SWE,sfh,p2,1975,perm,2015,281732.7611
C-WEU-SWE,sfh,p2,1985,perm,2015,218856.7368
C-WEU-SWE,sfh,p3,1995,perm,2015,100239.6806
C-WEU-SWE,sfh,p3,2005,perm,2015,72735.06932
C-WEU-SWE,sfh,p3,2010,perm,2015,64624.73198
C-WEU-SWE,mfh,p1,1945,perm,2015,793352.4183
C-WEU-SWE,mfh,p2,1960,perm,2015,619623.7228
C-WEU-SWE,mfh,p2,1975,perm,2015,622724.152
C-WEU-SWE,mfh,p2,1985,perm,2015,629643.1639
C-WEU-SWE,mfh,p3,1995,perm,2015,608240.8512
C-WEU-SWE,mfh,p3,2005,perm,2015,567227.7275
C-WEU-SWE,mfh,p3,2010,perm,2015,503947.4196
C-WEU-GBR,sfh,p1,1945,perm,2015,7117023.429
C-WEU-GBR,sfh,p2,1960,perm,2015,5042448.594
C-WEU-GBR,sfh,p2,1975,perm,2015,1910040.67
C-WEU-GBR,sfh,p2,1985,perm,2015,1382744.24
C-WEU-GBR,sfh,p3,1995,perm,2015,1368008.352
C-WEU-GBR,sfh,p3,2005,perm,2015,3987522.191
C-WEU-GBR,sfh,p3,2010,perm,2015,3088733.994
C-WEU-GBR,mfh,p1,1945,perm,2015,2196807.905
C-WEU-GBR,mfh,p2,1960,perm,2015,948823.0632
C-WEU-GBR,mfh,p2,1975,perm,2015,719404.8204
C-WEU-GBR,mfh,p2,1985,perm,2015,510648.7605
C-WEU-GBR,mfh,p3,1995,perm,2015,434975.8969
C-WEU-GBR,mfh,p3,2005,perm,2015,1058539.847
C-WEU-GBR,mfh,p3,2010,perm,2015,622846.2849
C-WEU-HRV,sfh,p1,1945,perm,2015,229784.4194
C-WEU-HRV,sfh,p2,1960,perm,2015,299312.2112
C-WEU-HRV,sfh,p2,1975,perm,2015,312230.3321
C-WEU-HRV,sfh,p2,1985,perm,2015,261472.9358
C-WEU-HRV,sfh,p3,1995,perm,2015,230938.255
C-WEU-HRV,sfh,p3,2005,perm,2015,254424.2097
C-WEU-HRV,sfh,p3,2010,perm,2015,129547.5535
C-WEU-HRV,mfh,p1,1945,perm,2015,72778.72944
C-WEU-HRV,mfh,p2,1960,perm,2015,98939.88705
C-WEU-HRV,mfh,p2,1975,perm,2015,114878.588
C-WEU-HRV,mfh,p2,1985,perm,2015,68017.47835
C-WEU-HRV,mfh,p3,1995,perm,2015,71344.29855
C-WEU-HRV,mfh,p3,2005,perm,2015,112497.6249
C-WEU-HRV,mfh,p3,2010,perm,2015,83855.98874
