region_bld,ssp,clim,urt,inc_cl,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-CZE,SSP1,Zone_5A Cool Humid,rur,q1,0.04485909,0.06183164,0.08140727,0.1118678,0.1455403,0.1704589,0.1882476,0.1979303,0.2040017,0.2079585,0.2106604,0.2118751,0.2125578,0.2128285,0.2129735,0.2130256,0.2130473,0.2130551
C-EEU-CZE,SSP1,Zone_5A Cool Humid,rur,q2,0.1269509,0.1605631,0.1844256,0.2006123,0.2084607,0.2111683,0.2122508,0.212628,0.2128573,0.2129678,0.2130241,0.213045,0.2130539,0.2130569,0.2130582,0.2130588,0.213059,0.2130591
C-EEU-CZE,SSP1,Zone_5A Cool Humid,rur,q3,0.2057442,0.2110336,0.2125669,0.2129587,0.2130378,0.2130538,0.2130573,0.2130582,0.2130588,0.213059,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591
C-EEU-CZE,SSP1,Zone_5A Cool Humid,urb,q1,0.1330665,0.1661874,0.1875934,0.2030001,0.2099225,0.2121114,0.2126766,0.2129404,0.2130114,0.2130461,0.213055,0.213058,0.2130589,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591
C-EEU-CZE,SSP1,Zone_5A Cool Humid,urb,q2,0.2067943,0.2111798,0.2125693,0.2129672,0.2130456,0.2130566,0.2130585,0.213059,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591
C-EEU-CZE,SSP1,Zone_5A Cool Humid,urb,q3,0.2130304,0.2130564,0.2130589,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591,0.2130591
C-EEU-EST,SSP1,Zone_6A Cold Humid,rur,q1,0.01018689,0.01417744,0.01959103,0.02755401,0.03851469,0.04962937,0.06232014,0.07124107,0.07897963,0.08720853,0.09376537,0.09757603,0.09971998,0.1012394,0.1022565,0.1027955,0.1030897,0.1032122
C-EEU-EST,SSP1,Zone_6A Cold Humid,rur,q2,0.03711086,0.05396596,0.07048074,0.08480544,0.09446266,0.09891123,0.1011825,0.1019766,0.1025876,0.1029374,0.1031509,0.1032352,0.1032754,0.1032958,0.1033093,0.1033147,0.1033172,0.1033184
C-EEU-EST,SSP1,Zone_6A Cold Humid,rur,q3,0.09800909,0.1018273,0.1028739,0.1032075,0.1032941,0.1033118,0.1033166,0.1033182,0.1033188,0.103319,0.1033191,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192
C-EEU-EST,SSP1,Zone_6A Cold Humid,urb,q1,0.0279268,0.04138437,0.05847484,0.07759177,0.09023493,0.09729079,0.1004796,0.1020567,0.1026109,0.103025,0.1032097,0.1032761,0.1033044,0.1033148,0.1033178,0.1033188,0.1033191,0.1033192
C-EEU-EST,SSP1,Zone_6A Cold Humid,urb,q2,0.08915235,0.09785222,0.1017429,0.1029268,0.1032294,0.1032957,0.1033126,0.1033174,0.1033185,0.103319,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192
C-EEU-EST,SSP1,Zone_6A Cold Humid,urb,q3,0.103293,0.1033161,0.1033189,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192,0.1033192
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,rur,q1,0.04440905,0.05305913,0.06561844,0.08415063,0.1107563,0.1474298,0.1895344,0.2357022,0.2797674,0.32292,0.3630258,0.3934167,0.4162522,0.4303141,0.438052,0.4427131,0.444902,0.4459014
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,rur,q2,0.1155185,0.1453114,0.1888776,0.2446444,0.3028596,0.3526726,0.3879117,0.4101544,0.4246528,0.4344814,0.440051,0.4433881,0.4450293,0.4458904,0.4462789,0.4464967,0.4465793,0.4466176
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,rur,q3,0.3265689,0.3709269,0.4052053,0.4278214,0.4389713,0.4433223,0.4451508,0.4459231,0.446296,0.4464994,0.446571,0.446612,0.4466288,0.4466374,0.4466403,0.4466421,0.4466428,0.4466431
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,urb,q1,0.1206489,0.1506481,0.1967297,0.2569976,0.3236503,0.3687202,0.4031987,0.4265889,0.4352815,0.4418442,0.4446838,0.4458588,0.4464031,0.4465747,0.4466226,0.4466377,0.4466422,0.4466431
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,urb,q2,0.3241498,0.363234,0.4050486,0.4276857,0.4397559,0.4438648,0.4456005,0.4463086,0.4465079,0.446602,0.4466308,0.4466394,0.4466424,0.4466431,0.4466433,0.4466433,0.4466433,0.4466433
C-EEU-HUN,SSP1,Zone_4A Mixed Humid,urb,q3,0.4417121,0.4448309,0.4462328,0.4465297,0.4466237,0.4466388,0.4466423,0.4466431,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433
C-EEU-HUN,SSP1,Zone_5A Cool Humid,rur,q1,0.03357498,0.04011477,0.0496101,0.06362116,0.08373608,0.1114627,0.1432954,0.1782,0.2115151,0.2441402,0.2744617,0.2974383,0.3147029,0.3253342,0.3311844,0.3347084,0.3363633,0.3371189
C-EEU-HUN,SSP1,Zone_5A Cool Humid,rur,q2,0.08733651,0.1098611,0.1427989,0.1849607,0.2289737,0.2666343,0.2932764,0.3100927,0.3210541,0.3284849,0.3326957,0.3352187,0.3364595,0.3371106,0.3374043,0.337569,0.3376314,0.3376604
C-EEU-HUN,SSP1,Zone_5A Cool Humid,rur,q3,0.2468988,0.2804352,0.3063511,0.3234497,0.3318795,0.335169,0.3365514,0.3371353,0.3374172,0.337571,0.3376251,0.3376561,0.3376688,0.3376753,0.3376775,0.3376789,0.3376794,0.3376796
C-EEU-HUN,SSP1,Zone_5A Cool Humid,urb,q1,0.09121527,0.1138958,0.1487353,0.1943002,0.2446923,0.2787669,0.304834,0.3225179,0.3290898,0.3340515,0.3361983,0.3370867,0.3374982,0.3376279,0.3376641,0.3376756,0.3376789,0.3376796
C-EEU-HUN,SSP1,Zone_5A Cool Humid,urb,q2,0.2450699,0.2746191,0.3062325,0.3233471,0.3324726,0.3355791,0.3368914,0.3374267,0.3375774,0.3376485,0.3376703,0.3376768,0.3376791,0.3376796,0.3376797,0.3376798,0.3376798,0.3376798
C-EEU-HUN,SSP1,Zone_5A Cool Humid,urb,q3,0.3339516,0.3363095,0.3373694,0.3375939,0.3376649,0.3376763,0.337679,0.3376796,0.3376797,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798
C-EEU-LTU,SSP1,Zone_6A Cold Humid,rur,q1,0.01403107,0.01872665,0.02351642,0.0290782,0.03876128,0.04836238,0.06010658,0.0689771,0.07635352,0.08720693,0.09827481,0.1086152,0.1204578,0.1259836,0.1353253,0.1396091,0.1479263,0.1528909
C-EEU-LTU,SSP1,Zone_6A Cold Humid,rur,q2,0.04988372,0.07475508,0.09851674,0.1227223,0.1443816,0.155589,0.1628203,0.1652406,0.1680142,0.1696724,0.170977,0.1716008,0.1719894,0.1722224,0.17237,0.1724325,0.1725135,0.1725589
C-EEU-LTU,SSP1,Zone_6A Cold Humid,rur,q3,0.1594771,0.1691229,0.1717926,0.1724243,0.1725645,0.1725956,0.1726026,0.1726039,0.172605,0.1726052,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054
C-EEU-LTU,SSP1,Zone_6A Cold Humid,urb,q1,0.03608296,0.05294683,0.06775835,0.08796948,0.1083676,0.1336495,0.1450246,0.1549092,0.1604187,0.1631527,0.1669799,0.1690057,0.1700694,0.1711634,0.1715863,0.1719725,0.172152,0.1723427
C-EEU-LTU,SSP1,Zone_6A Cold Humid,urb,q2,0.1357317,0.158787,0.1665643,0.1705293,0.1718831,0.172414,0.1725374,0.1725774,0.172593,0.1725997,0.1726035,0.1726045,0.172605,0.1726053,0.1726053,0.1726054,0.1726054,0.1726054
C-EEU-LTU,SSP1,Zone_6A Cold Humid,urb,q3,0.1725081,0.1725986,0.1726049,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054
C-EEU-LVA,SSP1,Zone_6A Cold Humid,rur,q1,0.009331485,0.01231218,0.01687129,0.02343824,0.0322795,0.04300815,0.05824104,0.07014667,0.08154427,0.09155206,0.1034595,0.1118125,0.1201314,0.1246606,0.1290583,0.133578,0.1360168,0.13795
C-EEU-LVA,SSP1,Zone_6A Cold Humid,rur,q2,0.02955246,0.04634415,0.06685291,0.09166756,0.11353,0.1266706,0.134539,0.1383364,0.1398946,0.1406039,0.1413171,0.1415753,0.1417285,0.1418033,0.1418351,0.1418668,0.1418777,0.1418838
C-EEU-LVA,SSP1,Zone_6A Cold Humid,rur,q3,0.1178071,0.1339037,0.1397285,0.1413189,0.1417915,0.1418696,0.1418821,0.1418863,0.1418869,0.1418871,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872
C-EEU-LVA,SSP1,Zone_6A Cold Humid,urb,q1,0.02071664,0.03125044,0.04796741,0.0702543,0.09699517,0.1132179,0.127646,0.134258,0.1369094,0.1391271,0.14048,0.1410051,0.1414224,0.1416717,0.1417719,0.1418224,0.1418567,0.1418745
C-EEU-LVA,SSP1,Zone_6A Cold Humid,urb,q2,0.08646371,0.1148867,0.1320658,0.1389856,0.1413074,0.141714,0.1418448,0.1418752,0.1418828,0.1418858,0.1418868,0.1418871,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872
C-EEU-LVA,SSP1,Zone_6A Cold Humid,urb,q3,0.1412956,0.1418314,0.141883,0.1418869,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872
C-EEU-POL,SSP1,Zone_5A Cool Humid,rur,q1,0.02067932,0.02742732,0.03583474,0.04605084,0.06281685,0.08178363,0.1016978,0.1194644,0.1340671,0.1528319,0.1671685,0.1852554,0.1981114,0.2098831,0.2180741,0.2234124,0.2269435,0.2294866
C-EEU-POL,SSP1,Zone_5A Cool Humid,rur,q2,0.07758352,0.1106852,0.1422146,0.1753084,0.1979831,0.2120632,0.2206747,0.224714,0.2268867,0.2287044,0.2299111,0.2309943,0.2314669,0.231788,0.2319641,0.2320858,0.232139,0.2321806
C-EEU-POL,SSP1,Zone_5A Cool Humid,rur,q3,0.2211658,0.2289447,0.231176,0.231924,0.2321379,0.2321832,0.2322031,0.2322045,0.2322105,0.2322124,0.2322135,0.2322144,0.2322148,0.2322149,0.232215,0.2322151,0.2322152,0.2322152
C-EEU-POL,SSP1,Zone_5A Cool Humid,urb,q1,0.05202423,0.07700091,0.107161,0.1431456,0.1741902,0.1976407,0.2131942,0.2205148,0.2247366,0.2278289,0.2297843,0.2309486,0.2316466,0.2319702,0.2321067,0.2321719,0.2322014,0.2322106
C-EEU-POL,SSP1,Zone_5A Cool Humid,urb,q2,0.1915129,0.2156381,0.2263073,0.2302972,0.231633,0.2320253,0.2321484,0.2321783,0.2321987,0.2322083,0.232212,0.2322138,0.2322147,0.2322151,0.2322151,0.2322152,0.2322152,0.2322152
C-EEU-POL,SSP1,Zone_5A Cool Humid,urb,q3,0.2321371,0.2322074,0.2322145,0.2322151,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,rur,q1,0.02894167,0.0365722,0.0482654,0.07081477,0.1004991,0.1465504,0.200774,0.2668463,0.3288129,0.3880304,0.4380538,0.4725405,0.4907859,0.5028779,0.5092629,0.5130606,0.514902,0.5161506
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,rur,q2,0.06013597,0.08535634,0.1272275,0.2035466,0.2880618,0.3786787,0.4417923,0.4805862,0.4984562,0.5086257,0.5136454,0.5156807,0.5165072,0.516839,0.5169753,0.5170401,0.5170634,0.517075
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,rur,q3,0.1830102,0.2679508,0.3772312,0.4610277,0.49712,0.5113193,0.5155184,0.51659,0.5169288,0.5170342,0.5170692,0.5170773,0.5170793,0.5170799,0.5170801,0.5170802,0.5170802,0.5170802
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,urb,q1,0.05807196,0.08307536,0.1304414,0.2054095,0.3091391,0.3937496,0.4630816,0.4914187,0.5060286,0.5127978,0.5155934,0.5165364,0.5168933,0.51703,0.5170637,0.5170751,0.5170789,0.5170799
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,urb,q2,0.1676816,0.256885,0.3667824,0.4530138,0.4978452,0.5118953,0.5158655,0.516761,0.5169964,0.5170635,0.5170763,0.5170793,0.51708,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802
C-EEU-ROU,SSP1,Zone_4A Mixed Humid,urb,q3,0.4418957,0.4927882,0.5117726,0.5162568,0.5169809,0.5170712,0.5170793,0.5170801,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802
C-EEU-ROU,SSP1,Zone_5A Cool Humid,rur,q1,0.01671721,0.02112474,0.02787894,0.04090385,0.05805003,0.08465009,0.1159705,0.1541351,0.1899281,0.2241332,0.2530275,0.2729477,0.2834865,0.2904711,0.2941592,0.2963528,0.2974164,0.2981376
C-EEU-ROU,SSP1,Zone_5A Cool Humid,rur,q2,0.03473559,0.04930331,0.07348881,0.1175721,0.1663895,0.2187315,0.255187,0.277595,0.287917,0.2937911,0.2966905,0.2978662,0.2983436,0.2985353,0.298614,0.2986514,0.2986649,0.2986716
C-EEU-ROU,SSP1,Zone_5A Cool Humid,rur,q3,0.1057099,0.1547731,0.2178954,0.2662977,0.2871452,0.295347,0.2977724,0.2983914,0.2985871,0.298648,0.2986682,0.2986729,0.2986741,0.2986744,0.2986745,0.2986745,0.2986745,0.2986745
C-EEU-ROU,SSP1,Zone_5A Cool Humid,urb,q1,0.03354338,0.04798578,0.07534525,0.1186481,0.1785641,0.2274366,0.2674841,0.283852,0.292291,0.296201,0.2978158,0.2983604,0.2985666,0.2986456,0.298665,0.2986716,0.2986738,0.2986744
C-EEU-ROU,SSP1,Zone_5A Cool Humid,urb,q2,0.09685579,0.1483813,0.2118599,0.2616687,0.2875641,0.2956797,0.2979729,0.2984902,0.2986261,0.2986649,0.2986723,0.298674,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745
C-EEU-ROU,SSP1,Zone_5A Cool Humid,urb,q3,0.2552467,0.2846431,0.2956088,0.2981989,0.2986172,0.2986694,0.298674,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745
C-EEU-ROU,SSP1,Zone_6A Cold Humid,rur,q1,0.005123489,0.006474307,0.008544332,0.0125362,0.01779116,0.02594355,0.03554263,0.0472393,0.05820913,0.06869229,0.07754783,0.08365296,0.08688289,0.08902352,0.09015385,0.09082615,0.09115212,0.09137316
C-EEU-ROU,SSP1,Zone_6A Cold Humid,rur,q2,0.01064576,0.01511047,0.02252284,0.03603346,0.05099504,0.06703678,0.07820966,0.08507726,0.08824075,0.09004104,0.09092967,0.09128998,0.0914363,0.09149504,0.09151917,0.09153063,0.09153476,0.09153682
C-EEU-ROU,SSP1,Zone_6A Cold Humid,rur,q3,0.03239795,0.04743482,0.06678053,0.08161487,0.08800421,0.09051789,0.09126124,0.09145096,0.09151093,0.09152959,0.09153578,0.09153722,0.09153758,0.09153768,0.09153771,0.09153772,0.09153772,0.09153772
C-EEU-ROU,SSP1,Zone_6A Cold Humid,urb,q1,0.01028037,0.01470667,0.0230918,0.03636326,0.05472631,0.06970474,0.08197847,0.08699493,0.08958129,0.09077963,0.09127452,0.09144146,0.09150464,0.09152884,0.0915348,0.09153683,0.0915375,0.09153767
C-EEU-ROU,SSP1,Zone_6A Cold Humid,urb,q2,0.02968435,0.04547587,0.0649308,0.08019617,0.0881326,0.09061986,0.09132269,0.09148122,0.09152289,0.09153477,0.09153704,0.09153757,0.0915377,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772
C-EEU-ROU,SSP1,Zone_6A Cold Humid,urb,q3,0.07822796,0.08723737,0.09059813,0.09139196,0.09152014,0.09153613,0.09153757,0.0915377,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772
C-EEU-SVK,SSP1,Zone_5A Cool Humid,rur,q1,0.04447251,0.05865459,0.07219802,0.09397056,0.1173564,0.1448482,0.1686301,0.1850249,0.2025415,0.2192129,0.2338277,0.2457175,0.2549616,0.2663082,0.2721437,0.2790111,0.2817609,0.2854998
C-EEU-SVK,SSP1,Zone_5A Cool Humid,rur,q2,0.1319929,0.1755694,0.216162,0.2504131,0.2709354,0.2826068,0.2875835,0.2897553,0.2916692,0.2924691,0.2930035,0.2933109,0.2934876,0.2935744,0.2936061,0.2936267,0.2936335,0.2936383
C-EEU-SVK,SSP1,Zone_5A Cool Humid,rur,q3,0.2734958,0.2870361,0.2920088,0.2932982,0.2935861,0.2936277,0.2936387,0.2936406,0.2936413,0.2936415,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP1,Zone_5A Cool Humid,urb,q1,0.1362444,0.1761248,0.2070492,0.2380477,0.2609666,0.2755051,0.2829323,0.2873094,0.2893184,0.2911241,0.2919643,0.2928174,0.2931783,0.2933704,0.2934886,0.2935447,0.2935923,0.293615
C-EEU-SVK,SSP1,Zone_5A Cool Humid,urb,q2,0.2716897,0.2854357,0.2911385,0.2927172,0.2934321,0.2935781,0.2936248,0.2936347,0.2936391,0.2936408,0.2936413,0.2936415,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP1,Zone_5A Cool Humid,urb,q3,0.2934699,0.2936238,0.2936404,0.2936415,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP1,Zone_6A Cold Humid,rur,q1,0.01651654,0.02178359,0.02681345,0.0348995,0.04358472,0.05379482,0.06262714,0.06871595,0.07522142,0.08141294,0.08684073,0.09125643,0.09468959,0.09890358,0.1010708,0.1036213,0.1046425,0.1060311
C-EEU-SVK,SSP1,Zone_6A Cold Humid,rur,q2,0.04902054,0.0652043,0.08027988,0.09300032,0.1006221,0.1049567,0.106805,0.1076115,0.1083223,0.1086194,0.1088179,0.108932,0.1089977,0.1090299,0.1090417,0.1090493,0.1090519,0.1090536
C-EEU-SVK,SSP1,Zone_6A Cold Humid,rur,q3,0.101573,0.1066017,0.1084484,0.1089273,0.1090342,0.1090497,0.1090538,0.1090545,0.1090547,0.1090548,0.1090548,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVK,SSP1,Zone_6A Cold Humid,urb,q1,0.05059948,0.06541058,0.07689552,0.08840797,0.09691977,0.1023192,0.1050775,0.1067032,0.1074493,0.1081199,0.1084319,0.1087487,0.1088828,0.1089541,0.108998,0.1090189,0.1090365,0.109045
C-EEU-SVK,SSP1,Zone_6A Cold Humid,urb,q2,0.1009022,0.1060073,0.1081253,0.1087116,0.108977,0.1090313,0.1090486,0.1090523,0.1090539,0.1090546,0.1090547,0.1090548,0.1090548,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVK,SSP1,Zone_6A Cold Humid,urb,q3,0.1089911,0.1090483,0.1090544,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVN,SSP1,Zone_5A Cool Humid,rur,q1,0.03727722,0.04560613,0.05685098,0.06986006,0.08379676,0.09847959,0.1107592,0.1207495,0.1318245,0.1389999,0.1456912,0.1503099,0.1540423,0.1562565,0.1581088,0.1589951,0.1597959,0.1601527
C-EEU-SVN,SSP1,Zone_5A Cool Humid,rur,q2,0.09522959,0.1123251,0.1270746,0.1380581,0.1473679,0.1525037,0.1556245,0.1574487,0.1588448,0.1595481,0.1600432,0.1603196,0.1604915,0.1605729,0.1606229,0.1606481,0.1606686,0.1606751
C-EEU-SVN,SSP1,Zone_5A Cool Humid,rur,q3,0.1536582,0.1572587,0.1591313,0.1599816,0.1603956,0.1605615,0.1606197,0.1606509,0.1606688,0.1606758,0.1606789,0.1606806,0.1606813,0.1606817,0.1606819,0.160682,0.160682,0.160682
C-EEU-SVN,SSP1,Zone_5A Cool Humid,urb,q1,0.1092646,0.1225636,0.1364666,0.1470738,0.1530237,0.1566924,0.1586535,0.1594636,0.1600193,0.1603324,0.1605187,0.1606069,0.1606516,0.1606666,0.1606757,0.1606797,0.1606812,0.1606817
C-EEU-SVN,SSP1,Zone_5A Cool Humid,urb,q2,0.1558436,0.1583883,0.1596982,0.1603332,0.1605578,0.1606318,0.1606631,0.1606739,0.1606787,0.1606807,0.1606815,0.1606818,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682
C-EEU-SVN,SSP1,Zone_5A Cool Humid,urb,q3,0.1606433,0.1606726,0.1606798,0.1606816,0.1606819,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,rur,q1,0.186635472,0.209651251,0.231824768,0.263932095,0.292115489,0.317783733,0.336524228,0.350561753,0.360246521,0.3665443,0.372349682,0.375780798,0.378509621,0.37985447,0.380793959,0.381245034,0.381504359,0.381614544
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,rur,q2,0.347504124,0.36017891,0.367881623,0.373288538,0.376963282,0.379245341,0.380236363,0.380969655,0.381212625,0.381415623,0.38157156,0.381635858,0.381675183,0.381695122,0.381705569,0.381710143,0.381712355,0.381713166
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,rur,q3,0.381208691,0.381524226,0.381621033,0.381679011,0.381699513,0.381708058,0.381711121,0.381712874,0.381713195,0.381713442,0.381713651,0.381713712,0.38171375,0.381713764,0.381713771,0.381713773,0.381713775,0.381713775
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,urb,q1,0.357124545,0.366764093,0.37213148,0.376089587,0.37886327,0.380104271,0.381085795,0.381412246,0.381555707,0.381642823,0.381686781,0.381702233,0.38171021,0.381712447,0.381713425,0.381713667,0.381713748,0.38171377
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,urb,q2,0.381332257,0.381574825,0.381650148,0.381689504,0.381704519,0.381710319,0.38171287,0.381713416,0.381713663,0.38171373,0.381713762,0.381713771,0.381713774,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775
C-WEU-AUT,SSP1,Zone_4A Mixed Humid,urb,q3,0.381713611,0.381713752,0.381713771,0.381713774,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775
C-WEU-AUT,SSP1,Zone_5A Cool Humid,rur,q1,0.116802029,0.131205988,0.145082835,0.165176555,0.18281456,0.198878511,0.21060687,0.219391971,0.225452986,0.229394324,0.233027505,0.235174799,0.236882578,0.237724224,0.238312184,0.23859448,0.238756774,0.238825731
