region_bld,arch,bld_age,yr_con,mat,year,value
C-WEU-GBR,sfh,p2,1960,perm,2015,5303110.798
C-WEU-AUT,mfh,p2,1960,perm,2015,515042.6211
C-WEU-BEL,mfh,p2,1960,perm,2015,261607.8145
C-EEU-BGR,mfh,p2,1960,perm,2015,405475.181
C-WEU-CYP,mfh,p2,1960,perm,2015,8471.792885
C-EEU-CZE,mfh,p2,1960,perm,2015,751698.6327
C-WEU-DEU,mfh,p2,1960,perm,2015,6940518.438
C-WEU-DNK,mfh,p2,1960,perm,2015,286174.7242
C-EEU-EST,mfh,p2,1960,perm,2015,135321.209
C-WEU-GRC,mfh,p2,1960,perm,2015,693985.9719
C-WEU-ESP,mfh,p2,1960,perm,2015,2734300.435
C-WEU-FIN,mfh,p2,1960,perm,2015,285688.708
C-WEU-FRA,mfh,p2,1960,perm,2015,2121534
C-EEU-HUN,mfh,p2,1960,perm,2015,398183.1531
C-WEU-IRL,mfh,p2,1960,perm,2015,28426.15222
C-WEU-ITA,mfh,p2,1960,perm,2015,6774683.012
C-EEU-LTU,mfh,p2,1960,perm,2015,274296.1028
C-WEU-LUX,mfh,p2,1960,perm,2015,17707.21194
C-EEU-LVA,mfh,p2,1960,perm,2015,173202.9538
C-WEU-MLT,mfh,p2,1960,perm,2015,8096.786021
C-WEU-NLD,mfh,p2,1960,perm,2015,540211.716
C-EEU-POL,mfh,p2,1960,perm,2015,1815402.095
C-WEU-PRT,mfh,p2,1960,perm,2015,285220.6505
C-EEU-ROU,mfh,p2,1960,perm,2015,954791.1653
C-WEU-SWE,mfh,p2,1960,perm,2015,710782.2988
C-EEU-SVN,mfh,p2,1960,perm,2015,104114.5412
C-EEU-SVK,mfh,p2,1960,perm,2015,272680.3449
C-WEU-GBR,mfh,p2,1960,perm,2015,1222398.11
C-WEU-AUT,sfh,p2,1975,perm,2015,268144.9206
C-WEU-BEL,sfh,p2,1975,perm,2015,396516.2962
C-EEU-BGR,sfh,p2,1975,perm,2015,288062.4835
C-WEU-CYP,sfh,p2,1975,perm,2015,29370.55476
C-EEU-CZE,sfh,p2,1975,perm,2015,228192.2879
C-WEU-DEU,sfh,p2,1975,perm,2015,3057761.615
C-WEU-DNK,sfh,p2,1975,perm,2015,253290.7659
C-EEU-EST,sfh,p2,1975,perm,2015,35200.64677
C-WEU-GRC,sfh,p2,1975,perm,2015,375738.499
C-WEU-ESP,sfh,p2,1975,perm,2015,950637.1915
C-WEU-FIN,sfh,p2,1975,perm,2015,284818.1262
C-WEU-FRA,sfh,p2,1975,perm,2015,3032535.957
C-EEU-HUN,sfh,p2,1975,perm,2015,382187.9759
C-WEU-IRL,sfh,p2,1975,perm,2015,189051.6844
C-WEU-ITA,sfh,p2,1975,perm,2015,1319176.769
C-EEU-LTU,sfh,p2,1975,perm,2015,97657.4555
C-WEU-LUX,sfh,p2,1975,perm,2015,16874.43638
C-EEU-LVA,sfh,p2,1975,perm,2015,62689.43987
C-WEU-MLT,sfh,p2,1975,perm,2015,16010.97253
C-WEU-NLD,sfh,p2,1975,perm,2015,768848.8299
C-EEU-POL,sfh,p2,1975,perm,2015,708433.1945
C-WEU-PRT,sfh,p2,1975,perm,2015,459984.0948
C-EEU-ROU,sfh,p2,1975,perm,2015,909389.0423
C-WEU-SWE,sfh,p2,1975,perm,2015,277998.0545
C-EEU-SVN,sfh,p2,1975,perm,2015,50492.86974
C-EEU-SVK,sfh,p2,1975,perm,2015,107681.521
C-WEU-GBR,sfh,p2,1975,perm,2015,2329793.64
C-WEU-AUT,mfh,p2,1975,perm,2015,265002.5974
C-WEU-BEL,mfh,p2,1975,perm,2015,141578.9418
C-EEU-BGR,mfh,p2,1975,perm,2015,235090.4635
C-WEU-CYP,mfh,p2,1975,perm,2015,11468.50224
C-EEU-CZE,mfh,p2,1975,perm,2015,308010.5691
C-WEU-DEU,mfh,p2,1975,perm,2015,3577476.968
C-WEU-DNK,mfh,p2,1975,perm,2015,176774.1761
C-EEU-EST,mfh,p2,1975,perm,2015,105112.1772
C-WEU-GRC,mfh,p2,1975,perm,2015,552979.429
C-WEU-ESP,mfh,p2,1975,perm,2015,2257564.511
C-WEU-FIN,mfh,p2,1975,perm,2015,226935.0588
C-WEU-FRA,mfh,p2,1975,perm,2015,2343409.095
C-EEU-HUN,mfh,p2,1975,perm,2015,238809.6711
C-WEU-IRL,mfh,p2,1975,perm,2015,24022.17157
C-WEU-ITA,mfh,p2,1975,perm,2015,3832859.595
C-EEU-LTU,mfh,p2,1975,perm,2015,180558.4525
C-WEU-LUX,mfh,p2,1975,perm,2015,9562.180617
C-EEU-LVA,mfh,p2,1975,perm,2015,140026.8711
C-WEU-MLT,mfh,p2,1975,perm,2015,5320.227465
C-WEU-NLD,mfh,p2,1975,perm,2015,332834.4461
C-EEU-POL,mfh,p2,1975,perm,2015,1043333.632
C-WEU-PRT,mfh,p2,1975,perm,2015,319649.9642
C-EEU-ROU,mfh,p2,1975,perm,2015,688834.2307
C-WEU-SWE,mfh,p2,1975,perm,2015,386786.7075
C-EEU-SVN,mfh,p2,1975,perm,2015,89629.81426
C-EEU-SVK,mfh,p2,1975,perm,2015,111613.355
C-WEU-GBR,mfh,p2,1975,perm,2015,537031.0846
C-WEU-AUT,sfh,p2,1985,perm,2015,212757.0458
C-WEU-BEL,sfh,p2,1985,perm,2015,396516.2962
C-EEU-BGR,sfh,p2,1985,perm,2015,271451.6598
C-WEU-CYP,sfh,p2,1985,perm,2015,42400.04578
C-EEU-CZE,sfh,p2,1985,perm,2015,264496.6499
C-WEU-DEU,sfh,p2,1985,perm,2015,2131192.613
C-WEU-DNK,sfh,p2,1985,perm,2015,103745.8969
C-EEU-EST,sfh,p2,1985,perm,2015,33104.32775
C-WEU-GRC,sfh,p2,1985,perm,2015,287623.4593
C-WEU-ESP,sfh,p2,1985,perm,2015,602313.6708
C-WEU-FIN,sfh,p2,1985,perm,2015,225680.6846
C-WEU-FRA,sfh,p2,1985,perm,2015,2234796.805
C-EEU-HUN,sfh,p2,1985,perm,2015,519550.7346
C-WEU-IRL,sfh,p2,1985,perm,2015,164530.5977
C-WEU-ITA,sfh,p2,1985,perm,2015,955628.2586
C-EEU-LTU,sfh,p2,1985,perm,2015,97657.4555
C-WEU-LUX,sfh,p2,1985,perm,2015,13115.44213
C-EEU-LVA,sfh,p2,1985,perm,2015,60513.70068
C-WEU-MLT,sfh,p2,1985,perm,2015,18391.09151
C-WEU-NLD,sfh,p2,1985,perm,2015,747836.8152
C-EEU-POL,sfh,p2,1985,perm,2015,732362.446
C-WEU-PRT,sfh,p2,1985,perm,2015,393146.3436
C-EEU-ROU,sfh,p2,1985,perm,2015,1244126.466
C-WEU-SWE,sfh,p2,1985,perm,2015,191507.2572
C-EEU-SVN,sfh,p2,1985,perm,2015,27430.24749
C-EEU-SVK,sfh,p2,1985,perm,2015,124908.9247
C-WEU-GBR,sfh,p2,1985,perm,2015,1654136.058
C-WEU-AUT,mfh,p2,1985,perm,2015,210263.7992
C-WEU-BEL,mfh,p2,1985,perm,2015,141578.9418
C-EEU-BGR,mfh,p2,1985,perm,2015,221534.2162
C-WEU-CYP,mfh,p2,1985,perm,2015,16556.20822
C-EEU-CZE,mfh,p2,1985,perm,2015,357013.6591
C-WEU-DEU,mfh,p2,1985,perm,2015,2493422.786
C-WEU-DNK,mfh,p2,1985,perm,2015,72405.30612
C-EEU-EST,mfh,p2,1985,perm,2015,98852.38725
C-WEU-GRC,mfh,p2,1985,perm,2015,423299.3337
C-WEU-ESP,mfh,p2,1985,perm,2015,1430368.998
C-WEU-FIN,mfh,p2,1985,perm,2015,179816.0114
C-WEU-FRA,mfh,p2,1985,perm,2015,1726951.711
C-EEU-HUN,mfh,p2,1985,perm,2015,324640.6164
C-WEU-IRL,mfh,p2,1985,perm,2015,20906.35828
C-WEU-ITA,mfh,p2,1985,perm,2015,2776571.741
C-EEU-LTU,mfh,p2,1985,perm,2015,180558.4525
C-WEU-LUX,mfh,p2,1985,perm,2015,7432.083872
C-EEU-LVA,mfh,p2,1985,perm,2015,135167.0103
C-WEU-MLT,mfh,p2,1985,perm,2015,6111.108489
C-WEU-NLD,mfh,p2,1985,perm,2015,323738.3508
C-EEU-POL,mfh,p2,1985,perm,2015,1078575.054
C-WEU-PRT,mfh,p2,1985,perm,2015,273203.3914
C-EEU-ROU,mfh,p2,1985,perm,2015,942387.534
C-WEU-SWE,mfh,p2,1985,perm,2015,266449.5678
C-EEU-SVN,mfh,p2,1985,perm,2015,48691.38951
C-EEU-SVK,mfh,p2,1985,perm,2015,129469.7923
C-WEU-GBR,mfh,p2,1985,perm,2015,381288.0531
C-WEU-AUT,sfh,p3,1995,perm,2015,253929.5741
C-WEU-BEL,sfh,p3,1995,perm,2015,292082.0624
C-EEU-BGR,sfh,p3,1995,perm,2015,156768.2047
C-WEU-CYP,sfh,p3,1995,perm,2015,36560.16008
C-EEU-CZE,sfh,p3,1995,perm,2015,136531.2154
C-WEU-DEU,sfh,p3,1995,perm,2015,1961469.193
C-WEU-DNK,sfh,p3,1995,perm,2015,103828.1362
C-EEU-EST,sfh,p3,1995,perm,2015,10740.90506
C-WEU-GRC,sfh,p3,1995,perm,2015,193498.2595
C-WEU-ESP,sfh,p3,1995,perm,2015,596391.1156
C-WEU-FIN,sfh,p3,1995,perm,2015,164781.9821
C-WEU-FRA,sfh,p3,1995,perm,2015,1346214.079
C-EEU-HUN,sfh,p3,1995,perm,2015,214290.4141
C-WEU-IRL,sfh,p3,1995,perm,2015,213774.8
C-WEU-ITA,sfh,p3,1995,perm,2015,353578.871
C-EEU-LTU,sfh,p3,1995,perm,2015,30368.31572
C-WEU-LUX,sfh,p3,1995,perm,2015,10434.88723
C-EEU-LVA,sfh,p3,1995,perm,2015,18941.79289
C-WEU-MLT,sfh,p3,1995,perm,2015,17810.88591
C-WEU-NLD,sfh,p3,1995,perm,2015,659721.0407
C-EEU-POL,sfh,p3,1995,perm,2015,732362.446
C-WEU-PRT,sfh,p3,1995,perm,2015,428162.1622
C-EEU-ROU,sfh,p3,1995,perm,2015,171329.2002
C-WEU-SWE,sfh,p3,1995,perm,2015,156803.5665
C-EEU-SVN,sfh,p3,1995,perm,2015,27430.24749
C-EEU-SVK,sfh,p3,1995,perm,2015,66458.01414
C-WEU-GBR,sfh,p3,1995,perm,2015,1654136.058
C-WEU-AUT,mfh,p3,1995,perm,2015,250953.8369
C-WEU-BEL,mfh,p3,1995,perm,2015,104289.9616
C-EEU-BGR,mfh,p3,1995,perm,2015,127939.9853
C-WEU-CYP,mfh,p3,1995,perm,2015,14275.87192
C-EEU-CZE,mfh,p3,1995,perm,2015,184287.8116
C-WEU-DEU,mfh,p3,1995,perm,2015,2294852.164
C-WEU-DNK,mfh,p3,1995,perm,2015,72462.70178
C-EEU-EST,mfh,p3,1995,perm,2015,32073.27194
C-WEU-GRC,mfh,p3,1995,perm,2015,284774.0045
C-WEU-ESP,mfh,p3,1995,perm,2015,1416304.168
C-WEU-FIN,mfh,p3,1995,perm,2015,131293.6409
C-WEU-FRA,mfh,p3,1995,perm,2015,1040294.448
C-EEU-HUN,mfh,p3,1995,perm,2015,133899.0929
C-WEU-IRL,mfh,p3,1995,perm,2015,27163.65601
C-WEU-ITA,mfh,p3,1995,perm,2015,1027321.129
C-EEU-LTU,mfh,p3,1995,perm,2015,56147.84928
C-WEU-LUX,mfh,p3,1995,perm,2015,5913.102766
C-EEU-LVA,mfh,p3,1995,perm,2015,42309.51811
C-WEU-MLT,mfh,p3,1995,perm,2015,5918.314092
C-WEU-NLD,mfh,p3,1995,perm,2015,285593.0563
C-EEU-POL,mfh,p3,1995,perm,2015,1078575.054
C-WEU-PRT,mfh,p3,1995,perm,2015,297536.4178
C-EEU-ROU,mfh,p3,1995,perm,2015,129776.5998
C-WEU-SWE,mfh,p3,1995,perm,2015,218165.3225
C-EEU-SVN,mfh,p3,1995,perm,2015,48691.38951
C-EEU-SVK,mfh,p3,1995,perm,2015,68884.63186
C-WEU-GBR,mfh,p3,1995,perm,2015,381288.0531
C-WEU-AUT,sfh,p3,2005,perm,2015,103819.2897
C-WEU-BEL,sfh,p3,2005,perm,2015,196334.7809
C-EEU-BGR,sfh,p3,2005,perm,2015,243911.6297
C-WEU-CYP,sfh,p3,2005,perm,2015,78608.61336
C-EEU-CZE,sfh,p3,2005,perm,2015,103138.2127
C-WEU-DEU,sfh,p3,2005,perm,2015,1078601.947
C-WEU-DNK,sfh,p3,2005,perm,2015,137328.4093
C-EEU-EST,sfh,p3,2005,perm,2015,8455.697519
C-WEU-GRC,sfh,p3,2005,perm,2015,98541.75576
C-WEU-ESP,sfh,p3,2005,perm,2015,1012281.586
C-WEU-FIN,sfh,p3,2005,perm,2015,160950.7405
C-WEU-FRA,sfh,p3,2005,perm,2015,1834196.185
C-EEU-HUN,sfh,p3,2005,perm,2015,252750.2552
C-WEU-IRL,sfh,p3,2005,perm,2015,425844.4258
C-WEU-ITA,sfh,p3,2005,perm,2015,276661.5759
C-EEU-LTU,sfh,p3,2005,perm,2015,26614.9488
C-WEU-LUX,sfh,p3,2005,perm,2015,14352.80745
C-EEU-LVA,sfh,p3,2005,perm,2015,21975.60693
C-WEU-MLT,sfh,p3,2005,perm,2015,6641.905523
C-WEU-NLD,sfh,p3,2005,perm,2015,342963.1598
C-EEU-POL,sfh,p3,2005,perm,2015,911250.9779
C-WEU-PRT,sfh,p3,2005,perm,2015,243151.2578
C-EEU-ROU,sfh,p3,2005,perm,2015,168396.9156
C-WEU-SWE,sfh,p3,2005,perm,2015,43746.94594
C-EEU-SVN,sfh,p3,2005,perm,2015,23984.41549
C-EEU-SVK,sfh,p3,2005,perm,2015,82125.22543
C-WEU-GBR,sfh,p3,2005,perm,2015,1367907.722
C-WEU-AUT,mfh,p3,2005,perm,2015,102602.6573
C-WEU-BEL,mfh,p3,2005,perm,2015,70102.71908
C-EEU-BGR,mfh,p3,2005,perm,2015,199058.5423
C-WEU-CYP,mfh,p3,2005,perm,2015,30694.79164
C-EEU-CZE,mfh,p3,2005,perm,2015,139214.4313
C-WEU-DEU,mfh,p3,2005,perm,2015,1261927.549
C-WEU-DNK,mfh,p3,2005,perm,2015,95842.8797
C-EEU-EST,mfh,p3,2005,perm,2015,25249.44448
C-WEU-GRC,mfh,p3,2005,perm,2015,145025.2342
C-WEU-ESP,mfh,p3,2005,perm,2015,2403957.055
C-WEU-FIN,mfh,p3,2005,perm,2015,128241.0155
C-WEU-FRA,mfh,p3,2005,perm,2015,1417385.344
C-EEU-HUN,mfh,p3,2005,perm,2015,157930.6758
C-WEU-IRL,mfh,p3,2005,perm,2015,54110.64117
C-WEU-ITA,mfh,p3,2005,perm,2015,803838.4241
C-EEU-LTU,mfh,p3,2005,perm,2015,49208.2652
C-WEU-LUX,mfh,p3,2005,perm,2015,8133.257553
C-EEU-LVA,mfh,p3,2005,perm,2015,49086.02607
C-WEU-MLT,mfh,p3,2005,perm,2015,2207.014477
C-WEU-NLD,mfh,p3,2005,perm,2015,148468.6572
C-EEU-POL,mfh,p3,2005,perm,2015,1342030.272
C-WEU-PRT,mfh,p3,2005,perm,2015,168969.5182
C-EEU-ROU,mfh,p3,2005,perm,2015,127555.4844
C-WEU-SWE,mfh,p3,2005,perm,2015,60866.38706
C-EEU-SVN,mfh,p3,2005,perm,2015,42574.69851
C-EEU-SVK,mfh,p3,2005,perm,2015,85123.90857
C-WEU-GBR,mfh,p3,2005,perm,2015,315310.7447
