region_gea,urt,mat,arch,year,value
EEU,urb,perm,sfh,2075,0.292417361
EEU,urb,perm,sfh,2080,0.292417361
EEU,urb,perm,sfh,2085,0.292417361
EEU,urb,perm,sfh,2090,0.292417361
EEU,urb,perm,sfh,2095,0.292417361
EEU,urb,perm,sfh,2100,0.292417361
EEU,urb,perm,mfh,2015,0.707582639
EEU,urb,perm,mfh,2020,0.707582639
EEU,urb,perm,mfh,2025,0.707582639
EEU,urb,perm,mfh,2030,0.707582639
EEU,urb,perm,mfh,2035,0.707582639
EEU,urb,perm,mfh,2040,0.707582639
EEU,urb,perm,mfh,2045,0.707582639
EEU,urb,perm,mfh,2050,0.707582639
EEU,urb,perm,mfh,2055,0.707582639
EEU,urb,perm,mfh,2060,0.707582639
EEU,urb,perm,mfh,2065,0.707582639
EEU,urb,perm,mfh,2070,0.707582639
EEU,urb,perm,mfh,2075,0.707582639
EEU,urb,perm,mfh,2080,0.707582639
EEU,urb,perm,mfh,2085,0.707582639
EEU,urb,perm,mfh,2090,0.707582639
EEU,urb,perm,mfh,2095,0.707582639
EEU,urb,perm,mfh,2100,0.707582639
EEU,urb,sub,inf,2015,1
EEU,urb,sub,inf,2020,1
EEU,urb,sub,inf,2025,1
EEU,urb,sub,inf,2030,1
EEU,urb,sub,inf,2035,1
EEU,urb,sub,inf,2040,1
EEU,urb,sub,inf,2045,1
EEU,urb,sub,inf,2050,1
EEU,urb,sub,inf,2055,1
EEU,urb,sub,inf,2060,1
EEU,urb,sub,inf,2065,1
EEU,urb,sub,inf,2070,1
EEU,urb,sub,inf,2075,1
EEU,urb,sub,inf,2080,1
EEU,urb,sub,inf,2085,1
EEU,urb,sub,inf,2090,1
EEU,urb,sub,inf,2095,1
EEU,urb,sub,inf,2100,1
FSU,rur,perm,sfh,2015,0.78884423
FSU,rur,perm,sfh,2020,0.78884423
FSU,rur,perm,sfh,2025,0.78884423
FSU,rur,perm,sfh,2030,0.78884423
FSU,rur,perm,sfh,2035,0.78884423
FSU,rur,perm,sfh,2040,0.78884423
FSU,rur,perm,sfh,2045,0.78884423
FSU,rur,perm,sfh,2050,0.78884423
FSU,rur,perm,sfh,2055,0.78884423
FSU,rur,perm,sfh,2060,0.78884423
FSU,rur,perm,sfh,2065,0.78884423
FSU,rur,perm,sfh,2070,0.78884423
FSU,rur,perm,sfh,2075,0.78884423
FSU,rur,perm,sfh,2080,0.78884423
FSU,rur,perm,sfh,2085,0.78884423
FSU,rur,perm,sfh,2090,0.78884423
FSU,rur,perm,sfh,2095,0.78884423
FSU,rur,perm,sfh,2100,0.78884423
FSU,rur,perm,mfh,2015,0.21115577
FSU,rur,perm,mfh,2020,0.21115577
FSU,rur,perm,mfh,2025,0.21115577
FSU,rur,perm,mfh,2030,0.21115577
FSU,rur,perm,mfh,2035,0.21115577
FSU,rur,perm,mfh,2040,0.21115577
FSU,rur,perm,mfh,2045,0.21115577
FSU,rur,perm,mfh,2050,0.21115577
FSU,rur,perm,mfh,2055,0.21115577
FSU,rur,perm,mfh,2060,0.21115577
FSU,rur,perm,mfh,2065,0.21115577
FSU,rur,perm,mfh,2070,0.21115577
FSU,rur,perm,mfh,2075,0.21115577
FSU,rur,perm,mfh,2080,0.21115577
FSU,rur,perm,mfh,2085,0.21115577
FSU,rur,perm,mfh,2090,0.21115577
FSU,rur,perm,mfh,2095,0.21115577
FSU,rur,perm,mfh,2100,0.21115577
FSU,rur,sub,inf,2015,1
FSU,rur,sub,inf,2020,1
FSU,rur,sub,inf,2025,1
FSU,rur,sub,inf,2030,1
FSU,rur,sub,inf,2035,1
FSU,rur,sub,inf,2040,1
FSU,rur,sub,inf,2045,1
FSU,rur,sub,inf,2050,1
FSU,rur,sub,inf,2055,1
FSU,rur,sub,inf,2060,1
FSU,rur,sub,inf,2065,1
FSU,rur,sub,inf,2070,1
FSU,rur,sub,inf,2075,1
FSU,rur,sub,inf,2080,1
FSU,rur,sub,inf,2085,1
FSU,rur,sub,inf,2090,1
FSU,rur,sub,inf,2095,1
FSU,rur,sub,inf,2100,1
FSU,urb,perm,sfh,2015,0.292417361
FSU,urb,perm,sfh,2020,0.292417361
FSU,urb,perm,sfh,2025,0.292417361
FSU,urb,perm,sfh,2030,0.292417361
FSU,urb,perm,sfh,2035,0.292417361
FSU,urb,perm,sfh,2040,0.292417361
FSU,urb,perm,sfh,2045,0.292417361
FSU,urb,perm,sfh,2050,0.292417361
FSU,urb,perm,sfh,2055,0.292417361
FSU,urb,perm,sfh,2060,0.292417361
FSU,urb,perm,sfh,2065,0.292417361
FSU,urb,perm,sfh,2070,0.292417361
FSU,urb,perm,sfh,2075,0.292417361
FSU,urb,perm,sfh,2080,0.292417361
FSU,urb,perm,sfh,2085,0.292417361
FSU,urb,perm,sfh,2090,0.292417361
FSU,urb,perm,sfh,2095,0.292417361
FSU,urb,perm,sfh,2100,0.292417361
FSU,urb,perm,mfh,2015,0.707582639
FSU,urb,perm,mfh,2020,0.707582639
FSU,urb,perm,mfh,2025,0.707582639
FSU,urb,perm,mfh,2030,0.707582639
FSU,urb,perm,mfh,2035,0.707582639
FSU,urb,perm,mfh,2040,0.707582639
FSU,urb,perm,mfh,2045,0.707582639
FSU,urb,perm,mfh,2050,0.707582639
FSU,urb,perm,mfh,2055,0.707582639
FSU,urb,perm,mfh,2060,0.707582639
FSU,urb,perm,mfh,2065,0.707582639
FSU,urb,perm,mfh,2070,0.707582639
FSU,urb,perm,mfh,2075,0.707582639
FSU,urb,perm,mfh,2080,0.707582639
FSU,urb,perm,mfh,2085,0.707582639
FSU,urb,perm,mfh,2090,0.707582639
FSU,urb,perm,mfh,2095,0.707582639
FSU,urb,perm,mfh,2100,0.707582639
FSU,urb,sub,inf,2015,1
FSU,urb,sub,inf,2020,1
FSU,urb,sub,inf,2025,1
FSU,urb,sub,inf,2030,1
FSU,urb,sub,inf,2035,1
FSU,urb,sub,inf,2040,1
FSU,urb,sub,inf,2045,1
FSU,urb,sub,inf,2050,1
FSU,urb,sub,inf,2055,1
FSU,urb,sub,inf,2060,1
FSU,urb,sub,inf,2065,1
FSU,urb,sub,inf,2070,1
FSU,urb,sub,inf,2075,1
FSU,urb,sub,inf,2080,1
FSU,urb,sub,inf,2085,1
FSU,urb,sub,inf,2090,1
FSU,urb,sub,inf,2095,1
FSU,urb,sub,inf,2100,1
LAC,rur,perm,sfh,2015,0.99193434
LAC,rur,perm,sfh,2020,0.99193434
LAC,rur,perm,sfh,2025,0.99193434
LAC,rur,perm,sfh,2030,0.99193434
LAC,rur,perm,sfh,2035,0.99193434
LAC,rur,perm,sfh,2040,0.99193434
LAC,rur,perm,sfh,2045,0.99193434
LAC,rur,perm,sfh,2050,0.99193434
LAC,rur,perm,sfh,2055,0.99193434
LAC,rur,perm,sfh,2060,0.99193434
LAC,rur,perm,sfh,2065,0.99193434
LAC,rur,perm,sfh,2070,0.99193434
LAC,rur,perm,sfh,2075,0.99193434
LAC,rur,perm,sfh,2080,0.99193434
LAC,rur,perm,sfh,2085,0.99193434
LAC,rur,perm,sfh,2090,0.99193434
LAC,rur,perm,sfh,2095,0.99193434
LAC,rur,perm,sfh,2100,0.99193434
LAC,rur,perm,mfh,2015,0.00806566
LAC,rur,perm,mfh,2020,0.00806566
LAC,rur,perm,mfh,2025,0.00806566
LAC,rur,perm,mfh,2030,0.00806566
LAC,rur,perm,mfh,2035,0.00806566
LAC,rur,perm,mfh,2040,0.00806566
LAC,rur,perm,mfh,2045,0.00806566
LAC,rur,perm,mfh,2050,0.00806566
LAC,rur,perm,mfh,2055,0.00806566
LAC,rur,perm,mfh,2060,0.00806566
LAC,rur,perm,mfh,2065,0.00806566
LAC,rur,perm,mfh,2070,0.00806566
LAC,rur,perm,mfh,2075,0.00806566
LAC,rur,perm,mfh,2080,0.00806566
LAC,rur,perm,mfh,2085,0.00806566
LAC,rur,perm,mfh,2090,0.00806566
LAC,rur,perm,mfh,2095,0.00806566
LAC,rur,perm,mfh,2100,0.00806566
LAC,rur,sub,inf,2015,1
LAC,rur,sub,inf,2020,1
LAC,rur,sub,inf,2025,1
LAC,rur,sub,inf,2030,1
LAC,rur,sub,inf,2035,1
LAC,rur,sub,inf,2040,1
LAC,rur,sub,inf,2045,1
LAC,rur,sub,inf,2050,1
LAC,rur,sub,inf,2055,1
LAC,rur,sub,inf,2060,1
LAC,rur,sub,inf,2065,1
LAC,rur,sub,inf,2070,1
LAC,rur,sub,inf,2075,1
LAC,rur,sub,inf,2080,1
LAC,rur,sub,inf,2085,1
LAC,rur,sub,inf,2090,1
LAC,rur,sub,inf,2095,1
LAC,rur,sub,inf,2100,1
LAC,urb,perm,sfh,2015,0.879047501
LAC,urb,perm,sfh,2020,0.879047501
LAC,urb,perm,sfh,2025,0.879047501
LAC,urb,perm,sfh,2030,0.879047501
LAC,urb,perm,sfh,2035,0.879047501
LAC,urb,perm,sfh,2040,0.879047501
LAC,urb,perm,sfh,2045,0.879047501
LAC,urb,perm,sfh,2050,0.879047501
LAC,urb,perm,sfh,2055,0.879047501
LAC,urb,perm,sfh,2060,0.879047501
LAC,urb,perm,sfh,2065,0.879047501
LAC,urb,perm,sfh,2070,0.879047501
LAC,urb,perm,sfh,2075,0.879047501
LAC,urb,perm,sfh,2080,0.879047501
LAC,urb,perm,sfh,2085,0.879047501
LAC,urb,perm,sfh,2090,0.879047501
LAC,urb,perm,sfh,2095,0.879047501
LAC,urb,perm,sfh,2100,0.879047501
LAC,urb,perm,mfh,2015,0.120952499
LAC,urb,perm,mfh,2020,0.120952499
LAC,urb,perm,mfh,2025,0.120952499
LAC,urb,perm,mfh,2030,0.120952499
LAC,urb,perm,mfh,2035,0.120952499
LAC,urb,perm,mfh,2040,0.120952499
LAC,urb,perm,mfh,2045,0.120952499
LAC,urb,perm,mfh,2050,0.120952499
LAC,urb,perm,mfh,2055,0.120952499
LAC,urb,perm,mfh,2060,0.120952499
LAC,urb,perm,mfh,2065,0.120952499
LAC,urb,perm,mfh,2070,0.120952499
LAC,urb,perm,mfh,2075,0.120952499
LAC,urb,perm,mfh,2080,0.120952499
LAC,urb,perm,mfh,2085,0.120952499
LAC,urb,perm,mfh,2090,0.120952499
LAC,urb,perm,mfh,2095,0.120952499
LAC,urb,perm,mfh,2100,0.120952499
LAC,urb,sub,inf,2015,1
LAC,urb,sub,inf,2020,1
LAC,urb,sub,inf,2025,1
LAC,urb,sub,inf,2030,1
LAC,urb,sub,inf,2035,1
LAC,urb,sub,inf,2040,1
LAC,urb,sub,inf,2045,1
LAC,urb,sub,inf,2050,1
LAC,urb,sub,inf,2055,1
LAC,urb,sub,inf,2060,1
LAC,urb,sub,inf,2065,1
LAC,urb,sub,inf,2070,1
LAC,urb,sub,inf,2075,1
LAC,urb,sub,inf,2080,1
LAC,urb,sub,inf,2085,1
LAC,urb,sub,inf,2090,1
LAC,urb,sub,inf,2095,1
LAC,urb,sub,inf,2100,1
MEA,rur,perm,sfh,2015,0.926230082
MEA,rur,perm,sfh,2020,0.926230082
MEA,rur,perm,sfh,2025,0.926230082
MEA,rur,perm,sfh,2030,0.926230082
MEA,rur,perm,sfh,2035,0.926230082
MEA,rur,perm,sfh,2040,0.926230082
MEA,rur,perm,sfh,2045,0.926230082
MEA,rur,perm,sfh,2050,0.926230082
MEA,rur,perm,sfh,2055,0.926230082
MEA,rur,perm,sfh,2060,0.926230082
MEA,rur,perm,sfh,2065,0.926230082
MEA,rur,perm,sfh,2070,0.926230082
MEA,rur,perm,sfh,2075,0.926230082
MEA,rur,perm,sfh,2080,0.926230082
MEA,rur,perm,sfh,2085,0.926230082
MEA,rur,perm,sfh,2090,0.926230082
MEA,rur,perm,sfh,2095,0.926230082
MEA,rur,perm,sfh,2100,0.926230082
MEA,rur,perm,mfh,2015,0.073769918
MEA,rur,perm,mfh,2020,0.073769918
MEA,rur,perm,mfh,2025,0.073769918
MEA,rur,perm,mfh,2030,0.073769918
MEA,rur,perm,mfh,2035,0.073769918
MEA,rur,perm,mfh,2040,0.073769918
MEA,rur,perm,mfh,2045,0.073769918
MEA,rur,perm,mfh,2050,0.073769918
MEA,rur,perm,mfh,2055,0.073769918
MEA,rur,perm,mfh,2060,0.073769918
MEA,rur,perm,mfh,2065,0.073769918
MEA,rur,perm,mfh,2070,0.073769918
MEA,rur,perm,mfh,2075,0.073769918
MEA,rur,perm,mfh,2080,0.073769918
MEA,rur,perm,mfh,2085,0.073769918
MEA,rur,perm,mfh,2090,0.073769918
MEA,rur,perm,mfh,2095,0.073769918
MEA,rur,perm,mfh,2100,0.073769918
MEA,rur,sub,inf,2015,1
MEA,rur,sub,inf,2020,1
MEA,rur,sub,inf,2025,1
MEA,rur,sub,inf,2030,1
MEA,rur,sub,inf,2035,1
MEA,rur,sub,inf,2040,1
MEA,rur,sub,inf,2045,1
MEA,rur,sub,inf,2050,1
MEA,rur,sub,inf,2055,1
MEA,rur,sub,inf,2060,1
MEA,rur,sub,inf,2065,1
MEA,rur,sub,inf,2070,1
MEA,rur,sub,inf,2075,1
MEA,rur,sub,inf,2080,1
MEA,rur,sub,inf,2085,1
MEA,rur,sub,inf,2090,1
MEA,rur,sub,inf,2095,1
MEA,rur,sub,inf,2100,1
MEA,urb,perm,sfh,2015,0.851362739
MEA,urb,perm,sfh,2020,0.851362739
MEA,urb,perm,sfh,2025,0.851362739
MEA,urb,perm,sfh,2030,0.851362739
MEA,urb,perm,sfh,2035,0.851362739
MEA,urb,perm,sfh,2040,0.851362739
MEA,urb,perm,sfh,2045,0.851362739
MEA,urb,perm,sfh,2050,0.851362739
MEA,urb,perm,sfh,2055,0.851362739
MEA,urb,perm,sfh,2060,0.851362739
MEA,urb,perm,sfh,2065,0.851362739
MEA,urb,perm,sfh,2070,0.851362739
MEA,urb,perm,sfh,2075,0.851362739
MEA,urb,perm,sfh,2080,0.851362739
MEA,urb,perm,sfh,2085,0.851362739
MEA,urb,perm,sfh,2090,0.851362739
MEA,urb,perm,sfh,2095,0.851362739
MEA,urb,perm,sfh,2100,0.851362739
MEA,urb,perm,mfh,2015,0.148637261
MEA,urb,perm,mfh,2020,0.148637261
MEA,urb,perm,mfh,2025,0.148637261
MEA,urb,perm,mfh,2030,0.148637261
MEA,urb,perm,mfh,2035,0.148637261
MEA,urb,perm,mfh,2040,0.148637261
MEA,urb,perm,mfh,2045,0.148637261
MEA,urb,perm,mfh,2050,0.148637261
MEA,urb,perm,mfh,2055,0.148637261
MEA,urb,perm,mfh,2060,0.148637261
MEA,urb,perm,mfh,2065,0.148637261
MEA,urb,perm,mfh,2070,0.148637261
MEA,urb,perm,mfh,2075,0.148637261
MEA,urb,perm,mfh,2080,0.148637261
MEA,urb,perm,mfh,2085,0.148637261
MEA,urb,perm,mfh,2090,0.148637261
MEA,urb,perm,mfh,2095,0.148637261
MEA,urb,perm,mfh,2100,0.148637261
MEA,urb,sub,inf,2015,1
MEA,urb,sub,inf,2020,1
MEA,urb,sub,inf,2025,1
MEA,urb,sub,inf,2030,1
MEA,urb,sub,inf,2035,1
MEA,urb,sub,inf,2040,1
MEA,urb,sub,inf,2045,1
MEA,urb,sub,inf,2050,1
MEA,urb,sub,inf,2055,1
MEA,urb,sub,inf,2060,1
MEA,urb,sub,inf,2065,1
MEA,urb,sub,inf,2070,1
MEA,urb,sub,inf,2075,1
MEA,urb,sub,inf,2080,1
MEA,urb,sub,inf,2085,1
MEA,urb,sub,inf,2090,1
MEA,urb,sub,inf,2095,1
MEA,urb,sub,inf,2100,1
"NAM",rur,perm,sfh,2015,0.966275902
"NAM",rur,perm,sfh,2020,0.966275902
"NAM",rur,perm,sfh,2025,0.966275902
"NAM",rur,perm,sfh,2030,0.966275902
"NAM",rur,perm,sfh,2035,0.966275902
"NAM",rur,perm,sfh,2040,0.966275902
"NAM",rur,perm,sfh,2045,0.966275902
"NAM",rur,perm,sfh,2050,0.966275902
