region_bld,clim,urt,inc_cl,year,value
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2060,0.035311173
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2065,0.037502021
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2070,0.03785398
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2075,0.038634533
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2080,0.038773611
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2085,0.040224754
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2090,0.041874716
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2095,0.041199969
C-EEU-BGR,Zone_5A Cool Humid,rur,q1,2100,0.039541486
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2015,0.038344259
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2020,0.061265222
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2025,0.089840007
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2030,0.116077439
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2035,0.142162093
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2040,0.159591725
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2045,0.182968259
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2050,0.192325414
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2055,0.201204017
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2060,0.219877655
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2065,0.230419389
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2070,0.240501919
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2075,0.246726546
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2080,0.24998018
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2085,0.254912299
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2090,0.25916103
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2095,0.260832403
C-EEU-BGR,Zone_5A Cool Humid,rur,q2,2100,0.262287188
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2015,0.183359085
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2020,0.24510227
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2025,0.265933771
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2030,0.270282653
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2035,0.27126184
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2040,0.271466326
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2045,0.271613058
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2050,0.271624863
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2055,0.271633871
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2060,0.271638132
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2065,0.271638999
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2070,0.271639218
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2075,0.271639266
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2080,0.271639273
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2085,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2090,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2095,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,rur,q3,2100,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2015,0.026015466
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2020,0.038483103
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2025,0.04889516
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2030,0.061813258
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2035,0.072909029
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2040,0.082766463
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2045,0.087772841
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2050,0.091187972
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2055,0.097335932
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2060,0.10124390900000001
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2065,0.117613033
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2070,0.11132923
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2075,0.117510071
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2080,0.12337039
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2085,0.120680075
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2090,0.125139669
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2095,0.122334973
C-EEU-BGR,Zone_5A Cool Humid,urb,q1,2100,0.128800335
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2015,0.109176704
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2020,0.176986983
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2025,0.222572712
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2030,0.24636079
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2035,0.259631559
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2040,0.264546547
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2045,0.266681758
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2050,0.268280395
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2055,0.269730269
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2060,0.27027925
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2065,0.271052614
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2070,0.271121205
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2075,0.271398974
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2080,0.271479282
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2085,0.271517468
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2090,0.271555152
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2095,0.271569737
C-EEU-BGR,Zone_5A Cool Humid,urb,q2,2100,0.271612277
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2015,0.266998969
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2020,0.271266259
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2025,0.271620449
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2030,0.271637672
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2035,0.271639185
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2040,0.271639265
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2045,0.271639273
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2050,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2055,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2060,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2065,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2070,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2075,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2080,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2085,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2090,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2095,0.271639274
C-EEU-BGR,Zone_5A Cool Humid,urb,q3,2100,0.271639274
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2015,0.04423317
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2020,0.05770936
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2025,0.0741842
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2030,0.08900688
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2035,0.1100073
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2040,0.1277893
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2045,0.1385703
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2050,0.14784630000000001
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2055,0.1577508
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2060,0.1665016
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2065,0.1747888
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2070,0.1817492
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2075,0.1888841
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2080,0.1921311
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2085,0.1931849
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2090,0.1974649
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2095,0.197926
C-EEU-CZE,Zone_5A Cool Humid,rur,q1,2100,0.2009732
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2015,0.1267405
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2020,0.1577295
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2025,0.1814521
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2030,0.1951193
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2035,0.2043367
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2040,0.2087907
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2045,0.2105545
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2050,0.2115331
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2055,0.2122922
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2060,0.2126417
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2065,0.2127838
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2070,0.2129375
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2075,0.2130095
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2080,0.2130328
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2085,0.2130381
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2090,0.2130492
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2095,0.2130534
C-EEU-CZE,Zone_5A Cool Humid,rur,q2,2100,0.2130562
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2015,0.206817
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2020,0.2113728
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2025,0.2126131
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2030,0.2129626
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2035,0.2130401
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2040,0.2130556
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2045,0.2130582
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2050,0.2130588
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2055,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2060,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2065,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2070,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2075,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2080,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2085,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2090,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2095,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,rur,q3,2100,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2015,0.1351132
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2020,0.1582787
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2025,0.1796728
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2030,0.1953947
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2035,0.2020434
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2040,0.2070123
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2045,0.2093232
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2050,0.2104458
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2055,0.2111572
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2060,0.2115106
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2065,0.2122229
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2070,0.2125482
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2075,0.2127165
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2080,0.2127966
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2085,0.2128836
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2090,0.2129132
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2095,0.2129399
C-EEU-CZE,Zone_5A Cool Humid,urb,q1,2100,0.2129705
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2015,0.2067001
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2020,0.2110725
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2025,0.2124432
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2030,0.2129034
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2035,0.2130169
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2040,0.2130463
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2045,0.2130552
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2050,0.2130576
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2055,0.2130584
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2060,0.2130589
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2065,0.213059
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2070,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2075,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2080,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2085,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2090,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2095,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q2,2100,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2015,0.2130288
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2020,0.2130566
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2025,0.2130589
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2030,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2035,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2040,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2045,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2050,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2055,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2060,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2065,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2070,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2075,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2080,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2085,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2090,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2095,0.2130591
C-EEU-CZE,Zone_5A Cool Humid,urb,q3,2100,0.2130591
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2015,0.01032622
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2020,0.01370336
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2025,0.01766746
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2030,0.022619
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2035,0.02820288
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2040,0.03540687
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2045,0.04193121
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2050,0.04873798
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2055,0.05355306
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2060,0.05773805
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2065,0.06527661
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2070,0.07267499
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2075,0.07454888
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2080,0.07751733
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2085,0.08154333
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2090,0.08291411
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2095,0.08704959
C-EEU-EST,Zone_6A Cold Humid,rur,q1,2100,0.08848031
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2015,0.03798216
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2020,0.05338789
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2025,0.06813836
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2030,0.08061394
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2035,0.08971127
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2040,0.09612014
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2045,0.09897577
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2050,0.1007636
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2055,0.1017581
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2060,0.1023815
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2065,0.1027873
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2070,0.1030382
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2075,0.1031206
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2080,0.1031954
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2085,0.1032423
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2090,0.1032628
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2095,0.103293
C-EEU-EST,Zone_6A Cold Humid,rur,q2,2100,0.1033034
C-EEU-EST,Zone_6A Cold Humid,rur,q3,2015,0.098457
C-EEU-EST,Zone_6A Cold Humid,rur,q3,2020,0.1019659
C-EEU-EST,Zone_6A Cold Humid,rur,q3,2025,0.1029618
C-EEU-EST,Zone_6A Cold Humid,rur,q3,2030,0.1032308
C-EEU-EST,Zone_6A Cold Humid,rur,q3,2035,0.103298
