region_bld,fuel_heat_f,value
C-WEU-LUX,gas,0.502353383
C-WEU-LUX,heat_pump,0.073585226
C-WEU-LUX,oil,0.366350294
C-EEU-LVA,biomass_solid,0.389807806
C-EEU-LVA,coal,0.009841806
C-EEU-LVA,district_heat,0.462560324
C-EEU-LVA,electricity,0.006454375
C-EEU-LVA,gas,0.098732034
C-EEU-LVA,heat_pump,0
C-EEU-LVA,oil,0.032603655
C-WEU-MLT,biomass_solid,0.078896994
C-WEU-MLT,coal,0
C-WEU-MLT,district_heat,0
C-WEU-MLT,electricity,0.15854145
C-WEU-MLT,gas,0
C-WEU-MLT,heat_pump,0.152824529
C-WEU-MLT,oil,0.609737027
C-WEU-NLD,biomass_solid,0.054827154
C-WEU-NLD,coal,5.72E-05
C-WEU-NLD,district_heat,0.055202821
C-WEU-NLD,electricity,0.010927383
C-WEU-NLD,gas,0.856561362
C-WEU-NLD,heat_pump,0.020542997
C-WEU-NLD,oil,0.001881085
C-EEU-POL,biomass_solid,0.143863719
C-EEU-POL,coal,0.319599794
C-EEU-POL,district_heat,0.329693468
C-EEU-POL,electricity,0.003634578
C-EEU-POL,gas,0.195884898
C-EEU-POL,heat_pump,0.002908878
C-EEU-POL,oil,0.004414665
C-WEU-PRT,biomass_solid,0.692599953
C-WEU-PRT,coal,0
C-WEU-PRT,district_heat,0.001201978
C-WEU-PRT,electricity,0.026408359
C-WEU-PRT,gas,0.160566419
C-WEU-PRT,heat_pump,0.018386771
C-WEU-PRT,oil,0.100836519
C-EEU-ROU,biomass_solid,0.399669928
C-EEU-ROU,coal,0.019697504
C-EEU-ROU,district_heat,0.179800384
C-EEU-ROU,electricity,0.016055595
C-EEU-ROU,gas,0.374484572
C-EEU-ROU,heat_pump,0.004499409
C-EEU-ROU,oil,0.005792609
C-WEU-SWE,biomass_solid,0.108690141
C-WEU-SWE,coal,0
C-WEU-SWE,district_heat,0.397282246
C-WEU-SWE,electricity,0.108916697
C-WEU-SWE,gas,0.008289278
C-WEU-SWE,heat_pump,0.373609795
C-WEU-SWE,oil,0.003211843
C-EEU-SVN,biomass_solid,0.508400944
C-EEU-SVN,coal,0
C-EEU-SVN,district_heat,0.126615613
C-EEU-SVN,electricity,0.06131785
C-EEU-SVN,gas,0.125346846
C-EEU-SVN,heat_pump,0.034443231
C-EEU-SVN,oil,0.143875516
C-EEU-SVK,biomass_solid,0.011356961
C-EEU-SVK,coal,0.010117698
C-EEU-SVK,district_heat,0.341798622
C-EEU-SVK,electricity,0.033277994
C-EEU-SVK,gas,0.575519327
C-EEU-SVK,heat_pump,0.027929398
C-EEU-SVK,oil,0
C-WEU-GBR,biomass_solid,0.05819311
C-WEU-GBR,coal,0.017216885
C-WEU-GBR,district_heat,0.002180889
C-WEU-GBR,electricity,0.101526584
C-WEU-GBR,gas,0.721468436
C-WEU-GBR,heat_pump,0.027853336
C-WEU-GBR,oil,0.071560759
