region_bld,fuel_heat_f,value
C-WEU-ESP,electricity,0.014782584
C-WEU-ESP,gas,0.117503842
C-WEU-ESP,oil,0.49437093
C-WEU-FIN,heat_pump,0.480663578
C-WEU-FIN,biomass_solid,0.142521057
C-WEU-FIN,coal,0
C-WEU-FIN,district_heat,0.351434638
C-WEU-FIN,electricity,0.017179801
C-WEU-FIN,gas,0.008200925
C-WEU-FIN,oil,0
C-WEU-FRA,heat_pump,0.178304435
C-WEU-FRA,biomass_solid,0.264857288
C-WEU-FRA,coal,0.014854033
C-WEU-FRA,district_heat,0.143714012
C-WEU-FRA,electricity,0.055898527
C-WEU-FRA,gas,0.119369559
C-WEU-FRA,oil,0.223002144
C-EEU-HUN,heat_pump,0.012678763
C-EEU-HUN,biomass_solid,0.182575727
C-EEU-HUN,coal,0
C-EEU-HUN,district_heat,0.072186812
C-EEU-HUN,electricity,0.032443629
C-EEU-HUN,gas,0.700115069
C-EEU-HUN,oil,0
C-WEU-IRL,heat_pump,0.093554905
C-WEU-IRL,biomass_solid,0.025024439
C-WEU-IRL,coal,0.091623516
C-WEU-IRL,electricity,0.055114904
C-WEU-IRL,gas,0.139570634
C-WEU-IRL,oil,0.595111602
C-WEU-ITA,heat_pump,0.007116542
C-WEU-ITA,biomass_solid,0.316851927
C-WEU-ITA,coal,0
C-WEU-ITA,district_heat,0
C-WEU-ITA,electricity,0
C-WEU-ITA,gas,0.676031531
C-WEU-ITA,oil,0
C-EEU-LTU,biomass_solid,0.358004929
C-EEU-LTU,coal,0.004913264
C-EEU-LTU,district_heat,0.45244357
C-EEU-LTU,electricity,0.043880937
C-EEU-LTU,gas,0.137867732
C-EEU-LTU,oil,0.002889569
C-WEU-LUX,heat_pump,0.172189132
C-WEU-LUX,biomass_solid,0.095995666
C-WEU-LUX,coal,0.004573093
C-WEU-LUX,electricity,0
C-WEU-LUX,gas,0.548032208
C-WEU-LUX,oil,0.179209901
C-EEU-LVA,biomass_solid,0.245591875
C-EEU-LVA,coal,0.011853121
C-EEU-LVA,district_heat,0.565988012
C-EEU-LVA,electricity,0.008668608
C-EEU-LVA,gas,0.118327732
C-EEU-LVA,oil,0.049570651
C-WEU-NLD,heat_pump,0.052137296
C-WEU-NLD,biomass_solid,0.145936317
C-WEU-NLD,coal,0
C-WEU-NLD,district_heat,0.096273136
C-WEU-NLD,electricity,0.00725758
C-WEU-NLD,gas,0.691445332
C-WEU-NLD,oil,0.006950338
C-EEU-POL,heat_pump,0.007527057
C-EEU-POL,biomass_solid,0.154317336
C-EEU-POL,coal,0.26116965
C-EEU-POL,district_heat,0.350364911
C-EEU-POL,electricity,0.004329096
C-EEU-POL,gas,0.211526047
C-EEU-POL,oil,0.010765904
C-WEU-PRT,heat_pump,0.038572966
C-WEU-PRT,biomass_solid,0.667602026
C-WEU-PRT,district_heat,0.001952103
C-WEU-PRT,electricity,0.007080702
C-WEU-PRT,gas,0.263568231
C-WEU-PRT,oil,0.021223973
C-EEU-ROU,heat_pump,0.017359977
C-EEU-ROU,biomass_solid,0.346538499
C-EEU-ROU,coal,0.086333107
C-EEU-ROU,district_heat,0.465138549
C-EEU-ROU,electricity,0.023768333
C-EEU-ROU,gas,0.056883738
C-EEU-ROU,oil,0.003977797
C-WEU-SWE,heat_pump,0.446840598
C-WEU-SWE,biomass_solid,0.484796462
C-WEU-SWE,district_heat,0.049950379
C-WEU-SWE,electricity,0
C-WEU-SWE,gas,0.007095311
C-WEU-SWE,oil,0.011317249
C-EEU-SVN,heat_pump,0.144232417
C-EEU-SVN,biomass_solid,0.318178798
C-EEU-SVN,coal,0
C-EEU-SVN,district_heat,0.159442062
C-EEU-SVN,electricity,0.187923039
C-EEU-SVN,gas,0.190223684
C-EEU-SVN,oil,0
C-EEU-SVK,heat_pump,0.152461549
C-EEU-SVK,biomass_solid,0
C-EEU-SVK,coal,0
C-EEU-SVK,district_heat,0.190025024
C-EEU-SVK,electricity,0.015622132
C-EEU-SVK,gas,0.641891295
C-WEU-GBR,heat_pump,0.102279449
C-WEU-GBR,biomass_solid,0.133416789
C-WEU-GBR,coal,0.088082457
C-WEU-GBR,district_heat,0.002034474
C-WEU-GBR,electricity,0.095121666
C-WEU-GBR,gas,0.494742252
C-WEU-GBR,oil,0.084322915
