region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.185
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.093
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.065
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.061
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.058
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.097
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.061
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.012
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.023
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.06
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.069
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.051
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.056
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.14299999999999988
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.222
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1965,p2,0.12
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1970,p2,0.084
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1975,p2,0.079
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.075
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1985,p2,0.113
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1990,p2,0.071
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,1995,p3,0.014
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.027
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,2005,p3,0.016
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.019
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.008
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.009
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1945,p1,0.14299999999999988
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1960,p2,0.222
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1965,p2,0.12
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1970,p2,0.084
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1975,p2,0.079
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1980,p2,0.075
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1985,p2,0.113
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1990,p2,0.071
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,1995,p3,0.014
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,2000,p3,0.027
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,2005,p3,0.016
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,2010,p3,0.019
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,2015,p3,0.008
C-EEU-BGR,EEU,rur,Zone_5A Cool Humid,perm,sfh,2020,p3,0.009
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1945,p1,0.11
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1960,p2,0.14
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1965,p2,0.104
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1970,p2,0.073
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1975,p2,0.069
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1980,p2,0.065
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1985,p2,0.114
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1990,p2,0.071
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,1995,p3,0.014
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,2000,p3,0.027
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,2005,p3,0.055
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,2010,p3,0.063
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,2015,p3,0.041
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,2020,p3,0.054
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1945,p1,0.11
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1960,p2,0.14
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1965,p2,0.104
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1970,p2,0.073
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1975,p2,0.069
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1980,p2,0.065
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1985,p2,0.114
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1990,p2,0.071
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,1995,p3,0.014
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,2000,p3,0.027
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,2005,p3,0.055
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,2010,p3,0.063
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,2015,p3,0.041
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,2020,p3,0.054
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.237
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.065
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1965,p2,0.03
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1970,p2,0.041
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1975,p2,0.073
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.081
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1985,p2,0.062
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1990,p2,0.064
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,1995,p3,0.074
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.066
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,2005,p3,0.058
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.089
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.023
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.037
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1945,p1,0.237
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1960,p2,0.065
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1965,p2,0.03
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1970,p2,0.041
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1975,p2,0.073
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1980,p2,0.081
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1985,p2,0.062
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1990,p2,0.064
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,1995,p3,0.074
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,2000,p3,0.066
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,2005,p3,0.058
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,2010,p3,0.089
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,2015,p3,0.023
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,2020,p3,0.037
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1945,p1,0.264
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1960,p2,0.073
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1965,p2,0.027
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1970,p2,0.037
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1975,p2,0.065
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1980,p2,0.073
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1985,p2,0.055
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1990,p2,0.057
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,1995,p3,0.066
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,2000,p3,0.059
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,2005,p3,0.061
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,2010,p3,0.094
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,2015,p3,0.026
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,mfh,2020,p3,0.043
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1945,p1,0.264
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1960,p2,0.073
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1965,p2,0.027
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1970,p2,0.037
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1975,p2,0.065
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1980,p2,0.073
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1985,p2,0.055
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1990,p2,0.057
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,1995,p3,0.066
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,2000,p3,0.059
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,2005,p3,0.061
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,2010,p3,0.094
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,2015,p3,0.026
C-EEU-CZE,EEU,urb,Zone_5A Cool Humid,perm,sfh,2020,p3,0.043
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1945,p1,0.191
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1960,p2,0.103
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1965,p2,0.031
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1970,p2,0.083
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1975,p2,0.111
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1980,p2,0.094
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1985,p2,0.12
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1990,p2,0.129
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,1995,p3,0.019
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,2000,p3,0.04
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,2005,p3,0.024
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,2010,p3,0.033
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,2015,p3,0.004
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,mfh,2020,p3,0.018
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1945,p1,0.191
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1960,p2,0.103
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1965,p2,0.031
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1970,p2,0.083
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1975,p2,0.111
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1980,p2,0.094
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1985,p2,0.12
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1990,p2,0.129
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,1995,p3,0.019
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,2000,p3,0.04
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,2005,p3,0.024
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,2010,p3,0.033
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,2015,p3,0.004
C-EEU-EST,EEU,rur,Zone_6A Cold Humid,perm,sfh,2020,p3,0.018
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1945,p1,0.139
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1960,p2,0.076
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1965,p2,0.038
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1970,p2,0.102
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1975,p2,0.136
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1980,p2,0.116
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1985,p2,0.086
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1990,p2,0.092
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,1995,p3,0.013
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,2000,p3,0.028
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,2005,p3,0.04
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,2010,p3,0.055
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,2015,p3,0.014
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,mfh,2020,p3,0.065
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1945,p1,0.139
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1960,p2,0.076
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1965,p2,0.038
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1970,p2,0.102
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1975,p2,0.136
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1980,p2,0.116
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1985,p2,0.086
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1990,p2,0.092
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,1995,p3,0.013
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,2000,p3,0.028
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,2005,p3,0.04
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,2010,p3,0.055
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,2015,p3,0.014
C-EEU-EST,EEU,urb,Zone_6A Cold Humid,perm,sfh,2020,p3,0.065
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.07699999999999978
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.082
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1965,p2,0.062
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1970,p2,0.074
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1975,p2,0.114
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.121
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1985,p2,0.103
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1990,p2,0.111
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1995,p3,0.032
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.066
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2005,p3,0.05
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.064
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.019
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.025
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.07699999999999978
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.082
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.062
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.074
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.114
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.121
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.103
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.111
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.032
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.066
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.05
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.064
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.019
C-EEU-HRV,EEU,rur,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.025
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.088
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.052
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1965,p2,0.054
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1970,p2,0.065
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1975,p2,0.099
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.106
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1985,p2,0.101
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1990,p2,0.109
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,1995,p3,0.031
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.065
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2005,p3,0.075
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.096
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.025
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,mfh,2020,p3,0.034
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1945,p1,0.088
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1960,p2,0.052
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1965,p2,0.054
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1970,p2,0.065
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1975,p2,0.099
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1980,p2,0.106
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1985,p2,0.101
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1990,p2,0.109
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,1995,p3,0.031
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.065
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2005,p3,0.075
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.096
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.025
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.034
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1945,p1,0.045
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1960,p2,0.072
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1965,p2,0.042
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1970,p2,0.05
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1975,p2,0.077
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1980,p2,0.082
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1985,p2,0.116
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1990,p2,0.126
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,1995,p3,0.036
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2000,p3,0.075
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2005,p3,0.091
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2010,p3,0.117
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2015,p3,0.035
C-EEU-HRV,EEU,rur,Zone_5A Cool Humid,perm,mfh,2020,p3,0.036
