region_gea,urt,arch,material,year,value
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,glass,NA,5.255670103
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,steel,NA,93.51905242
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
AFR,urb,comm,wood,NA,48.02108357
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,aluminum,NA,1.663333333
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,concrete,NA,1103.301667
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,copper,NA,0.243333333
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,glass,NA,3.846111111
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,steel,NA,143.6705556
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,rur,comm,wood,NA,30.20888889
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,aluminum,NA,1.995154639
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,concrete,NA,965.050189
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,copper,NA,0.161546392
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,glass,NA,4.043178694
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,steel,NA,132.578299
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
CPA,urb,comm,wood,NA,39.58206186
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,aluminum,NA,2.095
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,concrete,NA,865.5451923
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,copper,NA,0.131153846
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,glass,NA,5.199423077
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,steel,NA,109.0565385
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,rur,comm,wood,NA,10.68557692
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,aluminum,NA,2.161371429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,concrete,NA,888.9615429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,copper,NA,0.054571429
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,glass,NA,4.706742857
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
