region_gea,urt,mat,tenr,year,value
PAS,urb,sub,own,2030,1
PAS,urb,sub,own,2035,1
PAS,urb,sub,own,2040,1
PAS,urb,sub,own,2045,1
PAS,urb,sub,own,2050,1
PAS,urb,sub,own,2055,1
PAS,urb,sub,own,2060,1
PAS,urb,sub,own,2065,1
PAS,urb,sub,own,2070,1
PAS,urb,sub,own,2075,1
PAS,urb,sub,own,2080,1
PAS,urb,sub,own,2085,1
PAS,urb,sub,own,2090,1
PAS,urb,sub,own,2095,1
PAS,urb,sub,own,2100,1
PAS,urb,sub,rent,2015,0
PAS,urb,sub,rent,2020,0
PAS,urb,sub,rent,2025,0
PAS,urb,sub,rent,2030,0
PAS,urb,sub,rent,2035,0
PAS,urb,sub,rent,2040,0
PAS,urb,sub,rent,2045,0
PAS,urb,sub,rent,2050,0
PAS,urb,sub,rent,2055,0
PAS,urb,sub,rent,2060,0
PAS,urb,sub,rent,2065,0
PAS,urb,sub,rent,2070,0
PAS,urb,sub,rent,2075,0
PAS,urb,sub,rent,2080,0
PAS,urb,sub,rent,2085,0
PAS,urb,sub,rent,2090,0
PAS,urb,sub,rent,2095,0
PAS,urb,sub,rent,2100,0
SAS,rur,sub,own,2015,1
SAS,rur,sub,own,2020,1
SAS,rur,sub,own,2025,1
SAS,rur,sub,own,2030,1
SAS,rur,sub,own,2035,1
SAS,rur,sub,own,2040,1
SAS,rur,sub,own,2045,1
SAS,rur,sub,own,2050,1
SAS,rur,sub,own,2055,1
SAS,rur,sub,own,2060,1
SAS,rur,sub,own,2065,1
SAS,rur,sub,own,2070,1
SAS,rur,sub,own,2075,1
SAS,rur,sub,own,2080,1
SAS,rur,sub,own,2085,1
SAS,rur,sub,own,2090,1
SAS,rur,sub,own,2095,1
SAS,rur,sub,own,2100,1
SAS,rur,sub,rent,2015,0
SAS,rur,sub,rent,2020,0
SAS,rur,sub,rent,2025,0
SAS,rur,sub,rent,2030,0
SAS,rur,sub,rent,2035,0
SAS,rur,sub,rent,2040,0
SAS,rur,sub,rent,2045,0
SAS,rur,sub,rent,2050,0
SAS,rur,sub,rent,2055,0
SAS,rur,sub,rent,2060,0
SAS,rur,sub,rent,2065,0
SAS,rur,sub,rent,2070,0
SAS,rur,sub,rent,2075,0
SAS,rur,sub,rent,2080,0
SAS,rur,sub,rent,2085,0
SAS,rur,sub,rent,2090,0
SAS,rur,sub,rent,2095,0
SAS,rur,sub,rent,2100,0
SAS,urb,sub,own,2015,1
SAS,urb,sub,own,2020,1
SAS,urb,sub,own,2025,1
SAS,urb,sub,own,2030,1
SAS,urb,sub,own,2035,1
SAS,urb,sub,own,2040,1
SAS,urb,sub,own,2045,1
SAS,urb,sub,own,2050,1
SAS,urb,sub,own,2055,1
SAS,urb,sub,own,2060,1
SAS,urb,sub,own,2065,1
SAS,urb,sub,own,2070,1
SAS,urb,sub,own,2075,1
SAS,urb,sub,own,2080,1
SAS,urb,sub,own,2085,1
SAS,urb,sub,own,2090,1
SAS,urb,sub,own,2095,1
SAS,urb,sub,own,2100,1
SAS,urb,sub,rent,2015,0
SAS,urb,sub,rent,2020,0
SAS,urb,sub,rent,2025,0
SAS,urb,sub,rent,2030,0
SAS,urb,sub,rent,2035,0
SAS,urb,sub,rent,2040,0
SAS,urb,sub,rent,2045,0
SAS,urb,sub,rent,2050,0
SAS,urb,sub,rent,2055,0
SAS,urb,sub,rent,2060,0
SAS,urb,sub,rent,2065,0
SAS,urb,sub,rent,2070,0
SAS,urb,sub,rent,2075,0
SAS,urb,sub,rent,2080,0
SAS,urb,sub,rent,2085,0
SAS,urb,sub,rent,2090,0
SAS,urb,sub,rent,2095,0
SAS,urb,sub,rent,2100,0
WEU,rur,sub,own,2015,1
WEU,rur,sub,own,2020,1
WEU,rur,sub,own,2025,1
WEU,rur,sub,own,2030,1
WEU,rur,sub,own,2035,1
WEU,rur,sub,own,2040,1
WEU,rur,sub,own,2045,1
WEU,rur,sub,own,2050,1
WEU,rur,sub,own,2055,1
WEU,rur,sub,own,2060,1
WEU,rur,sub,own,2065,1
WEU,rur,sub,own,2070,1
WEU,rur,sub,own,2075,1
WEU,rur,sub,own,2080,1
WEU,rur,sub,own,2085,1
WEU,rur,sub,own,2090,1
WEU,rur,sub,own,2095,1
WEU,rur,sub,own,2100,1
WEU,rur,sub,rent,2015,0
WEU,rur,sub,rent,2020,0
WEU,rur,sub,rent,2025,0
WEU,rur,sub,rent,2030,0
WEU,rur,sub,rent,2035,0
WEU,rur,sub,rent,2040,0
WEU,rur,sub,rent,2045,0
WEU,rur,sub,rent,2050,0
WEU,rur,sub,rent,2055,0
WEU,rur,sub,rent,2060,0
WEU,rur,sub,rent,2065,0
WEU,rur,sub,rent,2070,0
WEU,rur,sub,rent,2075,0
WEU,rur,sub,rent,2080,0
WEU,rur,sub,rent,2085,0
WEU,rur,sub,rent,2090,0
WEU,rur,sub,rent,2095,0
WEU,rur,sub,rent,2100,0
WEU,urb,sub,own,2015,1
WEU,urb,sub,own,2020,1
WEU,urb,sub,own,2025,1
WEU,urb,sub,own,2030,1
WEU,urb,sub,own,2035,1
WEU,urb,sub,own,2040,1
WEU,urb,sub,own,2045,1
WEU,urb,sub,own,2050,1
WEU,urb,sub,own,2055,1
WEU,urb,sub,own,2060,1
WEU,urb,sub,own,2065,1
WEU,urb,sub,own,2070,1
WEU,urb,sub,own,2075,1
WEU,urb,sub,own,2080,1
WEU,urb,sub,own,2085,1
WEU,urb,sub,own,2090,1
WEU,urb,sub,own,2095,1
WEU,urb,sub,own,2100,1
WEU,urb,sub,rent,2015,0
WEU,urb,sub,rent,2020,0
WEU,urb,sub,rent,2025,0
WEU,urb,sub,rent,2030,0
WEU,urb,sub,rent,2035,0
WEU,urb,sub,rent,2040,0
WEU,urb,sub,rent,2045,0
WEU,urb,sub,rent,2050,0
WEU,urb,sub,rent,2055,0
WEU,urb,sub,rent,2060,0
WEU,urb,sub,rent,2065,0
WEU,urb,sub,rent,2070,0
WEU,urb,sub,rent,2075,0
WEU,urb,sub,rent,2080,0
WEU,urb,sub,rent,2085,0
WEU,urb,sub,rent,2090,0
WEU,urb,sub,rent,2095,0
WEU,urb,sub,rent,2100,0
