region_gea,urt,mat,tenr,year,value
LAC,urb,perm,own,2095,0.816654786
LAC,urb,perm,own,2100,0.816654786
LAC,urb,perm,rent,2015,0.183345214
LAC,urb,perm,rent,2020,0.183345214
LAC,urb,perm,rent,2025,0.183345214
LAC,urb,perm,rent,2030,0.183345214
LAC,urb,perm,rent,2035,0.183345214
LAC,urb,perm,rent,2040,0.183345214
LAC,urb,perm,rent,2045,0.183345214
LAC,urb,perm,rent,2050,0.183345214
LAC,urb,perm,rent,2055,0.183345214
LAC,urb,perm,rent,2060,0.183345214
LAC,urb,perm,rent,2065,0.183345214
LAC,urb,perm,rent,2070,0.183345214
LAC,urb,perm,rent,2075,0.183345214
LAC,urb,perm,rent,2080,0.183345214
LAC,urb,perm,rent,2085,0.183345214
LAC,urb,perm,rent,2090,0.183345214
LAC,urb,perm,rent,2095,0.183345214
LAC,urb,perm,rent,2100,0.183345214
MEA,rur,perm,own,2015,0.971342842
MEA,rur,perm,own,2020,0.971342842
MEA,rur,perm,own,2025,0.971342842
MEA,rur,perm,own,2030,0.971342842
MEA,rur,perm,own,2035,0.971342842
MEA,rur,perm,own,2040,0.971342842
MEA,rur,perm,own,2045,0.971342842
MEA,rur,perm,own,2050,0.971342842
MEA,rur,perm,own,2055,0.971342842
MEA,rur,perm,own,2060,0.971342842
MEA,rur,perm,own,2065,0.971342842
MEA,rur,perm,own,2070,0.971342842
MEA,rur,perm,own,2075,0.971342842
MEA,rur,perm,own,2080,0.971342842
MEA,rur,perm,own,2085,0.971342842
MEA,rur,perm,own,2090,0.971342842
MEA,rur,perm,own,2095,0.971342842
MEA,rur,perm,own,2100,0.971342842
MEA,rur,perm,rent,2015,0.028657158
MEA,rur,perm,rent,2020,0.028657158
MEA,rur,perm,rent,2025,0.028657158
MEA,rur,perm,rent,2030,0.028657158
MEA,rur,perm,rent,2035,0.028657158
MEA,rur,perm,rent,2040,0.028657158
MEA,rur,perm,rent,2045,0.028657158
MEA,rur,perm,rent,2050,0.028657158
MEA,rur,perm,rent,2055,0.028657158
MEA,rur,perm,rent,2060,0.028657158
MEA,rur,perm,rent,2065,0.028657158
MEA,rur,perm,rent,2070,0.028657158
MEA,rur,perm,rent,2075,0.028657158
MEA,rur,perm,rent,2080,0.028657158
MEA,rur,perm,rent,2085,0.028657158
MEA,rur,perm,rent,2090,0.028657158
MEA,rur,perm,rent,2095,0.028657158
MEA,rur,perm,rent,2100,0.028657158
MEA,urb,perm,own,2015,0.82730578
MEA,urb,perm,own,2020,0.82730578
MEA,urb,perm,own,2025,0.82730578
MEA,urb,perm,own,2030,0.82730578
MEA,urb,perm,own,2035,0.82730578
MEA,urb,perm,own,2040,0.82730578
MEA,urb,perm,own,2045,0.82730578
MEA,urb,perm,own,2050,0.82730578
MEA,urb,perm,own,2055,0.82730578
MEA,urb,perm,own,2060,0.82730578
MEA,urb,perm,own,2065,0.82730578
MEA,urb,perm,own,2070,0.82730578
MEA,urb,perm,own,2075,0.82730578
MEA,urb,perm,own,2080,0.82730578
MEA,urb,perm,own,2085,0.82730578
MEA,urb,perm,own,2090,0.82730578
MEA,urb,perm,own,2095,0.82730578
MEA,urb,perm,own,2100,0.82730578
MEA,urb,perm,rent,2015,0.17269422
MEA,urb,perm,rent,2020,0.17269422
MEA,urb,perm,rent,2025,0.17269422
MEA,urb,perm,rent,2030,0.17269422
MEA,urb,perm,rent,2035,0.17269422
MEA,urb,perm,rent,2040,0.17269422
MEA,urb,perm,rent,2045,0.17269422
MEA,urb,perm,rent,2050,0.17269422
MEA,urb,perm,rent,2055,0.17269422
MEA,urb,perm,rent,2060,0.17269422
MEA,urb,perm,rent,2065,0.17269422
MEA,urb,perm,rent,2070,0.17269422
MEA,urb,perm,rent,2075,0.17269422
MEA,urb,perm,rent,2080,0.17269422
MEA,urb,perm,rent,2085,0.17269422
MEA,urb,perm,rent,2090,0.17269422
MEA,urb,perm,rent,2095,0.17269422
MEA,urb,perm,rent,2100,0.17269422
"NAM",rur,perm,own,2015,0.863649771
"NAM",rur,perm,own,2020,0.863649771
"NAM",rur,perm,own,2025,0.863649771
"NAM",rur,perm,own,2030,0.863649771
"NAM",rur,perm,own,2035,0.863649771
"NAM",rur,perm,own,2040,0.863649771
"NAM",rur,perm,own,2045,0.863649771
"NAM",rur,perm,own,2050,0.863649771
"NAM",rur,perm,own,2055,0.863649771
"NAM",rur,perm,own,2060,0.863649771
"NAM",rur,perm,own,2065,0.863649771
"NAM",rur,perm,own,2070,0.863649771
"NAM",rur,perm,own,2075,0.863649771
"NAM",rur,perm,own,2080,0.863649771
"NAM",rur,perm,own,2085,0.863649771
"NAM",rur,perm,own,2090,0.863649771
"NAM",rur,perm,own,2095,0.863649771
"NAM",rur,perm,own,2100,0.863649771
"NAM",rur,perm,rent,2015,0.136350229
"NAM",rur,perm,rent,2020,0.136350229
"NAM",rur,perm,rent,2025,0.136350229
"NAM",rur,perm,rent,2030,0.136350229
"NAM",rur,perm,rent,2035,0.136350229
"NAM",rur,perm,rent,2040,0.136350229
"NAM",rur,perm,rent,2045,0.136350229
"NAM",rur,perm,rent,2050,0.136350229
"NAM",rur,perm,rent,2055,0.136350229
"NAM",rur,perm,rent,2060,0.136350229
"NAM",rur,perm,rent,2065,0.136350229
"NAM",rur,perm,rent,2070,0.136350229
"NAM",rur,perm,rent,2075,0.136350229
"NAM",rur,perm,rent,2080,0.136350229
"NAM",rur,perm,rent,2085,0.136350229
"NAM",rur,perm,rent,2090,0.136350229
"NAM",rur,perm,rent,2095,0.136350229
"NAM",rur,perm,rent,2100,0.136350229
"NAM",urb,perm,own,2015,0.59300102
"NAM",urb,perm,own,2020,0.59300102
"NAM",urb,perm,own,2025,0.59300102
"NAM",urb,perm,own,2030,0.59300102
"NAM",urb,perm,own,2035,0.59300102
"NAM",urb,perm,own,2040,0.59300102
"NAM",urb,perm,own,2045,0.59300102
"NAM",urb,perm,own,2050,0.59300102
"NAM",urb,perm,own,2055,0.59300102
"NAM",urb,perm,own,2060,0.59300102
"NAM",urb,perm,own,2065,0.59300102
"NAM",urb,perm,own,2070,0.59300102
"NAM",urb,perm,own,2075,0.59300102
"NAM",urb,perm,own,2080,0.59300102
"NAM",urb,perm,own,2085,0.59300102
"NAM",urb,perm,own,2090,0.59300102
"NAM",urb,perm,own,2095,0.59300102
"NAM",urb,perm,own,2100,0.59300102
"NAM",urb,perm,rent,2015,0.40699898
"NAM",urb,perm,rent,2020,0.40699898
"NAM",urb,perm,rent,2025,0.40699898
"NAM",urb,perm,rent,2030,0.40699898
"NAM",urb,perm,rent,2035,0.40699898
"NAM",urb,perm,rent,2040,0.40699898
"NAM",urb,perm,rent,2045,0.40699898
"NAM",urb,perm,rent,2050,0.40699898
"NAM",urb,perm,rent,2055,0.40699898
"NAM",urb,perm,rent,2060,0.40699898
"NAM",urb,perm,rent,2065,0.40699898
"NAM",urb,perm,rent,2070,0.40699898
"NAM",urb,perm,rent,2075,0.40699898
"NAM",urb,perm,rent,2080,0.40699898
"NAM",urb,perm,rent,2085,0.40699898
"NAM",urb,perm,rent,2090,0.40699898
"NAM",urb,perm,rent,2095,0.40699898
"NAM",urb,perm,rent,2100,0.40699898
PAO,rur,perm,own,2015,0.863649771
PAO,rur,perm,own,2020,0.863649771
PAO,rur,perm,own,2025,0.863649771
PAO,rur,perm,own,2030,0.863649771
PAO,rur,perm,own,2035,0.863649771
PAO,rur,perm,own,2040,0.863649771
PAO,rur,perm,own,2045,0.863649771
PAO,rur,perm,own,2050,0.863649771
PAO,rur,perm,own,2055,0.863649771
PAO,rur,perm,own,2060,0.863649771
PAO,rur,perm,own,2065,0.863649771
PAO,rur,perm,own,2070,0.863649771
PAO,rur,perm,own,2075,0.863649771
PAO,rur,perm,own,2080,0.863649771
PAO,rur,perm,own,2085,0.863649771
PAO,rur,perm,own,2090,0.863649771
PAO,rur,perm,own,2095,0.863649771
PAO,rur,perm,own,2100,0.863649771
PAO,rur,perm,rent,2015,0.136350229
PAO,rur,perm,rent,2020,0.136350229
PAO,rur,perm,rent,2025,0.136350229
PAO,rur,perm,rent,2030,0.136350229
PAO,rur,perm,rent,2035,0.136350229
PAO,rur,perm,rent,2040,0.136350229
PAO,rur,perm,rent,2045,0.136350229
PAO,rur,perm,rent,2050,0.136350229
PAO,rur,perm,rent,2055,0.136350229
PAO,rur,perm,rent,2060,0.136350229
PAO,rur,perm,rent,2065,0.136350229
PAO,rur,perm,rent,2070,0.136350229
PAO,rur,perm,rent,2075,0.136350229
PAO,rur,perm,rent,2080,0.136350229
PAO,rur,perm,rent,2085,0.136350229
PAO,rur,perm,rent,2090,0.136350229
PAO,rur,perm,rent,2095,0.136350229
PAO,rur,perm,rent,2100,0.136350229
PAO,urb,perm,own,2015,0.632425356
PAO,urb,perm,own,2020,0.632425356
PAO,urb,perm,own,2025,0.632425356
PAO,urb,perm,own,2030,0.632425356
PAO,urb,perm,own,2035,0.632425356
PAO,urb,perm,own,2040,0.632425356
PAO,urb,perm,own,2045,0.632425356
PAO,urb,perm,own,2050,0.632425356
PAO,urb,perm,own,2055,0.632425356
PAO,urb,perm,own,2060,0.632425356
PAO,urb,perm,own,2065,0.632425356
PAO,urb,perm,own,2070,0.632425356
PAO,urb,perm,own,2075,0.632425356
PAO,urb,perm,own,2080,0.632425356
PAO,urb,perm,own,2085,0.632425356
PAO,urb,perm,own,2090,0.632425356
PAO,urb,perm,own,2095,0.632425356
PAO,urb,perm,own,2100,0.632425356
PAO,urb,perm,rent,2015,0.367574644
PAO,urb,perm,rent,2020,0.367574644
PAO,urb,perm,rent,2025,0.367574644
PAO,urb,perm,rent,2030,0.367574644
PAO,urb,perm,rent,2035,0.367574644
PAO,urb,perm,rent,2040,0.367574644
PAO,urb,perm,rent,2045,0.367574644
PAO,urb,perm,rent,2050,0.367574644
PAO,urb,perm,rent,2055,0.367574644
PAO,urb,perm,rent,2060,0.367574644
PAO,urb,perm,rent,2065,0.367574644
PAO,urb,perm,rent,2070,0.367574644
PAO,urb,perm,rent,2075,0.367574644
PAO,urb,perm,rent,2080,0.367574644
PAO,urb,perm,rent,2085,0.367574644
PAO,urb,perm,rent,2090,0.367574644
PAO,urb,perm,rent,2095,0.367574644
PAO,urb,perm,rent,2100,0.367574644
PAS,rur,perm,own,2015,0.9733315
PAS,rur,perm,own,2020,0.9733315
PAS,rur,perm,own,2025,0.9733315
PAS,rur,perm,own,2030,0.9733315
PAS,rur,perm,own,2035,0.9733315
PAS,rur,perm,own,2040,0.9733315
PAS,rur,perm,own,2045,0.9733315
PAS,rur,perm,own,2050,0.9733315
PAS,rur,perm,own,2055,0.9733315
PAS,rur,perm,own,2060,0.9733315
PAS,rur,perm,own,2065,0.9733315
PAS,rur,perm,own,2070,0.9733315
PAS,rur,perm,own,2075,0.9733315
PAS,rur,perm,own,2080,0.9733315
PAS,rur,perm,own,2085,0.9733315
PAS,rur,perm,own,2090,0.9733315
PAS,rur,perm,own,2095,0.9733315
PAS,rur,perm,own,2100,0.9733315
PAS,rur,perm,rent,2015,0.0266685
PAS,rur,perm,rent,2020,0.0266685
PAS,rur,perm,rent,2025,0.0266685
PAS,rur,perm,rent,2030,0.0266685
PAS,rur,perm,rent,2035,0.0266685
PAS,rur,perm,rent,2040,0.0266685
PAS,rur,perm,rent,2045,0.0266685
PAS,rur,perm,rent,2050,0.0266685
PAS,rur,perm,rent,2055,0.0266685
PAS,rur,perm,rent,2060,0.0266685
PAS,rur,perm,rent,2065,0.0266685
PAS,rur,perm,rent,2070,0.0266685
PAS,rur,perm,rent,2075,0.0266685
PAS,rur,perm,rent,2080,0.0266685
PAS,rur,perm,rent,2085,0.0266685
PAS,rur,perm,rent,2090,0.0266685
PAS,rur,perm,rent,2095,0.0266685
PAS,rur,perm,rent,2100,0.0266685
PAS,urb,perm,own,2015,0.824368212
PAS,urb,perm,own,2020,0.824368212
PAS,urb,perm,own,2025,0.824368212
PAS,urb,perm,own,2030,0.824368212
PAS,urb,perm,own,2035,0.824368212
PAS,urb,perm,own,2040,0.824368212
PAS,urb,perm,own,2045,0.824368212
PAS,urb,perm,own,2050,0.824368212
PAS,urb,perm,own,2055,0.824368212
PAS,urb,perm,own,2060,0.824368212
PAS,urb,perm,own,2065,0.824368212
PAS,urb,perm,own,2070,0.824368212
PAS,urb,perm,own,2075,0.824368212
PAS,urb,perm,own,2080,0.824368212
PAS,urb,perm,own,2085,0.824368212
PAS,urb,perm,own,2090,0.824368212
PAS,urb,perm,own,2095,0.824368212
PAS,urb,perm,own,2100,0.824368212
PAS,urb,perm,rent,2015,0.175631788
PAS,urb,perm,rent,2020,0.175631788
PAS,urb,perm,rent,2025,0.175631788
PAS,urb,perm,rent,2030,0.175631788
PAS,urb,perm,rent,2035,0.175631788
PAS,urb,perm,rent,2040,0.175631788
PAS,urb,perm,rent,2045,0.175631788
PAS,urb,perm,rent,2050,0.175631788
PAS,urb,perm,rent,2055,0.175631788
PAS,urb,perm,rent,2060,0.175631788
PAS,urb,perm,rent,2065,0.175631788
PAS,urb,perm,rent,2070,0.175631788
PAS,urb,perm,rent,2075,0.175631788
PAS,urb,perm,rent,2080,0.175631788
PAS,urb,perm,rent,2085,0.175631788
PAS,urb,perm,rent,2090,0.175631788
