scenario,node,commodity,level,year,time,value,unit
R,R12_WEU,resid_apps_electr,final,2045,year,57.20966376,GWa
R,R12_WEU,resid_apps_electr,final,2050,year,56.79660569,GWa
R,R12_WEU,resid_apps_electr,final,2055,year,56.93473297,GWa
R,R12_WEU,resid_apps_electr,final,2060,year,57.07286026,GWa
R,R12_WEU,resid_apps_electr,final,2070,year,58.71112781,GWa
R,R12_WEU,resid_apps_electr,final,2080,year,60.32649448,GWa
R,R12_WEU,resid_apps_electr,final,2090,year,60.33667047,GWa
R,R12_WEU,resid_apps_electr,final,2100,year,60.28440637,GWa
R,R12_AFR,resids_apps_gas,final,2020,year,0.064340615,GWa
R,R12_AFR,resids_apps_gas,final,2025,year,0.079104765,GWa
R,R12_AFR,resids_apps_gas,final,2030,year,0.102092684,GWa
R,R12_AFR,resids_apps_gas,final,2035,year,0.096652933,GWa
R,R12_AFR,resids_apps_gas,final,2040,year,0.108822558,GWa
R,R12_AFR,resids_apps_gas,final,2045,year,0.141390348,GWa
R,R12_AFR,resids_apps_gas,final,2050,year,0.152033493,GWa
R,R12_AFR,resids_apps_gas,final,2055,year,0.174830487,GWa
R,R12_AFR,resids_apps_gas,final,2060,year,0.192854033,GWa
R,R12_AFR,resids_apps_gas,final,2070,year,0.23390228,GWa
R,R12_AFR,resids_apps_gas,final,2080,year,0.292883601,GWa
R,R12_AFR,resids_apps_gas,final,2090,year,0.356618686,GWa
R,R12_AFR,resids_apps_gas,final,2100,year,0.456411098,GWa
R,R12_CHN,resids_apps_gas,final,2020,year,10.70770388,GWa
R,R12_CHN,resids_apps_gas,final,2025,year,10.61399561,GWa
R,R12_CHN,resids_apps_gas,final,2030,year,10.48070031,GWa
R,R12_CHN,resids_apps_gas,final,2035,year,10.41819593,GWa
R,R12_CHN,resids_apps_gas,final,2040,year,10.44691082,GWa
R,R12_CHN,resids_apps_gas,final,2045,year,10.21365956,GWa
R,R12_CHN,resids_apps_gas,final,2050,year,10.23029007,GWa
R,R12_CHN,resids_apps_gas,final,2055,year,9.981576517,GWa
R,R12_CHN,resids_apps_gas,final,2060,year,9.641206035,GWa
R,R12_CHN,resids_apps_gas,final,2070,year,9.142537743,GWa
R,R12_CHN,resids_apps_gas,final,2080,year,8.667829533,GWa
R,R12_CHN,resids_apps_gas,final,2090,year,7.845528645,GWa
R,R12_CHN,resids_apps_gas,final,2100,year,7.289517028,GWa
R,R12_EEU,resids_apps_gas,final,2020,year,1.06305033,GWa
R,R12_EEU,resids_apps_gas,final,2025,year,0.962925593,GWa
R,R12_EEU,resids_apps_gas,final,2030,year,0.858770991,GWa
R,R12_EEU,resids_apps_gas,final,2035,year,0.780690362,GWa
R,R12_EEU,resids_apps_gas,final,2040,year,0.707096626,GWa
R,R12_EEU,resids_apps_gas,final,2045,year,0.668269586,GWa
R,R12_EEU,resids_apps_gas,final,2050,year,0.604120806,GWa
R,R12_EEU,resids_apps_gas,final,2055,year,0.558948621,GWa
R,R12_EEU,resids_apps_gas,final,2060,year,0.517953711,GWa
R,R12_EEU,resids_apps_gas,final,2070,year,0.399812758,GWa
R,R12_EEU,resids_apps_gas,final,2080,year,0.31810408,GWa
R,R12_EEU,resids_apps_gas,final,2090,year,0.248095408,GWa
R,R12_EEU,resids_apps_gas,final,2100,year,0.196471246,GWa
R,R12_FSU,resids_apps_gas,final,2020,year,3.527858104,GWa
R,R12_FSU,resids_apps_gas,final,2025,year,3.57819763,GWa
R,R12_FSU,resids_apps_gas,final,2030,year,3.675387376,GWa
R,R12_FSU,resids_apps_gas,final,2035,year,3.798119736,GWa
R,R12_FSU,resids_apps_gas,final,2040,year,3.910526948,GWa
R,R12_FSU,resids_apps_gas,final,2045,year,4.064219636,GWa
R,R12_FSU,resids_apps_gas,final,2050,year,4.179290026,GWa
R,R12_FSU,resids_apps_gas,final,2055,year,4.270535775,GWa
R,R12_FSU,resids_apps_gas,final,2060,year,4.373191772,GWa
R,R12_FSU,resids_apps_gas,final,2070,year,4.511381995,GWa
R,R12_FSU,resids_apps_gas,final,2080,year,4.566534757,GWa
R,R12_FSU,resids_apps_gas,final,2090,year,4.603174118,GWa
R,R12_FSU,resids_apps_gas,final,2100,year,4.583120198,GWa
R,R12_LAM,resids_apps_gas,final,2020,year,3.319060985,GWa
R,R12_LAM,resids_apps_gas,final,2025,year,3.557244546,GWa
R,R12_LAM,resids_apps_gas,final,2030,year,3.906643264,GWa
R,R12_LAM,resids_apps_gas,final,2035,year,4.18693267,GWa
R,R12_LAM,resids_apps_gas,final,2040,year,4.469885291,GWa
R,R12_LAM,resids_apps_gas,final,2045,year,4.712265515,GWa
R,R12_LAM,resids_apps_gas,final,2050,year,4.994902282,GWa
R,R12_LAM,resids_apps_gas,final,2055,year,5.262102722,GWa
R,R12_LAM,resids_apps_gas,final,2060,year,5.427410168,GWa
R,R12_LAM,resids_apps_gas,final,2070,year,5.73924427,GWa
R,R12_LAM,resids_apps_gas,final,2080,year,6.085591336,GWa
R,R12_LAM,resids_apps_gas,final,2090,year,6.208642897,GWa
R,R12_LAM,resids_apps_gas,final,2100,year,6.39734477,GWa
R,R12_MEA,resids_apps_gas,final,2020,year,3.921560771,GWa
R,R12_MEA,resids_apps_gas,final,2025,year,4.234418889,GWa
R,R12_MEA,resids_apps_gas,final,2030,year,4.658723721,GWa
R,R12_MEA,resids_apps_gas,final,2035,year,5.129752397,GWa
R,R12_MEA,resids_apps_gas,final,2040,year,5.702845354,GWa
R,R12_MEA,resids_apps_gas,final,2045,year,6.27521018,GWa
R,R12_MEA,resids_apps_gas,final,2050,year,6.904509568,GWa
R,R12_MEA,resids_apps_gas,final,2055,year,7.568346779,GWa
R,R12_MEA,resids_apps_gas,final,2060,year,8.156615929,GWa
R,R12_MEA,resids_apps_gas,final,2070,year,8.935846928,GWa
R,R12_MEA,resids_apps_gas,final,2080,year,9.560266432,GWa
R,R12_MEA,resids_apps_gas,final,2090,year,10.16119374,GWa
R,R12_MEA,resids_apps_gas,final,2100,year,10.70366997,GWa
R,R12_NAM,resids_apps_gas,final,2020,year,1.979383872,GWa
R,R12_NAM,resids_apps_gas,final,2025,year,1.996144393,GWa
R,R12_NAM,resids_apps_gas,final,2030,year,1.991688858,GWa
R,R12_NAM,resids_apps_gas,final,2035,year,2.018609927,GWa
R,R12_NAM,resids_apps_gas,final,2040,year,2.063331267,GWa
R,R12_NAM,resids_apps_gas,final,2045,year,2.112773976,GWa
R,R12_NAM,resids_apps_gas,final,2050,year,2.159733167,GWa
R,R12_NAM,resids_apps_gas,final,2055,year,2.197631589,GWa
R,R12_NAM,resids_apps_gas,final,2060,year,2.230776513,GWa
R,R12_NAM,resids_apps_gas,final,2070,year,2.262536125,GWa
R,R12_NAM,resids_apps_gas,final,2080,year,2.326565196,GWa
R,R12_NAM,resids_apps_gas,final,2090,year,2.325135461,GWa
R,R12_NAM,resids_apps_gas,final,2100,year,2.354232093,GWa
R,R12_PAO,resids_apps_gas,final,2020,year,1.712336535,GWa
R,R12_PAO,resids_apps_gas,final,2025,year,1.673626753,GWa
R,R12_PAO,resids_apps_gas,final,2030,year,1.645548667,GWa
R,R12_PAO,resids_apps_gas,final,2035,year,1.63363655,GWa
R,R12_PAO,resids_apps_gas,final,2040,year,1.648111634,GWa
R,R12_PAO,resids_apps_gas,final,2045,year,1.655981629,GWa
R,R12_PAO,resids_apps_gas,final,2050,year,1.65537589,GWa
R,R12_PAO,resids_apps_gas,final,2055,year,1.655522204,GWa
R,R12_PAO,resids_apps_gas,final,2060,year,1.647809081,GWa
R,R12_PAO,resids_apps_gas,final,2070,year,1.623042945,GWa
R,R12_PAO,resids_apps_gas,final,2080,year,1.581541471,GWa
R,R12_PAO,resids_apps_gas,final,2090,year,1.530337912,GWa
R,R12_PAO,resids_apps_gas,final,2100,year,1.483697822,GWa
R,R12_PAS,resids_apps_gas,final,2020,year,5.052457605,GWa
R,R12_PAS,resids_apps_gas,final,2025,year,5.523870258,GWa
R,R12_PAS,resids_apps_gas,final,2030,year,5.976432573,GWa
R,R12_PAS,resids_apps_gas,final,2035,year,6.495600919,GWa
R,R12_PAS,resids_apps_gas,final,2040,year,7.097344381,GWa
R,R12_PAS,resids_apps_gas,final,2045,year,7.665289442,GWa
R,R12_PAS,resids_apps_gas,final,2050,year,8.314487697,GWa
R,R12_PAS,resids_apps_gas,final,2055,year,8.988928473,GWa
R,R12_PAS,resids_apps_gas,final,2060,year,9.490226063,GWa
R,R12_PAS,resids_apps_gas,final,2070,year,9.898404623,GWa
R,R12_PAS,resids_apps_gas,final,2080,year,9.983492367,GWa
R,R12_PAS,resids_apps_gas,final,2090,year,9.76415443,GWa
R,R12_PAS,resids_apps_gas,final,2100,year,9.489409567,GWa
R,R12_RCPA,resids_apps_gas,final,2020,year,0.050859209,GWa
R,R12_RCPA,resids_apps_gas,final,2025,year,0.061207998,GWa
R,R12_RCPA,resids_apps_gas,final,2030,year,0.07226233,GWa
R,R12_RCPA,resids_apps_gas,final,2035,year,0.087561637,GWa
R,R12_RCPA,resids_apps_gas,final,2040,year,0.104781245,GWa
R,R12_RCPA,resids_apps_gas,final,2045,year,0.119781582,GWa
R,R12_RCPA,resids_apps_gas,final,2050,year,0.145139162,GWa
R,R12_RCPA,resids_apps_gas,final,2055,year,0.15994061,GWa
R,R12_RCPA,resids_apps_gas,final,2060,year,0.18376133,GWa
R,R12_RCPA,resids_apps_gas,final,2070,year,0.230002248,GWa
R,R12_RCPA,resids_apps_gas,final,2080,year,0.284174113,GWa
R,R12_RCPA,resids_apps_gas,final,2090,year,0.33166985,GWa
R,R12_RCPA,resids_apps_gas,final,2100,year,0.376952921,GWa
R,R12_SAS,resids_apps_gas,final,2020,year,3.441139945,GWa
R,R12_SAS,resids_apps_gas,final,2025,year,3.955874751,GWa
R,R12_SAS,resids_apps_gas,final,2030,year,4.607947258,GWa
R,R12_SAS,resids_apps_gas,final,2035,year,5.472543548,GWa
R,R12_SAS,resids_apps_gas,final,2040,year,6.308423674,GWa
R,R12_SAS,resids_apps_gas,final,2045,year,7.381455,GWa
R,R12_SAS,resids_apps_gas,final,2050,year,8.451608182,GWa
R,R12_SAS,resids_apps_gas,final,2055,year,9.509307144,GWa
R,R12_SAS,resids_apps_gas,final,2060,year,10.59484256,GWa
R,R12_SAS,resids_apps_gas,final,2070,year,13.15615062,GWa
R,R12_SAS,resids_apps_gas,final,2080,year,15.61058308,GWa
R,R12_SAS,resids_apps_gas,final,2090,year,18.0726571,GWa
R,R12_SAS,resids_apps_gas,final,2100,year,20.58120318,GWa
R,R12_WEU,resids_apps_gas,final,2020,year,3.707087333,GWa
R,R12_WEU,resids_apps_gas,final,2025,year,3.566262317,GWa
R,R12_WEU,resids_apps_gas,final,2030,year,3.457432755,GWa
R,R12_WEU,resids_apps_gas,final,2035,year,3.462324054,GWa
R,R12_WEU,resids_apps_gas,final,2040,year,3.408275425,GWa
R,R12_WEU,resids_apps_gas,final,2045,year,3.380550452,GWa
R,R12_WEU,resids_apps_gas,final,2050,year,3.387852298,GWa
R,R12_WEU,resids_apps_gas,final,2055,year,3.361808397,GWa
R,R12_WEU,resids_apps_gas,final,2060,year,3.287389983,GWa
R,R12_WEU,resids_apps_gas,final,2070,year,3.170877468,GWa
R,R12_WEU,resids_apps_gas,final,2080,year,3.090901888,GWa
R,R12_WEU,resids_apps_gas,final,2090,year,2.965674191,GWa
R,R12_WEU,resids_apps_gas,final,2100,year,2.769822263,GWa
