region_bld,mat,arch,bld_age,parameter,value
C-EEU-LTU,perm,MFH,p2,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p2,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p2,shape,2.5
C-EEU-LTU,perm,MFH,p2,shape,2.5
C-EEU-LTU,perm,SFH,p2,shape,2.5
C-EEU-LTU,perm,ABL,p3,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p3,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p3,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p3,shape,2.5
C-EEU-LTU,perm,MFH,p3,shape,2.5
C-EEU-LTU,perm,SFH,p3,shape,2.5
C-EEU-LTU,perm,ABL,p4,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p4,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p4,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p4,shape,2.5
C-EEU-LTU,perm,MFH,p4,shape,2.5
C-EEU-LTU,perm,SFH,p4,shape,2.5
C-EEU-LTU,perm,ABL,p5,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p5,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p5,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p5,shape,2.5
C-EEU-LTU,perm,MFH,p5,shape,2.5
C-EEU-LTU,perm,SFH,p5,shape,2.5
C-EEU-LTU,perm,ABL,p6,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p6,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p6,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p6,shape,2.5
C-EEU-LTU,perm,MFH,p6,shape,2.5
C-EEU-LTU,perm,SFH,p6,shape,2.5
C-EEU-LTU,perm,ABL,p7,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p7,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p7,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p7,shape,2.5
C-EEU-LTU,perm,MFH,p7,shape,2.5
C-EEU-LTU,perm,SFH,p7,shape,2.5
C-EEU-LTU,perm,ABL,p8,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p8,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p8,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p8,shape,2.5
C-EEU-LTU,perm,MFH,p8,shape,2.5
C-EEU-LTU,perm,SFH,p8,shape,2.5
C-EEU-LTU,perm,ABL,p9,scale,133.51332053065252
C-EEU-LTU,perm,MFH,p9,scale,133.51332053065252
C-EEU-LTU,perm,SFH,p9,scale,133.51332053065252
C-EEU-LTU,perm,ABL,p9,shape,2.5
C-EEU-LTU,perm,MFH,p9,shape,2.5
C-EEU-LTU,perm,SFH,p9,shape,2.5
C-EEU-LVA,perm,ABL,p1,scale,157.7884697180439
C-EEU-LVA,perm,MFH,p1,scale,157.7884697180439
C-EEU-LVA,perm,SFH,p1,scale,157.7884697180439
C-EEU-LVA,perm,ABL,p1,shape,2.5
C-EEU-LVA,perm,MFH,p1,shape,2.5
C-EEU-LVA,perm,SFH,p1,shape,2.5
C-EEU-LVA,perm,ABL,p2,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p2,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p2,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p2,shape,2.5
C-EEU-LVA,perm,MFH,p2,shape,2.5
C-EEU-LVA,perm,SFH,p2,shape,2.5
C-EEU-LVA,perm,ABL,p3,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p3,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p3,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p3,shape,2.5
C-EEU-LVA,perm,MFH,p3,shape,2.5
C-EEU-LVA,perm,SFH,p3,shape,2.5
C-EEU-LVA,perm,ABL,p4,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p4,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p4,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p4,shape,2.5
C-EEU-LVA,perm,MFH,p4,shape,2.5
C-EEU-LVA,perm,SFH,p4,shape,2.5
C-EEU-LVA,perm,ABL,p5,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p5,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p5,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p5,shape,2.5
C-EEU-LVA,perm,MFH,p5,shape,2.5
C-EEU-LVA,perm,SFH,p5,shape,2.5
C-EEU-LVA,perm,ABL,p6,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p6,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p6,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p6,shape,2.5
C-EEU-LVA,perm,MFH,p6,shape,2.5
C-EEU-LVA,perm,SFH,p6,shape,2.5
C-EEU-LVA,perm,ABL,p7,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p7,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p7,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p7,shape,2.5
C-EEU-LVA,perm,MFH,p7,shape,2.5
C-EEU-LVA,perm,SFH,p7,shape,2.5
C-EEU-LVA,perm,ABL,p8,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p8,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p8,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p8,shape,2.5
C-EEU-LVA,perm,MFH,p8,shape,2.5
C-EEU-LVA,perm,SFH,p8,shape,2.5
C-EEU-LVA,perm,ABL,p9,scale,133.51332053065252
C-EEU-LVA,perm,MFH,p9,scale,133.51332053065252
C-EEU-LVA,perm,SFH,p9,scale,133.51332053065252
C-EEU-LVA,perm,ABL,p9,shape,2.5
C-EEU-LVA,perm,MFH,p9,shape,2.5
C-EEU-LVA,perm,SFH,p9,shape,2.5
C-EEU-POL,perm,ABL,p1,scale,157.7884697180439
C-EEU-POL,perm,MFH,p1,scale,157.7884697180439
C-EEU-POL,perm,SFH,p1,scale,157.7884697180439
C-EEU-POL,perm,ABL,p1,shape,2.5
C-EEU-POL,perm,MFH,p1,shape,2.5
C-EEU-POL,perm,SFH,p1,shape,2.5
C-EEU-POL,perm,ABL,p2,scale,133.51332053065252
C-EEU-POL,perm,MFH,p2,scale,133.51332053065252
C-EEU-POL,perm,SFH,p2,scale,133.51332053065252
C-EEU-POL,perm,ABL,p2,shape,2.5
C-EEU-POL,perm,MFH,p2,shape,2.5
C-EEU-POL,perm,SFH,p2,shape,2.5
C-EEU-POL,perm,ABL,p3,scale,133.51332053065252
C-EEU-POL,perm,MFH,p3,scale,133.51332053065252
C-EEU-POL,perm,SFH,p3,scale,133.51332053065252
C-EEU-POL,perm,ABL,p3,shape,2.5
C-EEU-POL,perm,MFH,p3,shape,2.5
C-EEU-POL,perm,SFH,p3,shape,2.5
C-EEU-POL,perm,ABL,p4,scale,133.51332053065252
C-EEU-POL,perm,MFH,p4,scale,133.51332053065252
C-EEU-POL,perm,SFH,p4,scale,133.51332053065252
C-EEU-POL,perm,ABL,p4,shape,2.5
C-EEU-POL,perm,MFH,p4,shape,2.5
C-EEU-POL,perm,SFH,p4,shape,2.5
C-EEU-POL,perm,ABL,p5,scale,133.51332053065252
C-EEU-POL,perm,MFH,p5,scale,133.51332053065252
C-EEU-POL,perm,SFH,p5,scale,133.51332053065252
C-EEU-POL,perm,ABL,p5,shape,2.5
C-EEU-POL,perm,MFH,p5,shape,2.5
C-EEU-POL,perm,SFH,p5,shape,2.5
C-EEU-POL,perm,ABL,p6,scale,133.51332053065252
C-EEU-POL,perm,MFH,p6,scale,133.51332053065252
C-EEU-POL,perm,SFH,p6,scale,133.51332053065252
C-EEU-POL,perm,ABL,p6,shape,2.5
C-EEU-POL,perm,MFH,p6,shape,2.5
C-EEU-POL,perm,SFH,p6,shape,2.5
C-EEU-POL,perm,ABL,p7,scale,133.51332053065252
C-EEU-POL,perm,MFH,p7,scale,133.51332053065252
C-EEU-POL,perm,SFH,p7,scale,133.51332053065252
C-EEU-POL,perm,ABL,p7,shape,2.5
C-EEU-POL,perm,MFH,p7,shape,2.5
C-EEU-POL,perm,SFH,p7,shape,2.5
C-EEU-POL,perm,ABL,p8,scale,133.51332053065252
C-EEU-POL,perm,MFH,p8,scale,133.51332053065252
C-EEU-POL,perm,SFH,p8,scale,133.51332053065252
C-EEU-POL,perm,ABL,p8,shape,2.5
C-EEU-POL,perm,MFH,p8,shape,2.5
C-EEU-POL,perm,SFH,p8,shape,2.5
C-EEU-POL,perm,ABL,p9,scale,133.51332053065252
C-EEU-POL,perm,MFH,p9,scale,133.51332053065252
C-EEU-POL,perm,SFH,p9,scale,133.51332053065252
C-EEU-POL,perm,ABL,p9,shape,2.5
C-EEU-POL,perm,MFH,p9,shape,2.5
C-EEU-POL,perm,SFH,p9,shape,2.5
C-EEU-ROU,perm,ABL,p1,scale,157.7884697180439
C-EEU-ROU,perm,MFH,p1,scale,157.7884697180439
C-EEU-ROU,perm,SFH,p1,scale,157.7884697180439
C-EEU-ROU,perm,ABL,p1,shape,2.5
C-EEU-ROU,perm,MFH,p1,shape,2.5
C-EEU-ROU,perm,SFH,p1,shape,2.5
C-EEU-ROU,perm,ABL,p2,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p2,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p2,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p2,shape,2.5
C-EEU-ROU,perm,MFH,p2,shape,2.5
C-EEU-ROU,perm,SFH,p2,shape,2.5
C-EEU-ROU,perm,ABL,p3,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p3,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p3,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p3,shape,2.5
C-EEU-ROU,perm,MFH,p3,shape,2.5
C-EEU-ROU,perm,SFH,p3,shape,2.5
C-EEU-ROU,perm,ABL,p4,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p4,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p4,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p4,shape,2.5
C-EEU-ROU,perm,MFH,p4,shape,2.5
C-EEU-ROU,perm,SFH,p4,shape,2.5
C-EEU-ROU,perm,ABL,p5,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p5,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p5,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p5,shape,2.5
C-EEU-ROU,perm,MFH,p5,shape,2.5
C-EEU-ROU,perm,SFH,p5,shape,2.5
C-EEU-ROU,perm,ABL,p6,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p6,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p6,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p6,shape,2.5
C-EEU-ROU,perm,MFH,p6,shape,2.5
C-EEU-ROU,perm,SFH,p6,shape,2.5
C-EEU-ROU,perm,ABL,p7,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p7,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p7,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p7,shape,2.5
C-EEU-ROU,perm,MFH,p7,shape,2.5
C-EEU-ROU,perm,SFH,p7,shape,2.5
C-EEU-ROU,perm,ABL,p8,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p8,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p8,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p8,shape,2.5
C-EEU-ROU,perm,MFH,p8,shape,2.5
C-EEU-ROU,perm,SFH,p8,shape,2.5
C-EEU-ROU,perm,ABL,p9,scale,133.51332053065252
C-EEU-ROU,perm,MFH,p9,scale,133.51332053065252
C-EEU-ROU,perm,SFH,p9,scale,133.51332053065252
C-EEU-ROU,perm,ABL,p9,shape,2.5
