Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Commercial|Copper,kt/yr,76.611,95.848,119.424,147.794,190.049,247.632,326.429,434.606,566.973,739.301,751.651,460.591,190.703
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Commercial|Copper,kt/yr,13.099,14.214,15.01,15.486,15.654,15.535,15.158,14.558,13.775,6.426,5.916,5.376,4.825
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Commercial|Glass,kt/yr,9197.732,11358.011,14136.779,17679.064,22370.565,28643.793,37097.135,48557.12,63728.7,104340.398,146459.942,173156.979,183573.493
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Commercial|Glass,kt/yr,2394.771,3015.219,3782.407,4713.967,6099.004,7994.303,10599.781,14190.275,18621.098,24560.9,25450.351,16180.661,7126.811
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Commercial|Glass,kt/yr,388.238,422.884,447.886,463.225,469.203,466.429,455.77,438.293,415.201,193.881,178.625,162.439,145.883
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Commercial|Steel,kt/yr,143808.768,178629.899,223594.476,281148.863,357622.381,460201.8,598868.734,787426.549,1037907.343,1712845.51,2421309.763,2880665.19,3070976.355
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Commercial|Steel,kt/yr,38176.417,48283.961,60856.229,76213.623,99020.086,130313.753,173461.728,233066.588,307021.439,407974.383,427854.785,278139.259,126814.02
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Commercial|Steel,kt/yr,5948.611,6498.604,6898.738,7148.358,7251.865,7218.451,7061.407,6797.209,6444.487,3011.483,2776.234,2526.003,2269.528
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Commercial|Wood,kt/yr,76738.907,95146.76,118888.821,149240.849,189530.698,243522.954,316440.173,415502.008,546961.429,900489.795,1270257.354,1508419.047,1605418.749
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Commercial|Wood,kt/yr,20249.9,25575.989,32189.027,40252.564,52231.52,68654.925,91279.485,122510.54,161198.043,213727.302,223344.738,144247.221,65117.711
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Commercial|Wood,kt/yr,3194.456,3486.565,3698.554,3830.131,3883.7,3864.218,3778.822,3636.339,3446.738,1610.282,1484.203,1350.205,1212.951
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Aluminium,kt/yr,25149.658,29041.003,30571.171,30772.685,30381.029,29667.047,28741.826,27681.711,26527.23,24101.977,21660.88,19352.583,17386.058
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Aluminium,kt/yr,9135.131,6704.45,3671.28,1893.207,1248.537,754.326,341.455,7.211,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Aluminium,kt/yr,2123.91,2034.836,1835.078,1563.534,1262.17,967.973,707.58,495.395,334.808,110.651,73.048,49.633,35.905
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Cement,kt/yr,2124135.562,2440048.447,2551330.712,2550404.013,2501204.214,2427078.607,2337522.875,2238941.266,2134972.476,1922641.148,1715169.363,1522882.449,1360930.928
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Cement,kt/yr,771465.024,550596.282,286830.23,137360.764,90587.005,54729.774,24774.092,523.191,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Cement,kt/yr,181107.584,171500.82,153291.512,129731.454,104221.352,79691.4,58201.933,40820.707,27739.443,9266.556,6226.984,4339.382,3235.052
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Concrete,kt/yr,14160903.749,16266989.648,17008871.416,17002693.42,16674694.758,16180524.05,15583485.834,14926275.105,14233149.841,12817607.655,11434462.417,10152549.658,9072872.851
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Concrete,kt/yr,5143100.163,3670641.88,1912201.534,915738.427,603913.365,364865.159,165160.615,3487.938,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Concrete,kt/yr,1207383.892,1143338.801,1021943.413,864876.359,694809.013,531275.999,388012.884,272138.045,184929.622,61777.04,41513.23,28929.216,21567.013
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Copper,kt/yr,2762.317,3158.811,3283.342,3261.962,3179.858,3067.922,2938.631,2800.264,2657.795,2373.244,2101.981,1854.926,1648.972
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Copper,kt/yr,1003.149,698.414,346.874,153.292,101.093,61.077,27.647,0.584,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Copper,kt/yr,237.457,222.621,197.437,166.095,132.857,101.314,73.934,51.938,35.468,11.962,8.162,5.809,4.435
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Glass,kt/yr,54141.889,62383.886,65487.546,65730.989,64716.831,63033.149,60920.29,58542.144,55988.248,50687.688,45418.762,40477.826,36288.238
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Glass,kt/yr,19665.086,14267.139,7656.905,3836.582,2530.158,1528.641,691.958,14.613,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Glass,kt/yr,4590.6,4376.742,3932.513,3341.302,2691.925,2061.953,1506.72,1055.658,715.06,237.37,157.865,108.413,79.444
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Steel,kt/yr,1892632.776,2176046.244,2277919.611,2279811.958,2238415.797,2174462.403,2096395.409,2009927.704,1918268.76,1730213.871,1545550.236,1373815.47,1228887.383
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Steel,kt/yr,687398.606,492960.341,259090.091,125803.864,82965.433,50125.064,22689.715,479.172,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Steel,kt/yr,161108.358,152864.179,136842.049,115944.464,93223.255,71318.602,52094.971,36526.311,24797.75,8268.586,5539.638,3844.129,2851.801
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Commercial|Wood,kt/yr,480304.358,555414.467,585755.333,590721.202,584245.118,571470.227,554511.027,534828.234,513182.442,467331.975,420793.037,376543.209,338728.979
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Commercial|Wood,kt/yr,174466.741,129015.611,71560.851,37559.513,24769.837,14965.144,6774.153,143.06,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Commercial|Wood,kt/yr,40454.856,38883.48,35151.811,30004.857,24253.003,18614.681,13610.381,9524.505,6427.636,2118.109,1391.489,938.715,673.099
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Aluminium,kt/yr,2932.028,3287.132,3521.646,3642.187,3681.036,3670.02,3631.503,3576.392,3507.854,3334.763,3130.572,2937.589,2760.659
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Aluminium,kt/yr,697.089,587.294,443.43,303.731,204.32,148.397,111.366,81.602,56.445,9.982,2.437,0.505,0.036
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Aluminium,kt/yr,156.992,161.626,162.413,159.441,153.097,143.98,132.822,120.402,107.475,47.356,41.331,35.86,31.06
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Cement,kt/yr,181171.771,203104.558,217582.373,225016.353,227402.873,226709.32,224317.755,220902.406,216658.706,205949.151,193323.566,181394.101,170458.867
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Cement,kt/yr,43066.889,36275.184,27381.275,18747.793,12606.743,9155.398,6870.638,5034.387,3482.304,615.844,150.371,31.147,2.204
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Cement,kt/yr,9698.016,9984.088,10032.717,9849.257,9457.566,8894.726,8205.82,7438.93,6640.68,2926.296,2554.214,2216.304,1919.882
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Concrete,kt/yr,1207811.807,1354030.385,1450549.156,1500109.019,1516019.151,1511395.464,1495451.7,1472682.705,1444391.375,1372994.337,1288823.772,1209294.004,1136392.444
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Concrete,kt/yr,287112.595,241834.56,182541.834,124985.29,84044.951,61035.986,45804.253,33562.579,23215.357,4105.625,1002.47,207.645,14.69
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Concrete,kt/yr,64653.437,66560.59,66884.783,65661.716,63050.441,59298.174,54705.468,49592.867,44271.202,19508.643,17028.092,14775.36,12799.212
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Copper,kt/yr,111.988,124.306,131.519,134.199,133.804,131.652,128.63,125.177,121.391,112.876,103.938,95.898,88.791
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Copper,kt/yr,25.731,20.541,14.445,8.919,5.344,3.767,2.814,2.06,1.425,0.252,0.062,0.013,0.001
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Copper,kt/yr,5.644,5.788,5.815,5.725,5.53,5.244,4.891,4.492,4.071,1.825,1.623,1.438,1.272
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Glass,kt/yr,6694.049,7494.641,8015.853,8275.393,8348.788,8309.545,8208.976,8072.184,7906.193,7495.508,7020.046,6574.005,6167.219
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Glass,kt/yr,1584.228,1325.445,992.097,671.605,446.446,323.32,242.536,177.702,122.917,21.738,5.308,1.099,0.078
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Glass,kt/yr,355.558,365.866,367.637,361.048,346.943,326.643,301.759,274.017,245.097,108.25,94.727,82.424,71.612
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Steel,kt/yr,154005.6,172681.459,185032.965,191401.424,193478.13,192932.824,190939.527,188070.742,184493.241,175438.235,164734.948,154611.376,145324.766
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Steel,kt/yr,36631.997,30884.159,23339.237,16005.184,10779.299,7831.185,5877.206,4306.504,2978.824,526.804,128.63,26.643,1.885
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Steel,kt/yr,8252.831,8496.856,8538.28,8381.713,8047.56,7567.504,6980.045,6326.218,5645.797,2487.092,2170.073,1882.237,1629.806
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Commercial|Wood,kt/yr,10090.719,11228.209,11916.748,12200.844,12206.838,12051.288,11813.296,11532.063,11216.783,10491.66,9711.487,9001.856,8369.234
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Commercial|Wood,kt/yr,2338.293,1892.714,1356.734,863.025,535.961,381.483,285.439,209.037,144.591,25.571,6.244,1.293,0.091
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Commercial|Wood,kt/yr,516.359,530.051,532.531,523.94,505.282,478.192,444.719,407.104,367.574,164.081,145.286,128.035,112.731
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Aluminium,kt/yr,5270.215,5501.12,5565.645,5497.158,5364.53,5199.746,5020.578,4839.83,4665.897,4399.715,4125.954,3857.832,3604.858
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Aluminium,kt/yr,754.401,645.536,439.376,265.307,174.583,125.282,86.814,65.897,53.278,26.103,8.889,0.81,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Aluminium,kt/yr,366.896,368.449,361.946,347.492,325.854,298.312,266.514,232.304,197.547,81.978,66.475,52.78,41.186
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Cement,kt/yr,365686.518,382281.838,387081.209,382455.47,373270.695,361785.698,349254.231,336580.456,324357.518,305462.739,286081.488,267152.801,249347.976
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Cement,kt/yr,53140.954,45379.155,30774.514,18468.729,12072.086,8619.061,5929.339,4485.87,3626.83,1776.891,605.127,55.118,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Cement,kt/yr,25361.81,25464.771,25015.269,24019.616,22529.376,20631.8,18439.604,16079.467,13679.84,5679.582,4607.931,3660.676,2858.449
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Concrete,kt/yr,2437910.119,2548545.587,2580541.395,2549703.133,2488471.301,2411904.654,2328361.541,2243869.703,2162383.45,2036418.257,1907209.921,1781018.67,1662319.843
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Concrete,kt/yr,354273.03,302527.7,205163.428,123124.857,80480.573,57460.409,39528.93,29905.798,24178.864,11845.942,4034.179,367.453,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Concrete,kt/yr,169078.731,169765.139,166768.458,160130.771,150195.84,137545.335,122930.692,107196.449,91198.935,37863.879,30719.541,24404.505,19056.328
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Copper,kt/yr,425.138,449.721,458.273,454.061,443.549,429.726,414.239,398.286,382.653,356.765,330.674,305.675,282.655
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Copper,kt/yr,69.115,58.173,38.429,22.022,13.649,9.338,6.022,4.416,3.571,1.749,0.596,0.054,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Copper,kt/yr,28.598,28.673,28.167,27.076,25.447,23.365,20.948,18.329,15.651,6.523,5.314,4.241,3.329
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Glass,kt/yr,13854.956,14510.488,14707.368,14538.014,14190.865,13753.342,13273.911,12787.56,12317.264,11581.536,10829.215,10096.905,9410.574
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Glass,kt/yr,2050.506,1746.72,1179.39,702.524,455.431,323.102,220.236,165.915,134.143,65.72,22.381,2.039,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Glass,kt/yr,956.404,960.082,943.134,905.749,849.811,778.546,696.152,607.366,517.015,214.782,174.367,138.62,108.329
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Steel,kt/yr,272512.472,284337.543,287609.614,284043.008,277181.457,268670.999,259426.466,250106.796,241143.854,227465.056,213386.55,199587.317,186556.817
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Steel,kt/yr,38849.696,33262.058,22661.814,13706.589,9035.694,6492.878,4507.875,3424.732,2768.899,1356.566,461.983,42.08,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Steel,kt/yr,18990.72,19071.972,18735.33,17986.516,16865.39,15438.558,13791.512,12019.88,10220.227,4240.635,3438.237,2729.461,2129.548
MESSAGEix-buildings,SSP2_2C,FSU,Material Stock|Commercial|Wood,kt/yr,116028.607,120897.204,122196.983,120641.773,117715.097,114106.369,110199.127,106269.375,102497.875,96797.024,90914.584,85133.266,79658.159
MESSAGEix-buildings,SSP2_2C,FSU,Material Demand|Commercial|Wood,kt/yr,16310.72,13991.925,9565.499,5818.588,3859.269,2785.931,1946.719,1483.258,1199.216,587.531,200.086,18.225,0
MESSAGEix-buildings,SSP2_2C,FSU,Total Scrap|Commercial|Wood,kt/yr,8113.627,8149.61,8005.764,7684.84,7204.247,6592.83,5887.451,5129.198,4359.447,1808.055,1465.251,1162.591,906.524
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Aluminium,kt/yr,9749.974,12356.8,15041.689,17645.207,20108.679,22301.79,24106.691,25466.183,26364.374,27052.877,26776.613,26018.311,25092.452
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Aluminium,kt/yr,3218.325,3564.595,3670.96,3577.6,3405.989,3070.927,2588.313,2031.976,1480.428,686.569,204.983,38.226,8.828
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Aluminium,kt/yr,414.987,436.404,449.093,453.378,449.821,439.194,422.432,400.585,374.76,173.036,157.797,142.159,126.565
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Cement,kt/yr,658910.439,834579.182,1015370.236,1190542.342,1356165.073,1503480.946,1624580.265,1715643.795,1775631.276,1821070.952,1801705.037,1750048.254,1687251.241
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Cement,kt/yr,217201.164,240388.419,247376.262,240907.603,229193.741,206494.597,173890.933,136362.258,99274.769,46016.778,13738.842,2562.041,591.664
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Cement,kt/yr,28155.595,29585.927,30426.998,30701.075,30446.465,29715.549,28571.751,27086.022,25333.198,11694.247,10662.172,9603.87,8549.088
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Concrete,kt/yr,4392736.261,5563861.214,6769134.905,7936948.948,9041100.486,10023206.31,10830535.098,11437625.301,11837541.841,12140473.015,12011366.91,11666988.359,11248341.604
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Concrete,kt/yr,1448007.762,1602589.457,1649175.082,1606050.687,1527958.275,1376630.648,1159272.886,909081.722,661831.795,306778.522,91592.28,17080.276,3944.426
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Concrete,kt/yr,187703.966,197239.513,202846.653,204673.835,202976.43,198103.659,190478.339,180573.479,168887.987,77961.648,71081.148,64025.799,56993.92
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Copper,kt/yr,714.354,899.708,1089.06,1271.105,1441.935,1592.556,1714.947,1805.436,1863.24,1901.448,1873.395,1813.23,1742.848
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Copper,kt/yr,232.479,255.447,260.991,252.361,238.483,213.311,178.083,138.097,99.781,46.013,13.738,2.562,0.592
