Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Glass,kt/yr,8821.877,11641.279,14568.434,17835.206,21508.171,24228.305,25304.145,24546.541,21913.082,15183.388,8847.972,4377.1,1312.602
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Glass,kt/yr,1341.044,1428.161,1485.238,1512.888,1512.652,1486.909,1438.714,1371.617,1289.456,598.08,547.783,495.634,443.241
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Steel,kt/yr,549054.076,705923.433,907745.695,1160684.318,1471962.218,1827922.882,2203892.079,2571763.056,2902267.341,3379461.195,3598407.283,3615973.61,3516988.286
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Steel,kt/yr,161409.499,213793.94,268782.491,330637.313,400657.006,453828.641,476985.682,466072.756,419764.765,297061.04,175858.646,87164.667,26138.89
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Steel,kt/yr,23965.232,25550.711,26595.777,27110.965,27123.525,26675.845,25822.645,24627.583,23159.624,10744.728,9843.101,8907.297,7966.369
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Wood,kt/yr,243200.183,312884.414,402592.572,515093.904,653632.118,812177.869,979785.388,1143954.199,1291639.215,1505461.538,1604374.305,1613430.692,1570310.293
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Wood,kt/yr,71625.683,94922.293,119414.803,146995.82,178246.726,202058.601,212555.935,207901.253,187471.539,133048.758,78928.072,39130.659,11734.48
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Wood,kt/yr,10598.197,11301.215,11765.014,11994.221,12000.87,11803.699,11426.913,10898.679,10249.52,4755.364,4356.453,3942.358,3525.947
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Aluminium,kt/yr,11536.691,12426.34,13156.358,13745.815,14211.222,14558.682,14810.773,14983.762,15094.79,15183.612,15149.689,14999.766,14715.048
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Aluminium,kt/yr,1864.283,1618.998,1470.886,1338.316,1217.095,1092.844,982.331,880.196,789.199,405.531,301.704,202.473,111.164
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Aluminium,kt/yr,507.118,555.324,598.663,634.591,661.004,676.361,679.769,671.017,650.571,309.762,289.759,266.312,240.597
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Cement,kt/yr,925729.415,994119.686,1049554.577,1093691.166,1127941.443,1152879.159,1170374.239,1181719.835,1188292.792,1191263.396,1185382.848,1171019.984,1146702.934
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Cement,kt/yr,147175.647,127009.699,114895.865,104184.257,94510.323,84710.436,76058.227,68087.325,61060.633,31079.117,23132.139,15531.432,8534.956
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Cement,kt/yr,41518.671,45331.154,48753.41,51582.189,53649.399,54832.026,55058.885,54313.675,52634.437,25054.876,23436.003,21543.953,19473.202
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Concrete,kt/yr,6171529.435,6627464.575,6997030.513,7291274.439,7519609.619,7685861.062,7802494.928,7878132.236,7921951.944,7941755.972,7902552.323,7806799.895,7644686.227
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Concrete,kt/yr,981170.978,846731.326,765972.434,694561.714,630068.818,564736.243,507054.846,453915.501,407070.889,207194.114,154214.261,103542.877,56899.709
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Concrete,kt/yr,276791.14,302207.691,325022.731,343881.258,357662.658,365546.84,367059.233,362091.166,350896.245,167032.505,156240.017,143626.352,129821.347
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Copper,kt/yr,724.399,772.212,809.61,838.129,859.041,872.955,881.445,885.498,886.196,880.612,870,854.322,832.495
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Copper,kt/yr,110.565,93.865,83.95,75.427,67.958,60.614,54.253,48.443,43.468,21.539,16.052,10.792,5.946
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Copper,kt/yr,34.062,36.939,39.512,41.622,43.14,43.971,44.06,43.395,42.008,19.984,18.691,17.191,15.556
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Glass,kt/yr,66461.208,71097.875,74791.089,77671.394,79848.1,81370.071,82376.857,82960.191,83219.048,83053.277,82343.071,81099.196,79219.284
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Glass,kt/yr,10345.691,8853.794,7963.224,7187.457,6497.775,5809.742,5208.231,4656.457,4177.073,2097.994,1562.503,1049.81,577.637
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Glass,kt/yr,3056.122,3324.762,3565.405,3763.553,3907.205,3987.58,3999.616,3942.198,3818.122,1816.909,1699.429,1562.627,1413.292
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Steel,kt/yr,895783.277,962784.667,1017289.967,1060867.774,1094860.476,1119800.158,1137480.268,1149155.47,1156157.685,1160174.246,1155351.741,1142094.414,1118968.064
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Steel,kt/yr,143079.198,123698.515,112039.453,101694.672,92319.088,82789.413,74357.854,66583.083,59708.114,30475.321,22679.816,15225.59,8364.666
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Steel,kt/yr,39948.543,43652.975,46979.748,49731.903,51746.583,52904.6,53136.928,52427.628,50813.311,24189.74,22627.019,20799.082,18797.334
MESSAGEix-buildings,SSP2_2C,WEU,Material Stock|Commercial|Wood,kt/yr,306439.781,328013.736,345247.143,358733.642,368971.58,376180.767,381000.868,383855.627,385201.309,384707.672,381638.745,376055.395,367483.26
MESSAGEix-buildings,SSP2_2C,WEU,Material Demand|Commercial|Wood,kt/yr,47859.483,41012.142,36920.804,33348.711,30165.263,26981.78,24194.291,21635.539,19407.275,9768.63,7274.551,4887.064,2688.452
MESSAGEix-buildings,SSP2_2C,WEU,Total Scrap|Commercial|Wood,kt/yr,14037.369,15279.638,16392.803,17309.953,17975.704,18349.535,18408.067,18146.119,17576.54,8364.465,7823.684,7193.607,6505.528
