R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,ssp,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2055,0.002184370072569328,0.002184370072569328,0.007945536902461966,0.0790550246782128,0.0442534601209958,0.034801564557217016,0.362151083071414,0.7103200732641652
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2060,0.001992062392659445,0.001992062392659445,0.007279450529499299,0.0877263619717894,0.04943552052913184,0.038290841442657556,0.33026800820379476,0.6599514419407271
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2070,0.0016644953501292852,0.0016644953501292852,0.006107465960064415,0.10685422414408753,0.05695406585650431,0.049900158287583214,0.27596001308863444,0.5702488206942451
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2080,0.0014025888531582187,0.0014025888531582187,0.005148728454313894,0.15338667169980114,0.07746469657469959,0.07592197512510153,0.2325380111428074,0.48994849688572467
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2090,0.001188713391969882,0.001188713391969882,0.004363618434753356,0.24506059378361886,0.13500533671985324,0.11005525706376562,0.19707917068147068,0.41760134880442173
AFR,rur,comm,perm,s1,gas,electricity,SSP2,SSP2,2100,0.0010109426665488794,0.0010109426665488794,0.0037095437202985296,0.30013779056360584,0.17711566055990113,0.12302213000370466,0.16760620657247186,0.3549794947429485
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2020,9.613258882844235,9.613258882844235,30.66851629689124,39.833248401439114,5.771046532509711,34.0622018689294,1593.8014167045114,2983.068722677081
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2025,8.505176803826014,8.505176803826014,28.077440439034998,46.62977887589463,9.75629304902122,36.873485826873406,1410.0902726599224,2625.034703347672
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2030,7.562256260508654,7.562256260508654,25.66405705637342,59.31824015822372,17.118023465529287,42.20021669269443,1253.7615899422508,2333.315705120139
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2035,6.757125761828455,6.757125761828455,23.442967394941547,80.78706562826133,31.214105973350627,49.57295965491071,1120.2773943050631,2091.6575550336484
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2040,6.066543572043613,6.066543572043613,21.41427114348866,103.18049064433582,47.47835549983478,55.70213514450105,1005.7843918962546,1891.2705516369379
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2045,5.4710241615081525,5.4710241615081525,19.56966197197059,122.83765232459747,62.247012340368634,60.59063998422884,907.0520377847597,1724.1607874041022
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2050,4.954388904977951,4.954388904977951,17.896520631100625,152.08793986498867,84.44455706699881,67.64338279798987,821.3980453341045,1583.6811710431123
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2055,4.5033039978299785,4.5033039978299785,16.380543434163076,162.98006304022508,91.2330556557352,71.74700738448989,746.6117764082278,1464.3980275315162
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2060,4.106841870956822,4.106841870956822,15.007337652205848,180.8569178498218,101.91640608686035,78.94051176296144,680.8815274696736,1360.557894445354
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2070,3.431528699190953,3.431528699190953,12.591171064896956,220.29097386491944,117.41665826973103,102.8743155951884,568.9200060962664,1175.6267109668445
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2080,2.8915813924940297,2.8915813924940297,10.614634371680316,316.22239952733923,159.70143004070556,156.52096948663367,479.4010622243702,1010.0792927914188
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2090,2.450655093094531,2.450655093094531,8.996048961864231,505.2176468264376,278.3273972682022,226.89024955823538,406.2990091943285,860.9281928209582
AFR,rur,comm,perm,s1,oil,electricity,SSP2,SSP2,2100,2.08416247325151,2.08416247325151,7.6476070108225365,618.76497170179,365.14217550116695,253.6227962006231,345.5374647653144,731.8268050181891
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2020,74.20599814488257,74.20599814488257,0,612.9664562676579,83.94158321581232,529.0248730518456,0,23026.696232645234
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2025,69.10796649301474,69.10796649301474,0,670.4259054241077,101.69758769637458,568.7283177277332,0,21329.45787092221
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2030,64.68037851554033,64.68037851554033,0,686.7707803870825,109.81483710798996,576.9559432790926,0,19956.97286688804
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2035,60.835847049534024,60.835847049534024,0,666.1607697546738,105.91087115773288,560.249898596941,0,18831.639898854948
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2040,57.493040038023906,57.493040038023906,0,637.3764252685246,96.62898788562246,540.7474373829021,0,17923.69777892635
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2045,54.578171231898864,54.578171231898864,0,705.6929173963936,114.49789231513793,591.1950250812556,0,17199.98667677725
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2050,52.025568661529775,52.025568661529775,0,1123.3405975597834,266.5627366827541,856.7778608770291,0,16630.08598684927
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2055,49.777651340483956,49.777651340483956,0,1552.5753441620557,450.4918745612145,1102.083469600841,0,16186.847362132788
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2060,47.784551277806486,47.784551277806486,0,2313.163676741779,838.240862728597,1474.922814013182,0,15830.570184189093
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2070,44.36338303511448,44.36338303511448,0,6586.807111194679,3586.2478331678085,3000.5592780268703,0,15198.700828942627
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2080,41.536503322330944,41.536503322330944,0,18395.89832211736,12658.792098251704,5737.106223865656,0,14509.41758366398
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2090,39.11417686893225,39.11417686893225,0,36152.72109941239,27274.728072585433,8877.993026826958,0,13741.018758754486
AFR,rur,comm,perm,s1,v_no_heat,electricity,SSP2,SSP2,2100,36.970108780870014,36.970108780870014,0,51041.992007762405,40105.25620932945,10936.735798432961,0,12981.577462178018
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2020,44.245509359369194,44.245509359369194,275.7722048937031,169.56434711519236,21.677979963751202,147.88636715144116,13754.159039453509,13729.72440432185
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2025,38.52346227697356,38.52346227697356,248.4356876086165,202.4187131311481,39.799650672800674,162.61906245834743,11975.403483420001,11889.86751276819
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2030,33.5395669853206,33.5395669853206,222.3424888921416,257.13032274684406,72.72506930136146,184.4052534454826,10426.10979305676,10348.551502870338
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2035,29.23572106361419,29.23572106361419,198.13074318574718,350.28442062902474,136.1228924865679,214.1615281424569,9088.216249835106,9049.87105390469
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2040,25.543031447414698,25.543031447414698,176.13096921425083,443.37222177585477,206.85082590076124,236.52139587509353,7940.306755743333,7963.147812644501
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2045,22.388589113229003,22.388589113229003,156.44837818024786,516.3718095721276,265.2539031940604,251.1179063780672,6959.716811738368,7055.6309558850235
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2050,19.700508650577913,19.700508650577913,139.03534562435877,622.1434313691132,349.38445103245607,272.75898033665715,6124.100119118651,6297.310366278371
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2055,17.411304401091563,17.411304401091563,123.75002713299696,644.9833672389568,364.55919025168356,280.42417698727326,5412.478086123324,5661.860676959773
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2060,15.45985574790577,15.45985574790577,110.40043692027162,693.5123705948524,394.14210838266314,299.37026221218923,4805.850757793987,5121.70408448159
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2070,12.302767614315352,12.302767614315352,88.24024911923225,786.9923137083889,419.80027505768453,367.1920386507045,3824.4383405860704,4214.874329804382
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2080,9.971821196183088,9.971821196183088,71.5710707858687,1072.6813655880208,539.6643542653528,533.0170113226678,3099.840337045474,3483.3292702148574
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2090,8.209512338434195,8.209512338434195,58.93479178099424,1658.1132697879466,910.1054188322189,748.0078509557277,2552.0090055256537,2884.0454298873783
AFR,rur,comm,perm,s2,biomass_solid,electricity,SSP2,SSP2,2100,6.840050135587229,6.840050135587229,49.09041636753534,1987.8052650968946,1169.5560719662415,818.2491931306528,2126.2979851486457,2401.7954939384217
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2020,24.566760382887054,24.566760382887054,81.66348511257571,94.14846264185763,12.036424645969557,82.11203799588809,4072.9723373996108,7623.256110004027
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2025,21.38966599273261,21.38966599273261,73.56841522255881,112.39043451900235,22.09825348433765,90.2921810346647,3546.2355042671247,6601.698802860916
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2030,18.622421063720036,18.622421063720036,65.84152503152326,142.76836490978948,40.37967642611495,102.38868848367453,3087.4484329962725,5745.902550572303
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2035,16.232764960465687,16.232764960465687,58.67178312147809,194.4910014985029,75.58051722293989,118.91048427556301,2691.2625683255274,5024.826629755648
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2040,14.182445678766909,14.182445678766909,52.15706487825763,246.1768276637384,114.85130916800864,131.32551849572977,2351.336033974124,4421.437272131336
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2045,12.430981403913394,12.430981403913394,46.32852613760979,286.70892700826033,147.27888037026298,139.43004663799738,2060.9572689176093,3917.5499966479415
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2050,10.938458669434038,10.938458669434038,41.17206402947026,345.4372844106006,193.99130472482494,151.44597968577574,1813.508939722808,3496.502064585718
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2055,9.667406915733583,9.667406915733583,36.64567465127242,358.1188703934162,202.4168870575715,155.70198333584472,1602.7787273733024,3143.67664842672
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2060,8.583889692039396,8.583889692039396,32.69250590474172,385.0639867227095,218.84242879992806,166.22155792278141,1423.1402398225953,2843.7615210228
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2070,6.830956370486804,6.830956370486804,26.130284859601108,436.96754475259667,233.08880184997733,203.87874290261934,1132.5179185757484,2340.255750297759
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2080,5.536727804769518,5.536727804769518,21.194097773035775,595.5927834273809,299.6418183183552,295.95096510902573,917.9451762083479,1934.0745932095447
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2090,4.558228064194064,4.558228064194064,17.452159448211265,920.646455992122,505.32454186691996,415.32191412520206,755.7177472188623,1601.3298080298216
AFR,rur,comm,perm,s2,coal,electricity,SSP2,SSP2,2100,3.7978514682451285,3.7978514682451285,14.536978038035107,1103.7037733402076,649.3812409167623,454.3225324234452,629.6533906232963,1333.5666204580325
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2020,20.421469368199308,20.421469368199308,50.91295108967746,78.26225012666539,10.005449370436,68.25680075622938,2539.2871871193747,6336.940187067936
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2025,22.800064810563722,22.800064810563722,58.81454515258243,119.80127188557898,23.55537537712906,96.24589650844993,2835.0512588047354,7037.003785668766
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2030,24.45056259578748,24.45056259578748,64.83564853235421,187.4496785919956,53.01704878819484,134.43262980380075,3040.280755410599,7544.161390259022
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2035,25.53398308541356,25.53398308541356,69.21761271852485,305.9324739077559,118.88742633543217,187.04504757232374,3174.9975927726637,7904.0039379486925
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2040,26.190760514758082,26.190760514758082,72.23894381562391,454.61540865842466,212.09622103291787,242.51918762550676,3256.6639254470792,8165.080081976761
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2045,26.53791894915152,26.53791894915152,74.17732951305258,612.0722105697685,314.41403244934446,297.658178120424,3299.830993813297,8363.267622423047
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2050,26.669091503816695,26.669091503816695,75.28630697961106,842.2117618269342,472.970828304615,369.24093352231915,3316.141513950583,8524.833006343959
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2055,26.656403204939924,26.656403204939924,75.78365282553857,987.4582800307709,558.1337585709662,429.3245214598048,3314.5638001150496,8668.209895047949
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2060,26.55335896535436,26.55335896535436,75.848118620281,1191.1548997398259,676.9660117126533,514.1888880271725,3301.7508671880223,8796.876845890618
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2070,26.23200379277812,26.23200379277812,75.25846613281769,1678.0277417997086,895.0996029892378,782.9281388104706,3261.7922796092025,8986.969669886315
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2080,25.856026475010214,25.856026475010214,74.23091388070753,2781.365333533304,1399.3006449309503,1382.0646886023535,3215.0417560086703,9031.956355808663
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2090,25.488929716388647,25.488929716388647,73.1923994337118,5148.117312410409,2825.6992741056197,2322.418038304789,3169.39547665463,8954.39683026192
AFR,rur,comm,perm,s2,electricity,electricity,SSP2,SSP2,2100,25.12744957972868,25.12744957972868,72.13496612896716,7302.355331282889,4296.454067871242,3005.901263411646,3124.447590541783,8823.18023675948
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2020,0.009844221369012614,0.009844221369012614,0.032723623599239235,0.03772651749580453,0.004823152458132556,0.03290336503767198,1.6320931492113395,3.0547381718198863
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2025,0.008571118125233267,0.008571118125233267,0.029479823144998005,0.04503631270023253,0.008855058262032294,0.036181254438200236,1.421022816218674,2.645386809020628
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2030,0.007462246963571491,0.007462246963571491,0.026383557326441768,0.057209145717065445,0.016180662934120023,0.04102848278294542,1.2371808485844449,2.302458080733603
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2035,0.006504680657949918,0.006504680657949918,0.023510548583210937,0.07793508550672586,0.030286101766859908,0.04764898373986595,1.078424015642833,2.0135135737951066
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2040,0.005683090982416987,0.005683090982416987,0.020900016052971815,0.09864627388040952,0.04602242298948891,0.05262385089092061,0.9422110201568772,1.7717275891414983
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2045,0.004981256400395115,0.004981256400395115,0.01856444479339035,0.11488801951098358,0.05901657732509989,0.05587144218588371,0.825852461134307,1.569813384848852
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2050,0.004383183117141523,0.004383183117141523,0.016498183294732054,0.13842125090739305,0.07773486437703164,0.060686386530361396,0.7266966953571273,1.4010940006902788
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2055,0.0038738561524963478,0.0038738561524963478,0.01468440047139434,0.14350294279902043,0.08111111607930843,0.06239182671971201,0.6422543592346746,1.2597122715655178
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2060,0.0034396766976640906,0.0034396766976640906,0.01310031480371206,0.15430020352119678,0.08769304597259,0.06660715754860679,0.570270879059125,1.1395323785028695
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2070,0.002737253415213648,0.002737253415213648,0.010470746984133176,0.17509861379920652,0.09340173755353592,0.08169687624567061,0.45381471821510116,0.9377710378377674
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2080,0.0022186391101935215,0.0022186391101935215,0.00849275206245232,0.23866180611015228,0.12007039222745357,0.1185914138826987,0.36783261535720435,0.7750089377393453
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2090,0.0018265414726049672,0.0018265414726049672,0.006993308101528424,0.36891504664518104,0.20249013794628126,0.16642490869889986,0.30282596382612276,0.6416737522768441
AFR,rur,comm,perm,s2,gas,electricity,SSP2,SSP2,2100,0.001521848591754573,0.001521848591754573,0.005825156489646658,0.44226848211026515,0.2602155228738277,0.1820529592364375,0.25231032172417417,0.5343775290645386
AFR,rur,comm,perm,s2,oil,electricity,SSP2,SSP2,2020,20.29487704587674,20.29487704587674,67.46312349129497,77.7771038442913,9.943425770064602,67.8336780742267,3364.728255189996,6297.657608511206
AFR,rur,comm,perm,s2,oil,electricity,SSP2,SSP2,2025,17.670243638566525,17.670243638566525,60.77569521311747,92.8470019703434,18.255615733957384,74.59138623638601,2929.585033325221,5453.737628003158
AFR,rur,comm,perm,s2,oil,electricity,SSP2,SSP2,2030,15.384191480534826,15.384191480534826,54.39242432514161,117.94255191611174,33.358104830624036,84.58444708548771,2550.57587394083,4746.754719165374
AFR,rur,comm,perm,s2,oil,electricity,SSP2,SSP2,2035,13.41006969797171,13.41006969797171,48.46941989779343,160.67120370596652,62.437915302700475,98.23328840326606,2223.282275366126,4151.065791278139
