Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP5,R12_EEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,13.849,6.558,5.387,4.505,3.999,3.66
MESSAGEix-Buildings,SSP5,R12_EEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.045,0.021,0.017,0.014,0.013,0.011
MESSAGEix-Buildings,SSP5,R12_EEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.024,0.023,0.023,0.022,0.022,0.022
MESSAGEix-Buildings,SSP5,R12_EEU,Materials Demand|Iron and Steel|Residential,Mt/yr,6.053,2.939,2.418,2.031,1.815,1.675
MESSAGEix-Buildings,SSP5,R12_EEU,Total Scrap|Iron and Steel|Residential,Mt/yr,2.153,2.123,2.155,2.209,2.282,2.362
MESSAGEix-Buildings,SSP5,R12_FSU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.299,0.24,0.226,0.216,0.213,0.206
MESSAGEix-Buildings,SSP5,R12_FSU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.185,0.176,0.178,0.182,0.186,0.19
MESSAGEix-Buildings,SSP5,R12_FSU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,19.359,15.566,14.667,14.036,13.838,13.381
MESSAGEix-Buildings,SSP5,R12_FSU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.065,0.052,0.048,0.046,0.045,0.043
MESSAGEix-Buildings,SSP5,R12_FSU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.059,0.053,0.052,0.051,0.05,0.049
MESSAGEix-Buildings,SSP5,R12_FSU,Materials Demand|Iron and Steel|Residential,Mt/yr,11.259,9.098,8.587,8.242,8.156,7.924
MESSAGEix-Buildings,SSP5,R12_FSU,Total Scrap|Iron and Steel|Residential,Mt/yr,5.071,5.097,5.349,5.655,6.007,6.381
MESSAGEix-Buildings,SSP5,R12_LAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.585,0.574,0.608,0.621,0.633,0.601
MESSAGEix-Buildings,SSP5,R12_LAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.254,0.279,0.312,0.343,0.372,0.398
MESSAGEix-Buildings,SSP5,R12_LAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,31.12,30.556,32.371,33.083,33.706,31.977
MESSAGEix-Buildings,SSP5,R12_LAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.263,0.258,0.273,0.279,0.284,0.27
MESSAGEix-Buildings,SSP5,R12_LAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.117,0.128,0.143,0.156,0.169,0.181
MESSAGEix-Buildings,SSP5,R12_LAM,Materials Demand|Iron and Steel|Residential,Mt/yr,9.27,9.102,9.643,9.855,10.04,9.525
MESSAGEix-Buildings,SSP5,R12_LAM,Total Scrap|Iron and Steel|Residential,Mt/yr,3.562,4.013,4.548,5.072,5.572,6.033
MESSAGEix-Buildings,SSP5,R12_MEA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.376,0.339,0.373,0.416,0.419,0.448
MESSAGEix-Buildings,SSP5,R12_MEA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.104,0.115,0.132,0.148,0.165,0.182
MESSAGEix-Buildings,SSP5,R12_MEA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,60.217,54.171,59.699,66.635,67.026,71.621
MESSAGEix-Buildings,SSP5,R12_MEA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.314,0.282,0.311,0.347,0.35,0.373
MESSAGEix-Buildings,SSP5,R12_MEA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.096,0.105,0.119,0.132,0.146,0.159
MESSAGEix-Buildings,SSP5,R12_MEA,Materials Demand|Iron and Steel|Residential,Mt/yr,23.908,21.508,23.703,26.457,26.612,28.436
MESSAGEix-Buildings,SSP5,R12_MEA,Total Scrap|Iron and Steel|Residential,Mt/yr,6.237,6.972,8.027,9.044,10.151,11.278
MESSAGEix-Buildings,SSP5,R12_NAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.941,1.207,1.129,1.058,1.026,1.001
MESSAGEix-Buildings,SSP5,R12_NAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.377,0.418,0.475,0.529,0.58,0.627
MESSAGEix-Buildings,SSP5,R12_NAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,57.784,35.95,33.626,31.51,30.561,29.797
MESSAGEix-Buildings,SSP5,R12_NAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.49,0.305,0.285,0.267,0.259,0.253
MESSAGEix-Buildings,SSP5,R12_NAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.098,0.108,0.122,0.136,0.149,0.161
MESSAGEix-Buildings,SSP5,R12_NAM,Materials Demand|Iron and Steel|Residential,Mt/yr,15.587,9.697,9.07,8.5,8.244,8.037
MESSAGEix-Buildings,SSP5,R12_NAM,Total Scrap|Iron and Steel|Residential,Mt/yr,2.817,3.185,3.637,4.067,4.469,4.844
MESSAGEix-Buildings,SSP5,R12_PAO,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.044,0.045,0.043,0.041,0.041,0.042
MESSAGEix-Buildings,SSP5,R12_PAO,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.051,0.055,0.059,0.062,0.065,0.066
MESSAGEix-Buildings,SSP5,R12_PAO,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,3.543,3.58,3.432,3.272,3.313,3.398
MESSAGEix-Buildings,SSP5,R12_PAO,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.022,0.022,0.021,0.02,0.021,0.021
MESSAGEix-Buildings,SSP5,R12_PAO,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.028,0.03,0.032,0.033,0.034,0.035
MESSAGEix-Buildings,SSP5,R12_PAO,Materials Demand|Iron and Steel|Residential,Mt/yr,1.946,1.966,1.885,1.797,1.819,1.866
MESSAGEix-Buildings,SSP5,R12_PAO,Total Scrap|Iron and Steel|Residential,Mt/yr,2.026,2.232,2.412,2.561,2.677,2.759
MESSAGEix-Buildings,SSP5,R12_PAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.893,0.758,0.83,0.878,0.91,0.911
MESSAGEix-Buildings,SSP5,R12_PAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.415,0.44,0.48,0.513,0.542,0.568
MESSAGEix-Buildings,SSP5,R12_PAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,62.26,52.841,57.824,61.134,63.35,63.415
MESSAGEix-Buildings,SSP5,R12_PAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.333,0.283,0.31,0.328,0.34,0.34
MESSAGEix-Buildings,SSP5,R12_PAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.164,0.172,0.187,0.198,0.208,0.216
MESSAGEix-Buildings,SSP5,R12_PAS,Materials Demand|Iron and Steel|Residential,Mt/yr,16.26,13.781,15.071,15.925,16.494,16.502
MESSAGEix-Buildings,SSP5,R12_PAS,Total Scrap|Iron and Steel|Residential,Mt/yr,5.989,6.566,7.387,8.165,8.891,9.562
MESSAGEix-Buildings,SSP5,R12_RCPA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.269,0.231,0.262,0.288,0.308,0.316
MESSAGEix-Buildings,SSP5,R12_RCPA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.212,0.22,0.23,0.231,0.227,0.223
MESSAGEix-Buildings,SSP5,R12_RCPA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,18.903,16.225,18.386,20.229,21.605,22.167
MESSAGEix-Buildings,SSP5,R12_RCPA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.034,0.029,0.033,0.036,0.039,0.04
MESSAGEix-Buildings,SSP5,R12_RCPA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.047,0.047,0.047,0.044,0.04,0.036
MESSAGEix-Buildings,SSP5,R12_RCPA,Materials Demand|Iron and Steel|Residential,Mt/yr,14.497,12.46,14.13,15.556,16.62,17.057
MESSAGEix-Buildings,SSP5,R12_RCPA,Total Scrap|Iron and Steel|Residential,Mt/yr,7.354,8.003,8.816,9.427,9.906,10.338
MESSAGEix-Buildings,SSP5,R12_SAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.702,1.623,1.903,2.166,2.546,2.485
MESSAGEix-Buildings,SSP5,R12_SAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.753,0.845,0.948,1.032,1.099,1.154
MESSAGEix-Buildings,SSP5,R12_SAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,107.35,101.973,120.076,136.629,160.624,156.764
MESSAGEix-Buildings,SSP5,R12_SAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.658,0.63,0.736,0.838,0.985,0.961
MESSAGEix-Buildings,SSP5,R12_SAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.35,0.389,0.433,0.465,0.488,0.504
MESSAGEix-Buildings,SSP5,R12_SAS,Materials Demand|Iron and Steel|Residential,Mt/yr,36.561,34.649,40.896,46.534,54.706,53.391
MESSAGEix-Buildings,SSP5,R12_SAS,Total Scrap|Iron and Steel|Residential,Mt/yr,9.574,11.097,12.901,14.705,16.495,18.282
MESSAGEix-Buildings,SSP5,R12_WEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.383,0.258,0.243,0.231,0.226,0.219
MESSAGEix-Buildings,SSP5,R12_WEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.137,0.141,0.15,0.157,0.165,0.172
MESSAGEix-Buildings,SSP5,R12_WEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,55.703,37.579,35.383,33.642,32.907,31.899
MESSAGEix-Buildings,SSP5,R12_WEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.316,0.213,0.201,0.191,0.187,0.181
MESSAGEix-Buildings,SSP5,R12_WEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.157,0.154,0.158,0.161,0.164,0.167
MESSAGEix-Buildings,SSP5,R12_WEU,Materials Demand|Iron and Steel|Residential,Mt/yr,24.215,16.334,15.379,14.621,14.301,13.859
MESSAGEix-Buildings,SSP5,R12_WEU,Total Scrap|Iron and Steel|Residential,Mt/yr,7.992,8.404,8.961,9.502,10.032,10.544
