region_gea,urt,mat,tenr,year,value
EEU,urb,perm,ns,2015,1
EEU,urb,perm,ns,2020,1
EEU,urb,perm,ns,2025,1
EEU,urb,perm,ns,2030,1
EEU,urb,perm,ns,2035,1
EEU,urb,perm,ns,2040,1
EEU,urb,perm,ns,2045,1
EEU,urb,perm,ns,2050,1
EEU,urb,perm,ns,2055,1
EEU,urb,perm,ns,2060,1
EEU,urb,perm,ns,2065,1
EEU,urb,perm,ns,2070,1
EEU,urb,perm,ns,2075,1
EEU,urb,perm,ns,2080,1
EEU,urb,perm,ns,2085,1
EEU,urb,perm,ns,2090,1
EEU,urb,perm,ns,2095,1
EEU,urb,perm,ns,2100,1
FSU,rur,perm,ns,2015,1
FSU,rur,perm,ns,2020,1
FSU,rur,perm,ns,2025,1
FSU,rur,perm,ns,2030,1
FSU,rur,perm,ns,2035,1
FSU,rur,perm,ns,2040,1
FSU,rur,perm,ns,2045,1
FSU,rur,perm,ns,2050,1
FSU,rur,perm,ns,2055,1
FSU,rur,perm,ns,2060,1
FSU,rur,perm,ns,2065,1
FSU,rur,perm,ns,2070,1
FSU,rur,perm,ns,2075,1
FSU,rur,perm,ns,2080,1
FSU,rur,perm,ns,2085,1
FSU,rur,perm,ns,2090,1
FSU,rur,perm,ns,2095,1
FSU,rur,perm,ns,2100,1
FSU,urb,perm,ns,2015,1
FSU,urb,perm,ns,2020,1
FSU,urb,perm,ns,2025,1
FSU,urb,perm,ns,2030,1
FSU,urb,perm,ns,2035,1
FSU,urb,perm,ns,2040,1
FSU,urb,perm,ns,2045,1
FSU,urb,perm,ns,2050,1
FSU,urb,perm,ns,2055,1
FSU,urb,perm,ns,2060,1
FSU,urb,perm,ns,2065,1
FSU,urb,perm,ns,2070,1
FSU,urb,perm,ns,2075,1
FSU,urb,perm,ns,2080,1
FSU,urb,perm,ns,2085,1
FSU,urb,perm,ns,2090,1
FSU,urb,perm,ns,2095,1
FSU,urb,perm,ns,2100,1
LAC,rur,perm,ns,2015,1
LAC,rur,perm,ns,2020,1
LAC,rur,perm,ns,2025,1
LAC,rur,perm,ns,2030,1
LAC,rur,perm,ns,2035,1
LAC,rur,perm,ns,2040,1
LAC,rur,perm,ns,2045,1
LAC,rur,perm,ns,2050,1
LAC,rur,perm,ns,2055,1
LAC,rur,perm,ns,2060,1
LAC,rur,perm,ns,2065,1
LAC,rur,perm,ns,2070,1
LAC,rur,perm,ns,2075,1
LAC,rur,perm,ns,2080,1
LAC,rur,perm,ns,2085,1
LAC,rur,perm,ns,2090,1
LAC,rur,perm,ns,2095,1
LAC,rur,perm,ns,2100,1
LAC,urb,perm,ns,2015,1
LAC,urb,perm,ns,2020,1
LAC,urb,perm,ns,2025,1
LAC,urb,perm,ns,2030,1
LAC,urb,perm,ns,2035,1
LAC,urb,perm,ns,2040,1
LAC,urb,perm,ns,2045,1
LAC,urb,perm,ns,2050,1
LAC,urb,perm,ns,2055,1
LAC,urb,perm,ns,2060,1
LAC,urb,perm,ns,2065,1
LAC,urb,perm,ns,2070,1
LAC,urb,perm,ns,2075,1
LAC,urb,perm,ns,2080,1
LAC,urb,perm,ns,2085,1
LAC,urb,perm,ns,2090,1
LAC,urb,perm,ns,2095,1
LAC,urb,perm,ns,2100,1
MEA,rur,perm,ns,2015,1
MEA,rur,perm,ns,2020,1
MEA,rur,perm,ns,2025,1
MEA,rur,perm,ns,2030,1
MEA,rur,perm,ns,2035,1
MEA,rur,perm,ns,2040,1
MEA,rur,perm,ns,2045,1
MEA,rur,perm,ns,2050,1
MEA,rur,perm,ns,2055,1
MEA,rur,perm,ns,2060,1
MEA,rur,perm,ns,2065,1
MEA,rur,perm,ns,2070,1
MEA,rur,perm,ns,2075,1
MEA,rur,perm,ns,2080,1
MEA,rur,perm,ns,2085,1
MEA,rur,perm,ns,2090,1
MEA,rur,perm,ns,2095,1
MEA,rur,perm,ns,2100,1
MEA,urb,perm,ns,2015,1
MEA,urb,perm,ns,2020,1
MEA,urb,perm,ns,2025,1
MEA,urb,perm,ns,2030,1
MEA,urb,perm,ns,2035,1
MEA,urb,perm,ns,2040,1
MEA,urb,perm,ns,2045,1
MEA,urb,perm,ns,2050,1
MEA,urb,perm,ns,2055,1
MEA,urb,perm,ns,2060,1
MEA,urb,perm,ns,2065,1
MEA,urb,perm,ns,2070,1
MEA,urb,perm,ns,2075,1
MEA,urb,perm,ns,2080,1
MEA,urb,perm,ns,2085,1
MEA,urb,perm,ns,2090,1
MEA,urb,perm,ns,2095,1
MEA,urb,perm,ns,2100,1
"NAM",rur,perm,ns,2015,1
"NAM",rur,perm,ns,2020,1
"NAM",rur,perm,ns,2025,1
"NAM",rur,perm,ns,2030,1
"NAM",rur,perm,ns,2035,1
"NAM",rur,perm,ns,2040,1
"NAM",rur,perm,ns,2045,1
"NAM",rur,perm,ns,2050,1
"NAM",rur,perm,ns,2055,1
"NAM",rur,perm,ns,2060,1
"NAM",rur,perm,ns,2065,1
"NAM",rur,perm,ns,2070,1
"NAM",rur,perm,ns,2075,1
"NAM",rur,perm,ns,2080,1
"NAM",rur,perm,ns,2085,1
"NAM",rur,perm,ns,2090,1
"NAM",rur,perm,ns,2095,1
"NAM",rur,perm,ns,2100,1
"NAM",urb,perm,ns,2015,1
"NAM",urb,perm,ns,2020,1
"NAM",urb,perm,ns,2025,1
"NAM",urb,perm,ns,2030,1
"NAM",urb,perm,ns,2035,1
"NAM",urb,perm,ns,2040,1
"NAM",urb,perm,ns,2045,1
"NAM",urb,perm,ns,2050,1
"NAM",urb,perm,ns,2055,1
"NAM",urb,perm,ns,2060,1
"NAM",urb,perm,ns,2065,1
"NAM",urb,perm,ns,2070,1
"NAM",urb,perm,ns,2075,1
"NAM",urb,perm,ns,2080,1
"NAM",urb,perm,ns,2085,1
"NAM",urb,perm,ns,2090,1
"NAM",urb,perm,ns,2095,1
"NAM",urb,perm,ns,2100,1
PAO,rur,perm,ns,2015,1
PAO,rur,perm,ns,2020,1
PAO,rur,perm,ns,2025,1
PAO,rur,perm,ns,2030,1
PAO,rur,perm,ns,2035,1
PAO,rur,perm,ns,2040,1
PAO,rur,perm,ns,2045,1
PAO,rur,perm,ns,2050,1
PAO,rur,perm,ns,2055,1
PAO,rur,perm,ns,2060,1
PAO,rur,perm,ns,2065,1
PAO,rur,perm,ns,2070,1
PAO,rur,perm,ns,2075,1
PAO,rur,perm,ns,2080,1
PAO,rur,perm,ns,2085,1
PAO,rur,perm,ns,2090,1
PAO,rur,perm,ns,2095,1
PAO,rur,perm,ns,2100,1
PAO,urb,perm,ns,2015,1
PAO,urb,perm,ns,2020,1
PAO,urb,perm,ns,2025,1
PAO,urb,perm,ns,2030,1
PAO,urb,perm,ns,2035,1
PAO,urb,perm,ns,2040,1
PAO,urb,perm,ns,2045,1
PAO,urb,perm,ns,2050,1
PAO,urb,perm,ns,2055,1
PAO,urb,perm,ns,2060,1
PAO,urb,perm,ns,2065,1
PAO,urb,perm,ns,2070,1
PAO,urb,perm,ns,2075,1
PAO,urb,perm,ns,2080,1
PAO,urb,perm,ns,2085,1
PAO,urb,perm,ns,2090,1
PAO,urb,perm,ns,2095,1
PAO,urb,perm,ns,2100,1
PAS,rur,perm,ns,2015,1
PAS,rur,perm,ns,2020,1
PAS,rur,perm,ns,2025,1
PAS,rur,perm,ns,2030,1
PAS,rur,perm,ns,2035,1
PAS,rur,perm,ns,2040,1
PAS,rur,perm,ns,2045,1
PAS,rur,perm,ns,2050,1
PAS,rur,perm,ns,2055,1
PAS,rur,perm,ns,2060,1
PAS,rur,perm,ns,2065,1
PAS,rur,perm,ns,2070,1
PAS,rur,perm,ns,2075,1
PAS,rur,perm,ns,2080,1
PAS,rur,perm,ns,2085,1
PAS,rur,perm,ns,2090,1
PAS,rur,perm,ns,2095,1
PAS,rur,perm,ns,2100,1
PAS,urb,perm,ns,2015,1
PAS,urb,perm,ns,2020,1
PAS,urb,perm,ns,2025,1
PAS,urb,perm,ns,2030,1
PAS,urb,perm,ns,2035,1
PAS,urb,perm,ns,2040,1
PAS,urb,perm,ns,2045,1
PAS,urb,perm,ns,2050,1
PAS,urb,perm,ns,2055,1
PAS,urb,perm,ns,2060,1
PAS,urb,perm,ns,2065,1
PAS,urb,perm,ns,2070,1
PAS,urb,perm,ns,2075,1
PAS,urb,perm,ns,2080,1
PAS,urb,perm,ns,2085,1
PAS,urb,perm,ns,2090,1
PAS,urb,perm,ns,2095,1
PAS,urb,perm,ns,2100,1
SAS,rur,perm,ns,2015,1
SAS,rur,perm,ns,2020,1
SAS,rur,perm,ns,2025,1
SAS,rur,perm,ns,2030,1
SAS,rur,perm,ns,2035,1
SAS,rur,perm,ns,2040,1
SAS,rur,perm,ns,2045,1
SAS,rur,perm,ns,2050,1
SAS,rur,perm,ns,2055,1
SAS,rur,perm,ns,2060,1
SAS,rur,perm,ns,2065,1
SAS,rur,perm,ns,2070,1
SAS,rur,perm,ns,2075,1
SAS,rur,perm,ns,2080,1
SAS,rur,perm,ns,2085,1
SAS,rur,perm,ns,2090,1
SAS,rur,perm,ns,2095,1
SAS,rur,perm,ns,2100,1
SAS,urb,perm,ns,2015,1
SAS,urb,perm,ns,2020,1
SAS,urb,perm,ns,2025,1
SAS,urb,perm,ns,2030,1
SAS,urb,perm,ns,2035,1
SAS,urb,perm,ns,2040,1
SAS,urb,perm,ns,2045,1
SAS,urb,perm,ns,2050,1
SAS,urb,perm,ns,2055,1
SAS,urb,perm,ns,2060,1
SAS,urb,perm,ns,2065,1
SAS,urb,perm,ns,2070,1
SAS,urb,perm,ns,2075,1
SAS,urb,perm,ns,2080,1
SAS,urb,perm,ns,2085,1
SAS,urb,perm,ns,2090,1
SAS,urb,perm,ns,2095,1
SAS,urb,perm,ns,2100,1
WEU,rur,perm,ns,2015,1
WEU,rur,perm,ns,2020,1
WEU,rur,perm,ns,2025,1
WEU,rur,perm,ns,2030,1
WEU,rur,perm,ns,2035,1
WEU,rur,perm,ns,2040,1
WEU,rur,perm,ns,2045,1
WEU,rur,perm,ns,2050,1
WEU,rur,perm,ns,2055,1
WEU,rur,perm,ns,2060,1
WEU,rur,perm,ns,2065,1
WEU,rur,perm,ns,2070,1
WEU,rur,perm,ns,2075,1
WEU,rur,perm,ns,2080,1
WEU,rur,perm,ns,2085,1
WEU,rur,perm,ns,2090,1
WEU,rur,perm,ns,2095,1
WEU,rur,perm,ns,2100,1
WEU,urb,perm,ns,2015,1
WEU,urb,perm,ns,2020,1
WEU,urb,perm,ns,2025,1
WEU,urb,perm,ns,2030,1
WEU,urb,perm,ns,2035,1
WEU,urb,perm,ns,2040,1
WEU,urb,perm,ns,2045,1
WEU,urb,perm,ns,2050,1
WEU,urb,perm,ns,2055,1
WEU,urb,perm,ns,2060,1
WEU,urb,perm,ns,2065,1
WEU,urb,perm,ns,2070,1
WEU,urb,perm,ns,2075,1
WEU,urb,perm,ns,2080,1
WEU,urb,perm,ns,2085,1
WEU,urb,perm,ns,2090,1
WEU,urb,perm,ns,2095,1
WEU,urb,perm,ns,2100,1
