region_bld,year,urt,clim,pop_clim
C-EEU-BGR,2080,rur,Zone_5A Cool Humid,0.328610167
C-EEU-BGR,2080,urb,Zone_4A Mixed Humid,0.7137958440000001
C-EEU-BGR,2080,urb,Zone_5A Cool Humid,0.28620415600000004
C-EEU-BGR,2085,rur,Zone_4A Mixed Humid,0.671389833
C-EEU-BGR,2085,rur,Zone_5A Cool Humid,0.328610167
C-EEU-BGR,2085,urb,Zone_4A Mixed Humid,0.7137958440000001
C-EEU-BGR,2085,urb,Zone_5A Cool Humid,0.28620415600000004
C-EEU-BGR,2090,rur,Zone_4A Mixed Humid,0.671389833
C-EEU-BGR,2090,rur,Zone_5A Cool Humid,0.328610167
C-EEU-BGR,2090,urb,Zone_4A Mixed Humid,0.713795844
C-EEU-BGR,2090,urb,Zone_5A Cool Humid,0.28620415600000004
C-EEU-BGR,2095,rur,Zone_4A Mixed Humid,0.671389833
C-EEU-BGR,2095,rur,Zone_5A Cool Humid,0.328610167
C-EEU-BGR,2095,urb,Zone_4A Mixed Humid,0.713795844
C-EEU-BGR,2095,urb,Zone_5A Cool Humid,0.28620415600000004
C-EEU-BGR,2100,rur,Zone_4A Mixed Humid,0.671389833
C-EEU-BGR,2100,rur,Zone_5A Cool Humid,0.32861016700000006
C-EEU-BGR,2100,urb,Zone_4A Mixed Humid,0.7137958440000001
C-EEU-BGR,2100,urb,Zone_5A Cool Humid,0.28620415600000004
C-EEU-CZE,2020,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2020,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2025,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2025,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2030,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2030,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2035,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2035,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2040,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2040,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2045,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2045,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2050,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2050,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2055,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2055,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2060,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2060,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2065,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2065,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2070,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2070,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2075,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2075,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2080,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2080,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2085,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2085,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2090,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2090,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2095,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2095,urb,Zone_5A Cool Humid,1
C-EEU-CZE,2100,rur,Zone_5A Cool Humid,1
C-EEU-CZE,2100,urb,Zone_5A Cool Humid,1
C-EEU-EST,2020,rur,Zone_6A Cold Humid,1
C-EEU-EST,2020,urb,Zone_6A Cold Humid,1
C-EEU-EST,2025,rur,Zone_6A Cold Humid,1
C-EEU-EST,2025,urb,Zone_6A Cold Humid,1
C-EEU-EST,2030,rur,Zone_6A Cold Humid,1
C-EEU-EST,2030,urb,Zone_6A Cold Humid,1
C-EEU-EST,2035,rur,Zone_6A Cold Humid,1
C-EEU-EST,2035,urb,Zone_6A Cold Humid,1
C-EEU-EST,2040,rur,Zone_6A Cold Humid,1
C-EEU-EST,2040,urb,Zone_6A Cold Humid,1
C-EEU-EST,2045,rur,Zone_6A Cold Humid,1
C-EEU-EST,2045,urb,Zone_6A Cold Humid,1
C-EEU-EST,2050,rur,Zone_6A Cold Humid,1
C-EEU-EST,2050,urb,Zone_6A Cold Humid,1
C-EEU-EST,2055,rur,Zone_6A Cold Humid,1
C-EEU-EST,2055,urb,Zone_6A Cold Humid,1
C-EEU-EST,2060,rur,Zone_6A Cold Humid,1
C-EEU-EST,2060,urb,Zone_6A Cold Humid,1
C-EEU-EST,2065,rur,Zone_6A Cold Humid,1
C-EEU-EST,2065,urb,Zone_6A Cold Humid,1
C-EEU-EST,2070,rur,Zone_6A Cold Humid,1
C-EEU-EST,2070,urb,Zone_6A Cold Humid,1
C-EEU-EST,2075,rur,Zone_6A Cold Humid,1
C-EEU-EST,2075,urb,Zone_6A Cold Humid,1
C-EEU-EST,2080,rur,Zone_6A Cold Humid,1
C-EEU-EST,2080,urb,Zone_6A Cold Humid,1
C-EEU-EST,2085,rur,Zone_6A Cold Humid,1
C-EEU-EST,2085,urb,Zone_6A Cold Humid,1
C-EEU-EST,2090,rur,Zone_6A Cold Humid,1
C-EEU-EST,2090,urb,Zone_6A Cold Humid,1
C-EEU-EST,2095,rur,Zone_6A Cold Humid,1
C-EEU-EST,2095,urb,Zone_6A Cold Humid,1
C-EEU-EST,2100,rur,Zone_6A Cold Humid,1
C-EEU-EST,2100,urb,Zone_6A Cold Humid,1
C-EEU-HRV,2020,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2020,rur,Zone_4A Mixed Humid,0.43640529600000005
C-EEU-HRV,2020,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2020,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2020,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2020,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2025,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2025,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2025,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2025,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2025,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2025,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2030,rur,Zone_3A Warm Humid,0.14338727200000004
C-EEU-HRV,2030,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2030,rur,Zone_5A Cool Humid,0.4202074320000001
C-EEU-HRV,2030,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2030,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2030,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2035,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2035,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2035,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2035,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2035,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2035,urb,Zone_5A Cool Humid,0.5234315749999999
C-EEU-HRV,2040,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2040,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2040,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2040,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2040,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2040,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2045,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2045,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2045,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2045,urb,Zone_3A Warm Humid,0.13026007099999998
C-EEU-HRV,2045,urb,Zone_4A Mixed Humid,0.34630835399999993
C-EEU-HRV,2045,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2050,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2050,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2050,rur,Zone_5A Cool Humid,0.4202074320000001
C-EEU-HRV,2050,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2050,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2050,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2055,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2055,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2055,rur,Zone_5A Cool Humid,0.42020743199999994
C-EEU-HRV,2055,urb,Zone_3A Warm Humid,0.13026007099999998
C-EEU-HRV,2055,urb,Zone_4A Mixed Humid,0.34630835399999993
C-EEU-HRV,2055,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2060,rur,Zone_3A Warm Humid,0.14338727200000004
C-EEU-HRV,2060,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2060,rur,Zone_5A Cool Humid,0.42020743199999994
C-EEU-HRV,2060,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2060,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2060,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2065,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2065,rur,Zone_4A Mixed Humid,0.43640529599999994
C-EEU-HRV,2065,rur,Zone_5A Cool Humid,0.4202074320000001
C-EEU-HRV,2065,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2065,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2065,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2070,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2070,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2070,rur,Zone_5A Cool Humid,0.42020743199999994
C-EEU-HRV,2070,urb,Zone_3A Warm Humid,0.13026007100000003
C-EEU-HRV,2070,urb,Zone_4A Mixed Humid,0.34630835400000004
C-EEU-HRV,2070,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2075,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2075,rur,Zone_4A Mixed Humid,0.43640529599999994
C-EEU-HRV,2075,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2075,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2075,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2075,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2080,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2080,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2080,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2080,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2080,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2080,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2085,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2085,rur,Zone_4A Mixed Humid,0.436405296
C-EEU-HRV,2085,rur,Zone_5A Cool Humid,0.42020743199999994
C-EEU-HRV,2085,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2085,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2085,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2090,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2090,rur,Zone_4A Mixed Humid,0.43640529599999994
C-EEU-HRV,2090,rur,Zone_5A Cool Humid,0.420207432
C-EEU-HRV,2090,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2090,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2090,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2095,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2095,rur,Zone_4A Mixed Humid,0.43640529599999994
C-EEU-HRV,2095,rur,Zone_5A Cool Humid,0.4202074320000001
C-EEU-HRV,2095,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2095,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2095,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HRV,2100,rur,Zone_3A Warm Humid,0.143387272
C-EEU-HRV,2100,rur,Zone_4A Mixed Humid,0.43640529600000005
C-EEU-HRV,2100,rur,Zone_5A Cool Humid,0.4202074320000001
C-EEU-HRV,2100,urb,Zone_3A Warm Humid,0.130260071
C-EEU-HRV,2100,urb,Zone_4A Mixed Humid,0.346308354
C-EEU-HRV,2100,urb,Zone_5A Cool Humid,0.523431575
C-EEU-HUN,2020,rur,Zone_4A Mixed Humid,0.5150331639999999
C-EEU-HUN,2020,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2020,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2020,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2025,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2025,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2025,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2025,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2030,rur,Zone_4A Mixed Humid,0.5150331640000001
C-EEU-HUN,2030,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2030,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2030,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2035,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2035,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2035,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2035,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2040,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2040,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2040,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2040,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2045,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2045,rur,Zone_5A Cool Humid,0.48496683600000007
C-EEU-HUN,2045,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2045,urb,Zone_5A Cool Humid,0.5237001059999999
C-EEU-HUN,2050,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2050,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2050,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2050,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2055,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2055,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2055,urb,Zone_4A Mixed Humid,0.4762998939999999
C-EEU-HUN,2055,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2060,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2060,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2060,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2060,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2065,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2065,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2065,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2065,urb,Zone_5A Cool Humid,0.5237001059999999
C-EEU-HUN,2070,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2070,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2070,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2070,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2075,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2075,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2075,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2075,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2080,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2080,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2080,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2080,urb,Zone_5A Cool Humid,0.5237001059999999
C-EEU-HUN,2085,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2085,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2085,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2085,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2090,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2090,rur,Zone_5A Cool Humid,0.48496683600000007
C-EEU-HUN,2090,urb,Zone_4A Mixed Humid,0.47629989399999995
C-EEU-HUN,2090,urb,Zone_5A Cool Humid,0.5237001059999999
C-EEU-HUN,2095,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2095,rur,Zone_5A Cool Humid,0.484966836
C-EEU-HUN,2095,urb,Zone_4A Mixed Humid,0.476299894
C-EEU-HUN,2095,urb,Zone_5A Cool Humid,0.523700106
C-EEU-HUN,2100,rur,Zone_4A Mixed Humid,0.515033164
C-EEU-HUN,2100,rur,Zone_5A Cool Humid,0.48496683600000007
C-EEU-HUN,2100,urb,Zone_4A Mixed Humid,0.47629989400000006
C-EEU-HUN,2100,urb,Zone_5A Cool Humid,0.523700106
C-EEU-LTU,2020,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2020,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2025,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2025,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2030,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2030,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2035,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2035,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2040,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2040,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2045,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2045,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2050,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2050,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2055,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2055,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2060,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2060,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2065,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2065,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2070,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2070,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2075,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2075,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2080,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2080,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2085,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2085,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2090,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2090,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2095,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2095,urb,Zone_6A Cold Humid,1
C-EEU-LTU,2100,rur,Zone_6A Cold Humid,1
C-EEU-LTU,2100,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2020,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2020,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2025,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2025,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2030,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2030,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2035,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2035,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2040,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2040,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2045,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2045,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2050,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2050,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2055,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2055,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2060,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2060,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2065,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2065,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2070,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2070,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2075,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2075,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2080,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2080,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2085,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2085,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2090,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2090,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2095,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2095,urb,Zone_6A Cold Humid,1
C-EEU-LVA,2100,rur,Zone_6A Cold Humid,1
C-EEU-LVA,2100,urb,Zone_6A Cold Humid,1
C-EEU-POL,2020,rur,Zone_5A Cool Humid,1
C-EEU-POL,2020,urb,Zone_5A Cool Humid,1
C-EEU-POL,2025,rur,Zone_5A Cool Humid,1
C-EEU-POL,2025,urb,Zone_5A Cool Humid,1
C-EEU-POL,2030,rur,Zone_5A Cool Humid,1
C-EEU-POL,2030,urb,Zone_5A Cool Humid,1
C-EEU-POL,2035,rur,Zone_5A Cool Humid,1
C-EEU-POL,2035,urb,Zone_5A Cool Humid,1
C-EEU-POL,2040,rur,Zone_5A Cool Humid,1
C-EEU-POL,2040,urb,Zone_5A Cool Humid,1
C-EEU-POL,2045,rur,Zone_5A Cool Humid,1
C-EEU-POL,2045,urb,Zone_5A Cool Humid,1
C-EEU-POL,2050,rur,Zone_5A Cool Humid,1
C-EEU-POL,2050,urb,Zone_5A Cool Humid,1
C-EEU-POL,2055,rur,Zone_5A Cool Humid,1
C-EEU-POL,2055,urb,Zone_5A Cool Humid,1
C-EEU-POL,2060,rur,Zone_5A Cool Humid,1
C-EEU-POL,2060,urb,Zone_5A Cool Humid,1
C-EEU-POL,2065,rur,Zone_5A Cool Humid,1
C-EEU-POL,2065,urb,Zone_5A Cool Humid,1
C-EEU-POL,2070,rur,Zone_5A Cool Humid,1
C-EEU-POL,2070,urb,Zone_5A Cool Humid,1
C-EEU-POL,2075,rur,Zone_5A Cool Humid,1
C-EEU-POL,2075,urb,Zone_5A Cool Humid,1
C-EEU-POL,2080,rur,Zone_5A Cool Humid,1
C-EEU-POL,2080,urb,Zone_5A Cool Humid,1
C-EEU-POL,2085,rur,Zone_5A Cool Humid,1
C-EEU-POL,2085,urb,Zone_5A Cool Humid,1
C-EEU-POL,2090,rur,Zone_5A Cool Humid,1
C-EEU-POL,2090,urb,Zone_5A Cool Humid,1
C-EEU-POL,2095,rur,Zone_5A Cool Humid,1
C-EEU-POL,2095,urb,Zone_5A Cool Humid,1
C-EEU-POL,2100,rur,Zone_5A Cool Humid,1
C-EEU-POL,2100,urb,Zone_5A Cool Humid,1
C-EEU-ROU,2020,rur,Zone_4A Mixed Humid,0.347809548
C-EEU-ROU,2020,rur,Zone_5A Cool Humid,0.4950908660000001
C-EEU-ROU,2020,rur,Zone_6A Cold Humid,0.157099586
