region_bld,region_gea,sector,scenario,scenario_name,scenario_supply,material,type,year,ems_emb
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2040,0.16322863597308393
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2045,0.11494768167853439
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2050,0.08600933244085314
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2055,0.060927254411914024
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2060,0.049394384336928304
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2070,0.03781465390833365
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2080,0.03309152879015209
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2090,0.038596774446103654
EEU,EEU,Commercial,A_r,Combined R,NPi,wood,embodied,2100,0.036555469952518335
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2030,0.29552615733551124
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2035,0.1734325889056256
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2040,0.09476868088951454
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2045,0.05325436947586211
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2050,0.03370521424387838
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2055,0.021058918346140577
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2060,0.015226932045857238
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2070,0.009085219776675748
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2080,0.004871637586194224
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2090,0.0038165974813619114
EEU,EEU,Commercial,A_tp,Combined TP,NPi,aluminum,embodied,2100,0.004523909399859935
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2030,2.646950228470705
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2035,1.568048320890836
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2040,0.8730668638438233
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2045,0.48458872348768134
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2050,0.3148489308571479
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2055,0.21229812777508292
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2060,0.17142056444095846
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2070,0.1231976440443932
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2080,0.10023339363013176
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2090,0.14938932582130815
EEU,EEU,Commercial,A_tp,Combined TP,NPi,brick,embodied,2100,0.17880078350167553
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2030,58.67739107716014
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2035,32.46303405006607
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2040,16.481258413781624
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2045,8.27863556721016
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2050,5.044885003419639
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2055,3.394746045695105
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2060,2.7353388378871233
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2070,1.962587875836822
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2080,1.5933381205573178
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2090,2.369571370116602
EEU,EEU,Commercial,A_tp,Combined TP,NPi,concrete,embodied,2100,2.8486179544805075
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2030,0.04530760453119018
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2035,0.027594172646466932
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2040,0.01567663841516439
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2045,0.009298129878491589
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2050,0.0061880948068569926
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2055,0.003998419346088842
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2060,0.0030613634052045484
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2070,0.002056017970720694
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2080,0.0015127548731432463
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2090,0.0018515829664534707
EEU,EEU,Commercial,A_tp,Combined TP,NPi,copper,embodied,2100,0.002045433469301424
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2030,0.1944151778133261
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2035,0.1066147414135654
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2040,0.05312503813843435
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2045,0.026053576901949416
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2050,0.015730112265585426
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2055,0.01059897171208006
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2060,0.008551850634792482
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2070,0.006145037894510949
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2080,0.004993926396996324
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2090,0.007434467511284925
EEU,EEU,Commercial,A_tp,Combined TP,NPi,glass,embodied,2100,0.00893509996327207
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2030,3.4799760803510966
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2035,2.0000505424016697
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2040,1.0705311344088773
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2045,0.5708075861352306
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2050,0.3737255286908233
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2055,0.2617169826388628
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2060,0.22144099324777788
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2070,0.1648654391046174
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2080,0.13902918915623141
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2090,0.20414416847784253
EEU,EEU,Commercial,A_tp,Combined TP,NPi,steel,embodied,2100,0.24105412115381633
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2030,0.28510084486506687
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2035,0.25087690050176503
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2040,0.20406357666094804
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2045,0.14877634942281326
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2050,0.10671171843725742
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2055,0.06840561472732408
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2060,0.052294400533794215
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2070,0.035416686706409115
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2080,0.0279427945232871
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2090,0.040329650804869124
EEU,EEU,Commercial,A_tp,Combined TP,NPi,wood,embodied,2100,0.04557849882171251
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2030,0.4557910337392581
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2035,0.2786610095957791
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2040,0.16597216447474092
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2045,0.11191599812782217
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2050,0.08941149641014515
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2055,0.07506044567306101
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2060,0.06138279433274069
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2070,0.0455945982711249
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2080,0.02502814382801285
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2090,0.01147005186994708
EEU,EEU,Commercial,C_r,Close R,NPi,aluminum,embodied,2100,0.008945454515559944
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2030,4.21294029055278
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2035,2.8146253808773696
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2040,1.8948647700649452
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2045,1.3892400316439735
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2050,1.1896579313015447
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2055,1.0778165609057526
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2060,0.9842847949063367
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2070,0.8806512761121975
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2080,0.7334824285226376
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2090,0.6394877063727626
EEU,EEU,Commercial,C_r,Close R,NPi,brick,embodied,2100,0.5035951521139657
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2030,94.92963959983796
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2035,61.94680590369554
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2040,40.70269570815294
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2045,29.101386180798272
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2050,24.281352042257687
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2055,21.953698337899173
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2060,20.006480743445923
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2070,17.87032252313574
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2080,14.852068357988372
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2090,12.92064337527154
EEU,EEU,Commercial,C_r,Close R,NPi,concrete,embodied,2100,10.219932879099359
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2030,0.06987807810892284
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2035,0.044336650090652595
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2040,0.027455121090965703
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2045,0.019540358778356665
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2050,0.01641546653896205
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2055,0.014251593228681692
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2060,0.012340965318130177
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2070,0.010318221872176186
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2080,0.007771810992027049
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2090,0.005564577551194458
EEU,EEU,Commercial,C_r,Close R,NPi,copper,embodied,2100,0.004044584107897102
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2030,0.31629452928229046
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2035,0.20789093159109523
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2040,0.13763312825369942
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2045,0.09918938640110465
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2050,0.08345610066080601
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2055,0.07555597370277081
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2060,0.0689484246857992
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2070,0.06167831732158352
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2080,0.051312810495075044
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2090,0.044685732984053525
EEU,EEU,Commercial,C_r,Close R,NPi,glass,embodied,2100,0.035336043783682464
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2025,8.07095919962046
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2030,5.630695940362886
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2035,3.8183940361507176
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2040,2.6466174528629867
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2045,2.0100082831827986
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2050,1.802545959756638
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2055,1.6960720337266222
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2060,1.6230413208805023
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2070,1.5043361434671305
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2080,1.298664502972045
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2090,1.115483913151268
EEU,EEU,Commercial,C_r,Close R,NPi,steel,embodied,2100,0.8666433009694505
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2025,0.5362425384535588
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2030,0.3675928935643134
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2035,0.24223840359691753
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2040,0.16080783597051931
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2045,0.11621807313793509
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2050,0.09807113396541212
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2055,0.08446944487262796
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2060,0.0730335222485324
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2070,0.06157702426534489
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2080,0.04973433537855992
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2090,0.04199004075222823
EEU,EEU,Commercial,C_r,Close R,NPi,wood,embodied,2100,0.031223482630959688
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2025,0.6948823289555921
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2030,0.4557910337392581
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2035,0.2786610095957791
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2040,0.16597216447474092
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2045,0.11191599812782217
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2050,0.08941149641014515
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2055,0.07506044567306101
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2060,0.06138279433274069
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2070,0.0455945982711249
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2080,0.02502814382801285
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2090,0.01147005186994708
EEU,EEU,Commercial,C_tp,Close TP,NPi,aluminum,embodied,2100,0.008945454515559944
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2025,6.083356514810285
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2030,4.21294029055278
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2035,2.8146253808773696
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2040,1.8948647700649452
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2045,1.3892400316439735
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2050,1.1896579313015447
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2055,1.0778165609057526
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2060,0.9842847949063367
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2070,0.8806512761121975
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2080,0.7334824285226376
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2090,0.6394877063727626
EEU,EEU,Commercial,C_tp,Close TP,NPi,brick,embodied,2100,0.5035951521139657
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2025,138.89654788089945
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2030,94.92963959983796
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2035,61.94680590369554
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2040,40.70269570815294
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2045,29.101386180798272
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2050,24.281352042257687
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2055,21.953698337899173
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2060,20.006480743445923
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2070,17.87032252313574
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2080,14.852068357988372
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2090,12.92064337527154
EEU,EEU,Commercial,C_tp,Close TP,NPi,concrete,embodied,2100,10.219932879099359
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2025,0.10481002592230222
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2030,0.06987807810892284
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2035,0.044336650090652595
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2040,0.027455121090965703
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2045,0.019540358778356665
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2050,0.01641546653896205
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2055,0.014251593228681692
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2060,0.012340965318130177
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2070,0.010318221872176186
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2080,0.007771810992027049
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2090,0.005564577551194458
EEU,EEU,Commercial,C_tp,Close TP,NPi,copper,embodied,2100,0.004044584107897102
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2025,0.46096808196748307
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2030,0.31629452928229046
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2035,0.20789093159109523
EEU,EEU,Commercial,C_tp,Close TP,NPi,glass,embodied,2040,0.13763312825369942
