region_bld,region_gea,sector,scenario,scenario_name,scenario_supply,fuel,type,year,ems_op
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2040,45.613352021227115
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2045,49.8890279361867
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2050,53.40216543984043
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2055,49.769385185759155
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2060,47.086533681905266
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2070,44.600635739143506
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2080,41.043771843092635
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2090,40.39171074179562
EEU,EEU,Commercial,A_tp,Combined TP,NPi,electricity,indirect,2100,39.42698986833421
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2020,37.92082402962148
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2025,34.25525745745337
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2030,30.129171085506623
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2035,26.608748298741748
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2040,23.583433168434873
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2045,20.967217028676508
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2050,18.68234172804337
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2055,16.670195510551356
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2060,14.869069673709113
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2070,11.74644919495583
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2080,9.350355376399255
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2090,7.51076056515623
EEU,EEU,Commercial,A_tp,Combined TP,NPi,gas,direct,2100,6.0798611445396045
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2020,6.267112009829767
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2025,5.6613098716836365
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2030,4.9793983861121145
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2035,4.397583921732709
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2040,3.8975950826644414
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2045,3.4652173586446215
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2050,3.087599788275322
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2055,2.7550557033821246
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2060,2.457386608561002
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2070,1.9413162749731756
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2080,1.5453178035739805
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2090,1.2412910047754475
EEU,EEU,Commercial,A_tp,Combined TP,NPi,oil,direct,2100,1.0048086187389906
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2020,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2025,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2030,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2035,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2040,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2045,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2050,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2055,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2060,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2070,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2080,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2090,0
EEU,EEU,Commercial,C_r,Close R,NPi,biomass_solid,direct,2100,0
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2020,56.03911232504033
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2025,50.6221652482943
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2030,44.52466542912477
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2035,39.19075275952709
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2040,34.54520255401061
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2045,30.512489850803075
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2050,27.01970852480459
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2055,23.99799944180773
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2060,21.383314315364128
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2070,17.006754177939705
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2080,13.699789285469894
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2090,11.149866559694898
EEU,EEU,Commercial,C_r,Close R,NPi,coal,direct,2100,9.145491133931461
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2020,10.623597405072484
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2025,6.8945011713681295
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2030,8.650135556775865
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2035,7.647732604900695
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2040,9.268420238063383
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2045,9.638020064841868
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2050,20.148484022767782
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2055,15.726865819185335
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2060,11.53667355881378
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2070,3.6222624359945508
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2080,1.4238476117826777
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2090,0.8075635285983358
EEU,EEU,Commercial,C_r,Close R,NPi,district_heat,indirect,2100,0.6957605542629823
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2020,23.649605095371683
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2025,41.035098837849034
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2030,48.75589993413218
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2035,54.05164823938647
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2040,49.91333021556134
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2045,54.964991050777456
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2050,59.038038310682296
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2055,55.118255588414705
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2060,52.18738472044615
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2070,49.40640744686902
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2080,45.39716877769901
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2090,44.59987301311473
EEU,EEU,Commercial,C_r,Close R,NPi,electricity,indirect,2100,43.46927661378733
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2020,37.92082402962148
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2025,34.25525745745337
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2030,30.129171085506623
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2035,26.519792647134395
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2040,23.37621872966193
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2045,20.6473427279752
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2050,18.28383016430743
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2055,16.239085098749033
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2060,14.469767019646548
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2070,11.50821463342981
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2080,9.270441254124556
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2090,7.544946916996521
EEU,EEU,Commercial,C_r,Close R,NPi,gas,direct,2100,6.1886162283461905
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2020,6.267112009829767
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2025,5.6613098716836365
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2030,4.9793983861121145
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2035,4.38288236797955
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2040,3.8633490942752564
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2045,3.412352260745053
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2050,3.0217384396565405
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2055,2.683806796915491
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2060,2.391394517692909
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2070,1.901943641917913
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2080,1.532110528205793
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2090,1.246940926418635
EEU,EEU,Commercial,C_r,Close R,NPi,oil,direct,2100,1.0227823916472325
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2020,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2025,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2030,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2035,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2040,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2045,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2050,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2055,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2060,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2070,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2080,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2090,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,biomass_solid,direct,2100,0
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2020,56.03911232504033
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2025,50.6221652482943
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2030,44.52466542912477
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2035,39.19075275952709
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2040,34.54520255401061
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2045,30.512489850803075
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2050,27.01970852480459
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2055,23.99799944180773
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2060,21.383314315364128
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2070,17.006754177939705
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2080,13.699789285469894
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2090,11.149866559694898
EEU,EEU,Commercial,C_tp,Close TP,NPi,coal,direct,2100,9.145491133931461
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2020,10.623597405072484
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2025,6.8945011713681295
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2030,8.650135556775865
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2035,7.647732604900695
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2040,9.268420238063383
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2045,9.638020064841868
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2050,20.148484022767782
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2055,15.726865819185335
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2060,11.53667355881378
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2070,3.6222624359945508
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2080,1.4238476117826777
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2090,0.8075635285983358
EEU,EEU,Commercial,C_tp,Close TP,NPi,district_heat,indirect,2100,0.6957605542629823
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2020,23.649605095371683
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2025,41.035098837849034
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2030,48.75589993413218
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2035,54.05164823938647
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2040,49.91333021556134
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2045,54.964991050777456
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2050,59.038038310682296
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2055,55.118255588414705
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2060,52.18738472044615
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2070,49.40640744686902
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2080,45.39716877769901
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2090,44.59987301311473
EEU,EEU,Commercial,C_tp,Close TP,NPi,electricity,indirect,2100,43.46927661378733
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2020,37.92082402962148
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2025,34.25525745745337
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2030,30.129171085506623
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2035,26.519792647134395
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2040,23.37621872966193
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2045,20.6473427279752
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2050,18.28383016430743
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2055,16.239085098749033
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2060,14.469767019646548
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2070,11.50821463342981
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2080,9.270441254124556
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2090,7.544946916996521
EEU,EEU,Commercial,C_tp,Close TP,NPi,gas,direct,2100,6.1886162283461905
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2020,6.267112009829767
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2025,5.6613098716836365
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2030,4.9793983861121145
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2035,4.38288236797955
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2040,3.8633490942752564
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2045,3.412352260745053
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2050,3.0217384396565405
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2055,2.683806796915491
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2060,2.391394517692909
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2070,1.901943641917913
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2080,1.532110528205793
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2090,1.246940926418635
EEU,EEU,Commercial,C_tp,Close TP,NPi,oil,direct,2100,1.0227823916472325
EEU,EEU,Commercial,E_r,Efficiency R,NPi,biomass_solid,direct,2020,0
EEU,EEU,Commercial,E_r,Efficiency R,NPi,biomass_solid,direct,2025,0
EEU,EEU,Commercial,E_r,Efficiency R,NPi,biomass_solid,direct,2030,0
