region_bld,clim,urt,arch,bld_age,eneff,value
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p5,std,1.610269871
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p5,adv,4.029210574
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p1,std,1.449510129
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p1,adv,1.449510129
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p2,std,1.157018601
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p2,adv,1.157018601
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p3,std,1.284725589
C-EEU-EST,Zone_6A Cold Humid,rur,sfh,p3,adv,1.284725589
C-EEU-EST,Zone_6A Cold Humid,urb,inf,ns,avg,1.553776356
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p1,avg,1.844753497
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p2,avg,1.746926506
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p3,avg,2.754317143
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p5,std,3.646479422
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p5,adv,7.823574151
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p1,std,1.844753497
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p1,adv,1.844753497
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p2,std,1.746926506
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p2,adv,1.746926506
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p3,std,2.754317143
C-EEU-EST,Zone_6A Cold Humid,urb,mfh,p3,adv,2.754317143
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p1,avg,1.553776356
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p2,avg,1.222212162
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p3,avg,1.364669408
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p5,std,1.43492372
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p5,adv,3.691641977
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p1,std,1.553776356
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p1,adv,1.553776356
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p2,std,1.222212162
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p2,adv,1.222212162
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p3,std,1.364669408
C-EEU-EST,Zone_6A Cold Humid,urb,sfh,p3,adv,1.364669408
C-EEU-HUN,Zone_4A Mixed Humid,rur,inf,ns,avg,20.55759273
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p1,avg,16.43281039
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p2,avg,15.51360462
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p3,avg,17.19589263
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p5,std,18.75788067
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p5,adv,23.96004665
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p1,std,16.43281039
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p1,adv,16.43281039
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p2,std,15.51360462
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p2,adv,15.51360462
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p3,std,17.19589263
C-EEU-HUN,Zone_4A Mixed Humid,rur,mfh,p3,adv,17.19589263
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p1,avg,20.55759273
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p2,avg,17.34055573
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p3,avg,14.61896266
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p5,std,14.39663457
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p5,adv,19.10147936
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p1,std,20.55759273
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p1,adv,20.55759273
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p2,std,17.34055573
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p2,adv,17.34055573
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p3,std,14.61896266
C-EEU-HUN,Zone_4A Mixed Humid,rur,sfh,p3,adv,14.61896266
C-EEU-HUN,Zone_4A Mixed Humid,urb,inf,ns,avg,19.92582068
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p1,avg,16.22663364
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p2,avg,15.26779745
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p3,avg,17.17515477
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p5,std,18.7529785
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p5,adv,23.78341452
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p1,std,16.22663364
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p1,adv,16.22663364
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p2,std,15.26779745
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p2,adv,15.26779745
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p3,std,17.17515477
C-EEU-HUN,Zone_4A Mixed Humid,urb,mfh,p3,adv,17.17515477
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p1,avg,19.92582068
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p2,avg,16.78147056
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p3,avg,14.20314135
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p5,std,14.09190475
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p5,adv,19.08482767
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p1,std,19.92582068
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p1,adv,19.92582068
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p2,std,16.78147056
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p2,adv,16.78147056
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p3,std,14.20314135
C-EEU-HUN,Zone_4A Mixed Humid,urb,sfh,p3,adv,14.20314135
C-EEU-HUN,Zone_5A Cool Humid,rur,inf,ns,avg,11.68008054
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p1,avg,10.25386177
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p2,avg,9.68798462
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p3,avg,11.34783259
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p5,std,12.89337125
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p5,adv,18.25162275
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p1,std,10.25386177
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p1,adv,10.25386177
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p2,std,9.68798462
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p2,adv,9.68798462
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p3,std,11.34783259
C-EEU-HUN,Zone_5A Cool Humid,rur,mfh,p3,adv,11.34783259
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p1,avg,11.68008054
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p2,avg,9.578896289
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p3,avg,8.613277679
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p5,std,8.789378329
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p5,adv,13.12530925
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p1,std,11.68008054
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p1,adv,11.68008054
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p2,std,9.578896289
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p2,adv,9.578896289
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p3,std,8.613277679
C-EEU-HUN,Zone_5A Cool Humid,rur,sfh,p3,adv,8.613277679
C-EEU-HUN,Zone_5A Cool Humid,urb,inf,ns,avg,11.31609375
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p1,avg,10.01776377
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p2,avg,9.465630086
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p3,avg,11.21195601
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p5,std,12.86864216
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p5,adv,18.34488905
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p1,std,10.01776377
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p1,adv,10.01776377
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p2,std,9.465630086
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p2,adv,9.465630086
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p3,std,11.21195601
C-EEU-HUN,Zone_5A Cool Humid,urb,mfh,p3,adv,11.21195601
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p1,avg,11.31609375
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p2,avg,9.216614077
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p3,avg,8.399511348
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p5,std,8.609604679
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p5,adv,13.11442676
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p1,std,11.31609375
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p1,adv,11.31609375
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p2,std,9.216614077
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p2,adv,9.216614077
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p3,std,8.399511348
C-EEU-HUN,Zone_5A Cool Humid,urb,sfh,p3,adv,8.399511348
C-EEU-LTU,Zone_6A Cold Humid,rur,inf,ns,avg,3.409741066
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p1,avg,3.899774126
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p2,avg,3.691233453
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p3,avg,4.822496767
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p5,std,5.908375905
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p5,adv,9.708498526
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p1,std,3.899774126
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p1,adv,3.899774126
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p2,std,3.691233453
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p2,adv,3.691233453
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p3,std,4.822496767
C-EEU-LTU,Zone_6A Cold Humid,rur,mfh,p3,adv,4.822496767
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p1,avg,3.409741066
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p2,avg,2.648458097
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p3,avg,2.798128753
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p5,std,3.199684244
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p5,adv,5.993644867
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p1,std,3.409741066
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p1,adv,3.409741066
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p2,std,2.648458097
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p2,adv,2.648458097
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p3,std,2.798128753
C-EEU-LTU,Zone_6A Cold Humid,rur,sfh,p3,adv,2.798128753
C-EEU-LTU,Zone_6A Cold Humid,urb,inf,ns,avg,3.238110328
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p1,avg,3.827309179
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p2,avg,3.627063425
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p3,avg,4.838531434
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p5,std,5.846542031
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p5,adv,9.397669597
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p1,std,3.827309179
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p1,adv,3.827309179
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p2,std,3.627063425
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p2,adv,3.627063425
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p3,std,4.838531434
C-EEU-LTU,Zone_6A Cold Humid,urb,mfh,p3,adv,4.838531434
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p1,avg,3.238110328
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p2,avg,2.534148381
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p3,avg,2.660153077
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p5,std,3.119405185
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p5,adv,5.944338453
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p1,std,3.238110328
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p1,adv,3.238110328
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p2,std,2.534148381
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p2,adv,2.534148381
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p3,std,2.660153077
C-EEU-LTU,Zone_6A Cold Humid,urb,sfh,p3,adv,2.660153077
C-EEU-LVA,Zone_6A Cold Humid,rur,inf,ns,avg,2.411569771
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p1,avg,3.096801946
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p2,avg,2.927523139
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p3,avg,4.016710943
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p5,std,5.088525255
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p5,adv,9.128828816
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p1,std,3.096801946
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p1,adv,3.096801946
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p2,std,2.927523139
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p2,adv,2.927523139
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p3,std,4.016710943
C-EEU-LVA,Zone_6A Cold Humid,rur,mfh,p3,adv,4.016710943
