region_gea,fuel_heat,year,value
CPA,biomass_solid,2020,0.4
CPA,biomass_solid,2025,0.4
CPA,biomass_solid,2030,0.4
CPA,biomass_solid,2035,0.4
CPA,biomass_solid,2040,0.4
CPA,biomass_solid,2045,0.4
CPA,biomass_solid,2050,0.4
CPA,biomass_solid,2055,0.4
CPA,biomass_solid,2060,0.4
CPA,biomass_solid,2065,0.4
CPA,biomass_solid,2070,0.4
CPA,biomass_solid,2075,0.4
CPA,biomass_solid,2080,0.4
CPA,biomass_solid,2085,0.4
CPA,biomass_solid,2090,0.4
CPA,biomass_solid,2095,0.4
CPA,biomass_solid,2100,0.4
CPA,coal,2015,0.75
CPA,coal,2020,0.75
CPA,coal,2025,0.75
CPA,coal,2030,0.75
CPA,coal,2035,0.75
CPA,coal,2040,0.75
CPA,coal,2045,0.75
CPA,coal,2050,0.75
CPA,coal,2055,0.75
CPA,coal,2060,0.75
CPA,coal,2065,0.75
CPA,coal,2070,0.75
CPA,coal,2075,0.75
CPA,coal,2080,0.75
CPA,coal,2085,0.75
CPA,coal,2090,0.75
CPA,coal,2095,0.75
CPA,coal,2100,0.75
CPA,district_heat,2015,0.98
CPA,district_heat,2020,0.98
CPA,district_heat,2025,0.98
CPA,district_heat,2030,0.98
CPA,district_heat,2035,0.98
CPA,district_heat,2040,0.98
CPA,district_heat,2045,0.98
CPA,district_heat,2050,0.98
CPA,district_heat,2055,0.98
CPA,district_heat,2060,0.98
CPA,district_heat,2065,0.98
CPA,district_heat,2070,0.98
CPA,district_heat,2075,0.98
CPA,district_heat,2080,0.98
CPA,district_heat,2085,0.98
CPA,district_heat,2090,0.98
CPA,district_heat,2095,0.98
CPA,district_heat,2100,0.98
CPA,electricity,2015,1
CPA,electricity,2020,1
CPA,electricity,2025,1
CPA,electricity,2030,1
CPA,electricity,2035,1
CPA,electricity,2040,1
CPA,electricity,2045,1
CPA,electricity,2050,1
CPA,electricity,2055,1
CPA,electricity,2060,1
CPA,electricity,2065,1
CPA,electricity,2070,1
CPA,electricity,2075,1
CPA,electricity,2080,1
CPA,electricity,2085,1
CPA,electricity,2090,1
CPA,electricity,2095,1
CPA,electricity,2100,1
CPA,gas,2015,0.75
CPA,gas,2020,0.75
CPA,gas,2025,0.75
CPA,gas,2030,0.75
CPA,gas,2035,0.75
CPA,gas,2040,0.75
CPA,gas,2045,0.75
CPA,gas,2050,0.75
CPA,gas,2055,0.75
CPA,gas,2060,0.75
CPA,gas,2065,0.75
CPA,gas,2070,0.75
CPA,gas,2075,0.75
CPA,gas,2080,0.75
CPA,gas,2085,0.75
CPA,gas,2090,0.75
CPA,gas,2095,0.75
CPA,gas,2100,0.75
CPA,oil,2015,0.75
CPA,oil,2020,0.75
CPA,oil,2025,0.75
CPA,oil,2030,0.75
CPA,oil,2035,0.75
CPA,oil,2040,0.75
CPA,oil,2045,0.75
CPA,oil,2050,0.75
CPA,oil,2055,0.75
CPA,oil,2060,0.75
CPA,oil,2065,0.75
CPA,oil,2070,0.75
CPA,oil,2075,0.75
CPA,oil,2080,0.75
CPA,oil,2085,0.75
CPA,oil,2090,0.75
CPA,oil,2095,0.75
CPA,oil,2100,0.75
EEU,biomass_solid,2015,0.7
EEU,biomass_solid,2020,0.7
EEU,biomass_solid,2025,0.7
EEU,biomass_solid,2030,0.7
EEU,biomass_solid,2035,0.7
EEU,biomass_solid,2040,0.7
EEU,biomass_solid,2045,0.7
EEU,biomass_solid,2050,0.7
EEU,biomass_solid,2055,0.7
EEU,biomass_solid,2060,0.7
EEU,biomass_solid,2065,0.7
EEU,biomass_solid,2070,0.7
EEU,biomass_solid,2075,0.7
EEU,biomass_solid,2080,0.7
EEU,biomass_solid,2085,0.7
EEU,biomass_solid,2090,0.7
EEU,biomass_solid,2095,0.7
EEU,biomass_solid,2100,0.7
EEU,coal,2015,0.75
EEU,coal,2020,0.75
EEU,coal,2025,0.75
EEU,coal,2030,0.75
EEU,coal,2035,0.75
EEU,coal,2040,0.75
EEU,coal,2045,0.75
EEU,coal,2050,0.75
EEU,coal,2055,0.75
EEU,coal,2060,0.75
EEU,coal,2065,0.75
EEU,coal,2070,0.75
EEU,coal,2075,0.75
EEU,coal,2080,0.75
EEU,coal,2085,0.75
EEU,coal,2090,0.75
EEU,coal,2095,0.75
EEU,coal,2100,0.75
EEU,district_heat,2015,0.98
EEU,district_heat,2020,0.98
EEU,district_heat,2025,0.98
EEU,district_heat,2030,0.98
EEU,district_heat,2035,0.98
EEU,district_heat,2040,0.98
EEU,district_heat,2045,0.98
EEU,district_heat,2050,0.98
EEU,district_heat,2055,0.98
EEU,district_heat,2060,0.98
EEU,district_heat,2065,0.98
EEU,district_heat,2070,0.98
EEU,district_heat,2075,0.98
EEU,district_heat,2080,0.98
EEU,district_heat,2085,0.98
EEU,district_heat,2090,0.98
EEU,district_heat,2095,0.98
EEU,district_heat,2100,0.98
EEU,electricity,2015,1
EEU,electricity,2020,1
EEU,electricity,2025,1
EEU,electricity,2030,1
EEU,electricity,2035,1
EEU,electricity,2040,1
EEU,electricity,2045,1
EEU,electricity,2050,1
EEU,electricity,2055,1
EEU,electricity,2060,1
EEU,electricity,2065,1
EEU,electricity,2070,1
EEU,electricity,2075,1
EEU,electricity,2080,1
EEU,electricity,2085,1
EEU,electricity,2090,1
EEU,electricity,2095,1
EEU,electricity,2100,1
EEU,gas,2015,0.75
EEU,gas,2020,0.75
EEU,gas,2025,0.75
EEU,gas,2030,0.75
EEU,gas,2035,0.75
EEU,gas,2040,0.75
EEU,gas,2045,0.75
EEU,gas,2050,0.75
EEU,gas,2055,0.75
EEU,gas,2060,0.75
EEU,gas,2065,0.75
EEU,gas,2070,0.75
EEU,gas,2075,0.75
EEU,gas,2080,0.75
EEU,gas,2085,0.75
EEU,gas,2090,0.75
EEU,gas,2095,0.75
EEU,gas,2100,0.75
EEU,oil,2015,0.75
EEU,oil,2020,0.75
EEU,oil,2025,0.75
EEU,oil,2030,0.75
EEU,oil,2035,0.75
EEU,oil,2040,0.75
EEU,oil,2045,0.75
EEU,oil,2050,0.75
EEU,oil,2055,0.75
EEU,oil,2060,0.75
EEU,oil,2065,0.75
EEU,oil,2070,0.75
EEU,oil,2075,0.75
EEU,oil,2080,0.75
EEU,oil,2085,0.75
EEU,oil,2090,0.75
EEU,oil,2095,0.75
EEU,oil,2100,0.75
FSU,biomass_solid,2015,0.7
FSU,biomass_solid,2020,0.7
FSU,biomass_solid,2025,0.7
FSU,biomass_solid,2030,0.7
FSU,biomass_solid,2035,0.7
FSU,biomass_solid,2040,0.7
FSU,biomass_solid,2045,0.7
FSU,biomass_solid,2050,0.7
FSU,biomass_solid,2055,0.7
FSU,biomass_solid,2060,0.7
FSU,biomass_solid,2065,0.7
FSU,biomass_solid,2070,0.7
FSU,biomass_solid,2075,0.7
FSU,biomass_solid,2080,0.7
FSU,biomass_solid,2085,0.7
FSU,biomass_solid,2090,0.7
FSU,biomass_solid,2095,0.7
FSU,biomass_solid,2100,0.7
FSU,coal,2015,0.75
FSU,coal,2020,0.75
FSU,coal,2025,0.75
FSU,coal,2030,0.75
FSU,coal,2035,0.75
FSU,coal,2040,0.75
FSU,coal,2045,0.75
FSU,coal,2050,0.75
FSU,coal,2055,0.75
FSU,coal,2060,0.75
FSU,coal,2065,0.75
FSU,coal,2070,0.75
FSU,coal,2075,0.75
FSU,coal,2080,0.75
FSU,coal,2085,0.75
FSU,coal,2090,0.75
FSU,coal,2095,0.75
FSU,coal,2100,0.75
FSU,district_heat,2015,0.8
FSU,district_heat,2020,0.810588235
FSU,district_heat,2025,0.821176471
FSU,district_heat,2030,0.831764706
FSU,district_heat,2035,0.842352941
FSU,district_heat,2040,0.852941176
FSU,district_heat,2045,0.863529412
FSU,district_heat,2050,0.874117647
FSU,district_heat,2055,0.884705882
FSU,district_heat,2060,0.895294118
FSU,district_heat,2065,0.905882353
FSU,district_heat,2070,0.916470588
FSU,district_heat,2075,0.927058824
FSU,district_heat,2080,0.937647059
FSU,district_heat,2085,0.948235294
FSU,district_heat,2090,0.958823529
FSU,district_heat,2095,0.969411765
FSU,district_heat,2100,0.98
FSU,electricity,2015,1
FSU,electricity,2020,1
FSU,electricity,2025,1
FSU,electricity,2030,1
FSU,electricity,2035,1
FSU,electricity,2040,1
FSU,electricity,2045,1
FSU,electricity,2050,1
FSU,electricity,2055,1
FSU,electricity,2060,1
FSU,electricity,2065,1
FSU,electricity,2070,1
FSU,electricity,2075,1
FSU,electricity,2080,1
FSU,electricity,2085,1
FSU,electricity,2090,1
FSU,electricity,2095,1
FSU,electricity,2100,1
FSU,gas,2015,0.75
FSU,gas,2020,0.75
FSU,gas,2025,0.75
FSU,gas,2030,0.75
FSU,gas,2035,0.75
FSU,gas,2040,0.75
FSU,gas,2045,0.75
FSU,gas,2050,0.75
FSU,gas,2055,0.75
FSU,gas,2060,0.75
FSU,gas,2065,0.75
FSU,gas,2070,0.75
FSU,gas,2075,0.75
FSU,gas,2080,0.75
FSU,gas,2085,0.75
FSU,gas,2090,0.75
FSU,gas,2095,0.75
FSU,gas,2100,0.75
FSU,oil,2015,0.75
FSU,oil,2020,0.75
FSU,oil,2025,0.75
FSU,oil,2030,0.75
FSU,oil,2035,0.75
FSU,oil,2040,0.75
FSU,oil,2045,0.75
FSU,oil,2050,0.75
FSU,oil,2055,0.75
FSU,oil,2060,0.75
FSU,oil,2065,0.75
FSU,oil,2070,0.75
FSU,oil,2075,0.75
FSU,oil,2080,0.75
FSU,oil,2085,0.75
FSU,oil,2090,0.75
FSU,oil,2095,0.75
FSU,oil,2100,0.75
LAC,biomass_solid,2015,0.4
LAC,biomass_solid,2020,0.4
LAC,biomass_solid,2025,0.4
LAC,biomass_solid,2030,0.4
LAC,biomass_solid,2035,0.4
LAC,biomass_solid,2040,0.4
LAC,biomass_solid,2045,0.4
LAC,biomass_solid,2050,0.4
LAC,biomass_solid,2055,0.4
LAC,biomass_solid,2060,0.4
LAC,biomass_solid,2065,0.4
LAC,biomass_solid,2070,0.4
LAC,biomass_solid,2075,0.4
LAC,biomass_solid,2080,0.4
LAC,biomass_solid,2085,0.4
LAC,biomass_solid,2090,0.4
LAC,biomass_solid,2095,0.4
LAC,biomass_solid,2100,0.4
LAC,coal,2015,0.75
LAC,coal,2020,0.75
LAC,coal,2025,0.75
LAC,coal,2030,0.75
LAC,coal,2035,0.75
LAC,coal,2040,0.75
LAC,coal,2045,0.75
LAC,coal,2050,0.75
LAC,coal,2055,0.75
LAC,coal,2060,0.75
LAC,coal,2065,0.75
LAC,coal,2070,0.75
LAC,coal,2075,0.75
LAC,coal,2080,0.75
LAC,coal,2085,0.75
LAC,coal,2090,0.75
LAC,coal,2095,0.75
LAC,coal,2100,0.75
LAC,district_heat,2015,0.98
LAC,district_heat,2020,0.98
LAC,district_heat,2025,0.98
LAC,district_heat,2030,0.98
LAC,district_heat,2035,0.98
LAC,district_heat,2040,0.98
LAC,district_heat,2045,0.98
LAC,district_heat,2050,0.98
LAC,district_heat,2055,0.98
LAC,district_heat,2060,0.98
LAC,district_heat,2065,0.98
LAC,district_heat,2070,0.98
LAC,district_heat,2075,0.98
LAC,district_heat,2080,0.98
LAC,district_heat,2085,0.98
LAC,district_heat,2090,0.98
LAC,district_heat,2095,0.98
LAC,district_heat,2100,0.98
LAC,electricity,2015,1
LAC,electricity,2020,1
LAC,electricity,2025,1
LAC,electricity,2030,1
LAC,electricity,2035,1
LAC,electricity,2040,1
LAC,electricity,2045,1
LAC,electricity,2050,1
LAC,electricity,2055,1
LAC,electricity,2060,1
LAC,electricity,2065,1
LAC,electricity,2070,1
LAC,electricity,2075,1
LAC,electricity,2080,1
LAC,electricity,2085,1
LAC,electricity,2090,1
LAC,electricity,2095,1
LAC,electricity,2100,1
LAC,gas,2015,0.75
LAC,gas,2020,0.75
LAC,gas,2025,0.75
LAC,gas,2030,0.75
LAC,gas,2035,0.75
LAC,gas,2040,0.75
LAC,gas,2045,0.75
LAC,gas,2050,0.75
LAC,gas,2055,0.75
LAC,gas,2060,0.75
LAC,gas,2065,0.75
LAC,gas,2070,0.75
LAC,gas,2075,0.75
LAC,gas,2080,0.75
LAC,gas,2085,0.75
LAC,gas,2090,0.75
LAC,gas,2095,0.75
LAC,gas,2100,0.75
LAC,oil,2015,0.75
LAC,oil,2020,0.75
LAC,oil,2025,0.75
LAC,oil,2030,0.75
LAC,oil,2035,0.75
LAC,oil,2040,0.75
LAC,oil,2045,0.75
LAC,oil,2050,0.75
LAC,oil,2055,0.75
LAC,oil,2060,0.75
LAC,oil,2065,0.75
LAC,oil,2070,0.75
LAC,oil,2075,0.75
LAC,oil,2080,0.75
LAC,oil,2085,0.75
LAC,oil,2090,0.75
LAC,oil,2095,0.75
LAC,oil,2100,0.75
MEA,biomass_solid,2015,0.4
MEA,biomass_solid,2020,0.4
MEA,biomass_solid,2025,0.4
MEA,biomass_solid,2030,0.4
MEA,biomass_solid,2035,0.4
MEA,biomass_solid,2040,0.4
MEA,biomass_solid,2045,0.4
MEA,biomass_solid,2050,0.4
MEA,biomass_solid,2055,0.4
MEA,biomass_solid,2060,0.4
MEA,biomass_solid,2065,0.4
MEA,biomass_solid,2070,0.4
MEA,biomass_solid,2075,0.4
MEA,biomass_solid,2080,0.4
MEA,biomass_solid,2085,0.4
MEA,biomass_solid,2090,0.4
MEA,biomass_solid,2095,0.4
MEA,biomass_solid,2100,0.4
MEA,coal,2015,0.75
MEA,coal,2020,0.75
MEA,coal,2025,0.75
MEA,coal,2030,0.75
MEA,coal,2035,0.75
MEA,coal,2040,0.75
MEA,coal,2045,0.75
MEA,coal,2050,0.75
MEA,coal,2055,0.75
MEA,coal,2060,0.75
MEA,coal,2065,0.75
MEA,coal,2070,0.75
MEA,coal,2075,0.75
MEA,coal,2080,0.75
MEA,coal,2085,0.75
MEA,coal,2090,0.75
MEA,coal,2095,0.75
MEA,coal,2100,0.75
MEA,district_heat,2015,0.98
MEA,district_heat,2020,0.98
MEA,district_heat,2025,0.98
MEA,district_heat,2030,0.98
MEA,district_heat,2035,0.98
MEA,district_heat,2040,0.98
MEA,district_heat,2045,0.98
MEA,district_heat,2050,0.98
MEA,district_heat,2055,0.98
MEA,district_heat,2060,0.98
MEA,district_heat,2065,0.98
MEA,district_heat,2070,0.98
MEA,district_heat,2075,0.98
MEA,district_heat,2080,0.98
MEA,district_heat,2085,0.98
MEA,district_heat,2090,0.98
MEA,district_heat,2095,0.98
MEA,district_heat,2100,0.98
MEA,electricity,2015,1
MEA,electricity,2020,1
MEA,electricity,2025,1
MEA,electricity,2030,1
MEA,electricity,2035,1
MEA,electricity,2040,1
MEA,electricity,2045,1
MEA,electricity,2050,1
MEA,electricity,2055,1
MEA,electricity,2060,1
MEA,electricity,2065,1
MEA,electricity,2070,1
MEA,electricity,2075,1
MEA,electricity,2080,1
MEA,electricity,2085,1
MEA,electricity,2090,1
MEA,electricity,2095,1
MEA,electricity,2100,1
MEA,gas,2015,0.75
MEA,gas,2020,0.75
MEA,gas,2025,0.75
MEA,gas,2030,0.75
MEA,gas,2035,0.75
MEA,gas,2040,0.75
MEA,gas,2045,0.75
MEA,gas,2050,0.75
MEA,gas,2055,0.75
MEA,gas,2060,0.75
MEA,gas,2065,0.75
MEA,gas,2070,0.75
MEA,gas,2075,0.75
MEA,gas,2080,0.75
MEA,gas,2085,0.75
MEA,gas,2090,0.75
MEA,gas,2095,0.75
MEA,gas,2100,0.75
MEA,oil,2015,0.75
MEA,oil,2020,0.75
MEA,oil,2025,0.75
MEA,oil,2030,0.75
MEA,oil,2035,0.75
MEA,oil,2040,0.75
MEA,oil,2045,0.75
MEA,oil,2050,0.75
MEA,oil,2055,0.75
MEA,oil,2060,0.75
MEA,oil,2065,0.75
MEA,oil,2070,0.75
MEA,oil,2075,0.75
MEA,oil,2080,0.75
MEA,oil,2085,0.75
MEA,oil,2090,0.75
MEA,oil,2095,0.75
MEA,oil,2100,0.75
NAM,biomass_solid,2015,0.7
NAM,biomass_solid,2020,0.7
NAM,biomass_solid,2025,0.7
NAM,biomass_solid,2030,0.7
NAM,biomass_solid,2035,0.7
NAM,biomass_solid,2040,0.7
NAM,biomass_solid,2045,0.7
NAM,biomass_solid,2050,0.7
NAM,biomass_solid,2055,0.7
NAM,biomass_solid,2060,0.7
NAM,biomass_solid,2065,0.7
NAM,biomass_solid,2070,0.7
NAM,biomass_solid,2075,0.7
NAM,biomass_solid,2080,0.7
NAM,biomass_solid,2085,0.7
NAM,biomass_solid,2090,0.7
NAM,biomass_solid,2095,0.7
NAM,biomass_solid,2100,0.7
NAM,coal,2015,0.75
NAM,coal,2020,0.75
NAM,coal,2025,0.75
NAM,coal,2030,0.75
NAM,coal,2035,0.75
NAM,coal,2040,0.75
NAM,coal,2045,0.75
NAM,coal,2050,0.75
NAM,coal,2055,0.75
NAM,coal,2060,0.75
NAM,coal,2065,0.75
NAM,coal,2070,0.75
NAM,coal,2075,0.75
NAM,coal,2080,0.75
NAM,coal,2085,0.75
NAM,coal,2090,0.75
NAM,coal,2095,0.75
NAM,coal,2100,0.75
NAM,district_heat,2015,0.98
NAM,district_heat,2020,0.98
NAM,district_heat,2025,0.98
NAM,district_heat,2030,0.98
NAM,district_heat,2035,0.98
NAM,district_heat,2040,0.98
NAM,district_heat,2045,0.98
NAM,district_heat,2050,0.98
NAM,district_heat,2055,0.98
NAM,district_heat,2060,0.98
NAM,district_heat,2065,0.98
NAM,district_heat,2070,0.98
NAM,district_heat,2075,0.98
NAM,district_heat,2080,0.98
NAM,district_heat,2085,0.98
NAM,district_heat,2090,0.98
NAM,district_heat,2095,0.98
NAM,district_heat,2100,0.98
NAM,electricity,2015,1
NAM,electricity,2020,1
NAM,electricity,2025,1
NAM,electricity,2030,1
NAM,electricity,2035,1
NAM,electricity,2040,1
NAM,electricity,2045,1
NAM,electricity,2050,1
NAM,electricity,2055,1
NAM,electricity,2060,1
NAM,electricity,2065,1
NAM,electricity,2070,1
NAM,electricity,2075,1
NAM,electricity,2080,1
NAM,electricity,2085,1
NAM,electricity,2090,1
NAM,electricity,2095,1
NAM,electricity,2100,1
NAM,gas,2015,0.75
NAM,gas,2020,0.75
NAM,gas,2025,0.75
NAM,gas,2030,0.75
NAM,gas,2035,0.75
NAM,gas,2040,0.75
NAM,gas,2045,0.75
NAM,gas,2050,0.75
NAM,gas,2055,0.75
NAM,gas,2060,0.75
NAM,gas,2065,0.75
NAM,gas,2070,0.75
NAM,gas,2075,0.75
NAM,gas,2080,0.75
NAM,gas,2085,0.75
NAM,gas,2090,0.75
NAM,gas,2095,0.75
NAM,gas,2100,0.75
NAM,oil,2015,0.75
NAM,oil,2020,0.75
NAM,oil,2025,0.75
NAM,oil,2030,0.75
NAM,oil,2035,0.75
NAM,oil,2040,0.75
NAM,oil,2045,0.75
NAM,oil,2050,0.75
NAM,oil,2055,0.75
NAM,oil,2060,0.75
NAM,oil,2065,0.75
NAM,oil,2070,0.75
NAM,oil,2075,0.75
NAM,oil,2080,0.75
NAM,oil,2085,0.75
NAM,oil,2090,0.75
NAM,oil,2095,0.75
NAM,oil,2100,0.75
PAO,biomass_solid,2015,0.7
PAO,biomass_solid,2020,0.7
PAO,biomass_solid,2025,0.7
PAO,biomass_solid,2030,0.7
PAO,biomass_solid,2035,0.7
PAO,biomass_solid,2040,0.7
PAO,biomass_solid,2045,0.7
PAO,biomass_solid,2050,0.7
PAO,biomass_solid,2055,0.7
PAO,biomass_solid,2060,0.7
PAO,biomass_solid,2065,0.7
PAO,biomass_solid,2070,0.7
PAO,biomass_solid,2075,0.7
PAO,biomass_solid,2080,0.7
PAO,biomass_solid,2085,0.7
PAO,biomass_solid,2090,0.7
PAO,biomass_solid,2095,0.7
PAO,biomass_solid,2100,0.7
PAO,coal,2015,0.75
PAO,coal,2020,0.75
PAO,coal,2025,0.75
PAO,coal,2030,0.75
PAO,coal,2035,0.75
PAO,coal,2040,0.75
PAO,coal,2045,0.75
PAO,coal,2050,0.75
PAO,coal,2055,0.75
PAO,coal,2060,0.75
PAO,coal,2065,0.75
PAO,coal,2070,0.75
PAO,coal,2075,0.75
PAO,coal,2080,0.75
PAO,coal,2085,0.75
PAO,coal,2090,0.75
PAO,coal,2095,0.75
PAO,coal,2100,0.75
PAO,district_heat,2015,0.98
PAO,district_heat,2020,0.98
PAO,district_heat,2025,0.98
PAO,district_heat,2030,0.98
PAO,district_heat,2035,0.98
PAO,district_heat,2040,0.98
PAO,district_heat,2045,0.98
PAO,district_heat,2050,0.98
PAO,district_heat,2055,0.98
PAO,district_heat,2060,0.98
PAO,district_heat,2065,0.98
PAO,district_heat,2070,0.98
PAO,district_heat,2075,0.98
PAO,district_heat,2080,0.98
PAO,district_heat,2085,0.98
PAO,district_heat,2090,0.98
PAO,district_heat,2095,0.98
PAO,district_heat,2100,0.98
PAO,electricity,2015,1
PAO,electricity,2020,1
PAO,electricity,2025,1
PAO,electricity,2030,1
PAO,electricity,2035,1
PAO,electricity,2040,1
PAO,electricity,2045,1
PAO,electricity,2050,1
PAO,electricity,2055,1
PAO,electricity,2060,1
PAO,electricity,2065,1
PAO,electricity,2070,1
PAO,electricity,2075,1
PAO,electricity,2080,1
PAO,electricity,2085,1
PAO,electricity,2090,1
PAO,electricity,2095,1
PAO,electricity,2100,1
PAO,gas,2015,0.75
PAO,gas,2020,0.75
PAO,gas,2025,0.75
PAO,gas,2030,0.75
PAO,gas,2035,0.75
PAO,gas,2040,0.75
PAO,gas,2045,0.75
PAO,gas,2050,0.75
PAO,gas,2055,0.75
PAO,gas,2060,0.75
PAO,gas,2065,0.75
PAO,gas,2070,0.75
PAO,gas,2075,0.75
PAO,gas,2080,0.75
PAO,gas,2085,0.75
PAO,gas,2090,0.75
PAO,gas,2095,0.75
PAO,gas,2100,0.75
PAO,oil,2015,0.75
PAO,oil,2020,0.75
PAO,oil,2025,0.75
PAO,oil,2030,0.75
PAO,oil,2035,0.75
PAO,oil,2040,0.75
PAO,oil,2045,0.75
PAO,oil,2050,0.75
PAO,oil,2055,0.75
PAO,oil,2060,0.75
PAO,oil,2065,0.75
PAO,oil,2070,0.75
PAO,oil,2075,0.75
PAO,oil,2080,0.75
PAO,oil,2085,0.75
PAO,oil,2090,0.75
PAO,oil,2095,0.75
PAO,oil,2100,0.75
PAS,biomass_solid,2015,0.4
PAS,biomass_solid,2020,0.4
PAS,biomass_solid,2025,0.4
PAS,biomass_solid,2030,0.4
PAS,biomass_solid,2035,0.4
PAS,biomass_solid,2040,0.4
PAS,biomass_solid,2045,0.4
PAS,biomass_solid,2050,0.4
PAS,biomass_solid,2055,0.4
PAS,biomass_solid,2060,0.4
PAS,biomass_solid,2065,0.4
PAS,biomass_solid,2070,0.4
PAS,biomass_solid,2075,0.4
PAS,biomass_solid,2080,0.4
PAS,biomass_solid,2085,0.4
PAS,biomass_solid,2090,0.4
PAS,biomass_solid,2095,0.4
PAS,biomass_solid,2100,0.4
PAS,coal,2015,0.75
PAS,coal,2020,0.75
PAS,coal,2025,0.75
PAS,coal,2030,0.75
PAS,coal,2035,0.75
PAS,coal,2040,0.75
PAS,coal,2045,0.75
PAS,coal,2050,0.75
PAS,coal,2055,0.75
PAS,coal,2060,0.75
PAS,coal,2065,0.75
PAS,coal,2070,0.75
PAS,coal,2075,0.75
PAS,coal,2080,0.75
PAS,coal,2085,0.75
PAS,coal,2090,0.75
PAS,coal,2095,0.75
PAS,coal,2100,0.75
PAS,district_heat,2015,0.98
PAS,district_heat,2020,0.98
PAS,district_heat,2025,0.98
PAS,district_heat,2030,0.98
PAS,district_heat,2035,0.98
PAS,district_heat,2040,0.98
PAS,district_heat,2045,0.98
PAS,district_heat,2050,0.98
PAS,district_heat,2055,0.98
PAS,district_heat,2060,0.98
PAS,district_heat,2065,0.98
PAS,district_heat,2070,0.98
PAS,district_heat,2075,0.98
PAS,district_heat,2080,0.98
PAS,district_heat,2085,0.98
PAS,district_heat,2090,0.98
PAS,district_heat,2095,0.98
PAS,district_heat,2100,0.98
PAS,electricity,2015,1
PAS,electricity,2020,1
PAS,electricity,2025,1
PAS,electricity,2030,1
PAS,electricity,2035,1
PAS,electricity,2040,1
PAS,electricity,2045,1
PAS,electricity,2050,1
PAS,electricity,2055,1
PAS,electricity,2060,1
PAS,electricity,2065,1
PAS,electricity,2070,1
PAS,electricity,2075,1
PAS,electricity,2080,1
PAS,electricity,2085,1
PAS,electricity,2090,1
PAS,electricity,2095,1
PAS,electricity,2100,1
PAS,gas,2015,0.75
