eneff,region_gea,fuel_heat,year,value
avg,AFR,electricity,2040,1
avg,AFR,electricity,2045,1
avg,AFR,electricity,2050,1
avg,AFR,electricity,2055,1
avg,AFR,electricity,2060,1
avg,AFR,electricity,2065,1
avg,AFR,electricity,2070,1
avg,AFR,electricity,2075,1
avg,AFR,electricity,2080,1
avg,AFR,electricity,2085,1
avg,AFR,electricity,2090,1
avg,AFR,electricity,2095,1
avg,AFR,electricity,2100,1
avg,AFR,gas,2015,0.75
avg,AFR,gas,2020,0.75
avg,AFR,gas,2025,0.75
avg,AFR,gas,2030,0.75
avg,AFR,gas,2035,0.75
avg,AFR,gas,2040,0.75
avg,AFR,gas,2045,0.75
avg,AFR,gas,2050,0.75
avg,AFR,gas,2055,0.75
avg,AFR,gas,2060,0.75
avg,AFR,gas,2065,0.75
avg,AFR,gas,2070,0.75
avg,AFR,gas,2075,0.75
avg,AFR,gas,2080,0.75
avg,AFR,gas,2085,0.75
avg,AFR,gas,2090,0.75
avg,AFR,gas,2095,0.75
avg,AFR,gas,2100,0.75
avg,AFR,oil,2015,0.75
avg,AFR,oil,2020,0.75
avg,AFR,oil,2025,0.75
avg,AFR,oil,2030,0.75
avg,AFR,oil,2035,0.75
avg,AFR,oil,2040,0.75
avg,AFR,oil,2045,0.75
avg,AFR,oil,2050,0.75
avg,AFR,oil,2055,0.75
avg,AFR,oil,2060,0.75
avg,AFR,oil,2065,0.75
avg,AFR,oil,2070,0.75
avg,AFR,oil,2075,0.75
avg,AFR,oil,2080,0.75
avg,AFR,oil,2085,0.75
avg,AFR,oil,2090,0.75
avg,AFR,oil,2095,0.75
avg,AFR,oil,2100,0.75
std,AFR,biomass_solid,2015,0.4
std,AFR,biomass_solid,2020,0.426470588
std,AFR,biomass_solid,2025,0.452941176
std,AFR,biomass_solid,2030,0.479411765
std,AFR,biomass_solid,2035,0.505882353
std,AFR,biomass_solid,2040,0.532352941
std,AFR,biomass_solid,2045,0.558823529
std,AFR,biomass_solid,2050,0.585294118
std,AFR,biomass_solid,2055,0.611764706
std,AFR,biomass_solid,2060,0.638235294
std,AFR,biomass_solid,2065,0.664705882
std,AFR,biomass_solid,2070,0.691176471
std,AFR,biomass_solid,2075,0.717647059
std,AFR,biomass_solid,2080,0.744117647
std,AFR,biomass_solid,2085,0.770588235
std,AFR,biomass_solid,2090,0.797058824
std,AFR,biomass_solid,2095,0.823529412
std,AFR,biomass_solid,2100,0.85
std,AFR,coal,2015,0.75
std,AFR,coal,2020,0.75
std,AFR,coal,2025,0.75
std,AFR,coal,2030,0.75
std,AFR,coal,2035,0.75
std,AFR,coal,2040,0.75
std,AFR,coal,2045,0.75
std,AFR,coal,2050,0.75
std,AFR,coal,2055,0.75
std,AFR,coal,2060,0.75
std,AFR,coal,2065,0.75
std,AFR,coal,2070,0.75
std,AFR,coal,2075,0.75
std,AFR,coal,2080,0.75
std,AFR,coal,2085,0.75
std,AFR,coal,2090,0.75
std,AFR,coal,2095,0.75
std,AFR,coal,2100,0.75
std,AFR,district_heat,2015,0.98
std,AFR,district_heat,2020,0.98
std,AFR,district_heat,2025,0.98
std,AFR,district_heat,2030,0.98
std,AFR,district_heat,2035,0.98
std,AFR,district_heat,2040,0.98
std,AFR,district_heat,2045,0.98
std,AFR,district_heat,2050,0.98
std,AFR,district_heat,2055,0.98
std,AFR,district_heat,2060,0.98
std,AFR,district_heat,2065,0.98
std,AFR,district_heat,2070,0.98
std,AFR,district_heat,2075,0.98
std,AFR,district_heat,2080,0.98
std,AFR,district_heat,2085,0.98
std,AFR,district_heat,2090,0.98
std,AFR,district_heat,2095,0.98
std,AFR,district_heat,2100,0.98
std,AFR,electricity,2015,1
std,AFR,electricity,2020,1
std,AFR,electricity,2025,1
std,AFR,electricity,2030,1
std,AFR,electricity,2035,1
std,AFR,electricity,2040,1
std,AFR,electricity,2045,1
std,AFR,electricity,2050,1
std,AFR,electricity,2055,1
std,AFR,electricity,2060,1
std,AFR,electricity,2065,1
std,AFR,electricity,2070,1
std,AFR,electricity,2075,1
std,AFR,electricity,2080,1
std,AFR,electricity,2085,1
std,AFR,electricity,2090,1
std,AFR,electricity,2095,1
std,AFR,electricity,2100,1
std,AFR,gas,2015,0.75
std,AFR,gas,2020,0.758823529
std,AFR,gas,2025,0.767647059
std,AFR,gas,2030,0.776470588
std,AFR,gas,2035,0.785294118
std,AFR,gas,2040,0.794117647
std,AFR,gas,2045,0.802941176
std,AFR,gas,2050,0.811764706
std,AFR,gas,2055,0.820588235
std,AFR,gas,2060,0.829411765
std,AFR,gas,2065,0.838235294
std,AFR,gas,2070,0.847058824
std,AFR,gas,2075,0.855882353
std,AFR,gas,2080,0.864705882
std,AFR,gas,2085,0.873529412
std,AFR,gas,2090,0.882352941
std,AFR,gas,2095,0.891176471
std,AFR,gas,2100,0.9
std,AFR,oil,2015,0.75
std,AFR,oil,2020,0.756470588
std,AFR,oil,2025,0.762941176
std,AFR,oil,2030,0.769411765
std,AFR,oil,2035,0.775882353
std,AFR,oil,2040,0.782352941
std,AFR,oil,2045,0.788823529
std,AFR,oil,2050,0.795294118
std,AFR,oil,2055,0.801764706
std,AFR,oil,2060,0.808235294
std,AFR,oil,2065,0.814705882
std,AFR,oil,2070,0.821176471
std,AFR,oil,2075,0.827647059
std,AFR,oil,2080,0.834117647
std,AFR,oil,2085,0.840588235
std,AFR,oil,2090,0.847058824
std,AFR,oil,2095,0.853529412
std,AFR,oil,2100,0.86
adv,AFR,biomass_solid,2015,0.7
adv,AFR,biomass_solid,2020,0.708823529
adv,AFR,biomass_solid,2025,0.717647059
adv,AFR,biomass_solid,2030,0.726470588
adv,AFR,biomass_solid,2035,0.735294118
adv,AFR,biomass_solid,2040,0.744117647
adv,AFR,biomass_solid,2045,0.752941176
adv,AFR,biomass_solid,2050,0.761764706
adv,AFR,biomass_solid,2055,0.770588235
adv,AFR,biomass_solid,2060,0.779411765
adv,AFR,biomass_solid,2065,0.788235294
adv,AFR,biomass_solid,2070,0.797058824
adv,AFR,biomass_solid,2075,0.805882353
adv,AFR,biomass_solid,2080,0.814705882
adv,AFR,biomass_solid,2085,0.823529412
adv,AFR,biomass_solid,2090,0.832352941
adv,AFR,biomass_solid,2095,0.841176471
adv,AFR,biomass_solid,2100,0.85
adv,AFR,coal,2015,0.75
adv,AFR,coal,2020,0.75
adv,AFR,coal,2025,0.75
adv,AFR,coal,2030,0.75
adv,AFR,coal,2035,0.75
adv,AFR,coal,2040,0.75
adv,AFR,coal,2045,0.75
adv,AFR,coal,2050,0.75
adv,AFR,coal,2055,0.75
adv,AFR,coal,2060,0.75
adv,AFR,coal,2065,0.75
adv,AFR,coal,2070,0.75
adv,AFR,coal,2075,0.75
adv,AFR,coal,2080,0.75
adv,AFR,coal,2085,0.75
adv,AFR,coal,2090,0.75
adv,AFR,coal,2095,0.75
adv,AFR,coal,2100,0.75
adv,AFR,district_heat,2015,0.98
adv,AFR,district_heat,2020,0.98
adv,AFR,district_heat,2025,0.98
adv,AFR,district_heat,2030,0.98
adv,AFR,district_heat,2035,0.98
adv,AFR,district_heat,2040,0.98
adv,AFR,district_heat,2045,0.98
adv,AFR,district_heat,2050,0.98
adv,AFR,district_heat,2055,0.98
adv,AFR,district_heat,2060,0.98
adv,AFR,district_heat,2065,0.98
adv,AFR,district_heat,2070,0.98
adv,AFR,district_heat,2075,0.98
adv,AFR,district_heat,2080,0.98
adv,AFR,district_heat,2085,0.98
adv,AFR,district_heat,2090,0.98
adv,AFR,district_heat,2095,0.98
adv,AFR,district_heat,2100,0.98
adv,AFR,electricity,2015,2.5
adv,AFR,electricity,2020,2.647058824
adv,AFR,electricity,2025,2.794117647
adv,AFR,electricity,2030,2.941176471
adv,AFR,electricity,2035,3.088235294
adv,AFR,electricity,2040,3.235294118
adv,AFR,electricity,2045,3.382352941
adv,AFR,electricity,2050,3.529411765
adv,AFR,electricity,2055,3.676470588
adv,AFR,electricity,2060,3.823529412
adv,AFR,electricity,2065,3.970588235
adv,AFR,electricity,2070,4.117647059
adv,AFR,electricity,2075,4.264705882
adv,AFR,electricity,2080,4.411764706
adv,AFR,electricity,2085,4.558823529
adv,AFR,electricity,2090,4.705882353
adv,AFR,electricity,2095,4.852941176
adv,AFR,electricity,2100,5
adv,AFR,gas,2015,0.9
adv,AFR,gas,2020,0.9
adv,AFR,gas,2025,0.9
adv,AFR,gas,2030,0.9
adv,AFR,gas,2035,0.9
adv,AFR,gas,2040,0.9
adv,AFR,gas,2045,0.9
adv,AFR,gas,2050,0.9
adv,AFR,gas,2055,0.9
adv,AFR,gas,2060,0.9
adv,AFR,gas,2065,0.9
adv,AFR,gas,2070,0.9
adv,AFR,gas,2075,0.9
adv,AFR,gas,2080,0.9
adv,AFR,gas,2085,0.9
adv,AFR,gas,2090,0.9
adv,AFR,gas,2095,0.9
adv,AFR,gas,2100,0.9
adv,AFR,oil,2015,0.86
adv,AFR,oil,2020,0.86
adv,AFR,oil,2025,0.86
adv,AFR,oil,2030,0.86
adv,AFR,oil,2035,0.86
adv,AFR,oil,2040,0.86
adv,AFR,oil,2045,0.86
adv,AFR,oil,2050,0.86
adv,AFR,oil,2055,0.86
adv,AFR,oil,2060,0.86
adv,AFR,oil,2065,0.86
adv,AFR,oil,2070,0.86
adv,AFR,oil,2075,0.86
adv,AFR,oil,2080,0.86
adv,AFR,oil,2085,0.86
adv,AFR,oil,2090,0.86
adv,AFR,oil,2095,0.86
adv,AFR,oil,2100,0.86
avg,CPA,biomass_solid,2015,0.4
avg,CPA,biomass_solid,2020,0.4
avg,CPA,biomass_solid,2025,0.4
avg,CPA,biomass_solid,2030,0.4
avg,CPA,biomass_solid,2035,0.4
avg,CPA,biomass_solid,2040,0.4
avg,CPA,biomass_solid,2045,0.4
avg,CPA,biomass_solid,2050,0.4
avg,CPA,biomass_solid,2055,0.4
avg,CPA,biomass_solid,2060,0.4
avg,CPA,biomass_solid,2065,0.4
avg,CPA,biomass_solid,2070,0.4
avg,CPA,biomass_solid,2075,0.4
avg,CPA,biomass_solid,2080,0.4
avg,CPA,biomass_solid,2085,0.4
avg,CPA,biomass_solid,2090,0.4
avg,CPA,biomass_solid,2095,0.4
avg,CPA,biomass_solid,2100,0.4
avg,CPA,coal,2015,0.75
avg,CPA,coal,2020,0.75
avg,CPA,coal,2025,0.75
avg,CPA,coal,2030,0.75
avg,CPA,coal,2035,0.75
avg,CPA,coal,2040,0.75
avg,CPA,coal,2045,0.75
avg,CPA,coal,2050,0.75
avg,CPA,coal,2055,0.75
avg,CPA,coal,2060,0.75
avg,CPA,coal,2065,0.75
avg,CPA,coal,2070,0.75
avg,CPA,coal,2075,0.75
avg,CPA,coal,2080,0.75
avg,CPA,coal,2085,0.75
avg,CPA,coal,2090,0.75
avg,CPA,coal,2095,0.75
avg,CPA,coal,2100,0.75
avg,CPA,district_heat,2015,0.98
avg,CPA,district_heat,2020,0.98
avg,CPA,district_heat,2025,0.98
avg,CPA,district_heat,2030,0.98
avg,CPA,district_heat,2035,0.98
avg,CPA,district_heat,2040,0.98
avg,CPA,district_heat,2045,0.98
avg,CPA,district_heat,2050,0.98
avg,CPA,district_heat,2055,0.98
avg,CPA,district_heat,2060,0.98
avg,CPA,district_heat,2065,0.98
avg,CPA,district_heat,2070,0.98
avg,CPA,district_heat,2075,0.98
avg,CPA,district_heat,2080,0.98
avg,CPA,district_heat,2085,0.98
avg,CPA,district_heat,2090,0.98
avg,CPA,district_heat,2095,0.98
avg,CPA,district_heat,2100,0.98
avg,CPA,electricity,2015,1
avg,CPA,electricity,2020,1
avg,CPA,electricity,2025,1
avg,CPA,electricity,2030,1
avg,CPA,electricity,2035,1
avg,CPA,electricity,2040,1
avg,CPA,electricity,2045,1
avg,CPA,electricity,2050,1
avg,CPA,electricity,2055,1
avg,CPA,electricity,2060,1
avg,CPA,electricity,2065,1
avg,CPA,electricity,2070,1
avg,CPA,electricity,2075,1
avg,CPA,electricity,2080,1
avg,CPA,electricity,2085,1
avg,CPA,electricity,2090,1
avg,CPA,electricity,2095,1
avg,CPA,electricity,2100,1
avg,CPA,gas,2015,0.75
avg,CPA,gas,2020,0.75
avg,CPA,gas,2025,0.75
avg,CPA,gas,2030,0.75
avg,CPA,gas,2035,0.75
avg,CPA,gas,2040,0.75
avg,CPA,gas,2045,0.75
avg,CPA,gas,2050,0.75
avg,CPA,gas,2055,0.75
avg,CPA,gas,2060,0.75
avg,CPA,gas,2065,0.75
avg,CPA,gas,2070,0.75
avg,CPA,gas,2075,0.75
avg,CPA,gas,2080,0.75
avg,CPA,gas,2085,0.75
avg,CPA,gas,2090,0.75
avg,CPA,gas,2095,0.75
avg,CPA,gas,2100,0.75
avg,CPA,oil,2015,0.75
avg,CPA,oil,2020,0.75
avg,CPA,oil,2025,0.75
avg,CPA,oil,2030,0.75
avg,CPA,oil,2035,0.75
avg,CPA,oil,2040,0.75
avg,CPA,oil,2045,0.75
avg,CPA,oil,2050,0.75
avg,CPA,oil,2055,0.75
avg,CPA,oil,2060,0.75
avg,CPA,oil,2065,0.75
avg,CPA,oil,2070,0.75
avg,CPA,oil,2075,0.75
avg,CPA,oil,2080,0.75
avg,CPA,oil,2085,0.75
avg,CPA,oil,2090,0.75
avg,CPA,oil,2095,0.75
avg,CPA,oil,2100,0.75
std,CPA,biomass_solid,2015,0.4
std,CPA,biomass_solid,2020,0.426470588
std,CPA,biomass_solid,2025,0.452941176
std,CPA,biomass_solid,2030,0.479411765
std,CPA,biomass_solid,2035,0.505882353
std,CPA,biomass_solid,2040,0.532352941
std,CPA,biomass_solid,2045,0.558823529
std,CPA,biomass_solid,2050,0.585294118
std,CPA,biomass_solid,2055,0.611764706
std,CPA,biomass_solid,2060,0.638235294
std,CPA,biomass_solid,2065,0.664705882
std,CPA,biomass_solid,2070,0.691176471
std,CPA,biomass_solid,2075,0.717647059
std,CPA,biomass_solid,2080,0.744117647
std,CPA,biomass_solid,2085,0.770588235
std,CPA,biomass_solid,2090,0.797058824
std,CPA,biomass_solid,2095,0.823529412
std,CPA,biomass_solid,2100,0.85
std,CPA,coal,2015,0.75
std,CPA,coal,2020,0.75
std,CPA,coal,2025,0.75
std,CPA,coal,2030,0.75
std,CPA,coal,2035,0.75
std,CPA,coal,2040,0.75
std,CPA,coal,2045,0.75
std,CPA,coal,2050,0.75
std,CPA,coal,2055,0.75
std,CPA,coal,2060,0.75
std,CPA,coal,2065,0.75
std,CPA,coal,2070,0.75
std,CPA,coal,2075,0.75
std,CPA,coal,2080,0.75
std,CPA,coal,2085,0.75
std,CPA,coal,2090,0.75
std,CPA,coal,2095,0.75
std,CPA,coal,2100,0.75
std,CPA,district_heat,2015,0.98
std,CPA,district_heat,2020,0.98
std,CPA,district_heat,2025,0.98
std,CPA,district_heat,2030,0.98
std,CPA,district_heat,2035,0.98
std,CPA,district_heat,2040,0.98
std,CPA,district_heat,2045,0.98
std,CPA,district_heat,2050,0.98
std,CPA,district_heat,2055,0.98
std,CPA,district_heat,2060,0.98
std,CPA,district_heat,2065,0.98
std,CPA,district_heat,2070,0.98
std,CPA,district_heat,2075,0.98
std,CPA,district_heat,2080,0.98
std,CPA,district_heat,2085,0.98
std,CPA,district_heat,2090,0.98
std,CPA,district_heat,2095,0.98
std,CPA,district_heat,2100,0.98
std,CPA,electricity,2015,1
std,CPA,electricity,2020,1
std,CPA,electricity,2025,1
std,CPA,electricity,2030,1
std,CPA,electricity,2035,1
std,CPA,electricity,2040,1
std,CPA,electricity,2045,1
std,CPA,electricity,2050,1
std,CPA,electricity,2055,1
std,CPA,electricity,2060,1
std,CPA,electricity,2065,1
std,CPA,electricity,2070,1
std,CPA,electricity,2075,1
std,CPA,electricity,2080,1
std,CPA,electricity,2085,1
std,CPA,electricity,2090,1
std,CPA,electricity,2095,1
std,CPA,electricity,2100,1
std,CPA,gas,2015,0.75
std,CPA,gas,2020,0.758823529
std,CPA,gas,2025,0.767647059
std,CPA,gas,2030,0.776470588
std,CPA,gas,2035,0.785294118
std,CPA,gas,2040,0.794117647
std,CPA,gas,2045,0.802941176
std,CPA,gas,2050,0.811764706
std,CPA,gas,2055,0.820588235
std,CPA,gas,2060,0.829411765
std,CPA,gas,2065,0.838235294
std,CPA,gas,2070,0.847058824
std,CPA,gas,2075,0.855882353
std,CPA,gas,2080,0.864705882
std,CPA,gas,2085,0.873529412
std,CPA,gas,2090,0.882352941
std,CPA,gas,2095,0.891176471
std,CPA,gas,2100,0.9
std,CPA,oil,2015,0.75
std,CPA,oil,2020,0.756470588
std,CPA,oil,2025,0.762941176
std,CPA,oil,2030,0.769411765
std,CPA,oil,2035,0.775882353
std,CPA,oil,2040,0.782352941
std,CPA,oil,2045,0.788823529
std,CPA,oil,2050,0.795294118
std,CPA,oil,2055,0.801764706
std,CPA,oil,2060,0.808235294
std,CPA,oil,2065,0.814705882
std,CPA,oil,2070,0.821176471
std,CPA,oil,2075,0.827647059
std,CPA,oil,2080,0.834117647
std,CPA,oil,2085,0.840588235
std,CPA,oil,2090,0.847058824
std,CPA,oil,2095,0.853529412
std,CPA,oil,2100,0.86
adv,CPA,biomass_solid,2015,0.7
adv,CPA,biomass_solid,2020,0.708823529
adv,CPA,biomass_solid,2025,0.717647059
adv,CPA,biomass_solid,2030,0.726470588
adv,CPA,biomass_solid,2035,0.735294118
adv,CPA,biomass_solid,2040,0.744117647
adv,CPA,biomass_solid,2045,0.752941176
adv,CPA,biomass_solid,2050,0.761764706
adv,CPA,biomass_solid,2055,0.770588235
adv,CPA,biomass_solid,2060,0.779411765
adv,CPA,biomass_solid,2065,0.788235294
adv,CPA,biomass_solid,2070,0.797058824
adv,CPA,biomass_solid,2075,0.805882353
adv,CPA,biomass_solid,2080,0.814705882
adv,CPA,biomass_solid,2085,0.823529412
adv,CPA,biomass_solid,2090,0.832352941
adv,CPA,biomass_solid,2095,0.841176471
adv,CPA,biomass_solid,2100,0.85
adv,CPA,coal,2015,0.75
adv,CPA,coal,2020,0.75
adv,CPA,coal,2025,0.75
adv,CPA,coal,2030,0.75
adv,CPA,coal,2035,0.75
adv,CPA,coal,2040,0.75
adv,CPA,coal,2045,0.75
adv,CPA,coal,2050,0.75
adv,CPA,coal,2055,0.75
adv,CPA,coal,2060,0.75
adv,CPA,coal,2065,0.75
adv,CPA,coal,2070,0.75
adv,CPA,coal,2075,0.75
adv,CPA,coal,2080,0.75
adv,CPA,coal,2085,0.75
adv,CPA,coal,2090,0.75
adv,CPA,coal,2095,0.75
adv,CPA,coal,2100,0.75
adv,CPA,district_heat,2015,0.98
adv,CPA,district_heat,2020,0.98
adv,CPA,district_heat,2025,0.98
adv,CPA,district_heat,2030,0.98
adv,CPA,district_heat,2035,0.98
adv,CPA,district_heat,2040,0.98
adv,CPA,district_heat,2045,0.98
adv,CPA,district_heat,2050,0.98
adv,CPA,district_heat,2055,0.98
adv,CPA,district_heat,2060,0.98
adv,CPA,district_heat,2065,0.98
adv,CPA,district_heat,2070,0.98
adv,CPA,district_heat,2075,0.98
adv,CPA,district_heat,2080,0.98
adv,CPA,district_heat,2085,0.98
adv,CPA,district_heat,2090,0.98
adv,CPA,district_heat,2095,0.98
adv,CPA,district_heat,2100,0.98
adv,CPA,electricity,2015,2.5
adv,CPA,electricity,2020,2.647058824
adv,CPA,electricity,2025,2.794117647
adv,CPA,electricity,2030,2.941176471
adv,CPA,electricity,2035,3.088235294
adv,CPA,electricity,2040,3.235294118
adv,CPA,electricity,2045,3.382352941
adv,CPA,electricity,2050,3.529411765
adv,CPA,electricity,2055,3.676470588
adv,CPA,electricity,2060,3.823529412
adv,CPA,electricity,2065,3.970588235
adv,CPA,electricity,2070,4.117647059
adv,CPA,electricity,2075,4.264705882
adv,CPA,electricity,2080,4.411764706
adv,CPA,electricity,2085,4.558823529
adv,CPA,electricity,2090,4.705882353
adv,CPA,electricity,2095,4.852941176
adv,CPA,electricity,2100,5
adv,CPA,gas,2015,0.9
adv,CPA,gas,2020,0.9
adv,CPA,gas,2025,0.9
adv,CPA,gas,2030,0.9
adv,CPA,gas,2035,0.9
adv,CPA,gas,2040,0.9
adv,CPA,gas,2045,0.9
adv,CPA,gas,2050,0.9
adv,CPA,gas,2055,0.9
adv,CPA,gas,2060,0.9
adv,CPA,gas,2065,0.9
adv,CPA,gas,2070,0.9
adv,CPA,gas,2075,0.9
adv,CPA,gas,2080,0.9
adv,CPA,gas,2085,0.9
adv,CPA,gas,2090,0.9
adv,CPA,gas,2095,0.9
adv,CPA,gas,2100,0.9
adv,CPA,oil,2015,0.86
adv,CPA,oil,2020,0.86
adv,CPA,oil,2025,0.86
adv,CPA,oil,2030,0.86
adv,CPA,oil,2035,0.86
adv,CPA,oil,2040,0.86
adv,CPA,oil,2045,0.86
adv,CPA,oil,2050,0.86
adv,CPA,oil,2055,0.86
adv,CPA,oil,2060,0.86
adv,CPA,oil,2065,0.86
adv,CPA,oil,2070,0.86
adv,CPA,oil,2075,0.86
adv,CPA,oil,2080,0.86
adv,CPA,oil,2085,0.86
adv,CPA,oil,2090,0.86
adv,CPA,oil,2095,0.86
adv,CPA,oil,2100,0.86
avg,EEU,biomass_solid,2015,0.7
avg,EEU,biomass_solid,2020,0.7
avg,EEU,biomass_solid,2025,0.7
avg,EEU,biomass_solid,2030,0.7
avg,EEU,biomass_solid,2035,0.7
avg,EEU,biomass_solid,2040,0.7
avg,EEU,biomass_solid,2045,0.7
avg,EEU,biomass_solid,2050,0.7
avg,EEU,biomass_solid,2055,0.7
avg,EEU,biomass_solid,2060,0.7
avg,EEU,biomass_solid,2065,0.7
avg,EEU,biomass_solid,2070,0.7
avg,EEU,biomass_solid,2075,0.7
avg,EEU,biomass_solid,2080,0.7
avg,EEU,biomass_solid,2085,0.7
avg,EEU,biomass_solid,2090,0.7
avg,EEU,biomass_solid,2095,0.7
avg,EEU,biomass_solid,2100,0.7
avg,EEU,coal,2015,0.75
avg,EEU,coal,2020,0.75
avg,EEU,coal,2025,0.75
avg,EEU,coal,2030,0.75
avg,EEU,coal,2035,0.75
avg,EEU,coal,2040,0.75
avg,EEU,coal,2045,0.75
avg,EEU,coal,2050,0.75
avg,EEU,coal,2055,0.75
avg,EEU,coal,2060,0.75
avg,EEU,coal,2065,0.75
avg,EEU,coal,2070,0.75
avg,EEU,coal,2075,0.75
avg,EEU,coal,2080,0.75
avg,EEU,coal,2085,0.75
avg,EEU,coal,2090,0.75
avg,EEU,coal,2095,0.75
avg,EEU,coal,2100,0.75
avg,EEU,district_heat,2015,0.98
avg,EEU,district_heat,2020,0.98
avg,EEU,district_heat,2025,0.98
avg,EEU,district_heat,2030,0.98
avg,EEU,district_heat,2035,0.98
avg,EEU,district_heat,2040,0.98
avg,EEU,district_heat,2045,0.98
avg,EEU,district_heat,2050,0.98
avg,EEU,district_heat,2055,0.98
avg,EEU,district_heat,2060,0.98
avg,EEU,district_heat,2065,0.98
avg,EEU,district_heat,2070,0.98
avg,EEU,district_heat,2075,0.98
avg,EEU,district_heat,2080,0.98
avg,EEU,district_heat,2085,0.98
avg,EEU,district_heat,2090,0.98
avg,EEU,district_heat,2095,0.98
avg,EEU,district_heat,2100,0.98
avg,EEU,electricity,2015,1
avg,EEU,electricity,2020,1
avg,EEU,electricity,2025,1
avg,EEU,electricity,2030,1
avg,EEU,electricity,2035,1
avg,EEU,electricity,2040,1
avg,EEU,electricity,2045,1
avg,EEU,electricity,2050,1
avg,EEU,electricity,2055,1
avg,EEU,electricity,2060,1
avg,EEU,electricity,2065,1
avg,EEU,electricity,2070,1
avg,EEU,electricity,2075,1
avg,EEU,electricity,2080,1
avg,EEU,electricity,2085,1
avg,EEU,electricity,2090,1
avg,EEU,electricity,2095,1
avg,EEU,electricity,2100,1
avg,EEU,gas,2015,0.75
avg,EEU,gas,2020,0.75
avg,EEU,gas,2025,0.75
avg,EEU,gas,2030,0.75
avg,EEU,gas,2035,0.75
avg,EEU,gas,2040,0.75
avg,EEU,gas,2045,0.75
avg,EEU,gas,2050,0.75
avg,EEU,gas,2055,0.75
avg,EEU,gas,2060,0.75
avg,EEU,gas,2065,0.75
avg,EEU,gas,2070,0.75
avg,EEU,gas,2075,0.75
avg,EEU,gas,2080,0.75
avg,EEU,gas,2085,0.75
avg,EEU,gas,2090,0.75
avg,EEU,gas,2095,0.75
avg,EEU,gas,2100,0.75
avg,EEU,oil,2015,0.75
avg,EEU,oil,2020,0.75
avg,EEU,oil,2025,0.75
avg,EEU,oil,2030,0.75
avg,EEU,oil,2035,0.75
avg,EEU,oil,2040,0.75
avg,EEU,oil,2045,0.75
avg,EEU,oil,2050,0.75
avg,EEU,oil,2055,0.75
avg,EEU,oil,2060,0.75
avg,EEU,oil,2065,0.75
avg,EEU,oil,2070,0.75
avg,EEU,oil,2075,0.75
avg,EEU,oil,2080,0.75
avg,EEU,oil,2085,0.75
avg,EEU,oil,2090,0.75
avg,EEU,oil,2095,0.75
avg,EEU,oil,2100,0.75
std,EEU,biomass_solid,2015,0.7
std,EEU,biomass_solid,2020,0.708823529
std,EEU,biomass_solid,2025,0.717647059
std,EEU,biomass_solid,2030,0.726470588
std,EEU,biomass_solid,2035,0.735294118
std,EEU,biomass_solid,2040,0.744117647
std,EEU,biomass_solid,2045,0.752941176
std,EEU,biomass_solid,2050,0.761764706
std,EEU,biomass_solid,2055,0.770588235
std,EEU,biomass_solid,2060,0.779411765
std,EEU,biomass_solid,2065,0.788235294
std,EEU,biomass_solid,2070,0.797058824
std,EEU,biomass_solid,2075,0.805882353
std,EEU,biomass_solid,2080,0.814705882
