scenario,ssp,region_gea,urt,arch,material,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
nsp,nsp,PAS,urb,sfh,wood,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891,56.90203891
nsp,nsp,SAS,rur,mfh,aluminum,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667,2.026666667
nsp,nsp,SAS,rur,mfh,concrete,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125,1002.48125
nsp,nsp,SAS,rur,mfh,copper,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
nsp,nsp,SAS,rur,mfh,glass,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667,5.706666667
nsp,nsp,SAS,rur,mfh,steel,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625,97.72625
nsp,nsp,SAS,rur,mfh,wood,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94
nsp,nsp,SAS,rur,sfh,aluminum,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912,3.281338912
nsp,nsp,SAS,rur,sfh,concrete,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864,902.1679864
nsp,nsp,SAS,rur,sfh,copper,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473,1.619283473
nsp,nsp,SAS,rur,sfh,glass,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787,2.536108787
nsp,nsp,SAS,rur,sfh,steel,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159,31.2933159
nsp,nsp,SAS,rur,sfh,wood,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824,32.21302824
nsp,nsp,SAS,urb,mfh,aluminum,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268,2.08742268
nsp,nsp,SAS,urb,mfh,concrete,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116,1006.215116
nsp,nsp,SAS,urb,mfh,copper,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907,0.139896907
nsp,nsp,SAS,urb,mfh,glass,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103,5.255670103
nsp,nsp,SAS,urb,mfh,steel,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222,104.6603222
nsp,nsp,SAS,urb,mfh,wood,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845,46.98494845
nsp,nsp,SAS,urb,sfh,aluminum,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
nsp,nsp,SAS,urb,sfh,concrete,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275,985.5275
nsp,nsp,SAS,urb,sfh,copper,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333,1.180833333
nsp,nsp,SAS,urb,sfh,glass,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667,2.136666667
nsp,nsp,SAS,urb,sfh,steel,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333,31.72833333
nsp,nsp,SAS,urb,sfh,wood,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667,32.96416667
nsp,nsp,WEU,rur,mfh,aluminum,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582,1.020693582
nsp,nsp,WEU,rur,mfh,concrete,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694,679.5485694
nsp,nsp,WEU,rur,mfh,copper,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254,0.117876254
nsp,nsp,WEU,rur,mfh,glass,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486,9.144550486
nsp,nsp,WEU,rur,mfh,steel,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144,93.13167144
nsp,nsp,WEU,rur,mfh,wood,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315,40.8593315
nsp,nsp,WEU,rur,sfh,aluminum,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679,0.939182679
nsp,nsp,WEU,rur,sfh,concrete,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312,1293.432312
nsp,nsp,WEU,rur,sfh,copper,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219,2.102409219
nsp,nsp,WEU,rur,sfh,glass,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514,3.360975514
nsp,nsp,WEU,rur,sfh,steel,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894,39.99498894
nsp,nsp,WEU,rur,sfh,wood,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478,65.20859478
nsp,nsp,WEU,urb,mfh,aluminum,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713,1.456577713
nsp,nsp,WEU,urb,mfh,concrete,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647,742.9778647
nsp,nsp,WEU,urb,mfh,copper,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221,0.07687221
nsp,nsp,WEU,urb,mfh,glass,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417,7.505759417
nsp,nsp,WEU,urb,mfh,steel,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809,109.3340809
nsp,nsp,WEU,urb,mfh,wood,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832,34.9613832
nsp,nsp,WEU,urb,sfh,aluminum,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545,0.71361545
nsp,nsp,WEU,urb,sfh,concrete,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708,1116.475708
nsp,nsp,WEU,urb,sfh,copper,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712,1.300501712
nsp,nsp,WEU,urb,sfh,glass,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111,2.844425111
nsp,nsp,WEU,urb,sfh,steel,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939,34.17471939
nsp,nsp,WEU,urb,sfh,wood,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043,54.34520043
