region_bld,region_gea,urt,clim,mat,arch,inc_cl,year,yr_con,bld_age,value
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q1,2020,2015,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q1,2020,2020,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1945,p1,79217.24634196867
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1960,p2,26321.74586643565
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1965,p2,55617.21806323042
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1970,p2,39122.43153349247
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1975,p2,36855.45054676159
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1980,p2,34771.322221300776
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1985,p2,26783.33078397714
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1990,p2,16778.077335586535
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,1995,p3,3307.7540582688025
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,2000,p3,6316.016928718336
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,2005,p3,11090.753212128518
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,2010,p3,12769.146449186002
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,2015,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q2,2020,2020,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1945,p1,79217.24634196867
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1960,p2,26321.74586643565
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1965,p2,55617.21806323042
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1970,p2,39122.43153349247
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1975,p2,36855.45054676159
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1980,p2,34771.322221300776
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1985,p2,26783.33078397714
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1990,p2,16778.077335586535
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,1995,p3,3307.7540582688025
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,2000,p3,6316.016928718336
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,2005,p3,11090.753212128518
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,2010,p3,12769.146449186002
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,2015,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,mfh,q3,2020,2020,p3,17970.378482137403
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1945,p1,32737.516231710844
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1960,p2,10877.790146175485
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1965,p2,22984.509846465724
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1970,p2,16167.833350401917
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1975,p2,15230.975138350523
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1980,p2,14369.683097747116
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1985,p2,11068.545877718534
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1990,p2,6933.749933284267
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,1995,p3,1366.9706681567613
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,2000,p3,2610.1728566860584
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,2005,p3,4583.392242715367
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,2010,p3,5277.009242958986
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,2015,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q1,2020,2020,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1945,p1,32737.516231710844
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1960,p2,10877.790146175485
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1965,p2,22984.509846465724
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1970,p2,16167.833350401917
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1975,p2,15230.975138350523
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1980,p2,14369.683097747116
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1985,p2,11068.545877718534
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1990,p2,6933.749933284267
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,1995,p3,1366.9706681567613
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,2000,p3,2610.1728566860584
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,2005,p3,4583.392242715367
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,2010,p3,5277.009242958986
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,2015,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q2,2020,2020,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1945,p1,32737.516231710844
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1960,p2,10877.790146175485
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1965,p2,22984.509846465724
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1970,p2,16167.833350401917
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1975,p2,15230.975138350523
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1980,p2,14369.683097747116
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1985,p2,11068.545877718534
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1990,p2,6933.749933284267
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,1995,p3,1366.9706681567613
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,2000,p3,2610.1728566860584
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,2005,p3,4583.392242715367
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,2010,p3,5277.009242958986
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,2015,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_4A Mixed Humid,perm,sfh,q3,2020,2020,p3,7426.483305561445
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1945,p1,31763.0108371445
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1960,p2,10553.988401623943
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1965,p2,22300.32451784996
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1970,p2,15686.561646696788
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1975,p2,14777.591103466064
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1980,p2,13941.937357004083
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1985,p2,10739.065851268366
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1990,p2,6727.351375819209
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,1995,p3,1326.2797339141675
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,2000,p3,2532.4752153805434
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,2005,p3,4446.957345824925
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,2010,p3,5119.927227955559
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,2015,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q1,2020,2020,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1945,p1,31763.0108371445
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1960,p2,10553.988401623943
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1965,p2,22300.32451784996
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1970,p2,15686.561646696788
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1975,p2,14777.591103466064
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1980,p2,13941.937357004083
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1985,p2,10739.065851268366
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1990,p2,6727.351375819209
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,1995,p3,1326.2797339141675
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,2000,p3,2532.4752153805434
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,2005,p3,4446.957345824925
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,2010,p3,5119.927227955559
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,2015,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q2,2020,2020,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1945,p1,31763.0108371445
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1960,p2,10553.988401623943
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1965,p2,22300.32451784996
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1970,p2,15686.561646696788
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1975,p2,14777.591103466064
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1980,p2,13941.937357004083
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1985,p2,10739.065851268366
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1990,p2,6727.351375819209
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,1995,p3,1326.2797339141675
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,2000,p3,2532.4752153805434
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,2005,p3,4446.957345824925
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,2010,p3,5119.927227955559
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,2015,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,mfh,q3,2020,2020,p3,7205.4174147596605
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1945,p1,13126.46084617563
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1960,p2,4361.567475541258
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1965,p2,9215.887569859606
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1970,p2,6482.667484900611
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1975,p2,6107.0240516818985
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1980,p2,5761.6796916768935
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1985,p2,4438.053072404569
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1990,p2,2780.161961674359
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,1995,p3,548.1016505092155
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,2000,p3,1046.5770240951688
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,2005,p3,1837.7606309526589
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,2010,p3,2115.873876233549
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,2015,p3,2977.7287142071664
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q1,2020,2020,p3,2977.7287142071664
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1945,p1,13126.46084617563
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1960,p2,4361.567475541258
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1965,p2,9215.887569859606
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1970,p2,6482.667484900611
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1975,p2,6107.0240516818985
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1980,p2,5761.6796916768935
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1985,p2,4438.053072404569
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1990,p2,2780.161961674359
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,1995,p3,548.1016505092155
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,2000,p3,1046.5770240951688
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,2005,p3,1837.7606309526589
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,2010,p3,2115.873876233549
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,2015,p3,2977.7287142071664
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q2,2020,2020,p3,2977.7287142071664
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1945,p1,13126.46084617563
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1960,p2,4361.567475541258
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1965,p2,9215.887569859606
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1970,p2,6482.667484900611
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1975,p2,6107.0240516818985
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1980,p2,5761.6796916768935
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1985,p2,4438.053072404569
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1990,p2,2780.161961674359
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,1995,p3,548.1016505092155
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,2000,p3,1046.5770240951688
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,2005,p3,1837.7606309526589
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,2010,p3,2115.873876233549
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,2015,p3,2977.7287142071664
C-EEU-BGR,EEU,urb,Zone_5A Cool Humid,perm,sfh,q3,2020,2020,p3,2977.7287142071664
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,1945,p1,48627.41202010577
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,1985,p2,2869.157992134642
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,1990,p2,3613.6451145938545
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,1995,p3,4976.7372932130465
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,2000,p3,4841.912269763125
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,2005,p3,4951.589347024008
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,2010,p3,5998.838956601887
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,2015,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q1,2020,2020,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,1945,p1,48627.41202010577
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,1985,p2,2869.157992134642
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,1990,p2,3613.6451145938545
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,1995,p3,4976.7372932130465
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,2000,p3,4841.912269763125
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,2005,p3,4951.589347024008
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,2010,p3,5998.838956601887
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,2015,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q2,2020,2020,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,1945,p1,48627.41202010577
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,1985,p2,2869.157992134642
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,1990,p2,3613.6451145938545
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,1995,p3,4976.7372932130465
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,2000,p3,4841.912269763125
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,2005,p3,4951.589347024008
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,2010,p3,5998.838956601887
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,2015,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,mfh,q3,2020,2020,p3,241.3787504488533
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,1945,p1,181664.2443198407
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,1985,p2,10718.716017648276
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,1990,p2,13500.00091214334
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,1995,p3,18592.29562553213
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,2000,p3,18088.610828493296
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,2005,p3,18498.346964929682
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,2010,p3,22410.70417752331
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,2015,p3,901.752460579278
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q1,2020,2020,p3,901.752460579278
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,1945,p1,181664.2443198407
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,1985,p2,10718.716017648276
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,1990,p2,13500.00091214334
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,1995,p3,18592.29562553213
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,2000,p3,18088.610828493296
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,2005,p3,18498.346964929682
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,2010,p3,22410.70417752331
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,2015,p3,901.752460579278
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q2,2020,2020,p3,901.752460579278
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q3,2020,1945,p1,181664.2443198407
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q3,2020,1985,p2,10718.716017648276
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q3,2020,1990,p2,13500.00091214334
C-EEU-CZE,EEU,rur,Zone_5A Cool Humid,perm,sfh,q3,2020,1995,p3,18592.29562553213
