country,sector,sector_code,scenario,scenario_name,material,year,material_stock_Mt,material_inflow_Mt,material_outflow_Mt
AUT,Residential,resid,R,Reference,copper,2060,0.06660273959375282,2.631900374618455e-4,1.2962357650484374e-4
AUT,Residential,resid,R,Reference,copper,2070,0.06650504618436145,2.3250619228064385e-4,1.4147287675260212e-4
AUT,Residential,resid,R,Reference,copper,2080,0.06611711176158305,2.0517264749190343e-4,1.6101683313165166e-4
AUT,Residential,resid,R,Reference,copper,2090,0.06496585173477992,1.4942244609863185e-4,1.872060051964495e-4
AUT,Residential,resid,R,Reference,copper,2100,0.06331877546504103,1.2039521948589215e-4,2.164001336498097e-4
AUT,Residential,resid,R,Reference,glass,2025,0.8310927952590568,0.0071815427257147365,0.001872721635463215
AUT,Residential,resid,R,Reference,glass,2030,0.8408697902741575,0.005928657582076134,0.0017819128003877557
AUT,Residential,resid,R,Reference,glass,2035,0.8491937399045644,0.0054211202172599416,0.0017048849177430877
AUT,Residential,resid,R,Reference,glass,2040,0.8566803157939015,0.00501874358623964,0.0016497082525412045
AUT,Residential,resid,R,Reference,glass,2045,0.864279836486217,0.004781993142473108,0.0016185938406207486
AUT,Residential,resid,R,Reference,glass,2050,0.8713234185672417,0.004496805864411961,0.0016138971155240346
AUT,Residential,resid,R,Reference,glass,2055,0.8762177830890431,0.0040103132102444336,0.0016365135999894904
AUT,Residential,resid,R,Reference,glass,2060,0.8792191174461355,0.0035924662584807024,0.0016865594631386008
AUT,Residential,resid,R,Reference,glass,2070,0.8811565576414979,0.0031736451005930475,0.0018477806338516069
AUT,Residential,resid,R,Reference,glass,2080,0.8787418167067201,0.0028005467940803923,0.002116147589204484
AUT,Residential,resid,R,Reference,glass,2090,0.865731015644316,0.002039574978841119,0.002474775064800623
AUT,Residential,resid,R,Reference,glass,2100,0.8457048746987242,0.001643359118734889,0.0028761478752377945
AUT,Residential,resid,R,Reference,steel,2025,15.65242616942423,0.13233575859766908,0.03543026939323037
AUT,Residential,resid,R,Reference,steel,2030,15.812923736065574,0.10924863154741571,0.03368959449552796
AUT,Residential,resid,R,Reference,steel,2035,15.947690189579308,0.09989609521056249,0.032206817021029836
AUT,Residential,resid,R,Reference,steel,2040,16.06827450326103,0.09248143563496815,0.03113708978412919
AUT,Residential,resid,R,Reference,steel,2045,16.19243273634604,0.08811882201399632,0.03052099376961105
AUT,Residential,resid,R,Reference,steel,2050,16.30749491064424,0.08286356197598845,0.03040180932191664
AUT,Residential,resid,R,Reference,steel,2055,16.383595608077442,0.07389887848481343,0.030794401805996772
AUT,Residential,resid,R,Reference,steel,2060,16.425501724276327,0.06619913277857445,0.031698711379849025
AUT,Residential,resid,R,Reference,steel,2070,16.436695333906925,0.058481395095509585,0.03467345115151802
AUT,Residential,resid,R,Reference,steel,2080,16.37061610478562,0.051606260167185336,0.03960673434928499
AUT,Residential,resid,R,Reference,steel,2090,16.110606431741015,0.03758365745562068,0.04620659924962316
AUT,Residential,resid,R,Reference,steel,2100,15.72317876011492,0.030282525228741714,0.05358118983438416
AUT,Residential,resid,R,Reference,wood,2025,5.256930052346085,0.04052415851216382,0.012114771594857427
AUT,Residential,resid,R,Reference,wood,2030,5.279069976646297,0.03345442623587069,0.011489278504034407
AUT,Residential,resid,R,Reference,wood,2035,5.294764906875975,0.03059041436054517,0.010948188374179497
AUT,Residential,resid,R,Reference,wood,2040,5.3078313846172325,0.028319903719305647,0.01054785766029548
AUT,Residential,resid,R,Reference,wood,2045,5.324042293165614,0.02698402267503239,0.010300490364490513
AUT,Residential,resid,R,Reference,wood,2050,5.3390449060498515,0.02537466849185282,0.010219169987390949
AUT,Residential,resid,R,Reference,wood,2055,5.342999184395186,0.022629504981370122,0.01030620091269606
AUT,Residential,resid,R,Reference,wood,2060,5.337428141295449,0.02027167900903449,0.010558542637341546
AUT,Residential,resid,R,Reference,wood,2070,5.307196680131129,0.017908288445243756,0.0114748088521246
AUT,Residential,resid,R,Reference,wood,2080,5.2573206913954165,0.015803001840971227,0.012969051036252203
AUT,Residential,resid,R,Reference,wood,2090,5.149879076851222,0.011508941981396596,0.014978214674172706
AUT,Residential,resid,R,Reference,wood,2100,5.0059670275442185,0.009273198088747306,0.0172068292388044
AUT,Residential,resid,N_r,Narrow R,aluminum,2025,0.17359395292674423,0.0014236283083125536,3.9536027863507783e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2030,0.16721936850259098,0.001039075635103094,3.6073147625326955e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2035,0.16072562772525334,9.124565908446322e-4,3.295120186103555e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2040,0.1543528612645324,7.866483573670003e-4,3.040343078520051e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2045,0.1483214771495501,7.219286897718804e-4,2.8447567957386047e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2050,0.1423856870164616,6.514710643394897e-4,2.70430961595629e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2055,0.1429190020986359,6.382889389178457e-4,2.731234375299958e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2060,0.14316420955543863,5.721682921266162e-4,2.808321375508857e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2070,0.14304985681117494,5.059515711780697e-4,3.0659472333170924e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2080,0.1422961965573876,4.4689969965380213e-4,3.4897746593114695e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2090,0.13988634745856224,3.261212733308455e-4,4.054542935898171e-4
AUT,Residential,resid,N_r,Narrow R,aluminum,2100,0.1363968189901143,2.6271014299956297e-4,4.6804894612168115e-4
AUT,Residential,resid,N_r,Narrow R,brick,2025,167.0752902859358,1.264814088786252,0.386300505381088
AUT,Residential,resid,N_r,Narrow R,brick,2030,156.7175918837525,0.7174244364834272,0.3476437194555437
AUT,Residential,resid,N_r,Narrow R,brick,2035,144.8168069557267,0.5906540838873138,0.3076234248882006
AUT,Residential,resid,N_r,Narrow R,brick,2040,133.205575740264,0.477577383909284,0.2735367651652794
AUT,Residential,resid,N_r,Narrow R,brick,2045,123.26754195853582,0.44501547013381937,0.24763938776398214
AUT,Residential,resid,N_r,Narrow R,brick,2050,115.4474389719358,0.38629858948911416,0.2307620248387878
AUT,Residential,resid,N_r,Narrow R,brick,2055,115.48864991616044,0.494067004058459,0.2313779332502524
AUT,Residential,resid,N_r,Narrow R,brick,2060,115.32742925520762,0.44365604513535645,0.236968696706763
AUT,Residential,resid,N_r,Narrow R,brick,2070,114.60210356224802,0.3932811808320655,0.25704472662481
AUT,Residential,resid,N_r,Narrow R,brick,2080,113.4639479174071,0.3481785943242459,0.2892124052153431
AUT,Residential,resid,N_r,Narrow R,brick,2090,111.0935607357334,0.25529856473020807,0.3316807058075952
AUT,Residential,resid,N_r,Narrow R,brick,2100,107.94565862400593,0.20539615806470904,0.3775919098953083
AUT,Residential,resid,N_r,Narrow R,concrete,2025,273.9024987992716,2.3218337251717647,0.619661675284384
AUT,Residential,resid,N_r,Narrow R,concrete,2030,263.5113709006329,1.8216339975826785,0.5615822239984302
AUT,Residential,resid,N_r,Narrow R,concrete,2035,249.7502752902178,1.5847833938054556,0.504290953851598
AUT,Residential,resid,N_r,Narrow R,concrete,2040,235.24075330875834,1.3447073187920677,0.45527984790435444
AUT,Residential,resid,N_r,Narrow R,concrete,2045,222.35318000123516,1.1949802961785425,0.41830786473736037
AUT,Residential,resid,N_r,Narrow R,concrete,2050,212.68450470964822,1.0765228699280291,0.3955732081157064
AUT,Residential,resid,N_r,Narrow R,concrete,2055,213.76617289040587,0.9705213096174087,0.40073690657621713
AUT,Residential,resid,N_r,Narrow R,concrete,2060,214.3947784198358,0.8694237516384675,0.4127320948669108
AUT,Residential,resid,N_r,Narrow R,concrete,2070,214.68490481488612,0.7680996273358851,0.4518062094376795
AUT,Residential,resid,N_r,Narrow R,concrete,2080,213.9431948538898,0.6778690928103007,0.5167147052031179
AUT,Residential,resid,N_r,Narrow R,concrete,2090,210.6469999105339,0.4937816275895276,0.6034969809505283
AUT,Residential,resid,N_r,Narrow R,concrete,2100,205.6667338686313,0.3979615120839588,0.7005232617257492
AUT,Residential,resid,N_r,Narrow R,copper,2025,0.06418922728420337,5.261313170341078e-4,1.4620629281612675e-4
AUT,Residential,resid,N_r,Narrow R,copper,2030,0.061839583060542054,3.8354848678662446e-4,1.3342912745265058e-4
AUT,Residential,resid,N_r,Narrow R,copper,2035,0.0594642381493446,3.3686259993153896e-4,1.2194421409500241e-4
AUT,Residential,resid,N_r,Narrow R,copper,2040,0.057136918824019965,2.904795484244519e-4,1.1258422872454835e-4
AUT,Residential,resid,N_r,Narrow R,copper,2045,0.0549272374731664,2.667387594281442e-4,1.0539276574793313e-4
AUT,Residential,resid,N_r,Narrow R,copper,2050,0.05273384854009804,2.4069579547036506e-4,1.0020377219911825e-4
AUT,Residential,resid,N_r,Narrow R,copper,2055,0.05292976099381551,2.3629987605726423e-4,1.0119452300312363e-4
AUT,Residential,resid,N_r,Narrow R,copper,2060,0.05301909806869175,2.1182462155351628e-4,1.0404680399653879e-4
AUT,Residential,resid,N_r,Narrow R,copper,2070,0.05297414995700556,1.8731425298055797e-4,1.1358487975397796e-4
AUT,Residential,resid,N_r,Narrow R,copper,2080,0.05269286155736827,1.6545524801738067e-4,1.29272702399706e-4
AUT,Residential,resid,N_r,Narrow R,copper,2090,0.05179864242359842,1.2074456685047318e-4,1.501757734209259e-4
AUT,Residential,resid,N_r,Narrow R,copper,2100,0.050504955924990526,9.726587691571352e-5,1.7333840869689202e-4
AUT,Residential,resid,N_r,Narrow R,glass,2025,0.8310927952590568,0.0071815427257147365,0.001872721635463215
AUT,Residential,resid,N_r,Narrow R,glass,2030,0.8134990126752867,0.005956295560542284,0.0017212763169542854
AUT,Residential,resid,N_r,Narrow R,glass,2035,0.7985057120199706,0.005371765726705384,0.0015981999255084195
AUT,Residential,resid,N_r,Narrow R,glass,2040,0.7836188631713027,0.004750292666515711,0.0015015845533628393
AUT,Residential,resid,N_r,Narrow R,glass,2045,0.7670169774247991,0.004334728698764625,0.0014275840916175293
AUT,Residential,resid,N_r,Narrow R,glass,2050,0.7459633888781514,0.0039714377753141865,0.0013715737144116599
AUT,Residential,resid,N_r,Narrow R,glass,2055,0.7502965792470301,0.0034363274631886436,0.0013918454779542387
AUT,Residential,resid,N_r,Narrow R,glass,2060,0.7529977372307048,0.0030773285615376127,0.0014348263591067167
AUT,Residential,resid,N_r,Narrow R,glass,2070,0.7548875339283309,0.0027173778394476737,0.0015729939761561583
AUT,Residential,resid,N_r,Narrow R,glass,2080,0.7530128032594247,0.002397076897533719,0.0018036806970951223
AUT,Residential,resid,N_r,Narrow R,glass,2090,0.7420260289441158,0.0017444538311529166,0.0021126407010661104
AUT,Residential,resid,N_r,Narrow R,glass,2100,0.7249976154723092,0.0014062927039489796,0.0024596224689131642
AUT,Residential,resid,N_r,Narrow R,steel,2025,15.65242616904344,0.13233575859509555,0.035430269392332965
AUT,Residential,resid,N_r,Narrow R,steel,2030,15.04586418287429,0.10316574993990853,0.03209652760924053
AUT,Residential,resid,N_r,Narrow R,steel,2035,14.24321522079655,0.08961048652150465,0.028795281497238884
AUT,Residential,resid,N_r,Narrow R,steel,2040,13.398262148147351,0.07591072831865814,0.025968273101576882
AUT,Residential,resid,N_r,Narrow R,steel,2045,12.649525895882242,0.06745386907922796,0.02383545818955911
AUT,Residential,resid,N_r,Narrow R,steel,2050,12.08998037634912,0.060710492959724395,0.022525436473778002
AUT,Residential,resid,N_r,Narrow R,steel,2055,12.15013302636282,0.055088930620087406,0.022813619503154057
AUT,Residential,resid,N_r,Narrow R,steel,2060,12.18463779643622,0.04935298933555681,0.023493232390863854
AUT,Residential,resid,N_r,Narrow R,steel,2070,12.198972079452954,0.043604557796677615,0.025711616116390317
AUT,Residential,resid,N_r,Narrow R,steel,2080,12.155011919003623,0.038484905836454884,0.029393825449003184
AUT,Residential,resid,N_r,Narrow R,steel,2090,11.966220232476525,0.0280377339431251,0.03431559841270914
AUT,Residential,resid,N_r,Narrow R,steel,2100,11.682032014633412,0.02259602810250726,0.03981451226608168
AUT,Residential,resid,N_r,Narrow R,wood,2025,5.2569300522562825,0.04052415851130453,0.012114771594659646
AUT,Residential,resid,N_r,Narrow R,wood,2030,5.291240613208769,0.02688680231779919,0.011638039282093591
AUT,Residential,resid,N_r,Narrow R,wood,2035,5.712707187518825,0.027705214102720904,0.011930939490024228
AUT,Residential,resid,N_r,Narrow R,wood,2040,6.239026075052491,0.028443946218614985,0.01247506398546179
AUT,Residential,resid,N_r,Narrow R,wood,2045,6.6150145652881855,0.030138487948580074,0.01283640120710809
AUT,Residential,resid,N_r,Narrow R,wood,2050,6.592092044596627,0.028485531971548225,0.012655996490958965
AUT,Residential,resid,N_r,Narrow R,wood,2055,6.6121634725272855,0.029274072313077274,0.012762144678634502
AUT,Residential,resid,N_r,Narrow R,wood,2060,6.619264319401117,0.026250646550789205,0.01311124962748802
AUT,Residential,resid,N_r,Narrow R,wood,2070,6.606499697241698,0.023224118922277263,0.014294396809482158
AUT,Residential,resid,N_r,Narrow R,wood,2080,6.565382916237181,0.020522963619811506,0.01623066988636897
AUT,Residential,resid,N_r,Narrow R,wood,2090,6.448895131558626,0.014990844361749316,0.018806154658296853
AUT,Residential,resid,N_r,Narrow R,wood,2100,6.283577022537321,0.01207292480602554,0.02164695933016158
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2025,0.17359395292674423,0.0014236283083125536,3.9536027863507783e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2030,0.15393013037766212,0.0010596106188583562,3.339524062298506e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2035,0.13507485663881913,9.489217408057341e-4,2.763643413738358e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2040,0.11727435169795293,8.487010119835804e-4,2.2737881731128105e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2045,0.10084534885535319,6.541136274632009e-4,1.8596913764228298e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2050,0.08535590203424154,5.690445751914167e-4,1.5194278890257764e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2055,0.08590982407638949,3.9180479243876244e-4,1.5290896119537096e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2060,0.08627238153555135,3.501101242756368e-4,1.5778197169206203e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2070,0.08658260311927038,3.0818850138165607e-4,1.7346846335790703e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2080,0.0864463879594387,2.7103948228227465e-4,2.0010546404648384e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2090,0.08525110720958115,1.959924978878466e-4,2.363300688408833e-4
AUT,Residential,resid,N_tp,Narrow TP,aluminum,2100,0.08334997149163798,1.5819909900122693e-4,2.7787772988830425e-4
AUT,Residential,resid,N_tp,Narrow TP,brick,2025,167.0752902859358,1.264814088786252,0.386300505381088
AUT,Residential,resid,N_tp,Narrow TP,brick,2030,135.53062637470208,0.5543895844598793,0.30705575158517856
AUT,Residential,resid,N_tp,Narrow TP,brick,2035,100.98880051457954,0.4545130617549013,0.2185865931026514
AUT,Residential,resid,N_tp,Narrow TP,brick,2040,71.33777261632027,0.3615624695975991,0.14758725907159778
AUT,Residential,resid,N_tp,Narrow TP,brick,2045,50.48692781834205,0.25213874837482897,0.09908404587368864
AUT,Residential,resid,N_tp,Narrow TP,brick,2050,38.010804695183914,0.20949611982941038,0.07190392572490503
AUT,Residential,resid,N_tp,Narrow TP,brick,2055,38.15924005732506,0.1692776714726505,0.0712768758179877
AUT,Residential,resid,N_tp,Narrow TP,brick,2060,38.23028189069723,0.1515286461611178,0.07329654198198159
AUT,Residential,resid,N_tp,Narrow TP,brick,2070,38.209566889196125,0.13371593403099666,0.08010189403656595
AUT,Residential,resid,N_tp,Narrow TP,brick,2080,38.016545520330666,0.11786310558195781,0.09140514900597568
AUT,Residential,resid,N_tp,Narrow TP,brick,2090,37.3796786278993,0.08563337416660832,0.10662471405465343
AUT,Residential,resid,N_tp,Narrow TP,brick,2100,36.45306423978093,0.06899859638972826,0.12372678381672923
AUT,Residential,resid,N_tp,Narrow TP,concrete,2025,273.9024987992716,2.3218337251717647,0.619661675284384
AUT,Residential,resid,N_tp,Narrow TP,concrete,2030,236.46720054795728,1.9014548436653536,0.5036034464744596
AUT,Residential,resid,N_tp,Narrow TP,concrete,2035,188.06661705827048,1.5096151599104186,0.37594505920181565
AUT,Residential,resid,N_tp,Narrow TP,concrete,2040,141.58313848262435,1.1432318007601037,0.2674003815732318
AUT,Residential,resid,N_tp,Narrow TP,concrete,2045,105.51811300314192,0.7449461489364466,0.18978110351439198
AUT,Residential,resid,N_tp,Narrow TP,concrete,2050,84.31190034666707,0.5983342910064073,0.14658369458811465
AUT,Residential,resid,N_tp,Narrow TP,concrete,2055,84.94014446421488,0.3913063844780746,0.14841087540064482
AUT,Residential,resid,N_tp,Narrow TP,concrete,2060,85.37290476352415,0.3494460038781101,0.15334843247455165
AUT,Residential,resid,N_tp,Narrow TP,concrete,2070,85.81047647456707,0.3073305858088542,0.16899179985873936
AUT,Residential,resid,N_tp,Narrow TP,concrete,2080,85.78519446596586,0.2700659861261924,0.19576427368690652
AUT,Residential,resid,N_tp,Narrow TP,concrete,2090,84.69086841813821,0.19495430579408432,0.23229870213466575
AUT,Residential,resid,N_tp,Narrow TP,concrete,2100,82.87902564654425,0.1574618336467397,0.2744939042275523
AUT,Residential,resid,N_tp,Narrow TP,copper,2025,0.06418922728420337,5.261313170341078e-4,1.4620629281612675e-4
AUT,Residential,resid,N_tp,Narrow TP,copper,2030,0.05696808325430526,3.9087966396932164e-4,1.2363638096145118e-4
AUT,Residential,resid,N_tp,Narrow TP,copper,2035,0.05010327503157475,3.5058407101068787e-4,1.0257739191403492e-4
AUT,Residential,resid,N_tp,Narrow TP,copper,2040,0.04360489187434155,3.1413155061006475e-4,8.462972036910441e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2045,0.03755623595875469,2.4251808539840707e-4,6.934352923587419e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2050,0.03178527330995551,2.1113512522801144e-4,5.6655471705492245e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2055,0.03198982607982689,1.458112533205536e-4,5.699675247455282e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2060,0.0321232544893429,1.3029910395068013e-4,5.8808756916925225e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2070,0.032235995611439784,1.147030943312474e-4,6.464702011699643e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2080,0.03218295419516318,1.0088143540866644e-4,7.455646362105905e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2090,0.03173601869717537,7.295588559259262e-5,8.803000535245633e-5
AUT,Residential,resid,N_tp,Narrow TP,copper,2100,0.03102666360761737,5.888560464631764e-5,1.0347723284035604e-4
AUT,Residential,resid,N_tp,Narrow TP,glass,2025,0.8310927952590568,0.0071815427257147365,0.001872721635463215
AUT,Residential,resid,N_tp,Narrow TP,glass,2030,0.7735753719394706,0.006725262022329536,0.001630115372226562
AUT,Residential,resid,N_tp,Narrow TP,glass,2035,0.7303798278397076,0.006245879030433339,0.0014420530318990672
AUT,Residential,resid,N_tp,Narrow TP,glass,2040,0.6859082513258096,0.005825231327043324,0.0012782476985620844
AUT,Residential,resid,N_tp,Narrow TP,glass,2045,0.6296236349250091,0.004625827863987443,0.001118068037185483
AUT,Residential,resid,N_tp,Narrow TP,glass,2050,0.5568883887742564,0.004072088217728579,9.566082254582747e-4
AUT,Residential,resid,N_tp,Narrow TP,glass,2055,0.5613065343956266,0.0025988349558687244,9.7156706219763e-4
AUT,Residential,resid,N_tp,Narrow TP,glass,2060,0.5644121001438225,0.0023201056734807163,0.0010045911984330864
AUT,Residential,resid,N_tp,Narrow TP,glass,2070,0.5677365539698885,0.0020395896634091337,0.0011084096890467963
AUT,Residential,resid,N_tp,Narrow TP,glass,2080,0.5679313723180173,0.0017915660634753889,0.0012867718965374087
AUT,Residential,resid,N_tp,Narrow TP,glass,2090,0.5609891164071803,0.0012921923918589678,0.0015305783883295461
AUT,Residential,resid,N_tp,Narrow TP,glass,2100,0.5492403899890773,0.0010440167261668342,0.0018131086913822996
AUT,Residential,resid,N_tp,Narrow TP,steel,2025,15.65242616904344,0.13233575859509555,0.035430269392332965
AUT,Residential,resid,N_tp,Narrow TP,steel,2030,13.476382089473132,0.10709676757805509,0.028744225338557316
AUT,Residential,resid,N_tp,Narrow TP,steel,2035,10.662900484878541,0.08467032009314603,0.02135834831581492
AUT,Residential,resid,N_tp,Narrow TP,steel,2040,7.966714962817421,0.06368997836647879,0.015084563976561223
AUT,Residential,resid,N_tp,Narrow TP,steel,2045,5.885390735336232,0.041184076717004525,0.010614320877331915
AUT,Residential,resid,N_tp,Narrow TP,steel,2050,4.67459486655168,0.032942871631904104,0.008149525224760337
AUT,Residential,resid,N_tp,Narrow TP,steel,2055,4.708910005150769,0.02166823061158488,0.008245264313980934
AUT,Residential,resid,N_tp,Narrow TP,steel,2060,4.7324279289507825,0.019351630571522126,0.008518230696309139
AUT,Residential,resid,N_tp,Narrow TP,steel,2070,4.755852190575646,0.01702108704577302,0.009384613921125284
AUT,Residential,resid,N_tp,Narrow TP,steel,2080,4.75375350173311,0.014958621409471237,0.010866046618933043
AUT,Residential,resid,N_tp,Narrow TP,steel,2090,4.6925289310872245,0.010800391665797517,0.012886861745143757
AUT,Residential,resid,N_tp,Narrow TP,steel,2100,4.591651764504243,0.008722685465452988,0.01521896381468202
AUT,Residential,resid,N_tp,Narrow TP,wood,2025,5.2569300522562825,0.04052415851130453,0.012114771594659646
AUT,Residential,resid,N_tp,Narrow TP,wood,2030,5.898012020455509,0.03366642324095019,0.013034271336039113
AUT,Residential,resid,N_tp,Narrow TP,wood,2035,8.09651881851954,0.056960268307696856,0.016561749152580456
AUT,Residential,resid,N_tp,Narrow TP,wood,2040,10.292474060303036,0.07966096014744453,0.01964545722799966
AUT,Residential,resid,N_tp,Narrow TP,wood,2045,11.389552779933387,0.07979847561486367,0.02053331113947494
AUT,Residential,resid,N_tp,Narrow TP,wood,2050,10.711551957846316,0.0760761378358717,0.01861721336265251
AUT,Residential,resid,N_tp,Narrow TP,wood,2055,10.791501922831849,0.049721273515055626,0.01885078861203966
AUT,Residential,resid,N_tp,Narrow TP,wood,2060,10.846605664377043,0.044401935565743934,0.019478293656872554
AUT,Residential,resid,N_tp,Narrow TP,wood,2070,10.902413769532568,0.03905014510145058,0.021465977495178257
AUT,Residential,resid,N_tp,Narrow TP,wood,2080,10.899381778514181,0.034314860308095115,0.02486809287729589
AUT,Residential,resid,N_tp,Narrow TP,wood,2090,10.760493450897378,0.024770547556887096,0.029510913164674572
AUT,Residential,resid,N_tp,Narrow TP,wood,2100,10.530413529570769,0.020006985476989852,0.034873579891128645
AUT,Residential,resid,S_r,Slow R,aluminum,2025,0.17359395292674423,0.0014236283083125536,3.9536027863507783e-4
