"","UC_NM_MN","x","y","lcz_frac_3","lcz_frac_5","lcz_frac_6","lcz_frac_8","lcz_frac_9","lcz_frac_10","lcz_frac_11","lcz_frac_12","lcz_frac_13","lcz_frac_14","lcz_frac_15","lcz_frac_16","lcz_frac_17","lcz_frac_NA","lcz_frac_2","lcz_frac_4","lcz_frac_1","lcz_frac_7","CTR_MN_ISO","GRGN_L2"
"36","Dhaka",90.4019718364326,23.8073652673436,0.0233824117017037,0.0210303681200964,0.179566347248529,0.0370517826285264,0.471705212607129,0.00110700973361879,0.0100300637962201,0.000245063223472861,0,0.203882428684506,1.69009119636456e-05,0.00289486787507252,0.0191222265576188,0,0.017329068400058,0.0126362485114857,0,0,"BGD","South-Central Asia"
"37","Dubai",55.3304467696518,25.2213946810548,0.0353619764573958,0,0.145496136973614,0.475032267089075,0.00719343942935458,0.0945046061900504,0,0.000248015048695806,0.000816421689201317,0.00883387464729828,0.0232362545847057,0.0944929941754565,0.0297492503600079,0.0726694416415961,0.00342496972008494,0.00783018939453903,0.00111016259892409,0,"ARE","Western Asia"
"38","Dublin",-6.26173976905862,53.3273868320828,0.000199080749016062,0.0548865625037284,0.54151257771625,0.0929794383719066,0.00311285584973414,0.00774424113672482,0.0102825185907513,0.130507900859718,0,0.0230601642097376,0.000278713048622487,0.000199080749016062,0.00504388005555184,0.0891823518619335,0.0255619681736624,0.0148514238765982,0.000597242247048187,0,"IRL","Northern Europe"
"39","Dusseldorf",6.77437331724142,51.2207859611693,5.6680609557987e-05,0.117787362586376,0.394585782009707,0.139626876281039,0.0116400077051078,0.00881383478626698,0.046864923254843,0.0683173924719833,0,0.0831678522631698,0.00144535554372867,0.000234200114741046,0.0384995156722202,0,0.0338099836013392,0.0499072767158075,0.0052429563841138,0,"DEU","Western Europe"
"40","Edinburgh",-3.19161276248781,55.9422821223613,4.55306304321364e-05,0.0815453591039563,0.498262166455409,0.0667141036996911,0.000480706376396695,0.000637428826049909,0.0314111780253656,0.148336706147514,0,0.0356975289539986,0,0,0.0025041846737675,0.0876962109144797,0.0258613980854535,0.0173927008250761,0.00341479728241023,0,"GBR","Northern Europe"
"41","Frankfurt am Main",8.68168673300096,50.120650455694,0.000674919403860227,0.149864479260552,0.3696507387815,0.10259933283608,0.0189918671291005,0.00329023209381861,0.0797785576960318,0.0947830906697841,0,0.101441942003951,0,0,0.0135138854440774,0,0.0275029657073043,0.0244869196213039,0.013421069352637,0,"DEU","Western Europe"
"42","Gdansk",18.5867046618315,54.4206619726978,0.000282446307315971,0.175410573032495,0.274710209309494,0.130661956397553,0.000198591351898165,0.0279007966587505,0.122726968455037,0.0744971584066087,0,0.0185686857041887,2.82446307315971e-05,2.82446307315971e-05,0.0250510423343425,0.103585643750303,0.00689168989850969,0.0376783373959505,0.00177941173609062,0,"POL","Eastern Europe"
"43","Geneva",6.14931415139295,46.2056154681048,0,0.207829236885166,0.357513302218318,0.118581750936732,0.0103500132002974,0,0.0420777396671566,0.074913985381783,0,0.0609679273607714,0.00192981393847964,0.00139745147269216,0.0620858251332448,0,0.0441860846603615,0.00785234637036545,0.0103145227746326,0,"CHE","Western Europe"
"44","Genoa",8.91723947012861,44.4184280474021,0.0128163992311922,0.0917856697876742,0.261355450690079,0.0866259568126135,0.00883017207031139,0.0625435970196611,0.157414572564979,0.0125408517749092,0,0.00320823646360086,0.00226957069719029,0.000734272872620387,0.00500640594968446,0.207490372223659,0.0706236999302154,0.0163542594356359,0.000400512475974757,0,"ITA","Southern Europe"
"45","Ghent",3.74830568513985,51.0858691630843,0.00111102296499804,0.0687022451020801,0.31377002713385,0.259285348971969,0.00477198658405367,0.033458883907441,0.021841755287184,0.0909026602066077,0,0.0596222568457566,0,0.000170926609999699,0.0410715210039143,0,0.059567923584895,0.0440569073497533,0.00166653444749706,0,"BEL","Western Europe"
"46","Glasgow",-4.30187313860785,55.8562354607362,0.00020242562367757,0.0616478035745326,0.567315616417201,0.110039506017481,0.00367842558097627,0.00309159134343925,0.0308226915696925,0.149325180664878,0,0.0422787300203978,0,0,0.00822707081767719,0.00393809849699999,0.0063488036517056,0.0101396835133037,0.00294437270803738,0,"GBR","Northern Europe"
"47","Gore",16.6338804090846,7.92550546163111,0,0,0.0136187163938089,0,0.0710873979480083,0,0.0543544351098663,0.477752748056223,0.0321896932944575,0.344502126268245,0,0,0.00649488292939079,0,0,0,0,0,"TCD","Middle Africa"
"48","Goro",40.4812703178873,6.992386131143,0,0,0.00496281167809112,0,0.277857780680351,0,0,0.00787799612012774,0.0268879847584077,0.682413426763023,0,0,0,0,0,0,0,0,"ETH","Eastern Africa"
"49","Gothenburg",11.9589254236241,57.7106406798097,0.000689286960697454,0.0723278619305681,0.379651866606282,0.214104093246571,0.000466719684067346,0.021310455201563,0.140848697606598,0.0591366510234222,0,0.00698565293406481,0.000258482610261545,2.87202900290606e-05,0.0442502034216205,0.0299202047670799,0.0148483899450243,0.0147706297117443,0.000402084060406848,0,"SWE","Northern Europe"
"50","Graz",15.435855731719,47.0585434996955,0.00354630578153546,0.24268082580923,0.521277155736799,0.0880452041021522,0.00833935047505422,0,0.0518928605641295,0.0237888263572172,0,0.00574170306915184,0,0,9.33238363561963e-05,0.000839914527205767,0.0497416047778526,0.00401292496331644,0,0,"AUT","Western Europe"
"51","Győr",17.6531123045366,47.6846526866235,0.0106081667536665,0.0948335654444795,0.517719496282429,0.24091811949734,0.00578961714557467,0,0.00612958808929164,0.0802255374103882,0,0.0349592459957255,0,0,0.00494060245188048,0,0.0038760609292243,0,0,0,"HUN","Eastern Europe"
"52","Hamburg",9.99369087695664,53.5742269141635,0.00138434278790772,0.0940441230810752,0.465113121890787,0.11631528637261,0.018405349050135,0.0287165322119701,0.0613962498707737,0.0892365817863272,0,0.0406064166797892,0.00144154703534192,0.000384910621198226,0.044479088809822,0.000790291592609382,0.00799715379130163,0.0242088375141549,0.00548016690419668,0,"DEU","Western Europe"
"53","Helsinki",24.9369924057806,60.2236522308124,5.77459210263863e-05,0.258309188730333,0.179156104282227,0.157466228558831,0.000111160370328674,0.0120979767902637,0.114420594934863,0.0394293016378315,0,0.0511543362046341,0.00228119528396964,0.000175294248366051,0.0201791272292571,0.111684590842359,0.00952807696935374,0.0341033984613564,0.00984567953499887,0,"FIN","Northern Europe"
"54","Ho Chi Minh City",106.712868263153,10.8519080305502,0.0608214522294409,0.000522187481991897,0.415778563783984,0.2912601810474,0.0244705639395201,0.0357556649744052,0.0288762773063963,0.00668566363296199,0,0.0526593089975693,7.36418243834727e-05,0.000280037980417889,0.0307225238754245,0,0.0408511283989046,0.0107473958904378,0.000495408636761544,0,"VNM","South-Eastern Asia"
"55","Hong Kong",114.118245185405,22.3418508745074,0.0151952716560617,0.0302805557438781,0.099048346037135,0.055601502806113,0.00351155958398925,0.034433806900606,0.217917951162132,0.0458070213829037,0,0.00689382773014346,0.00126847485128863,9.2153316330393e-05,0.006424021338842,0.247342266464521,0.0202427445018144,0.148949168440561,0.0669913280836809,0,"CHN","Eastern Asia"
"56","Houston",-95.4088721850161,29.7816896772248,0.00439293207444955,0.00238523603887813,0.59740426857856,0.245309290365788,0.0129036403763975,0.00602518766966088,0.0286366976060695,0.046299682810478,0,0.033977599249943,0.000246308908220582,0.00370955779491066,0.0126113739779445,0.0052145595996189,0.000218376970174949,8.12565470418413e-05,0.000584031431863234,0,"USA","Northern America"
"57","Istanbul",29.0307301828476,40.9952277480174,0.138382677305493,0.0469282345068767,0.168719571472223,0.282412814630521,0.0122257094044961,0.0035710447447428,0.0631532734128684,0.0119377304642878,0.000647569578962074,0.0526973999557297,0.00158275011557213,0.0043853496426148,0.0145915004126591,0.102453184935986,0.0865443257144688,0.00573958137995728,0.00402728232254118,0,"TUR","Western Asia"
"58","Jakarta",106.853543679192,-6.38086990084012,0.12369261081442,0.0109816250803431,0.446174589008301,0.115646255918226,0.085856357715695,0.00398564448906482,0.054496812012454,0.0057242474167692,0,0.11549208885265,0.000101185705347334,0.000518474829777699,0.00286262248167037,0.00530219413399204,0.0185546807138877,0.00908092104656372,0.00152968978083912,0,"IDN","South-Eastern Asia"
"59","Karachi",67.0780325646762,24.8993470523786,0.350459799994573,0,0.13455659754165,0.283655548152711,0.0126849405757806,0.00270483334236661,0,3.61372977095757e-05,0.00169845299235006,0.0247040827557348,0.00139730468154237,0.134818043519835,0.00715616995214259,0.035238716817119,0.0108050520151631,0,0,8.43203613223433e-05,"PAK","South-Central Asia"
"60","Klaipėda",21.1514508529344,55.6929845641358,0.000670987841360578,0.0712589087524933,0.177345571747621,0.417204402151911,0.000323943631813671,0.0226793788955112,0.0371617616884182,0.0605798355649112,0,0.0455965577790238,0,0.000373139330927094,0.113325365652638,0.033484709290825,0.00375753191161923,0.016237905760926,0,0,"LTU","Northern Europe"
"61","Košice",21.2595080518119,48.7145862400403,0.000855308967332206,0.214193257001177,0.370542418805722,0.134809956697261,0.0126144705441911,0,0.0852490216265956,0.0646939876158307,0,0.0805124112847066,0,0,0.00341649172189363,0,0.0108746425846523,0.0222380331506373,0,0,"SVK","Eastern Europe"
"62","Krakow",19.9855478276356,50.053715133731,0.000564456029872645,0.265826039061161,0.4063819829076,0.0947543738710102,0.0151884958244384,0.00169336808961793,0.024452036493047,0.0879465292304498,0,0.0444250859440285,0,0,0.0099421859647899,0,0.0160164398476363,0.0313625881597988,0.00119946906347937,0.000246949513069282,"POL","Eastern Europe"
"63","Lagos",3.29738149266066,6.56720903894458,0.383381607700564,0.000847245197780123,0.374000854346369,0.0792786008874056,0.0453128964258781,0.00377937808813682,0.0259410393420513,0.00100211483160478,4.98379528105955e-05,0.0274577574271719,0,0.0032579409555468,0.045830368072466,0.00562413278331451,0.000797407244969527,0.000141207532963354,1.66126509368652e-05,0.00328099856003087,"NGA","Western Africa"
"64","Leeds",-1.62227591228597,53.7674255314236,0.0014901828259852,0.0530204544976585,0.482741857171837,0.0810192911639423,0.0256544345139462,0.000262973439879742,0.0269640863397351,0.209503189602271,0,0.109343261575502,0,0.000150270537074138,0.00113430718186903,0.000162793081830317,0.00498397281295892,0.00164045336305934,0.00192847189245144,0,"GBR","Northern Europe"
"65","Leipzig",12.3671621333289,51.3402257128092,0,0.144163142361878,0.469357954975339,0.101610762842104,0.00749967065295302,0.000613196690217863,0.0770816955037655,0.0850097832809075,0,0.0871485981420844,0,0.000219370745556959,0.00341947867983589,0,0.0141801734612881,0.00739668507575298,0.00229948758831699,0,"DEU","Western Europe"
"66","Liège",5.56227913050537,50.639133775091,0,0.163782528409151,0.345928092968456,0.191571099710149,0.00137479645381285,0.0064624401331387,0.0886018916389925,0.0880718915606918,0,0.0331332776640237,0,0,0.0260830312603425,0,0.0290207715295608,0.025087112318085,0.000883066353596593,0,"BEL","Western Europe"
"67","Lille",3.1110848723806,50.6625792889331,0.000189624298967317,0.203384349811671,0.40419906781121,0.176272223129048,0.00578287031013091,2.70891855667595e-05,0.00476224778733367,0.0565982963351886,0,0.060075633773812,0,0.000189624298967317,0.00131888491870627,0,0.0666123073086617,0.0187728055977644,0.00181497543297289,0,"FRA","Western Europe"
"68","Lima",-77.0153667090263,-12.0261201928909,0.15254327989898,0.0128505717732777,0.0243800047608845,0.58679284071371,3.34941054038514e-05,0.000725705617083447,0,0.000736870318884731,0,0.0109653812892946,0.0569925151593713,0.0461542539435963,0.000899205083980434,0.0340985274857592,0.0712754562993958,0.00132859951435277,0.000223294036025676,0,"PER","South America"
"69","Lisbon",-9.22685332613992,38.7419943504026,0.0266119478554606,0.0112252625170442,0.242594052398509,0.425075645772505,0.0211180670488045,0.00210803051963272,0.0183363115930237,0.0294259309478603,0,0.0558582378302425,0.000931046812837785,0.00322636193770368,0.0391222032777336,0.0475291890480299,0.0768377124406126,0,0,0,"PRT","Southern Europe"
"70","Ljubljana",14.5148032393596,46.0654128948142,0.00114368871266093,0.144463305622693,0.339638876987984,0.166987939716609,0.0427263507834429,0,0.130851107572118,0.11159574793788,0,0.0478303350835559,0,0,0.00111462894530278,0,0.0131905431526894,0.000457475485064374,0,0,"SVN","Southern Europe"
"71","Lodz",19.4501474027938,51.7652107251136,0.000216393984238193,0.292817828604734,0.433374798686258,0.098793228384997,0.00348112417931281,0,0.0491640171154736,0.0915153116026336,0,0.0117405761906868,0.000286838607181189,0,0.000302951577933471,0,0.0108629780087573,0.00744395305779386,0,0,"POL","Eastern Europe"
"72","London",-0.129811306187653,51.4938287483147,0.0023113616066596,0.126715516856041,0.478305482727623,0.0603349924625494,0.00506017541350157,0.0052406450301285,0.0325339814822546,0.165692056657586,0,0.0397794941305823,0.00080887421832001,0.000181044006182064,0.0235071896059458,0.000113564009575761,0.021694065946899,0.0314154131967667,0.00630614264938343,0,"GBR","Northern Europe"
"73","Los Angeles",-117.954686980068,33.9542875422334,0.0855878788390135,0.000424086770366212,0.546738653703873,0.249690579916289,0.0212121391887777,0.00135913919808338,0.00273491407789727,0.0133001392600971,0.00473347160387806,0.0242219742927856,0.00215635471861918,0.0225901574569053,0.00486986928235642,0.0180967577298144,0.00193342336628762,3.68130877054003e-05,0.000313647507250011,0,"USA","Northern America"
"74","Luxembourg",6.12223278655087,49.6143313640208,0,0.335531655289653,0.219528480228899,0.138221972014166,0.000546030821554098,0,0.0980232533163739,0.0932712874780283,0,0.0345350447107522,0,0,0,0,0.0464350418908803,0.0228318478400342,0.0110753864096589,0,"LUX","Western Europe"
"75","Lyon",4.86083681554516,45.7512143456901,0.00124048893589311,0.183446150970468,0.417626598806605,0.211749787571554,0.00193853052309322,7.75305584933196e-05,0.029690995084838,0.0463499022561864,0,0.0263559241603627,0,0,0.0259605242122939,0,0.0492319046432579,0.00503948630206577,0.00129217597488866,0,"FRA","Western Europe"
"76","Madrid",-3.70813431072319,40.4041611664449,0.0121357281906732,0.0614177911206914,0.144385081109751,0.379183416712522,0.0207781630583043,0,0.00864232786291451,0.0260798958254571,0.00327438036548547,0.181114590389623,0.00397808458330956,0.0547259487156645,0.000396133155889946,0.000341257255921163,0.0965368025964411,0.00580137335065978,0.00120902570669212,0,"ESP","Southern Europe"
"77","Marrakesh",-7.9877461844599,31.6395452746703,0.133774420632614,0,0.264285321718671,0.160612314780017,0.0383851906234551,0,0,0,0,0.154701540243914,0.00175498893864567,0.245737769569622,0.000748453493060605,0,0,0,0,0,"MAR","Northern Africa"
"78","Marseille",5.40716275712528,43.3007409650313,0.0379374416007911,0.0593421047401374,0.489896796153632,0.0901432835607296,0.0272513930740013,0.000171238470505296,0.0163224614687944,0.0163318330876201,0.00122098579742166,0.00295596944277093,0.000656414136936967,0.00193462778438174,0.00648307343082637,0.177489299129395,0.0707214883186871,0.000799112862358046,0.000342476941010591,0,"FRA","Western Europe"
"79","Medina",39.591036442525,24.4596302018674,0.0811100292797562,0.000540333029190846,0.0635866188072974,0.696349939377391,0.00196336094553485,0,0,0,0,0.0017872912406331,0.039518573949932,0.108950805574154,0,0,0,0.00619304779611047,0,0,"SAU","Western Asia"
"80","Melbourne",145.075255714121,-37.8558267902316,0.00610344175292499,0.00911240700880788,0.561885729863976,0.243219703766015,0.0113464510199354,0.00372825351447126,0.0091609192363961,0.0604894402827633,0,0.0295032070127949,0,0.00132149145372881,0.00309109060833667,0.0417305339331497,0.0120198799009304,0.00351131538517593,0.00377613526059422,0,"AUS","Australia/New Zealand"
"81","Mexico City",-99.1058666393618,19.4517435650534,0.383011148926253,0.0187379568753021,0.259120348646537,0.155649371176401,0.0587227318518142,0,0.0198778754895649,0.0111675365022375,0.00710662070961198,0.0620877619309216,0.000898024053621589,0.00511273789741015,0.00392896509235991,0.000475274182955595,0.0087155362376435,0.00340325186761617,0.00198485855974993,0,"MEX","Central America"
