"","region_bld","urt","clim","mat","arch","region_gea","year","bld_age","yr_con","eneff_i","fuel_heat","fuel","fuel_cool","n_units_fuel","inc_cl","tenr","eneff_f","utility_ren","scaling_factor"
"13","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",4.19794923,"q1","own","std",-11.3545826054008,1.23413808970515
"14","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",4.19794923,"q1","own","adv",-10.9675439484225,1.23413808970515
"15","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",4.31716077,"q1","rent","std",-11.3545826054008,1.23413808970515
"16","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",4.31716077,"q1","rent","adv",-10.9675439484225,1.23413808970515
"17","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",6.60772536,"q2","own","std",-11.3545826054008,1.23413808970515
"18","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",6.60772536,"q2","own","adv",-10.9675439484225,1.23413808970515
"19","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",1.90738464,"q2","rent","std",-11.3545826054008,1.23413808970515
"20","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",1.90738464,"q2","rent","adv",-10.9675439484225,1.23413808970515
"21","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",6.60772536,"q3","own","std",-11.3545826054008,1.23413808970515
"22","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",6.60772536,"q3","own","adv",-10.9675439484225,1.23413808970515
"23","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",1.90738464,"q3","rent","std",-11.3545826054008,1.23413808970515
"24","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","electricity","electricity","electricity",1.90738464,"q3","rent","adv",-10.9675439484225,1.23413808970515
"25","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",11.99256024,"q1","own","std",-11.8362307092634,1.23413808970515
"26","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",11.99256024,"q1","own","adv",-11.6900161042164,1.23413808970515
"27","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",12.33311976,"q1","rent","std",-11.8362307092634,1.23413808970515
"28","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",12.33311976,"q1","rent","adv",-11.6900161042164,1.23413808970515
"29","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",18.87672768,"q2","own","std",-11.8362307092634,1.23413808970515
"30","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",18.87672768,"q2","own","adv",-11.6900161042164,1.23413808970515
"31","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",5.44895232,"q2","rent","std",-11.8362307092634,1.23413808970515
"32","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",5.44895232,"q2","rent","adv",-11.6900161042164,1.23413808970515
"33","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",18.87672768,"q3","own","std",-11.8362307092634,1.23413808970515
"34","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",18.87672768,"q3","own","adv",-11.6900161042164,1.23413808970515
"35","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",5.44895232,"q3","rent","std",-11.8362307092634,1.23413808970515
"36","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","heat_pump","electricity","electricity",5.44895232,"q3","rent","adv",-11.6900161042164,1.23413808970515
"37","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",37.76649671,"q1","own","std",-11.6381868129159,1.23413808970515
"38","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",37.76649671,"q1","own","adv",-11.3929502596951,1.23413808970515
"39","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",38.83897329,"q1","rent","std",-11.6381868129159,1.23413808970515
"40","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",38.83897329,"q1","rent","adv",-11.3929502596951,1.23413808970515
"41","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",59.44584472,"q2","own","std",-11.6381868129159,1.23413808970515
"42","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",59.44584472,"q2","own","adv",-11.3929502596951,1.23413808970515
"43","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",17.15962528,"q2","rent","std",-11.6381868129159,1.23413808970515
"44","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",17.15962528,"q2","rent","adv",-11.3929502596951,1.23413808970515
"45","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",59.44584472,"q3","own","std",-11.6381868129159,1.23413808970515
"46","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",59.44584472,"q3","own","adv",-11.3929502596951,1.23413808970515
"47","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",17.15962528,"q3","rent","std",-11.6381868129159,1.23413808970515
"48","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p1",1945,"avg","oil","oil","electricity",17.15962528,"q3","rent","adv",-11.3929502596951,1.23413808970515
"49","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",10.4416397566667,"q1","own","std",-11.9667317185938,1.23413808970515
"50","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",10.4416397566667,"q1","own","adv",-11.8857676182119,1.23413808970515
"51","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",10.73815691,"q1","rent","std",-11.9667317185938,1.23413808970515
"52","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",10.73815691,"q1","rent","adv",-11.8857676182119,1.23413808970515
"53","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",16.4355222133333,"q2","own","std",-11.9667317185938,1.23413808970515
"54","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",16.4355222133333,"q2","own","adv",-11.8857676182119,1.23413808970515
"55","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",4.74427445333333,"q2","rent","std",-11.9667317185938,1.23413808970515
"56","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",4.74427445333333,"q2","rent","adv",-11.8857676182119,1.23413808970515
"57","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",16.4355222133333,"q3","own","std",-11.9667317185938,1.23413808970515
"58","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",16.4355222133333,"q3","own","adv",-11.8857676182119,1.23413808970515
"59","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",4.74427445333333,"q3","rent","std",-11.9667317185938,1.23413808970515
"60","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","biomass_solid","biomass_solid","electricity",4.74427445333333,"q3","rent","adv",-11.8857676182119,1.23413808970515
"61","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",17.6387791366667,"q1","own","std",-11.6464306971264,1.23413808970515
"62","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",17.6387791366667,"q1","own","adv",-11.4053160860109,1.23413808970515
"63","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",18.13967753,"q1","rent","std",-11.6464306971264,1.23413808970515
"64","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",18.13967753,"q1","rent","adv",-11.4053160860109,1.23413808970515
"65","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",27.7640823733333,"q2","own","std",-11.6464306971264,1.23413808970515
"66","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",27.7640823733333,"q2","own","adv",-11.4053160860109,1.23413808970515
"67","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",8.01437429333333,"q2","rent","std",-11.6464306971264,1.23413808970515
"68","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",8.01437429333333,"q2","rent","adv",-11.4053160860109,1.23413808970515
"69","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",27.7640823733333,"q3","own","std",-11.6464306971264,1.23413808970515
"70","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",27.7640823733333,"q3","own","adv",-11.4053160860109,1.23413808970515
"71","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",8.01437429333333,"q3","rent","std",-11.6464306971264,1.23413808970515
"72","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","electricity","electricity","electricity",8.01437429333333,"q3","rent","adv",-11.4053160860109,1.23413808970515
"73","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",50.3898751,"q1","own","std",-11.9464844337842,1.23413808970515
"74","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",50.3898751,"q1","own","adv",-11.8553966909976,1.23413808970515
"75","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",51.8208249,"q1","rent","std",-11.9464844337842,1.23413808970515
"76","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",51.8208249,"q1","rent","adv",-11.8553966909976,1.23413808970515
"77","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",79.3155032,"q2","own","std",-11.9464844337842,1.23413808970515
"78","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",79.3155032,"q2","own","adv",-11.8553966909976,1.23413808970515
"79","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",22.8951968,"q2","rent","std",-11.9464844337842,1.23413808970515
"80","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",22.8951968,"q2","rent","adv",-11.8553966909976,1.23413808970515
"81","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",79.3155032,"q3","own","std",-11.9464844337842,1.23413808970515
"82","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",79.3155032,"q3","own","adv",-11.8553966909976,1.23413808970515
"83","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",22.8951968,"q3","rent","std",-11.9464844337842,1.23413808970515
"84","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","heat_pump","electricity","electricity",22.8951968,"q3","rent","adv",-11.8553966909976,1.23413808970515
"85","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",158.68580963,"q1","own","std",-11.8231084448728,1.23413808970515
"86","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",158.68580963,"q1","own","adv",-11.6703327076305,1.23413808970515
"87","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",163.19210037,"q1","rent","std",-11.8231084448728,1.23413808970515
"88","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",163.19210037,"q1","rent","adv",-11.6703327076305,1.23413808970515
"89","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",249.77725816,"q2","own","std",-11.8231084448728,1.23413808970515
"90","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",249.77725816,"q2","own","adv",-11.6703327076305,1.23413808970515
"91","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",72.10065184,"q2","rent","std",-11.8231084448728,1.23413808970515
"92","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",72.10065184,"q2","rent","adv",-11.6703327076305,1.23413808970515
"93","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",249.77725816,"q3","own","std",-11.8231084448728,1.23413808970515
"94","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",249.77725816,"q3","own","adv",-11.6703327076305,1.23413808970515
"95","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",72.10065184,"q3","rent","std",-11.8231084448728,1.23413808970515
"96","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1960,"avg","oil","oil","electricity",72.10065184,"q3","rent","adv",-11.6703327076305,1.23413808970515
"97","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",6.58285973666667,"q1","own","std",-11.9667317185938,1.23413808970515
"98","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",6.58285973666667,"q1","own","adv",-11.8857676182119,1.23413808970515
"99","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",6.76979693,"q1","rent","std",-11.9667317185938,1.23413808970515
"100","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",6.76979693,"q1","rent","adv",-11.8857676182119,1.23413808970515
"101","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",10.3616615733333,"q2","own","std",-11.9667317185938,1.23413808970515
"102","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",10.3616615733333,"q2","own","adv",-11.8857676182119,1.23413808970515
"103","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",2.99099509333333,"q2","rent","std",-11.9667317185938,1.23413808970515
"104","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",2.99099509333333,"q2","rent","adv",-11.8857676182119,1.23413808970515
"105","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",10.3616615733333,"q3","own","std",-11.9667317185938,1.23413808970515
"106","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",10.3616615733333,"q3","own","adv",-11.8857676182119,1.23413808970515
"107","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",2.99099509333333,"q3","rent","std",-11.9667317185938,1.23413808970515
"108","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","biomass_solid","biomass_solid","electricity",2.99099509333333,"q3","rent","adv",-11.8857676182119,1.23413808970515
"109","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",11.12024604,"q1","own","std",-11.6464306971264,1.23413808970515
"110","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",11.12024604,"q1","own","adv",-11.4053160860109,1.23413808970515
"111","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",11.43603396,"q1","rent","std",-11.6464306971264,1.23413808970515
"112","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",11.43603396,"q1","rent","adv",-11.4053160860109,1.23413808970515
"113","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",17.50367328,"q2","own","std",-11.6464306971264,1.23413808970515
"114","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",17.50367328,"q2","own","adv",-11.4053160860109,1.23413808970515
"115","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",5.05260672,"q2","rent","std",-11.6464306971264,1.23413808970515
"116","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",5.05260672,"q2","rent","adv",-11.4053160860109,1.23413808970515
"117","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",17.50367328,"q3","own","std",-11.6464306971264,1.23413808970515
"118","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",17.50367328,"q3","own","adv",-11.4053160860109,1.23413808970515
"119","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",5.05260672,"q3","rent","std",-11.6464306971264,1.23413808970515
"120","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","electricity","electricity","electricity",5.05260672,"q3","rent","adv",-11.4053160860109,1.23413808970515
"121","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",31.7679471466667,"q1","own","std",-11.9464844337842,1.23413808970515
"122","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",31.7679471466667,"q1","own","adv",-11.8553966909976,1.23413808970515
"123","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",32.67007952,"q1","rent","std",-11.9464844337842,1.23413808970515
"124","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",32.67007952,"q1","rent","adv",-11.8553966909976,1.23413808970515
"125","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",50.0039086933333,"q2","own","std",-11.9464844337842,1.23413808970515
"126","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",50.0039086933333,"q2","own","adv",-11.8553966909976,1.23413808970515
"127","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",14.4341179733333,"q2","rent","std",-11.9464844337842,1.23413808970515
"128","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",14.4341179733333,"q2","rent","adv",-11.8553966909976,1.23413808970515
"129","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",50.0039086933333,"q3","own","std",-11.9464844337842,1.23413808970515
"130","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",50.0039086933333,"q3","own","adv",-11.8553966909976,1.23413808970515
"131","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",14.4341179733333,"q3","rent","std",-11.9464844337842,1.23413808970515
"132","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","heat_pump","electricity","electricity",14.4341179733333,"q3","rent","adv",-11.8553966909976,1.23413808970515
"133","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","oil","oil","electricity",100.042366813333,"q1","own","std",-11.8231084448728,1.23413808970515
"134","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","oil","oil","electricity",100.042366813333,"q1","own","adv",-11.6703327076305,1.23413808970515
"135","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","oil","oil","electricity",102.88332652,"q1","rent","std",-11.8231084448728,1.23413808970515
"136","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","oil","oil","electricity",102.88332652,"q1","rent","adv",-11.6703327076305,1.23413808970515
"137","C-WEU-CYP","rur","Zone_3A Warm Humid","perm","mfh","WEU",2020,"p2",1975,"avg","oil","oil","electricity",157.470338026667,"q2","own","std",-11.8231084448728,1.23413808970515
