region_gea,fuel_heat,bld_age_min,year,value
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
CPA,nsp,20,NA,0.05
