region_gea,fuel_heat,bld_age_min,year,value
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
SAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
PAS,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
LAC,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
MEA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
CPA,gas,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
WEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
EEU,electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
"NAM",electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
PAO,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
FSU,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
AFR,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
SAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
PAS,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
LAC,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
MEA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
CPA,electricity,20,NA,0.01
WEU,oil,20,NA,0.01
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
WEU,oil,20,NA,0.03
EEU,oil,20,NA,0.01
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
EEU,oil,20,NA,0.03
"NAM",oil,20,NA,0.01
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
"NAM",oil,20,NA,0.03
PAO,oil,20,NA,0.01
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
PAO,oil,20,NA,0.03
FSU,oil,20,NA,0.01
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
FSU,oil,20,NA,0.03
AFR,oil,20,NA,0.01
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
AFR,oil,20,NA,0.03
SAS,oil,20,NA,0.01
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
SAS,oil,20,NA,0.03
PAS,oil,20,NA,0.01
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
PAS,oil,20,NA,0.03
LAC,oil,20,NA,0.01
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
LAC,oil,20,NA,0.03
MEA,oil,20,NA,0.01
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
MEA,oil,20,NA,0.03
CPA,oil,20,NA,0.01
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
CPA,oil,20,NA,0.03
WEU,coal,20,NA,0.01
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
WEU,coal,20,NA,0.03
EEU,coal,20,NA,0.01
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
EEU,coal,20,NA,0.03
"NAM",coal,20,NA,0.01
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
"NAM",coal,20,NA,0.03
PAO,coal,20,NA,0.01
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
PAO,coal,20,NA,0.03
FSU,coal,20,NA,0.01
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
FSU,coal,20,NA,0.03
AFR,coal,20,NA,0.01
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
AFR,coal,20,NA,0.03
SAS,coal,20,NA,0.01
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
SAS,coal,20,NA,0.03
PAS,coal,20,NA,0.01
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
PAS,coal,20,NA,0.03
LAC,coal,20,NA,0.01
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
LAC,coal,20,NA,0.03
MEA,coal,20,NA,0.01
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
MEA,coal,20,NA,0.03
CPA,coal,20,NA,0.01
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
CPA,coal,20,NA,0.03
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
WEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
EEU,biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
"NAM",biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
PAO,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
FSU,biomass_solid,20,NA,0.01
