region_gea,mat,eneff,year,value
LAC,perm,s51_std,NA,1
LAC,perm,s51_std,NA,1
LAC,perm,s51_std,NA,1
LAC,perm,s51_std,NA,1
LAC,perm,s51_std,NA,1
LAC,perm,s51_std,NA,1
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
LAC,perm,s52_low,NA,0
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s51_std,NA,1
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
MEA,perm,s52_low,NA,0
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s51_std,NA,0.95
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
"NAM",perm,s52_low,NA,0.05
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s51_std,NA,0.95
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAO,perm,s52_low,NA,0.05
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s51_std,NA,1
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
PAS,perm,s52_low,NA,0
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s51_std,NA,1
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
SAS,perm,s52_low,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s51_std,NA,0
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
WEU,perm,s52_low,NA,1
