region_bld,year,urt,pop_urt
C-EEU-CZE,2070,rur,0.02201999999999993
C-EEU-CZE,2070,urb,0.9779800000000002
C-EEU-CZE,2075,rur,0.017750000000000044
C-EEU-CZE,2075,urb,0.9822500000000001
C-EEU-CZE,2080,rur,0.014309999999999939
C-EEU-CZE,2080,urb,0.9856900000000002
C-EEU-CZE,2085,rur,0.01154999999999995
C-EEU-CZE,2085,urb,0.98845
C-EEU-CZE,2090,rur,0.009319999999999995
C-EEU-CZE,2090,urb,0.99068
C-EEU-CZE,2095,rur,0.007529999999999926
C-EEU-CZE,2095,urb,0.9924700000000001
C-EEU-CZE,2100,rur,0.006089999999999927
C-EEU-CZE,2100,urb,0.9939100000000001
C-EEU-EST,2020,rur,0.26498
C-EEU-EST,2020,urb,0.73502
C-EEU-EST,2025,rur,0.22041999999999998
C-EEU-EST,2025,urb,0.7795799999999999
C-EEU-EST,2030,rur,0.18208000000000002
C-EEU-EST,2030,urb,0.81792
C-EEU-EST,2035,rur,0.1495399999999999
C-EEU-EST,2035,urb,0.8504600000000002
C-EEU-EST,2040,rur,0.12225999999999992
C-EEU-EST,2040,urb,0.8777400000000001
C-EEU-EST,2045,rur,0.09958
C-EEU-EST,2045,urb,0.90042
C-EEU-EST,2050,rur,0.08085999999999993
C-EEU-EST,2050,urb,0.9191400000000001
C-EEU-EST,2055,rur,0.06550999999999996
C-EEU-EST,2055,urb,0.93449
C-EEU-EST,2060,rur,0.052969999999999955
C-EEU-EST,2060,urb,0.9470300000000001
C-EEU-EST,2065,rur,0.04275999999999991
C-EEU-EST,2065,urb,0.9572400000000001
C-EEU-EST,2070,rur,0.03447999999999995
C-EEU-EST,2070,urb,0.96552
C-EEU-EST,2075,rur,0.02776999999999995
C-EEU-EST,2075,urb,0.97223
C-EEU-EST,2080,rur,0.02236000000000004
C-EEU-EST,2080,urb,0.97764
C-EEU-EST,2085,rur,0.01797999999999999
C-EEU-EST,2085,urb,0.98202
C-EEU-EST,2090,rur,0.014459999999999917
C-EEU-EST,2090,urb,0.9855400000000001
C-EEU-EST,2095,rur,0.011620000000000073
C-EEU-EST,2095,urb,0.9883799999999998
C-EEU-EST,2100,rur,0.00933000000000005
C-EEU-EST,2100,urb,0.9906699999999999
C-EEU-HRV,2020,rur,0.37056999999999995
C-EEU-HRV,2020,urb,0.62943
C-EEU-HRV,2025,rur,0.31027999999999994
C-EEU-HRV,2025,urb,0.68972
C-EEU-HRV,2030,rur,0.25807
C-EEU-HRV,2030,urb,0.74193
C-EEU-HRV,2035,rur,0.2136499999999999
C-EEU-HRV,2035,urb,0.7863500000000001
C-EEU-HRV,2040,rur,0.17633999999999994
C-EEU-HRV,2040,urb,0.8236600000000001
C-EEU-HRV,2045,rur,0.14524000000000004
C-EEU-HRV,2045,urb,0.85476
C-EEU-HRV,2050,rur,0.11947999999999992
C-EEU-HRV,2050,urb,0.8805200000000001
C-EEU-HRV,2055,rur,0.09820999999999991
C-EEU-HRV,2055,urb,0.9017900000000002
C-EEU-HRV,2060,rur,0.08069000000000004
C-EEU-HRV,2060,urb,0.91931
C-EEU-HRV,2065,rur,0.06628
C-EEU-HRV,2065,urb,0.93372
C-EEU-HRV,2070,rur,0.05442999999999998
C-EEU-HRV,2070,urb,0.94557
C-EEU-HRV,2075,rur,0.044699999999999955
C-EEU-HRV,2075,urb,0.9553000000000001
C-EEU-HRV,2080,rur,0.03671000000000002
C-EEU-HRV,2080,urb,0.9632899999999999
C-EEU-HRV,2085,rur,0.030150000000000003
C-EEU-HRV,2085,urb,0.96985
C-EEU-HRV,2090,rur,0.02476
C-EEU-HRV,2090,urb,0.97524
C-EEU-HRV,2095,rur,0.020340000000000018
C-EEU-HRV,2095,urb,0.9796600000000001
C-EEU-HRV,2100,rur,0.01670000000000004
C-EEU-HRV,2100,urb,0.9833
C-EEU-HUN,2020,rur,0.2260099999999999
C-EEU-HUN,2020,urb,0.7739900000000001
C-EEU-HUN,2025,rur,0.17385999999999993
C-EEU-HUN,2025,urb,0.8261400000000001
C-EEU-HUN,2030,rur,0.1345099999999999
C-EEU-HUN,2030,urb,0.8654900000000002
C-EEU-HUN,2035,rur,0.10465999999999998
C-EEU-HUN,2035,urb,0.8953400000000001
C-EEU-HUN,2040,rur,0.08187
C-EEU-HUN,2040,urb,0.91813
C-EEU-HUN,2045,rur,0.06432000000000004
C-EEU-HUN,2045,urb,0.9356800000000001
C-EEU-HUN,2050,rur,0.05071999999999998
C-EEU-HUN,2050,urb,0.9492799999999999
C-EEU-HUN,2055,rur,0.040119999999999933
C-EEU-HUN,2055,urb,0.9598800000000002
C-EEU-HUN,2060,rur,0.031810000000000005
C-EEU-HUN,2060,urb,0.96819
C-EEU-HUN,2065,rur,0.025270000000000015
C-EEU-HUN,2065,urb,0.97473
C-EEU-HUN,2070,rur,0.020109999999999958
C-EEU-HUN,2070,urb,0.97989
C-EEU-HUN,2075,rur,0.016029999999999878
C-EEU-HUN,2075,urb,0.9839700000000001
C-EEU-HUN,2080,rur,0.012780000000000012
C-EEU-HUN,2080,urb,0.98722
C-EEU-HUN,2085,rur,0.010199999999999982
C-EEU-HUN,2085,urb,0.9898
C-EEU-HUN,2090,rur,0.008149999999999989
C-EEU-HUN,2090,urb,0.99185
C-EEU-HUN,2095,rur,0.006519999999999969
C-EEU-HUN,2095,urb,0.9934800000000001
C-EEU-HUN,2100,rur,0.005209999999999935
C-EEU-HUN,2100,urb,0.9947900000000001
C-EEU-LTU,2020,rur,0.2719799999999999
C-EEU-LTU,2020,urb,0.7280200000000001
C-EEU-LTU,2025,rur,0.22641999999999995
C-EEU-LTU,2025,urb,0.77358
C-EEU-LTU,2030,rur,0.18925999999999998
C-EEU-LTU,2030,urb,0.81074
C-EEU-LTU,2035,rur,0.15891
C-EEU-LTU,2035,urb,0.84109
C-EEU-LTU,2040,rur,0.13400999999999996
C-EEU-LTU,2040,urb,0.86599
C-EEU-LTU,2045,rur,0.11346999999999996
C-EEU-LTU,2045,urb,0.8865299999999999
C-EEU-LTU,2050,rur,0.09643000000000003
C-EEU-LTU,2050,urb,0.9035699999999999
C-EEU-LTU,2055,rur,0.08221999999999996
C-EEU-LTU,2055,urb,0.91778
C-EEU-LTU,2060,rur,0.0703100000000001
C-EEU-LTU,2060,urb,0.9296899999999999
C-EEU-LTU,2065,rur,0.06027000000000004
C-EEU-LTU,2065,urb,0.93973
C-EEU-LTU,2070,rur,0.05177999999999994
C-EEU-LTU,2070,urb,0.9482200000000001
C-EEU-LTU,2075,rur,0.04457999999999995
C-EEU-LTU,2075,urb,0.95542
C-EEU-LTU,2080,rur,0.03843999999999992
C-EEU-LTU,2080,urb,0.96156
C-EEU-LTU,2085,rur,0.033190000000000046
C-EEU-LTU,2085,urb,0.96681
C-EEU-LTU,2090,rur,0.028689999999999993
C-EEU-LTU,2090,urb,0.97131
C-EEU-LTU,2095,rur,0.024839999999999973
C-EEU-LTU,2095,urb,0.97516
C-EEU-LTU,2100,rur,0.021519999999999984
C-EEU-LTU,2100,urb,0.9784800000000001
C-EEU-LVA,2020,rur,0.26688
C-EEU-LVA,2020,urb,0.73312
C-EEU-LVA,2025,rur,0.22155000000000002
C-EEU-LVA,2025,urb,0.77845
C-EEU-LVA,2030,rur,0.1834699999999999
C-EEU-LVA,2030,urb,0.8165300000000001
C-EEU-LVA,2035,rur,0.15171999999999997
C-EEU-LVA,2035,urb,0.84828
C-EEU-LVA,2040,rur,0.12537999999999994
C-EEU-LVA,2040,urb,0.8746200000000002
C-EEU-LVA,2045,rur,0.10358999999999995
C-EEU-LVA,2045,urb,0.89641
C-EEU-LVA,2050,rur,0.0855800000000001
C-EEU-LVA,2050,urb,0.91442
C-EEU-LVA,2055,rur,0.07070999999999994
C-EEU-LVA,2055,urb,0.92929
C-EEU-LVA,2060,rur,0.05842999999999998
C-EEU-LVA,2060,urb,0.94157
C-EEU-LVA,2065,rur,0.04830000000000001
C-EEU-LVA,2065,urb,0.9517
C-EEU-LVA,2070,rur,0.039939999999999976
C-EEU-LVA,2070,urb,0.96006
C-EEU-LVA,2075,rur,0.03303
C-EEU-LVA,2075,urb,0.96697
C-EEU-LVA,2080,rur,0.027320000000000007
C-EEU-LVA,2080,urb,0.97268
C-EEU-LVA,2085,rur,0.022600000000000064
C-EEU-LVA,2085,urb,0.9773999999999999
C-EEU-LVA,2090,rur,0.018700000000000043
C-EEU-LVA,2090,urb,0.9813
C-EEU-LVA,2095,rur,0.015480000000000039
C-EEU-LVA,2095,urb,0.98452
C-EEU-LVA,2100,rur,0.012809999999999986
C-EEU-LVA,2100,urb,0.98719
C-EEU-POL,2020,rur,0.32715000000000005
C-EEU-POL,2020,urb,0.67285
C-EEU-POL,2025,rur,0.2699899999999999
C-EEU-POL,2025,urb,0.73001
C-EEU-POL,2030,rur,0.22385000000000002
C-EEU-POL,2030,urb,0.77615
C-EEU-POL,2035,rur,0.18662999999999996
C-EEU-POL,2035,urb,0.81337
C-EEU-POL,2040,rur,0.15649000000000002
C-EEU-POL,2040,urb,0.84351
C-EEU-POL,2045,rur,0.13194000000000006
C-EEU-POL,2045,urb,0.8680599999999999
C-EEU-POL,2050,rur,0.11177999999999998
C-EEU-POL,2050,urb,0.88822
C-EEU-POL,2055,rur,0.09511999999999998
C-EEU-POL,2055,urb,0.90488
C-EEU-POL,2060,rur,0.08125999999999999
C-EEU-POL,2060,urb,0.91874
C-EEU-POL,2065,rur,0.06964999999999999
C-EEU-POL,2065,urb,0.93035
C-EEU-POL,2070,rur,0.05987999999999994
C-EEU-POL,2070,urb,0.9401200000000001
C-EEU-POL,2075,rur,0.05161000000000004
C-EEU-POL,2075,urb,0.94839
C-EEU-POL,2080,rur,0.04457999999999995
C-EEU-POL,2080,urb,0.95542
C-EEU-POL,2085,rur,0.03858000000000006
C-EEU-POL,2085,urb,0.9614199999999999
C-EEU-POL,2090,rur,0.03344999999999998
C-EEU-POL,2090,urb,0.96655
C-EEU-POL,2095,rur,0.029039999999999955
C-EEU-POL,2095,urb,0.97096
C-EEU-POL,2100,rur,0.02524000000000004
C-EEU-POL,2100,urb,0.97476
C-EEU-ROU,2020,rur,0.39220000023837925
C-EEU-ROU,2020,urb,0.6077999997616208
C-EEU-ROU,2025,rur,0.33110000022147273
C-EEU-ROU,2025,urb,0.6688999997785273
C-EEU-ROU,2030,rur,0.27824000020082246
C-EEU-ROU,2030,urb,0.7217599997991776
C-EEU-ROU,2035,rur,0.23325000017884442
C-EEU-ROU,2035,urb,0.7667499998211554
C-EEU-ROU,2040,rur,0.19533000015717625
C-EEU-ROU,2040,urb,0.8046699998428238
C-EEU-ROU,2045,rur,0.16356000013680808
C-EEU-ROU,2045,urb,0.836439999863192
C-EEU-ROU,2050,rur,0.13701000011823825
C-EEU-ROU,2050,urb,0.8629899998817618
C-EEU-ROU,2055,rur,0.11486000010166729
C-EEU-ROU,2055,urb,0.8851399998983327
C-EEU-ROU,2060,rur,0.09636000008707465
C-EEU-ROU,2060,urb,0.9036399999129253
C-EEU-ROU,2065,rur,0.08091000007436353
C-EEU-ROU,2065,urb,0.9190899999256366
C-EEU-ROU,2070,rur,0.06800000006337595
C-EEU-ROU,2070,urb,0.9319999999366241
C-EEU-ROU,2075,rur,0.05719000005391928
C-EEU-ROU,2075,urb,0.9428099999460808
C-EEU-ROU,2080,rur,0.04814000004582251
C-EEU-ROU,2080,urb,0.9518599999541775
C-EEU-ROU,2085,rur,0.040540000038896525
C-EEU-ROU,2085,urb,0.9594599999611034
C-EEU-ROU,2090,rur,0.03417000003300246
C-EEU-ROU,2090,urb,0.9658299999669975
C-EEU-ROU,2095,rur,0.028800000027970504
C-EEU-ROU,2095,urb,0.9711999999720295
C-EEU-ROU,2100,rur,0.02430000002370961
C-EEU-ROU,2100,urb,0.9756999999762903
C-EEU-SVK,2020,rur,0.39302
C-EEU-SVK,2020,urb,0.60698
C-EEU-SVK,2025,rur,0.33243999999999996
C-EEU-SVK,2025,urb,0.66756
C-EEU-SVK,2030,rur,0.27982999999999997
C-EEU-SVK,2030,urb,0.72017
C-EEU-SVK,2035,rur,0.23489000000000007
C-EEU-SVK,2035,urb,0.7651100000000001
C-EEU-SVK,2040,rur,0.19689999999999988
C-EEU-SVK,2040,urb,0.8031000000000001
C-EEU-SVK,2045,rur,0.16498000000000002
C-EEU-SVK,2045,urb,0.83502
C-EEU-SVK,2050,rur,0.13824999999999998
C-EEU-SVK,2050,urb,0.8617500000000001
C-EEU-SVK,2055,rur,0.11590999999999997
C-EEU-SVK,2055,urb,0.88409
C-EEU-SVK,2060,rur,0.09722999999999991
C-EEU-SVK,2060,urb,0.9027700000000001
C-EEU-SVK,2065,rur,0.08162000000000001
C-EEU-SVK,2065,urb,0.9183799999999999
C-EEU-SVK,2070,rur,0.06857
C-EEU-SVK,2070,urb,0.9314300000000001
C-EEU-SVK,2075,rur,0.05763999999999991
C-EEU-SVK,2075,urb,0.9423600000000002
C-EEU-SVK,2080,rur,0.048479999999999954
C-EEU-SVK,2080,urb,0.95152
C-EEU-SVK,2085,rur,0.04079999999999995
C-EEU-SVK,2085,urb,0.9592
C-EEU-SVK,2090,rur,0.034349999999999985
C-EEU-SVK,2090,urb,0.96565
C-EEU-SVK,2095,rur,0.028940000000000073
C-EEU-SVK,2095,urb,0.9710599999999999
C-EEU-SVK,2100,rur,0.024379999999999957
C-EEU-SVK,2100,urb,0.97562
C-EEU-SVN,2020,rur,0.39339999999999997
C-EEU-SVN,2020,urb,0.6066
C-EEU-SVN,2025,rur,0.3325
C-EEU-SVN,2025,urb,0.6675
C-EEU-SVN,2030,rur,0.27984999999999993
C-EEU-SVN,2030,urb,0.7201500000000001
C-EEU-SVN,2035,rur,0.23505
C-EEU-SVN,2035,urb,0.76495
C-EEU-SVN,2040,rur,0.1972799999999999
C-EEU-SVN,2040,urb,0.80272
C-EEU-SVN,2045,rur,0.16561000000000003
C-EEU-SVN,2045,urb,0.83439
C-EEU-SVN,2050,rur,0.13912000000000002
C-EEU-SVN,2050,urb,0.86088
C-EEU-SVN,2055,rur,0.11697000000000002
C-EEU-SVN,2055,urb,0.88303
C-EEU-SVN,2060,rur,0.09844999999999991
C-EEU-SVN,2060,urb,0.9015500000000001
C-EEU-SVN,2065,rur,0.08294999999999995
C-EEU-SVN,2065,urb,0.91705
C-EEU-SVN,2070,rur,0.06995999999999991
C-EEU-SVN,2070,urb,0.9300400000000001
C-EEU-SVN,2075,rur,0.05905000000000004
C-EEU-SVN,2075,urb,0.9409500000000001
C-EEU-SVN,2080,rur,0.04989
C-EEU-SVN,2080,urb,0.95011
C-EEU-SVN,2085,rur,0.04218
C-EEU-SVN,2085,urb,0.95782
C-EEU-SVN,2090,rur,0.035679999999999934
C-EEU-SVN,2090,urb,0.9643200000000001
C-EEU-SVN,2095,rur,0.03020999999999995
C-EEU-SVN,2095,urb,0.96979
C-EEU-SVN,2100,rur,0.025580000000000047
C-EEU-SVN,2100,urb,0.97442
C-WEU-AUT,2020,rur,0.35923000000000005
C-WEU-AUT,2020,urb,0.64077
C-WEU-AUT,2025,rur,0.30381
C-WEU-AUT,2025,urb,0.69619
C-WEU-AUT,2030,rur,0.25639999999999996
C-WEU-AUT,2030,urb,0.7436
C-WEU-AUT,2035,rur,0.21626
C-WEU-AUT,2035,urb,0.78374
C-WEU-AUT,2040,rur,0.18248999999999996
C-WEU-AUT,2040,urb,0.8175100000000001
C-WEU-AUT,2045,rur,0.15413999999999997
C-WEU-AUT,2045,urb,0.8458600000000002
C-WEU-AUT,2050,rur,0.1303700000000001
C-WEU-AUT,2050,urb,0.8696299999999999
C-WEU-AUT,2055,rur,0.1104099999999999
C-WEU-AUT,2055,urb,0.8895900000000001
C-WEU-AUT,2060,rur,0.09362999999999999
C-WEU-AUT,2060,urb,0.90637
C-WEU-AUT,2065,rur,0.07950999999999998
C-WEU-AUT,2065,urb,0.9204900000000001
C-WEU-AUT,2070,rur,0.0676
C-WEU-AUT,2070,urb,0.9324
C-WEU-AUT,2075,rur,0.05752999999999997
C-WEU-AUT,2075,urb,0.94247
C-WEU-AUT,2080,rur,0.04900999999999999
C-WEU-AUT,2080,urb,0.95099
C-WEU-AUT,2085,rur,0.041789999999999994
C-WEU-AUT,2085,urb,0.95821
C-WEU-AUT,2090,rur,0.03566000000000003
C-WEU-AUT,2090,urb,0.96434
C-WEU-AUT,2095,rur,0.030449999999999974
C-WEU-AUT,2095,urb,0.96955
C-WEU-AUT,2100,rur,0.026020000000000043
C-WEU-AUT,2100,urb,0.97398
C-WEU-BEL,2020,rur,0.02177000000000007
C-WEU-BEL,2020,urb,0.97823
C-WEU-BEL,2025,rur,0.02229999999999999
C-WEU-BEL,2025,urb,0.9777
C-WEU-BEL,2030,rur,0.022830000000000013
C-WEU-BEL,2030,urb,0.97717
C-WEU-BEL,2035,rur,0.023359999999999936
C-WEU-BEL,2035,urb,0.9766400000000001
C-WEU-BEL,2040,rur,0.023880000000000016
C-WEU-BEL,2040,urb,0.97612
C-WEU-BEL,2045,rur,0.024410000000000043
C-WEU-BEL,2045,urb,0.9755899999999998
C-WEU-BEL,2050,rur,0.0249299999999999
C-WEU-BEL,2050,urb,0.9750700000000001
C-WEU-BEL,2055,rur,0.025460000000000038
C-WEU-BEL,2055,urb,0.97454
C-WEU-BEL,2060,rur,0.025980000000000003
C-WEU-BEL,2060,urb,0.97402
C-WEU-BEL,2065,rur,0.026490000000000014
C-WEU-BEL,2065,urb,0.97351
C-WEU-BEL,2070,rur,0.027000000000000024
C-WEU-BEL,2070,urb,0.973
C-WEU-BEL,2075,rur,0.027510000000000034
C-WEU-BEL,2075,urb,0.9724900000000001
C-WEU-BEL,2080,rur,0.02800999999999998
C-WEU-BEL,2080,urb,0.97199
C-WEU-BEL,2085,rur,0.028499999999999963
C-WEU-BEL,2085,urb,0.9715
C-WEU-BEL,2090,rur,0.02898999999999996
C-WEU-BEL,2090,urb,0.9710099999999999
C-WEU-BEL,2095,rur,0.029469999999999996
C-WEU-BEL,2095,urb,0.97053
C-WEU-BEL,2100,rur,0.029950000000000036
C-WEU-BEL,2100,urb,0.97005
C-WEU-CHE,2020,rur,0.20772000000000002
C-WEU-CHE,2020,urb,0.79228
C-WEU-CHE,2025,rur,0.16359999999999994
C-WEU-CHE,2025,urb,0.8364
C-WEU-CHE,2030,rur,0.12863000000000002
C-WEU-CHE,2030,urb,0.87137
C-WEU-CHE,2035,rur,0.10105999999999991
C-WEU-CHE,2035,urb,0.89894
C-WEU-CHE,2040,rur,0.07938999999999996
C-WEU-CHE,2040,urb,0.92061
C-WEU-CHE,2045,rur,0.062379999999999984
C-WEU-CHE,2045,urb,0.9376199999999999
C-WEU-CHE,2050,rur,0.04903000000000001
C-WEU-CHE,2050,urb,0.95097
C-WEU-CHE,2055,rur,0.03854000000000002
C-WEU-CHE,2055,urb,0.96146
C-WEU-CHE,2060,rur,0.030310000000000063
C-WEU-CHE,2060,urb,0.9696899999999999
C-WEU-CHE,2065,rur,0.023839999999999972
C-WEU-CHE,2065,urb,0.9761600000000001
C-WEU-CHE,2070,rur,0.01876
C-WEU-CHE,2070,urb,0.98124
C-WEU-CHE,2075,rur,0.014759999999999995
C-WEU-CHE,2075,urb,0.9852400000000001
C-WEU-CHE,2080,rur,0.011620000000000075
C-WEU-CHE,2080,urb,0.9883799999999998
C-WEU-CHE,2085,rur,0.009149999999999991
C-WEU-CHE,2085,urb,0.9908499999999999
C-WEU-CHE,2090,rur,0.007199999999999984
C-WEU-CHE,2090,urb,0.9928
C-WEU-CHE,2095,rur,0.005669999999999953
C-WEU-CHE,2095,urb,0.9943300000000002
C-WEU-CHE,2100,rur,0.0044599999999999085
C-WEU-CHE,2100,urb,0.9955400000000001
C-WEU-CYP,2020,rur,0.2766200000000001
C-WEU-CYP,2020,urb,0.7233799999999999
C-WEU-CYP,2025,rur,0.23116
C-WEU-CYP,2025,urb,0.7688399999999999
C-WEU-CYP,2030,rur,0.19317999999999994
C-WEU-CYP,2030,urb,0.80682
C-WEU-CYP,2035,rur,0.16157
C-WEU-CYP,2035,urb,0.83843
C-WEU-CYP,2040,rur,0.13529999999999998
C-WEU-CYP,2040,urb,0.8647000000000001
C-WEU-CYP,2045,rur,0.11346999999999995
C-WEU-CYP,2045,urb,0.88653
C-WEU-CYP,2050,rur,0.09529999999999994
C-WEU-CYP,2050,urb,0.9047000000000001
C-WEU-CYP,2055,rur,0.08014999999999994
C-WEU-CYP,2055,urb,0.9198500000000002
C-WEU-CYP,2060,rur,0.06749999999999999
C-WEU-CYP,2060,urb,0.9325
C-WEU-CYP,2065,rur,0.05691000000000003
C-WEU-CYP,2065,urb,0.9430900000000001
C-WEU-CYP,2070,rur,0.04802999999999991
C-WEU-CYP,2070,urb,0.95197
C-WEU-CYP,2075,rur,0.04058000000000006
C-WEU-CYP,2075,urb,0.9594199999999998
C-WEU-CYP,2080,rur,0.03429999999999999
C-WEU-CYP,2080,urb,0.9657
C-WEU-CYP,2085,rur,0.02901999999999993
C-WEU-CYP,2085,urb,0.9709800000000001
C-WEU-CYP,2090,rur,0.024569999999999866
C-WEU-CYP,2090,urb,0.97543
C-WEU-CYP,2095,rur,0.02080999999999999
C-WEU-CYP,2095,urb,0.97919
C-WEU-CYP,2100,rur,0.01763000000000003
C-WEU-CYP,2100,urb,0.98237
C-WEU-DEU,2020,rur,0.18826999999999994
C-WEU-DEU,2020,urb,0.8117300000000001
C-WEU-DEU,2025,rur,0.15534000000000003
C-WEU-DEU,2025,urb,0.8446600000000001
C-WEU-DEU,2030,rur,0.12813999999999995
C-WEU-DEU,2030,urb,0.87186
C-WEU-DEU,2035,rur,0.1057299999999999
C-WEU-DEU,2035,urb,0.8942700000000001
C-WEU-DEU,2040,rur,0.08727999999999991
C-WEU-DEU,2040,urb,0.9127200000000001
C-WEU-DEU,2045,rur,0.07208999999999999
C-WEU-DEU,2045,urb,0.92791
C-WEU-DEU,2050,rur,0.059569999999999894
C-WEU-DEU,2050,urb,0.94043
C-WEU-DEU,2055,rur,0.049249999999999905
C-WEU-DEU,2055,urb,0.9507500000000001
C-WEU-DEU,2060,rur,0.04074
C-WEU-DEU,2060,urb,0.95926
C-WEU-DEU,2065,rur,0.03371999999999997
C-WEU-DEU,2065,urb,0.9662800000000001
C-WEU-DEU,2070,rur,0.027909999999999994
C-WEU-DEU,2070,urb,0.9720899999999999
C-WEU-DEU,2075,rur,0.02311999999999992
C-WEU-DEU,2075,urb,0.9768800000000001
C-WEU-DEU,2080,rur,0.01915
C-WEU-DEU,2080,urb,0.98085
C-WEU-DEU,2085,rur,0.01587000000000005
C-WEU-DEU,2085,urb,0.98413
C-WEU-DEU,2090,rur,0.013149999999999995
C-WEU-DEU,2090,urb,0.98685
C-WEU-DEU,2095,rur,0.010900000000000019
C-WEU-DEU,2095,urb,0.9891
C-WEU-DEU,2100,rur,0.009039999999999937
C-WEU-DEU,2100,urb,0.99096
C-WEU-DNK,2020,rur,0.11312000000000001
C-WEU-DNK,2020,urb,0.88688
C-WEU-DNK,2025,rur,0.10302999999999995
C-WEU-DNK,2025,urb,0.89697
C-WEU-DNK,2030,rur,0.09421000000000003
C-WEU-DNK,2030,urb,0.90579
C-WEU-DNK,2035,rur,0.08644000000000009
C-WEU-DNK,2035,urb,0.91356
C-WEU-DNK,2040,rur,0.07955999999999996
C-WEU-DNK,2040,urb,0.92044
C-WEU-DNK,2045,rur,0.07343999999999995
C-WEU-DNK,2045,urb,0.92656
C-WEU-DNK,2050,rur,0.06796999999999997
C-WEU-DNK,2050,urb,0.93203
C-WEU-DNK,2055,rur,0.06303999999999997
C-WEU-DNK,2055,urb,0.93696
C-WEU-DNK,2060,rur,0.058599999999999985
C-WEU-DNK,2060,urb,0.9414
C-WEU-DNK,2065,rur,0.05457999999999996
C-WEU-DNK,2065,urb,0.94542
C-WEU-DNK,2070,rur,0.05091999999999997
C-WEU-DNK,2070,urb,0.94908
C-WEU-DNK,2075,rur,0.047579999999999956
C-WEU-DNK,2075,urb,0.95242
C-WEU-DNK,2080,rur,0.044529999999999965
C-WEU-DNK,2080,urb,0.95547
C-WEU-DNK,2085,rur,0.041730000000000045
C-WEU-DNK,2085,urb,0.95827
C-WEU-DNK,2090,rur,0.03915999999999997
C-WEU-DNK,2090,urb,0.9608400000000001
C-WEU-DNK,2095,rur,0.03678999999999999
C-WEU-DNK,2095,urb,0.96321
C-WEU-DNK,2100,rur,0.034599999999999964
C-WEU-DNK,2100,urb,0.9653999999999999
C-WEU-ESP,2020,rur,0.16273999986374432
C-WEU-ESP,2020,urb,0.8372600001362558
C-WEU-ESP,2025,rur,0.13078999988631598
C-WEU-ESP,2025,urb,0.869210000113684
C-WEU-ESP,2030,rur,0.10581999990537777
C-WEU-ESP,2030,urb,0.8941800000946222
C-WEU-ESP,2035,rur,0.08611999992129662
C-WEU-ESP,2035,urb,0.9138800000787034
C-WEU-ESP,2040,rur,0.07042999993453038
C-WEU-ESP,2040,urb,0.9295700000654695
C-WEU-ESP,2045,rur,0.05784999994549659
C-WEU-ESP,2045,urb,0.9421500000545034
C-WEU-ESP,2050,rur,0.04767999995459332
C-WEU-ESP,2050,urb,0.9523200000454067
