region_bld,urt,inc_cl,region_gea,clim,arch,mat,year,yr_con,bld_age,n_units_arch
R32MEA-M,rur,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1995,p3,6724103.331009998
R32MEA-M,rur,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2000,p3,6949452.56275001
R32MEA-M,rur,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2005,p3,7128801.141899995
R32MEA-M,rur,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2010,p3,7488948.682220002
R32MEA-M,rur,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2015,p3,6599747.144189993
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1945,p1,4003473.2907800004
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1960,p2,802386.9315400007
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1965,p2,721797.9200500002
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1970,p2,598196.9017299993
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1975,p2,731127.9944500012
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1980,p2,1075635.3262799983
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1985,p2,1349877.3500400016
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1990,p2,1372068.5961699993
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1995,p3,1348194.1246300004
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2000,p3,1393377.0278799993
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2005,p3,1429336.722240001
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2010,p3,1501546.9150500004
R32MEA-M,rur,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2015,p3,1323260.49823
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1945,p1,12818869.319620002
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1960,p2,2569192.416699996
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1965,p2,2311151.4777800012
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1970,p2,1915388.8020799998
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1975,p2,2341025.788339999
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1980,p2,3444116.566240001
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1985,p2,4322222.253220004
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1990,p2,4393277.22566
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1995,p3,4316832.671519999
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2000,p3,4461505.481920004
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2005,p3,4576646.158339998
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2010,p3,4807858.647519995
R32MEA-M,rur,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2015,p3,4236996.77022
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1945,p1,5084088.326510002
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1960,p2,1018966.7160499986
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1965,p2,916625.16841
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1970,p2,759661.8396500013
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1975,p2,928473.6107099983
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1980,p2,1365970.14858
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1985,p2,1714235.4098300012
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1990,p2,1742416.5034299993
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1995,p3,1712097.8492700018
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2000,p3,1769476.4938599977
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2005,p3,1815142.406710001
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2010,p3,1906843.5301000013
R32MEA-M,rur,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2015,p3,1680434.1538799978
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1945,p1,2473872.5016199993
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1960,p2,495820.2094600006
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1965,p2,446021.7157599997
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1970,p2,369644.7455099995
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1975,p2,451787.06319000054
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1980,p2,664669.0166899996
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1985,p2,834131.8186200002
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1990,p2,847844.4899900005
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1995,p3,833091.7005200008
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2000,p3,861011.6424899999
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2005,p3,883232.2725700003
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2010,p3,927853.2297199997
R32MEA-M,rur,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2015,p3,817684.4258300001
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1945,p1,3563205.2242300003
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1960,p2,714147.2163399996
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1965,p2,642420.7014100007
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1970,p2,532412.2756599992
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1975,p2,650724.73329
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1980,p2,957346.0681800004
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1985,p2,1201429.2781099994
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1990,p2,1221180.1190399993
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1995,p3,1199931.1595800014
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2000,p3,1240145.2300400003
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2005,p3,1272150.3819099988
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2010,p3,1336419.5096100015
R32MEA-M,rur,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2015,p3,1177739.5221199992
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1945,p1,2826855.5634999997
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1960,p2,566566.0282199999
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1965,p2,509662.06537000026
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1970,p2,422387.29145000014
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1975,p2,516250.0380499997
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1980,p2,759506.9295200006
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1985,p2,953149.4329799998
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1990,p2,968818.6889000004
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1995,p3,951960.9062099996
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2000,p3,983864.5889000007
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2005,p3,1009255.7567099995
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2010,p3,1060243.4292400004
R32MEA-M,rur,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2015,p3,934355.2534799993
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1945,p1,1088481.9875400001
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1960,p2,218156.50026999987
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1965,p2,196245.60414999985
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1970,p2,162640.41377
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1975,p2,198782.30595000007
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1980,p2,292448.4798
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1985,p2,367010.61160000024
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1990,p2,373044.06551999983
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1995,p3,366552.96882000007
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2000,p3,378837.49597
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2005,p3,388614.3763899999
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2010,p3,408247.20233000047
R32MEA-M,rur,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2015,p3,359773.9044299993
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1945,p1,243257.41242000007
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1960,p2,72749.16332000004
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1965,p2,147577.7593599999
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1970,p2,163030.28960999995
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1975,p2,207344.20817999993
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1980,p2,258292.8329600001
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1985,p2,354439.1973199999
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1990,p2,420592.62413
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,1995,p3,487497.79962
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,2000,p3,546109.0290699998
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,2005,p3,582786.6591600003
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,2010,p3,678651.3754199999
R32MEA-M,urb,ns,MEA,Zone_0A Extremely hot Humid,comm,perm,2015,2015,p3,779190.7312999998
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1945,p1,4800560.149560001
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1960,p2,1435667.3898600002
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1965,p2,2912371.3166900002
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1970,p2,3217319.0679400023
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1975,p2,4091831.50068
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1980,p2,5097276.45441
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1985,p2,6994675.595160002
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1990,p2,8300179.511069997
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,1995,p3,9620518.801259998
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,2000,p3,10777181.324290002
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,2005,p3,11500995.524209995
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,2010,p3,13392836.484460007
R32MEA-M,urb,ns,MEA,Zone_0B Extremely hot Dry,comm,perm,2015,2015,p3,15376929.056979997
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1945,p1,4157724.453829999
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1960,p2,1243419.357000001
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1965,p2,2522380.110819999
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1970,p2,2786492.773310002
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1975,p2,3543900.5785499993
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1980,p2,4414707.930359999
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1985,p2,6058029.242979999
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1990,p2,7188715.118530003
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,1995,p3,8332249.785970003
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,2000,p3,9334025.392789995
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,2005,p3,9960914.735960003
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,2010,p3,11599422.15555
R32MEA-M,urb,ns,MEA,Zone_1B Very hot Dry,comm,perm,2015,2015,p3,13317827.914579997
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1945,p1,1714702.2540499999
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1960,p2,512803.09646000026
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1965,p2,1040263.9495700002
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1970,p2,1149187.6126499996
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1975,p2,1461552.9185599997
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1980,p2,1820685.7436200008
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1985,p2,2498413.8591399994
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1990,p2,2964724.130760001
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,1995,p3,3436333.4193499987
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,2000,p3,3849479.3384700003
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,2005,p3,4108017.05107
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,2010,p3,4783759.85144
R32MEA-M,urb,ns,MEA,Zone_2A Hot Humid,comm,perm,2015,2015,p3,5492453.816339998
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1945,p1,3900105.73554
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1960,p2,1166375.2660300003
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1965,p2,2366089.7316699987
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1970,p2,2613837.585400001
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1975,p2,3324315.28975
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1980,p2,4141166.138129999
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1985,p2,5682664.84678
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1990,p2,6743291.763569998
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,1995,p3,7815971.342200005
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2000,p3,8755675.45998
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2005,p3,9343721.81804
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2010,p3,10880704.909560006
R32MEA-M,urb,ns,MEA,Zone_2B Hot Dry,comm,perm,2015,2015,p3,12492635.721969998
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1945,p1,4194167.26989
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1960,p2,1254318.035680001
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1965,p2,2544488.9916199986
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1970,p2,2810916.624540001
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1975,p2,3574963.174979999
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1980,p2,4453403.228890002
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1985,p2,6111128.395559996
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1990,p2,7251724.831040002
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,1995,p3,8405282.679159999
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2000,p3,9415838.936200008
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2005,p3,10048223.018969998
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2010,p3,11701092.098399997
R32MEA-M,urb,ns,MEA,Zone_3A Warm Humid,comm,perm,2015,2015,p3,13434559.833160006
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1945,p1,3003358.49568
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1960,p2,898191.8188600003
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1965,p2,1822057.19001
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1970,p2,2012840.6384000003
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1975,p2,2559958.9459799994
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1980,p2,3188992.1316100005
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1985,p2,4376055.651609997
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1990,p2,5192813.728800004
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,1995,p3,6018853.211849997
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2000,p3,6742492.142949998
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2005,p3,7195329.615850002
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2010,p3,8378915.789860005
R32MEA-M,urb,ns,MEA,Zone_3B Warm Dry,comm,perm,2015,2015,p3,9620217.033479992
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1945,p1,713781.2943500001
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1960,p2,213465.19903999983
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1965,p2,433032.0011300001
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1970,p2,478373.79331
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1975,p2,608402.4975899999
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1980,p2,757899.1767599998
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1985,p2,1040017.9238500006
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1990,p2,1234129.4953799997
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,1995,p3,1430446.8954800002
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2000,p3,1602427.6742099992
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2005,p3,1710049.49756
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2010,p3,1991341.8149899999
R32MEA-M,urb,ns,MEA,Zone_3C Warm Marine,comm,perm,2015,2015,p3,2286350.7556800013
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1945,p1,4768220.37252
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1960,p2,1425995.7761600013
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1965,p2,2892751.6397799994
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1970,p2,3195645.059469999
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1975,p2,4064266.1927999975
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1980,p2,5062937.798270001
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1985,p2,6947554.792070001
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1990,p2,8244263.962349998
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,1995,p3,9555708.565880004
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2000,p3,10704579.038189998
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2005,p3,11423517.142610006
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2010,p3,13302613.399530001
R32MEA-M,urb,ns,MEA,Zone_4A Mixed Humid,comm,perm,2015,2015,p3,15273339.800289996
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1945,p1,2011102.70213
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1960,p2,601445.3474500002
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1965,p2,1220082.1658599998
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1970,p2,1347834.1838100003
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1975,p2,1714194.412999999
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1980,p2,2135406.313330001
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1985,p2,2930285.331639999
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1990,p2,3477201.185440002
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,1995,p3,4030332.03506
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2000,p3,4514893.638919998
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2005,p3,4818121.73066
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2010,p3,5610672.255740001
R32MEA-M,urb,ns,MEA,Zone_4B Mixed Dry,comm,perm,2015,2015,p3,6441869.826300001
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1945,p1,1086087.5444400003
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1960,p2,324808.02687999996
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1965,p2,658900.2352399998
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1970,p2,727892.1745299995
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1975,p2,925743.4733400003
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1980,p2,1153217.1861599996
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1985,p2,1582488.2523400008
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1990,p2,1877847.85583
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,1995,p3,2176563.8416299997
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2000,p3,2438249.29504
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2005,p3,2602006.3489199993
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2010,p3,3030019.9221299984
R32MEA-M,urb,ns,MEA,Zone_5A Cool Humid,comm,perm,2015,2015,p3,3478904.6695100004
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1945,p1,462106.8800800001
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1960,p2,138198.82633
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1965,p2,280347.87210000004
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1970,p2,309702.45769
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1975,p2,393883.9280800001
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1980,p2,490669.09818
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1985,p2,673314.6998899996
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1990,p2,798983.8557400005
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,1995,p3,926081.0799999997
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2000,p3,1037422.6095799997
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2005,p3,1107097.7123299998
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2010,p3,1289208.2778600003
R32MEA-M,urb,ns,MEA,Zone_5B Cool Dry,comm,perm,2015,2015,p3,1480199.0789400006
R32MEX,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1945,p1,3361034.360199999
R32MEX,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1960,p2,1685666.5458600002
R32MEX,rur,ns,LAC,Zone_0A Extremely hot Humid,comm,perm,2015,1965,p2,493758.45486999967
