Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP3,R12_EEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.075,0.077,0.08,0.082,0.083,0.083
MESSAGEix-Buildings,SSP3,R12_EEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,8.124,3.362,3.525,3.904,4.172,4.552
MESSAGEix-Buildings,SSP3,R12_EEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.042,0.012,0.013,0.015,0.017,0.019
MESSAGEix-Buildings,SSP3,R12_EEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.023,0.024,0.026,0.027,0.027,0.028
MESSAGEix-Buildings,SSP3,R12_EEU,Materials Demand|Iron and Steel|Residential,Mt/yr,1.748,1.34,1.341,1.407,1.447,1.525
MESSAGEix-Buildings,SSP3,R12_EEU,Total Scrap|Iron and Steel|Residential,Mt/yr,2.013,2.026,2.031,2.024,2.008,1.984
MESSAGEix-Buildings,SSP3,R12_FSU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.26,0.241,0.244,0.259,0.27,0.278
MESSAGEix-Buildings,SSP3,R12_FSU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.168,0.168,0.171,0.173,0.176,0.178
MESSAGEix-Buildings,SSP3,R12_FSU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,12.336,12.902,13.112,13.96,14.6,15.112
MESSAGEix-Buildings,SSP3,R12_FSU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.103,0.08,0.081,0.085,0.088,0.091
MESSAGEix-Buildings,SSP3,R12_FSU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.053,0.053,0.054,0.054,0.055,0.056
MESSAGEix-Buildings,SSP3,R12_FSU,Materials Demand|Iron and Steel|Residential,Mt/yr,4.995,6.204,6.317,6.739,7.075,7.355
MESSAGEix-Buildings,SSP3,R12_FSU,Total Scrap|Iron and Steel|Residential,Mt/yr,4.598,4.603,4.695,4.785,4.874,4.962
MESSAGEix-Buildings,SSP3,R12_LAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.523,0.543,0.575,0.61,0.616,0.64
MESSAGEix-Buildings,SSP3,R12_LAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.23,0.257,0.284,0.31,0.336,0.361
MESSAGEix-Buildings,SSP3,R12_LAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,22.335,25.799,27.395,29.252,29.675,31.004
MESSAGEix-Buildings,SSP3,R12_LAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.245,0.25,0.264,0.28,0.283,0.293
MESSAGEix-Buildings,SSP3,R12_LAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.106,0.118,0.131,0.143,0.154,0.166
MESSAGEix-Buildings,SSP3,R12_LAM,Materials Demand|Iron and Steel|Residential,Mt/yr,6.795,7.765,8.243,8.797,8.921,9.315
MESSAGEix-Buildings,SSP3,R12_LAM,Total Scrap|Iron and Steel|Residential,Mt/yr,3.233,3.635,4.037,4.43,4.811,5.176
MESSAGEix-Buildings,SSP3,R12_MEA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.35,0.35,0.383,0.424,0.464,0.48
MESSAGEix-Buildings,SSP3,R12_MEA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.094,0.106,0.12,0.136,0.153,0.171
MESSAGEix-Buildings,SSP3,R12_MEA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,51.251,52.339,57.297,63.389,69.635,71.968
MESSAGEix-Buildings,SSP3,R12_MEA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.329,0.321,0.351,0.388,0.424,0.44
MESSAGEix-Buildings,SSP3,R12_MEA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.087,0.098,0.11,0.125,0.141,0.157
MESSAGEix-Buildings,SSP3,R12_MEA,Materials Demand|Iron and Steel|Residential,Mt/yr,20.811,21.137,23.141,25.6,28.104,29.054
MESSAGEix-Buildings,SSP3,R12_MEA,Total Scrap|Iron and Steel|Residential,Mt/yr,5.649,6.398,7.268,8.225,9.28,10.337
MESSAGEix-Buildings,SSP3,R12_NAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.779,0.875,0.986,1.08,1.124,1.187
MESSAGEix-Buildings,SSP3,R12_NAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.38,0.458,0.535,0.609,0.677,0.737
MESSAGEix-Buildings,SSP3,R12_NAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,20.7,25.106,28.221,30.828,32.053,33.822
MESSAGEix-Buildings,SSP3,R12_NAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.208,0.225,0.254,0.279,0.29,0.307
MESSAGEix-Buildings,SSP3,R12_NAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.099,0.119,0.139,0.158,0.176,0.192
MESSAGEix-Buildings,SSP3,R12_NAM,Materials Demand|Iron and Steel|Residential,Mt/yr,5.321,6.673,7.492,8.178,8.498,8.964
MESSAGEix-Buildings,SSP3,R12_NAM,Total Scrap|Iron and Steel|Residential,Mt/yr,2.835,3.407,3.973,4.512,5.008,5.453
MESSAGEix-Buildings,SSP3,R12_PAO,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.043,0.039,0.041,0.044,0.046,0.049
MESSAGEix-Buildings,SSP3,R12_PAO,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.049,0.053,0.057,0.06,0.062,0.063
MESSAGEix-Buildings,SSP3,R12_PAO,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,2.637,2.848,3.045,3.277,3.376,3.613
MESSAGEix-Buildings,SSP3,R12_PAO,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.028,0.021,0.023,0.024,0.025,0.027
MESSAGEix-Buildings,SSP3,R12_PAO,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.027,0.029,0.031,0.032,0.033,0.034
MESSAGEix-Buildings,SSP3,R12_PAO,Materials Demand|Iron and Steel|Residential,Mt/yr,1.337,1.53,1.636,1.761,1.814,1.94
MESSAGEix-Buildings,SSP3,R12_PAO,Total Scrap|Iron and Steel|Residential,Mt/yr,1.968,2.142,2.291,2.41,2.499,2.56
MESSAGEix-Buildings,SSP3,R12_PAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.695,0.683,0.724,0.751,0.758,0.766
MESSAGEix-Buildings,SSP3,R12_PAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.382,0.415,0.447,0.475,0.5,0.523
MESSAGEix-Buildings,SSP3,R12_PAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,32.743,37.134,39.596,41.287,41.889,42.472
MESSAGEix-Buildings,SSP3,R12_PAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.281,0.269,0.285,0.295,0.298,0.3
MESSAGEix-Buildings,SSP3,R12_PAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.151,0.164,0.176,0.187,0.197,0.206
MESSAGEix-Buildings,SSP3,R12_PAS,Materials Demand|Iron and Steel|Residential,Mt/yr,8.934,9.941,10.597,11.047,11.205,11.358
MESSAGEix-Buildings,SSP3,R12_PAS,Total Scrap|Iron and Steel|Residential,Mt/yr,5.52,6.044,6.514,6.92,7.276,7.592
MESSAGEix-Buildings,SSP3,R12_RCPA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.347,0.293,0.296,0.304,0.304,0.304
MESSAGEix-Buildings,SSP3,R12_RCPA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.183,0.194,0.204,0.213,0.22,0.225
MESSAGEix-Buildings,SSP3,R12_RCPA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,20.344,17.808,18.04,18.583,18.609,18.693
MESSAGEix-Buildings,SSP3,R12_RCPA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.085,0.065,0.066,0.067,0.066,0.066
MESSAGEix-Buildings,SSP3,R12_RCPA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.041,0.043,0.045,0.048,0.049,0.05
MESSAGEix-Buildings,SSP3,R12_RCPA,Materials Demand|Iron and Steel|Residential,Mt/yr,10.453,10.144,10.329,10.704,10.789,10.905
MESSAGEix-Buildings,SSP3,R12_RCPA,Total Scrap|Iron and Steel|Residential,Mt/yr,6.372,6.78,7.139,7.415,7.616,7.767
MESSAGEix-Buildings,SSP3,R12_SAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.823,1.786,1.936,2.072,2.161,2.268
MESSAGEix-Buildings,SSP3,R12_SAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.661,0.741,0.83,0.923,1.02,1.118
MESSAGEix-Buildings,SSP3,R12_SAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,77.549,83.597,90.916,97.686,102.756,108.552
MESSAGEix-Buildings,SSP3,R12_SAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.881,0.827,0.895,0.956,0.993,1.039
MESSAGEix-Buildings,SSP3,R12_SAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.307,0.344,0.385,0.427,0.472,0.517
MESSAGEix-Buildings,SSP3,R12_SAS,Materials Demand|Iron and Steel|Residential,Mt/yr,19.36,23.002,25.094,27.058,28.674,30.471
MESSAGEix-Buildings,SSP3,R12_SAS,Total Scrap|Iron and Steel|Residential,Mt/yr,8.433,9.486,10.666,11.895,13.171,14.454
MESSAGEix-Buildings,SSP3,R12_WEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.194,0.182,0.198,0.215,0.224,0.232
MESSAGEix-Buildings,SSP3,R12_WEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.134,0.147,0.158,0.168,0.176,0.183
MESSAGEix-Buildings,SSP3,R12_WEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,34.805,28.467,31.045,33.813,35.175,36.328
MESSAGEix-Buildings,SSP3,R12_WEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.313,0.198,0.216,0.235,0.244,0.251
MESSAGEix-Buildings,SSP3,R12_WEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.155,0.169,0.182,0.193,0.202,0.21
MESSAGEix-Buildings,SSP3,R12_WEU,Materials Demand|Iron and Steel|Residential,Mt/yr,10.111,10.792,11.757,12.798,13.338,13.813
MESSAGEix-Buildings,SSP3,R12_WEU,Total Scrap|Iron and Steel|Residential,Mt/yr,7.872,8.6,9.259,9.836,10.324,10.718
