Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Cooling,EJ/yr,0.02771,0.03687,0.04837,0.06112,0.07631,0.08783
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Electricity,EJ/yr,0.07824,0.08962,0.10008,0.11017,0.12192,0.12995
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Heat,EJ/yr,0.01322,0.01757,0.02161,0.02527,0.02839,0.03085
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Heating|Space,EJ/yr,0.07042,0.06942,0.06489,0.05907,0.05308,0.04745
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Heating|Water,EJ/yr,0.09232,0.09524,0.09387,0.09004,0.08565,0.08028
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.04594,0.04395,0.0399,0.03472,0.03006,0.02513
MESSAGEix-Buildings,SSP1_LED,R12_RCPA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.05305,0.05038,0.04554,0.04007,0.03467,0.02962
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Cooling,EJ/yr,0.2708,0.33422,0.45098,0.60112,0.78632,0.94914
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Electricity,EJ/yr,0.37453,0.46997,0.6191,0.80403,1.02599,1.2269
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Heating|Space,EJ/yr,0.47898,0.49749,0.49156,0.45993,0.41347,0.3589
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Heating|Water,EJ/yr,0.60054,0.60693,0.6131,0.60877,0.6081,0.61292
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP1_LED,R12_SAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.9758,0.96867,0.93654,0.86579,0.7819,0.69405
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Cooling,EJ/yr,0.03517,0.03767,0.03992,0.04163,0.04201,0.04212
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Electricity,EJ/yr,1.86777,2.17076,2.3211399999999998,2.37959,2.38666,2.36188
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Gases,EJ/yr,3.66349,2.43525,1.62992,1.10176,0.75129,0.52252
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Heat,EJ/yr,0.84741,0.8507,0.84902,0.84344,0.83544,0.82526
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Heating|Space,EJ/yr,6.29477,4.62738,3.50337,2.73664,2.20646,1.83352
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Heating|Water,EJ/yr,2.55758,2.43202,2.34287,2.27658,2.22631,2.18341
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Liquids,EJ/yr,1.5896,1.06028,0.71464,0.48546,0.33492,0.23295
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.52005,0.30608,0.18126,0.10858,0.06528,0.0397
MESSAGEix-Buildings,SSP1_LED,R12_WEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.39919,0.274,0.19016,0.13602,0.10119,0.07674
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.087,1.895,1.757,1.897,2.668,3.025
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.357,0.444,0.541,0.644,0.739,0.83
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,67.312,114.159,108.345,117.464,165.241,187.37
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.509,0.894,0.823,0.887,1.248,1.416
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.181,0.225,0.273,0.323,0.368,0.411
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Materials Demand|Iron and Steel|Residential,Mt/yr,15.806,26.562,25.404,27.583,38.802,43.998
MESSAGEix-Buildings,SSP1_LED,R12_AFR,Total Scrap|Iron and Steel|Residential,Mt/yr,3.368,4.242,5.307,6.547,7.811,9.171
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,4.928,3.071,2.698,2.337,1.977,1.588
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,2.094,1.94,1.962,1.986,1.983,1.933
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,345.894,215.621,189.482,164.197,138.913,111.572
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.627,0.389,0.341,0.294,0.248,0.199
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.402,0.341,0.317,0.297,0.28,0.262
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Materials Demand|Iron and Steel|Residential,Mt/yr,265.314,165.76,145.927,126.678,107.31,86.261
MESSAGEix-Buildings,SSP1_LED,R12_CHN,Total Scrap|Iron and Steel|Residential,Mt/yr,85.612,85.669,92.201,98.01,101.173,100.822
