Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP4,R12_AFR,Energy Service|Residential|Renovation rate,%/yr,0.015,0.008,0.017,0.013,0.013,0.017
MESSAGEix-Buildings,SSP4,R12_CHN,Energy Service|Residential|Renovation rate,%/yr,0.196,0.133,0.086,0.055999999999999994,0.025,0.023
MESSAGEix-Buildings,SSP4,R12_EEU,Energy Service|Residential|Renovation rate,%/yr,0.701,0.75,0.522,0.40499999999999997,0.305,0.22200000000000003
MESSAGEix-Buildings,SSP4,R12_FSU,Energy Service|Residential|Renovation rate,%/yr,0.468,0.457,0.27899999999999997,0.155,0.059000000000000004,0.011000000000000001
MESSAGEix-Buildings,SSP4,R12_LAM,Energy Service|Residential|Renovation rate,%/yr,0.095,0.08499999999999999,0.08,0.067,0.055999999999999994,0.052
MESSAGEix-Buildings,SSP4,R12_MEA,Energy Service|Residential|Renovation rate,%/yr,0.135,0.132,0.11100000000000002,0.108,0.098,0.105
MESSAGEix-Buildings,SSP4,R12_NAM,Energy Service|Residential|Renovation rate,%/yr,1.2149999999999999,1.548,1.279,0.9530000000000001,0.726,0.542
MESSAGEix-Buildings,SSP4,R12_PAO,Energy Service|Residential|Renovation rate,%/yr,0.607,0.831,0.718,0.636,0.524,0.46299999999999997
MESSAGEix-Buildings,SSP4,R12_PAS,Energy Service|Residential|Renovation rate,%/yr,0.055999999999999994,0.043,0.033,0.03,0.013,0.016
MESSAGEix-Buildings,SSP4,R12_RCPA,Energy Service|Residential|Renovation rate,%/yr,0.009000000000000001,0.006999999999999999,0.005,0.004,0.003,0.002
MESSAGEix-Buildings,SSP4,R12_SAS,Energy Service|Residential|Renovation rate,%/yr,0.022000000000000002,0.017,0.016,0.013999999999999999,0.011000000000000001,0.008
MESSAGEix-Buildings,SSP4,R12_WEU,Energy Service|Residential|Renovation rate,%/yr,0.9490000000000001,1.039,0.8210000000000001,0.6479999999999999,0.543,0.363
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Cooling,EJ/yr,0.00852,0.02073,0.03641,0.06018,0.09619,0.1461
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Electricity,EJ/yr,0.20644,0.23168,0.26151,0.30363,0.36175999999999997,0.43963
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Gases,EJ/yr,0.0446,0.10091,0.16691,0.24066,0.32469,0.41974
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Heating|Space,EJ/yr,0.15682,0.16838,0.18009,0.19303,0.20695,0.22128
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Heating|Water,EJ/yr,1.45664,1.50962,1.57061,1.65358,1.75975,1.88877
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Liquids,EJ/yr,0.16975,0.18461,0.19918,0.21804,0.24092,0.26764
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Solids|Biomass,EJ/yr,0.97749,0.96151,0.94293,0.93023,0.92248,0.9159
MESSAGEix-Buildings,SSP4,R12_AFR,Final Energy|Residential|Solids|Fossil,EJ/yr,0.22369,0.22002,0.21657,0.21422,0.21304,0.21325
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Cooling,EJ/yr,0.35991,0.3617,0.34981,0.33663,0.32138,0.30189
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Electricity,EJ/yr,3.0670900000000003,2.99475,2.81734,2.66411,2.51113,2.36545
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Gases,EJ/yr,0.4082,0.75726,1.02638,1.22115,1.36827,1.48392
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Heat,EJ/yr,1.13317,1.34432,1.51066,1.62755,1.70195,1.73465
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Heating|Space,EJ/yr,3.90508,3.56669,3.23996,2.97879,2.75186,2.54391
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Heating|Water,EJ/yr,6.36385,6.67557,6.74957,6.68768,6.53216,6.27807
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Liquids,EJ/yr,0.25075,0.44788,0.65823,0.8373,0.94042,0.95163
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Solids|Biomass,EJ/yr,2.30175,1.95877,1.61863,1.31157,1.0625,0.83731
MESSAGEix-Buildings,SSP4,R12_CHN,Final Energy|Residential|Solids|Fossil,EJ/yr,3.46788,3.10098,2.7081,2.34143,2.02113,1.75091
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Cooling,EJ/yr,0.00161,0.00175,0.00183,0.00187,0.00189,0.00189
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Electricity,EJ/yr,0.13379,0.15492,0.16935,0.17993,0.18712,0.19111
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Gases,EJ/yr,0.39082,0.32695,0.27687,0.23546,0.20082,0.1746
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Heat,EJ/yr,0.36879,0.38944,0.40526,0.41617,0.42296,0.42661
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Heating|Space,EJ/yr,1.20988,1.05126,0.92355,0.81891,0.73393,0.66457
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Heating|Water,EJ/yr,0.39008,0.40531,0.41497,0.41773,0.41494,0.40852
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Liquids,EJ/yr,0.05014,0.04062,0.03308,0.02679,0.02161,0.01734
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.27827,0.2174,0.16924,0.13127,0.10187,0.07899
MESSAGEix-Buildings,SSP4,R12_EEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.37975,0.32899,0.28656,0.2489,0.21639,0.18632
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Cooling,EJ/yr,0.00622,0.00806,0.01003,0.01204,0.01364,0.01498
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Electricity,EJ/yr,0.21576,0.25926,0.28297,0.29338,0.29296,0.28806
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Gases,EJ/yr,1.25504,0.97672,0.76656,0.61045,0.49356,0.40388
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Heat,EJ/yr,3.05007,3.19198,3.3109,3.41517,3.51015,3.59548
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Heating|Space,EJ/yr,3.81493,3.5745,3.39487,3.26568,3.1808,3.12247
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Heating|Water,EJ/yr,1.4768,1.46006,1.44328,1.4285,1.41675,1.40549
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Liquids,EJ/yr,0.31536,0.24111,0.18485,0.14181,0.10905,0.08379
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.27165,0.21992,0.17932,0.14783,0.12607,0.10783
MESSAGEix-Buildings,SSP4,R12_FSU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.19007,0.15364,0.12358,0.09756,0.0794,0.0639
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Cooling,EJ/yr,0.14282,0.2097,0.28106,0.33994,0.36935,0.3929
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Electricity,EJ/yr,0.38674,0.47772,0.5739799999999999,0.65822,0.7130799999999999,0.76282
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Gases,EJ/yr,0.19315,0.26319,0.34426,0.43205,0.52505,0.62369
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Heating|Space,EJ/yr,0.33062,0.36121,0.39252,0.42402,0.45468,0.48442
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Heating|Water,EJ/yr,0.7102,0.80766,0.91167,1.02409,1.14115,1.26289
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Liquids,EJ/yr,0.57209,0.60665,0.63674,0.66822,0.69841,0.72608
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.02637,0.0255,0.02457,0.02371,0.02266,0.02158
MESSAGEix-Buildings,SSP4,R12_LAM,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00529,0.00551,0.0057,0.00586,0.00597,0.00603
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Cooling,EJ/yr,0.38773,0.48502,0.58597,0.68571,0.74188,0.83048
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Electricity,EJ/yr,0.67061,0.79329,0.9146,1.03723,1.1114199999999999,1.22449
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Gases,EJ/yr,0.45949,0.58115000000000006,0.69976,0.83649,0.97831,1.12316
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Heating|Space,EJ/yr,0.51303,0.57454,0.63716,0.70019,0.76067,0.81441
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Heating|Water,EJ/yr,0.81048,0.92213,1.04206,1.17134,1.29232,1.42484
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Liquids,EJ/yr,0.56633,0.59252,0.63643,0.66963,0.69189,0.70973
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.01368,0.01358,0.01326,0.01277,0.01216,0.01131
MESSAGEix-Buildings,SSP4,R12_MEA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00112,0.00113,0.00113,0.00112,0.00108,0.00105
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Cooling,EJ/yr,0.78809,0.76493,0.74419,0.72273,0.70238,0.68992
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Electricity,EJ/yr,2.11125,2.28786,2.4223500000000002,2.50007,2.54368,2.56857
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Gases,EJ/yr,5.62106,4.72063,3.97775,3.39166,2.91238,2.51733
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Heating|Space,EJ/yr,6.63897,5.66872,4.86938,4.20557,3.64914,3.17902
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Heating|Water,EJ/yr,1.92696,1.90076,1.87522,1.85096,1.82792,1.80545
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Liquids,EJ/yr,1.37252,1.13393,0.93771,0.77361,0.63695,0.52244
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_NAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.24919,0.19199,0.15099,0.11393,0.08643,0.06604
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Cooling,EJ/yr,0.06728,0.0644,0.06147,0.05857,0.05582,0.05322
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Electricity,EJ/yr,0.20501,0.23002,0.25015,0.26656,0.27931,0.29013
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Gases,EJ/yr,0.40395,0.37528,0.34616,0.31908,0.29504,0.27236
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Heat,EJ/yr,0.08246,0.08338,0.08354,0.08314,0.0825,0.08165
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Heating|Space,EJ/yr,0.43841,0.39523,0.35553,0.31886,0.28631,0.25699
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Heating|Water,EJ/yr,0.72529,0.72701,0.7203,0.70778,0.69385,0.67783
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Liquids,EJ/yr,0.48353,0.44482,0.40746,0.36971,0.33549,0.30318
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Solids|Biomass,EJ/yr,0.01248,0.01161,0.01069,0.00975,0.00884,0.00797
MESSAGEix-Buildings,SSP4,R12_PAO,Final Energy|Residential|Solids|Fossil,EJ/yr,0.04355,0.04152,0.03929,0.03697,0.0348,0.03275
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Cooling,EJ/yr,0.10482,0.14801,0.194,0.23741,0.26709,0.29755
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Electricity,EJ/yr,0.17282,0.22552,0.28052,0.33295,0.36985,0.40717
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Heating|Space,EJ/yr,0.45271,0.41757,0.38566,0.35633,0.33183,0.31054
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Heating|Water,EJ/yr,0.22735,0.24515,0.26042,0.27365,0.28582,0.29487
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_PAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.61206,0.58521,0.55957,0.53444,0.51488,0.4958
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Cooling,EJ/yr,0.02066,0.02731,0.03273,0.03822,0.04513,0.05153
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Electricity,EJ/yr,0.05986,0.06631000000000001,0.07084,0.07533,0.08131,0.08688
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Gases,EJ/yr,0.00352,0.00697,0.00934,0.01121,0.01349,0.01726
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Heat,EJ/yr,0.0107,0.01378,0.01687,0.0199,0.02279,0.02552
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Heating|Space,EJ/yr,0.05844,0.06102,0.06313,0.06475,0.06609,0.06746
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Heating|Water,EJ/yr,0.0939,0.09922,0.10056,0.09975,0.09745,0.09415
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Liquids,EJ/yr,0.00444,0.00762,0.01166,0.01534,0.01761,0.01773
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.04428,0.0437,0.04134,0.03812,0.03453,0.03069
MESSAGEix-Buildings,SSP4,R12_RCPA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.0502,0.04917,0.04637,0.04282,0.03894,0.03506
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Cooling,EJ/yr,0.20606,0.26829,0.33214,0.3913,0.47686,0.54833
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Electricity,EJ/yr,0.29325999999999997,0.38158,0.47555000000000003,0.56961,0.69533,0.81379
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Heating|Space,EJ/yr,0.36829,0.37812,0.38456,0.38797,0.38895,0.38711
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Heating|Water,EJ/yr,0.62345,0.65716,0.69328,0.73565,0.78258,0.83417
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_SAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.90454,0.92199,0.93443,0.94531,0.95306,0.95582
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Cooling,EJ/yr,0.03587,0.03898,0.04168,0.04377,0.0437,0.0433
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Electricity,EJ/yr,1.4446,1.58813,1.6862199999999998,1.75032,1.79963,1.8187499999999999
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Gases,EJ/yr,4.79281,4.03454,3.42295,2.92446,2.50186,2.18103
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Heat,EJ/yr,0.84242,0.84594,0.84498,0.84049,0.83396,0.82573
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Heating|Space,EJ/yr,7.5681,6.41886,5.48536,4.72504,4.08639,3.57223
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Heating|Water,EJ/yr,2.68633,2.62164,2.56073,2.50223,2.44708,2.39522
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Liquids,EJ/yr,2.03419,1.67428,1.38367,1.14322,0.94705,0.78
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.6684,0.50614,0.38665,0.30268,0.22234,0.17065
MESSAGEix-Buildings,SSP4,R12_WEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.50788,0.43045,0.3633,0.30987,0.27232,0.23458
MESSAGEix-Buildings,SSP4,R12_AFR,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.795,1.482,1.412,1.73,1.997,2.221
MESSAGEix-Buildings,SSP4,R12_AFR,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.268,0.308,0.359,0.42,0.49,0.57
MESSAGEix-Buildings,SSP4,R12_AFR,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,47.959,85.705,81.832,102.25,120.232,135.478
MESSAGEix-Buildings,SSP4,R12_AFR,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.375,0.708,0.674,0.821,0.942,1.044
MESSAGEix-Buildings,SSP4,R12_AFR,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.136,0.156,0.18,0.21,0.244,0.282
MESSAGEix-Buildings,SSP4,R12_AFR,Materials Demand|Iron and Steel|Residential,Mt/yr,11.164,19.66,18.785,23.636,27.97,31.653
MESSAGEix-Buildings,SSP4,R12_AFR,Total Scrap|Iron and Steel|Residential,Mt/yr,2.563,3.002,3.585,4.33,5.233,6.31
MESSAGEix-Buildings,SSP4,R12_CHN,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,3.657,2.65,2.43,2.174,1.9,1.584
MESSAGEix-Buildings,SSP4,R12_CHN,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,2.083,1.918,1.907,1.885,1.851,1.795
MESSAGEix-Buildings,SSP4,R12_CHN,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,256.741,186.07,170.687,152.693,133.476,111.308
MESSAGEix-Buildings,SSP4,R12_CHN,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.464,0.335,0.307,0.274,0.239,0.199
MESSAGEix-Buildings,SSP4,R12_CHN,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.398,0.337,0.309,0.285,0.264,0.245
MESSAGEix-Buildings,SSP4,R12_CHN,Materials Demand|Iron and Steel|Residential,Mt/yr,197.132,143.129,131.453,117.725,102.987,85.922
MESSAGEix-Buildings,SSP4,R12_CHN,Total Scrap|Iron and Steel|Residential,Mt/yr,85.445,84.744,89.27,92.414,93.904,93.17
MESSAGEix-Buildings,SSP4,R12_EEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.178,0.084,0.068,0.055,0.048,0.043
MESSAGEix-Buildings,SSP4,R12_EEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.075,0.07,0.069,0.068,0.068,0.068
