region_bld,year,variable,resolution,value
C-EEU-BGR,2015,heat_EJ,sfh,0.08622563085269272
C-EEU-BGR,2015,heat_kWh,all,13551033747.100002
C-EEU-BGR,2015,heat_kWh,biomass_solid,8228486063.607713
C-EEU-BGR,2015,heat_kWh,coal,1425584532.4298642
C-EEU-BGR,2015,heat_kWh,district_heat,2717034230.1858125
C-EEU-BGR,2015,heat_kWh,electricity,690672134.0143431
C-EEU-BGR,2015,heat_kWh,gas,347356125.1860638
C-EEU-BGR,2015,heat_kWh,heat_pump,141900661.67620644
C-EEU-BGR,2015,heat_kWh,mfh,5141598638.133024
C-EEU-BGR,2015,heat_kWh,p1,3218475495.1680765
C-EEU-BGR,2015,heat_kWh,p2,7680774684.938199
C-EEU-BGR,2015,heat_kWh,p3,2651783566.993726
C-EEU-BGR,2015,heat_kWh,sfh,8409435108.96698
C-EEU-BGR,2015,heat_std_kWh,all,46173220350.78315
C-EEU-BGR,2015,heat_std_kWh,biomass_solid,27315116079.2689
C-EEU-BGR,2015,heat_std_kWh,coal,4426860915.807869
C-EEU-BGR,2015,heat_std_kWh,district_heat,9264745230.22935
C-EEU-BGR,2015,heat_std_kWh,electricity,3186619834.347271
C-EEU-BGR,2015,heat_std_kWh,gas,1456343703.1856632
C-EEU-BGR,2015,heat_std_kWh,heat_pump,523534587.94409937
C-EEU-BGR,2015,heat_std_kWh,mfh,14495746455.207417
C-EEU-BGR,2015,heat_std_kWh,p1,12017628174.567757
C-EEU-BGR,2015,heat_std_kWh,p2,26539629647.031624
C-EEU-BGR,2015,heat_std_kWh,p3,7615962529.183771
C-EEU-BGR,2015,heat_std_kWh,sfh,31677473895.57573
C-EEU-BGR,2015,heat_tCO2,all,1757570.1757399114
C-EEU-BGR,2015,heat_tCO2,biomass_solid,0
C-EEU-BGR,2015,heat_tCO2,coal,485497.06836431456
C-EEU-BGR,2015,heat_tCO2,district_heat,778141.5112932265
C-EEU-BGR,2015,heat_tCO2,electricity,351552.11624092754
C-EEU-BGR,2015,heat_tCO2,gas,70152.04304257745
C-EEU-BGR,2015,heat_tCO2,heat_pump,72227.4367988651
C-EEU-BGR,2015,heat_tCO2,mfh,743066.6150140705
C-EEU-BGR,2015,heat_tCO2,p1,408715.1653746163
C-EEU-BGR,2015,heat_tCO2,p2,1000113.8106066257
C-EEU-BGR,2015,heat_tCO2,p3,348741.19975866925
C-EEU-BGR,2015,heat_tCO2,sfh,1014503.5607258406
C-EEU-BGR,2015,hotwater_EJ,all,0.018689773056975396
C-EEU-BGR,2015,hotwater_EJ,biomass_solid,0.00991605026804
C-EEU-BGR,2015,hotwater_EJ,coal,0.0024105869756359997
C-EEU-BGR,2015,hotwater_EJ,district_heat,0.0041520149355
C-EEU-BGR,2015,hotwater_EJ,electricity,0.0011925983110206188
C-EEU-BGR,2015,hotwater_EJ,gas,5.286881199973334e-4
C-EEU-BGR,2015,hotwater_EJ,heat_pump,4.898344467814433e-4
C-EEU-BGR,2015,hotwater_EJ,mfh,0.010541263155228551
C-EEU-BGR,2015,hotwater_EJ,p1,0.0031869291332907008
C-EEU-BGR,2015,hotwater_EJ,p2,0.009639853822112
C-EEU-BGR,2015,hotwater_EJ,p3,0.005862990101572695
C-EEU-BGR,2015,hotwater_EJ,sfh,0.008148509901746846
C-EEU-BGR,2015,hotwater_tCO2,all,825886.8291917535
C-EEU-BGR,2015,hotwater_tCO2,biomass_solid,0
C-EEU-BGR,2015,hotwater_tCO2,coal,228041.52789516558
C-EEU-BGR,2015,hotwater_tCO2,district_heat,330308.5994901412
C-EEU-BGR,2015,hotwater_tCO2,electricity,168620.1500992219
C-EEU-BGR,2015,hotwater_tCO2,gas,29659.403531850403
C-EEU-BGR,2015,hotwater_tCO2,heat_pump,69257.14817537446
C-EEU-BGR,2015,hotwater_tCO2,mfh,492912.20258974785
C-EEU-BGR,2015,hotwater_tCO2,p1,138066.59268110746
C-EEU-BGR,2015,hotwater_tCO2,p2,426542.5726405779
C-EEU-BGR,2015,hotwater_tCO2,p3,261277.66387006818
C-EEU-BGR,2015,hotwater_tCO2,sfh,332974.62660200574
C-EEU-BGR,2015,stock_building,all,2906934.52598
C-EEU-BGR,2015,stock_building,biomass_solid,1416578.6097199998
C-EEU-BGR,2015,stock_building,coal,245978.26281999997
C-EEU-BGR,2015,stock_building,district_heat,830402.9870999999
C-EEU-BGR,2015,stock_building,electricity,236085.7881
C-EEU-BGR,2015,stock_building,gas,80921.65102
C-EEU-BGR,2015,stock_building,heat_pump,96967.22722
C-EEU-BGR,2015,stock_building,mfh,1673622.1540799998
C-EEU-BGR,2015,stock_building,p1,492210.66688
C-EEU-BGR,2015,stock_building,p2,1500055.4231099999
C-EEU-BGR,2015,stock_building,p3,914668.4359899999
C-EEU-BGR,2015,stock_building,sfh,1233312.3719
C-EEU-CZE,2015,cool_EJ,mfh,7.89074107902057e-6
C-EEU-CZE,2015,cool_EJ,p1,2.3770895184227295e-6
C-EEU-CZE,2015,cool_EJ,p2,6.8033979473428826e-6
C-EEU-CZE,2015,cool_EJ,p3,4.677875120806032e-6
C-EEU-CZE,2015,cool_EJ,sfh,5.967621507551074e-6
C-EEU-CZE,2015,cool_tCO2,mfh,1115.6631137603056
C-EEU-CZE,2015,cool_tCO2,p1,336.0940458256258
C-EEU-CZE,2015,cool_tCO2,p2,961.924876519351
C-EEU-CZE,2015,cool_tCO2,p3,661.3995657437182
C-EEU-CZE,2015,cool_tCO2,sfh,843.7553743283894
C-EEU-CZE,2015,cost_heat_EUR,all,2501368970.438005
C-EEU-CZE,2015,cost_heat_EUR,biomass_solid,499541919.82761645
C-EEU-CZE,2015,cost_heat_EUR,coal,188547404.16522843
C-EEU-CZE,2015,cost_heat_EUR,district_heat,688934708.9189432
C-EEU-CZE,2015,cost_heat_EUR,electricity,190804410.68018875
C-EEU-CZE,2015,cost_heat_EUR,gas,887468643.3973846
C-EEU-CZE,2015,cost_heat_EUR,heat_pump,46071883.448643744
C-EEU-CZE,2015,cost_heat_EUR,mfh,975783898.2685548
C-EEU-CZE,2015,cost_heat_EUR,p1,553883039.7102196
C-EEU-CZE,2015,cost_heat_EUR,p2,1553045680.8065796
C-EEU-CZE,2015,cost_heat_EUR,p3,394440249.92120594
C-EEU-CZE,2015,cost_heat_EUR,sfh,1525585072.1694503
C-EEU-CZE,2015,energy_poverty_thres,all,209925.02877666664
C-EEU-CZE,2015,energy_poverty_thres,biomass_solid,0
C-EEU-CZE,2015,energy_poverty_thres,coal,0
C-EEU-CZE,2015,energy_poverty_thres,district_heat,21513.30874333333
C-EEU-CZE,2015,energy_poverty_thres,electricity,53494.698099999994
C-EEU-CZE,2015,energy_poverty_thres,gas,129070.75311666666
C-EEU-CZE,2015,energy_poverty_thres,heat_pump,5846.268816666666
C-EEU-CZE,2015,energy_poverty_thres,mfh,2359.413703333333
C-EEU-CZE,2015,energy_poverty_thres,p1,101577.19318333334
C-EEU-CZE,2015,energy_poverty_thres,p2,105594.10210999999
C-EEU-CZE,2015,energy_poverty_thres,p3,2753.7334833333334
C-EEU-CZE,2015,energy_poverty_thres,q1,160388.83522666665
C-EEU-CZE,2015,energy_poverty_thres,q2,37424.954476666666
C-EEU-CZE,2015,energy_poverty_thres,q3,12111.239073333332
C-EEU-CZE,2015,energy_poverty_thres,sfh,207565.61507333332
C-EEU-CZE,2015,floor_m2,all,327572079.67919016
C-EEU-CZE,2015,floor_m2,biomass_solid,96264359.1440023
C-EEU-CZE,2015,floor_m2,coal,44679189.685099706
C-EEU-CZE,2015,floor_m2,district_heat,70640894.7626135
C-EEU-CZE,2015,floor_m2,electricity,13233851.074526943
C-EEU-CZE,2015,floor_m2,gas,96365615.28047657
C-EEU-CZE,2015,floor_m2,heat_pump,6388169.732471161
C-EEU-CZE,2015,floor_m2,mfh,146423378.8367424
C-EEU-CZE,2015,floor_m2,p1,55534149.03618121
C-EEU-CZE,2015,floor_m2,p2,178880571.7039753
C-EEU-CZE,2015,floor_m2,p3,93157358.9390337
C-EEU-CZE,2015,floor_m2,sfh,181148700.84244776
C-EEU-CZE,2015,heat_EJ,all,0.22290150438859302
C-EEU-CZE,2015,heat_EJ,biomass_solid,0.0809786461860253
C-EEU-CZE,2015,heat_EJ,coal,0.037499654239869326
C-EEU-CZE,2015,heat_EJ,district_heat,0.034594576232592385
C-EEU-CZE,2015,heat_EJ,electricity,0.005603425536229455
C-EEU-CZE,2015,heat_EJ,gas,0.06287219170896158
C-EEU-CZE,2015,heat_EJ,heat_pump,0.0013530104849149714
C-EEU-CZE,2015,heat_EJ,mfh,0.08283908977028656
C-EEU-CZE,2015,heat_EJ,p1,0.04975497191248211
C-EEU-CZE,2015,heat_EJ,p2,0.13863495978202112
C-EEU-CZE,2015,heat_EJ,p3,0.034511572694089755
C-EEU-CZE,2015,heat_EJ,sfh,0.14006241461830646
C-EEU-CZE,2015,heat_kWh,all,54802204749.490005
C-EEU-CZE,2015,heat_kWh,biomass_solid,19909279485.554565
C-EEU-CZE,2015,heat_kWh,coal,9219604575.237528
C-EEU-CZE,2015,heat_kWh,district_heat,8505366776.777076
C-EEU-CZE,2015,heat_kWh,electricity,1377649174.5862002
C-EEU-CZE,2015,heat_kWh,gas,15457655759.366089
C-EEU-CZE,2015,heat_kWh,heat_pump,332648977.96854687
C-EEU-CZE,2015,heat_kWh,mfh,20366685147.796383
C-EEU-CZE,2015,heat_kWh,p1,12232677233.525694
C-EEU-CZE,2015,heat_kWh,p2,34084567855.435413
C-EEU-CZE,2015,heat_kWh,p3,8484959660.528892
C-EEU-CZE,2015,heat_kWh,sfh,34435519601.69363
C-EEU-CZE,2015,heat_std_kWh,all,72755848139.17424
C-EEU-CZE,2015,heat_std_kWh,biomass_solid,24601379739.20866
C-EEU-CZE,2015,heat_std_kWh,coal,10657025509.899225
C-EEU-CZE,2015,heat_std_kWh,district_heat,11687449218.66086
C-EEU-CZE,2015,heat_std_kWh,electricity,2367435871.5146785
C-EEU-CZE,2015,heat_std_kWh,gas,22985439698.98088
C-EEU-CZE,2015,heat_std_kWh,heat_pump,457118100.90992945
C-EEU-CZE,2015,heat_std_kWh,mfh,22000870364.1472
C-EEU-CZE,2015,heat_std_kWh,p1,17749044074.79922
C-EEU-CZE,2015,heat_std_kWh,p2,46399361032.92347
C-EEU-CZE,2015,heat_std_kWh,p3,8607443031.45154
C-EEU-CZE,2015,heat_std_kWh,sfh,50754977775.02704
C-EEU-CZE,2015,heat_tCO2,all,9568081.990603054
C-EEU-CZE,2015,heat_tCO2,biomass_solid,0
C-EEU-CZE,2015,heat_tCO2,coal,3139828.5341428923
C-EEU-CZE,2015,heat_tCO2,district_heat,2435883.539579807
C-EEU-CZE,2015,heat_tCO2,electricity,701223.4299194821
C-EEU-CZE,2015,heat_tCO2,gas,3121828.1571615757
C-EEU-CZE,2015,heat_tCO2,heat_pump,169318.3297992963
C-EEU-CZE,2015,heat_tCO2,mfh,3701892.4167066296
C-EEU-CZE,2015,heat_tCO2,p1,2121636.417051993
C-EEU-CZE,2015,heat_tCO2,p2,5942401.967435665
C-EEU-CZE,2015,heat_tCO2,p3,1504043.6061153943
C-EEU-CZE,2015,heat_tCO2,sfh,5866189.573896424
C-EEU-CZE,2015,hotwater_EJ,all,0.02865701244069001
C-EEU-CZE,2015,hotwater_EJ,biomass_solid,0.0086538346749792
C-EEU-CZE,2015,hotwater_EJ,coal,0.00562310759808
C-EEU-CZE,2015,hotwater_EJ,district_heat,0.005021706898992
C-EEU-CZE,2015,hotwater_EJ,electricity,8.585302834807422e-4
C-EEU-CZE,2015,hotwater_EJ,gas,0.0080854081030464
C-EEU-CZE,2015,hotwater_EJ,heat_pump,4.1442488211167005e-4
C-EEU-CZE,2015,hotwater_EJ,mfh,0.016530490224928248
C-EEU-CZE,2015,hotwater_EJ,p1,0.0045133835518838756
C-EEU-CZE,2015,hotwater_EJ,p2,0.015168687273098879
C-EEU-CZE,2015,hotwater_EJ,p3,0.008974941615707256
C-EEU-CZE,2015,hotwater_EJ,sfh,0.012126522215761762
C-EEU-CZE,2015,hotwater_tCO2,all,1565014.9969191873
C-EEU-CZE,2015,hotwater_tCO2,biomass_solid,0
C-EEU-CZE,2015,hotwater_tCO2,coal,531945.9787783679
C-EEU-CZE,2015,hotwater_tCO2,district_heat,399495.90707728977
C-EEU-CZE,2015,hotwater_tCO2,electricity,121386.64286834418
C-EEU-CZE,2015,hotwater_tCO2,gas,453591.394580903
C-EEU-CZE,2015,hotwater_tCO2,heat_pump,58595.07361428252
C-EEU-CZE,2015,hotwater_tCO2,mfh,922617.1053769682
C-EEU-CZE,2015,hotwater_tCO2,p1,244644.14682833964
C-EEU-CZE,2015,hotwater_tCO2,p2,825828.3278003449
C-EEU-CZE,2015,hotwater_tCO2,p3,494542.5222905028
C-EEU-CZE,2015,hotwater_tCO2,sfh,642397.8915422192
C-EEU-CZE,2015,stock_building,all,4483276.662509999
C-EEU-CZE,2015,stock_building,biomass_solid,1287773.01711
C-EEU-CZE,2015,stock_building,coal,597694.2599999999
C-EEU-CZE,2015,stock_building,district_heat,1046188.9372899999
C-EEU-CZE,2015,stock_building,electricity,177035.36883
C-EEU-CZE,2015,stock_building,gas,1289127.56745
C-EEU-CZE,2015,stock_building,heat_pump,85457.51183
C-EEU-CZE,2015,stock_building,mfh,2627434.95054
C-EEU-CZE,2015,stock_building,p1,702272.27285
C-EEU-CZE,2015,stock_building,p2,2367749.28479
C-EEU-CZE,2015,stock_building,p3,1413255.10487
C-EEU-CZE,2015,stock_building,sfh,1855841.7119699998
C-EEU-EST,2015,cool_EJ,mfh,7.639223755557091e-8
C-EEU-EST,2015,cool_EJ,p1,3.6191023395795e-8
C-EEU-EST,2015,cool_EJ,p2,4.2290179544337026e-8
C-EEU-EST,2015,cool_EJ,p3,4.9015797889576744e-8
C-EEU-EST,2015,cool_EJ,sfh,5.110476327413786e-8
C-EEU-EST,2015,cool_tCO2,mfh,21.347386380189327
C-EEU-EST,2015,cool_tCO2,p1,10.113380425105335
C-EEU-EST,2015,cool_tCO2,p2,11.817755726343506
C-EEU-EST,2015,cool_tCO2,p3,13.697192408075466
C-EEU-EST,2015,cool_tCO2,sfh,14.280942179334982
C-EEU-EST,2015,cost_heat_EUR,all,278248810.5756196
C-EEU-EST,2015,cost_heat_EUR,biomass_solid,111583647.36724213
C-EEU-EST,2015,cost_heat_EUR,district_heat,129452155.70599729
C-EEU-EST,2015,cost_heat_EUR,electricity,10231811.367424918
C-EEU-EST,2015,cost_heat_EUR,gas,23585417.760335464
C-EEU-EST,2015,cost_heat_EUR,heat_pump,3395778.374619801
C-EEU-EST,2015,cost_heat_EUR,mfh,98482554.58607286
C-EEU-EST,2015,cost_heat_EUR,p1,123777775.52560316
C-EEU-EST,2015,cost_heat_EUR,p2,104067846.03776027
C-EEU-EST,2015,cost_heat_EUR,p3,50403189.01225617
C-EEU-EST,2015,cost_heat_EUR,sfh,179766255.98954675
C-EEU-EST,2015,energy_poverty_thres,all,2114.2114666666666
C-EEU-EST,2015,energy_poverty_thres,biomass_solid,0
C-EEU-EST,2015,energy_poverty_thres,district_heat,0
C-EEU-EST,2015,energy_poverty_thres,electricity,2114.2114666666666
C-EEU-EST,2015,energy_poverty_thres,gas,0
C-EEU-EST,2015,energy_poverty_thres,heat_pump,0
C-EEU-EST,2015,energy_poverty_thres,mfh,0
C-EEU-EST,2015,energy_poverty_thres,p1,1549.9105
C-EEU-EST,2015,energy_poverty_thres,p2,564.3009666666666
C-EEU-EST,2015,energy_poverty_thres,p3,0
C-EEU-EST,2015,energy_poverty_thres,q1,1432.6240633333332
C-EEU-EST,2015,energy_poverty_thres,q2,681.5874033333332
C-EEU-EST,2015,energy_poverty_thres,q3,0
C-EEU-EST,2015,energy_poverty_thres,sfh,2114.2114666666666
C-EEU-EST,2015,floor_m2,all,38231972.62256849
C-EEU-EST,2015,floor_m2,biomass_solid,17191494.535343178
C-EEU-EST,2015,floor_m2,district_heat,17420359.492353447
C-EEU-EST,2015,floor_m2,electricity,628255.1843068275
C-EEU-EST,2015,floor_m2,gas,2575027.1026238645
C-EEU-EST,2015,floor_m2,heat_pump,416836.3079411691
C-EEU-EST,2015,floor_m2,mfh,16271927.745475587
C-EEU-EST,2015,floor_m2,p1,12949599.43755384
C-EEU-EST,2015,floor_m2,p2,15478408.510290325
C-EEU-EST,2015,floor_m2,p3,9803964.674724322
C-EEU-EST,2015,floor_m2,sfh,21960044.8770929
C-EEU-EST,2015,heat_EJ,all,0.01619816636526611
C-EEU-EST,2015,heat_EJ,biomass_solid,0.008845892310413727
C-EEU-EST,2015,heat_EJ,district_heat,0.0060217589604823684
C-EEU-EST,2015,heat_EJ,electricity,1.681564200839786e-4
C-EEU-EST,2015,heat_EJ,gas,0.0011065501850196446
C-EEU-EST,2015,heat_EJ,heat_pump,5.580848926638966e-5
C-EEU-EST,2015,heat_EJ,mfh,0.0053495929862471935
C-EEU-EST,2015,heat_EJ,p1,0.007357561173800467
C-EEU-EST,2015,heat_EJ,p2,0.006030041236401367
C-EEU-EST,2015,heat_EJ,p3,0.0028105639550642728
C-EEU-EST,2015,heat_EJ,sfh,0.010848573379018914
C-EEU-EST,2015,heat_kWh,all,7569966242.886998
C-EEU-EST,2015,heat_kWh,biomass_solid,4133992988.3443637
C-EEU-EST,2015,heat_kWh,district_heat,2814177297.956463
C-EEU-EST,2015,heat_kWh,electricity,78585340.76363224
C-EEU-EST,2015,heat_kWh,gas,517129368.70564485
C-EEU-EST,2015,heat_kWh,heat_pump,26081247.116895553
C-EEU-EST,2015,heat_kWh,mfh,2500050771.5436735
C-EEU-EST,2015,heat_kWh,p1,3438444109.024348
C-EEU-EST,2015,heat_kWh,p2,2818047893.411979
C-EEU-EST,2015,heat_kWh,p3,1313474240.4506714
C-EEU-EST,2015,heat_kWh,sfh,5069915471.343326
C-EEU-EST,2015,heat_std_kWh,all,4504159984.515775
C-EEU-EST,2015,heat_std_kWh,biomass_solid,2532408683.5301175
C-EEU-EST,2015,heat_std_kWh,district_heat,1535747704.3233957
C-EEU-EST,2015,heat_std_kWh,electricity,64781989.52683036
C-EEU-EST,2015,heat_std_kWh,gas,354028921.08469784
C-EEU-EST,2015,heat_std_kWh,heat_pump,17192686.050733387
C-EEU-EST,2015,heat_std_kWh,mfh,1164134182.2409883
C-EEU-EST,2015,heat_std_kWh,p1,2294787117.7775865
C-EEU-EST,2015,heat_std_kWh,p2,1590296500.074212
C-EEU-EST,2015,heat_std_kWh,p3,619076366.6639761
C-EEU-EST,2015,heat_std_kWh,sfh,3340025802.274786
C-EEU-EST,2015,heat_tCO2,all,1015696.7094930952
C-EEU-EST,2015,heat_tCO2,biomass_solid,0
C-EEU-EST,2015,heat_tCO2,district_heat,805962.6747982387
C-EEU-EST,2015,heat_tCO2,electricity,79056.85279564039
C-EEU-EST,2015,heat_tCO2,gas,104439.44730379203
C-EEU-EST,2015,heat_tCO2,heat_pump,26237.734595423928
C-EEU-EST,2015,heat_tCO2,mfh,443943.02826434013
C-EEU-EST,2015,heat_tCO2,p1,418386.75656554627
C-EEU-EST,2015,heat_tCO2,p2,386097.8620702223
C-EEU-EST,2015,heat_tCO2,p3,211212.0908573264
C-EEU-EST,2015,heat_tCO2,sfh,571753.6812287549
C-EEU-EST,2015,hotwater_EJ,all,0.003161685238383975
C-EEU-EST,2015,hotwater_EJ,biomass_solid,0.0015445228744176002
C-EEU-EST,2015,hotwater_EJ,district_heat,0.001333481054752
C-EEU-EST,2015,hotwater_EJ,electricity,4.073269053938144e-5
C-EEU-EST,2015,hotwater_EJ,gas,2.1592319210410666e-4
C-EEU-EST,2015,hotwater_EJ,heat_pump,2.7025426570886598e-5
C-EEU-EST,2015,hotwater_EJ,mfh,0.0017152871286114848
C-EEU-EST,2015,hotwater_EJ,p1,9.377963460307321e-4
C-EEU-EST,2015,hotwater_EJ,p2,0.0012778920679521123
C-EEU-EST,2015,hotwater_EJ,p3,9.459968244011304e-4
C-EEU-EST,2015,hotwater_EJ,sfh,0.00144639810977249
C-EEU-EST,2015,hotwater_tCO2,all,137131.41642790518
C-EEU-EST,2015,hotwater_tCO2,biomass_solid,0
C-EEU-EST,2015,hotwater_tCO2,district_heat,106083.49596139582
C-EEU-EST,2015,hotwater_tCO2,electricity,11382.524076694584
C-EEU-EST,2015,hotwater_tCO2,gas,12113.291077040383
C-EEU-EST,2015,hotwater_tCO2,heat_pump,7552.105312774403
C-EEU-EST,2015,hotwater_tCO2,mfh,88169.0860035703
C-EEU-EST,2015,hotwater_tCO2,p1,35715.79986333937
C-EEU-EST,2015,hotwater_tCO2,p2,55346.42351517525
C-EEU-EST,2015,hotwater_tCO2,p3,46069.193049390575
C-EEU-EST,2015,hotwater_tCO2,sfh,48962.3304243349
C-EEU-EST,2015,stock_building,all,606596.7563599999
C-EEU-EST,2015,stock_building,biomass_solid,250734.23285999996
C-EEU-EST,2015,stock_building,district_heat,303063.87607999996
C-EEU-EST,2015,stock_building,electricity,9162.9661
C-EEU-EST,2015,stock_building,gas,37556.21384
C-EEU-EST,2015,stock_building,heat_pump,6079.467479999999
C-EEU-EST,2015,stock_building,mfh,342572.94792
C-EEU-EST,2015,stock_building,p1,175070.3455
C-EEU-EST,2015,stock_building,p2,245096.92450999998
C-EEU-EST,2015,stock_building,p3,186429.48635
C-EEU-EST,2015,stock_building,sfh,264023.80844
C-EEU-HUN,2015,cool_EJ,mfh,4.695224968000399e-5
C-EEU-HUN,2015,cool_EJ,p1,1.7549938120329975e-5
C-EEU-HUN,2015,cool_EJ,p2,4.441962750999597e-5
C-EEU-HUN,2015,cool_EJ,p3,3.3482817849837484e-5
C-EEU-HUN,2015,cool_EJ,sfh,4.850013380015944e-5
C-EEU-HUN,2015,cool_tCO2,mfh,3743.137682718202
C-EEU-HUN,2015,cool_tCO2,p1,1399.1200667761957
C-EEU-HUN,2015,cool_tCO2,p2,3541.2314152815243
C-EEU-HUN,2015,cool_tCO2,p3,2669.3246451765262
C-EEU-HUN,2015,cool_tCO2,sfh,3866.538444516044
C-EEU-HUN,2015,cost_heat_EUR,all,1622541920.7245378
C-EEU-HUN,2015,cost_heat_EUR,biomass_solid,474940881.2420234
C-EEU-HUN,2015,cost_heat_EUR,coal,19767263.876002673
C-EEU-HUN,2015,cost_heat_EUR,district_heat,201873668.5681357
C-EEU-HUN,2015,cost_heat_EUR,gas,922176212.5406387
C-EEU-HUN,2015,cost_heat_EUR,heat_pump,3783894.497737457
C-EEU-HUN,2015,cost_heat_EUR,mfh,573919003.7044457
C-EEU-HUN,2015,cost_heat_EUR,p1,351239836.91723883
C-EEU-HUN,2015,cost_heat_EUR,p2,945332963.905554
C-EEU-HUN,2015,cost_heat_EUR,p3,325969119.9017449
C-EEU-HUN,2015,cost_heat_EUR,sfh,1048622917.020092
C-EEU-HUN,2015,energy_poverty_thres,all,158245.15814999997
C-EEU-HUN,2015,energy_poverty_thres,biomass_solid,0
C-EEU-HUN,2015,energy_poverty_thres,coal,0
C-EEU-HUN,2015,energy_poverty_thres,district_heat,0
C-EEU-HUN,2015,energy_poverty_thres,gas,158048.17289999998
C-EEU-HUN,2015,energy_poverty_thres,heat_pump,196.98524999999998
C-EEU-HUN,2015,energy_poverty_thres,mfh,0
C-EEU-HUN,2015,energy_poverty_thres,p1,46676.787606666665
C-EEU-HUN,2015,energy_poverty_thres,p2,111568.37054333332
C-EEU-HUN,2015,energy_poverty_thres,p3,0
C-EEU-HUN,2015,energy_poverty_thres,q1,158245.15815
C-EEU-HUN,2015,energy_poverty_thres,q2,0
C-EEU-HUN,2015,energy_poverty_thres,q3,0
C-EEU-HUN,2015,energy_poverty_thres,sfh,158245.15815
C-EEU-HUN,2015,floor_m2,all,307339512.1591116
