region_bld,urt,y1820,y1825,y1830,y1835,y1840,y1845,y1850,y1855,y1860,y1865,y1870,y1875,y1880,y1885,y1890,y1895,y1900,y1905,y1910,y1915,y1920,y1925,y1930,y1935,y1940,y1945,y1950,y1955,y1960,y1965,y1970,y1975,y1980,y1985,y1990,y1995,y2000,y2005,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-LVA,rur,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.758,3.616,3.474,3.332,3.19,3.048,2.906,2.7639999999999993,2.622,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.4799999999999995,2.48,2.48,2.48
C-EEU-LVA,urb,3.9000000000000004,3.9000000000000004,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.758,3.6159999999999997,3.474,3.332,3.19,3.048,2.906,2.764,2.622,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48
C-EEU-POL,rur,3.3,3.2999999999999994,3.3,3.3,3.2999999999999994,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2515,3.203,3.1545,3.106,3.0575,3.009,2.9605,2.912,2.8635,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815,2.815
C-EEU-POL,urb,3.3000000000000003,3.2999999999999994,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2515,3.203,3.1545,3.106,3.0575,3.0089999999999995,2.9605,2.912,2.8635,2.8150000000000004,2.815,2.815,2.815,2.815,2.8150000000000004,2.815,2.815,2.815,2.815,2.8150000000000004,2.815,2.815,2.815,2.8150000000000004,2.815,2.815,2.815
C-EEU-ROU,rur,3.3,3.3,3.3,3.2999999999999994,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.244,3.188,3.132,3.076,3.02,2.964,2.908,2.852,2.796,2.74,2.74,2.74,2.7400000000000007,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.7399999999999998,2.74,2.74,2.74,2.74
C-EEU-ROU,urb,3.3,3.2999999999999994,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.244,3.188,3.132,3.076,3.0199999999999996,2.964,2.908,2.852,2.796,2.74,2.74,2.7399999999999998,2.74,2.7399999999999998,2.74,2.7399999999999998,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
C-EEU-SVK,rur,3.3,3.2999999999999994,3.2999999999999994,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2999999999999994,3.3,3.3,3.2549999999999994,3.21,3.165,3.12,3.075,3.03,2.985,2.94,2.895,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.8499999999999996,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
C-EEU-SVK,urb,3.3000000000000003,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3000000000000003,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.255,3.21,3.165,3.1200000000000006,3.0750000000000006,3.0299999999999994,2.985,2.9399999999999995,2.895,2.85,2.8499999999999996,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
C-EEU-SVN,rur,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.8999999999999995,3.8999999999999995,3.9000000000000004,3.757,3.614,3.471,3.328,3.185,3.042,2.899,2.756,2.613,2.47,2.47,2.4699999999999998,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
C-EEU-SVN,urb,3.9,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9000000000000004,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.9000000000000004,3.9000000000000004,3.9000000000000004,3.9000000000000004,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.7570000000000006,3.6140000000000003,3.471,3.328,3.185,3.042,2.899,2.756,2.613,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47
C-WEU-AUT,rur,3,3,2.9999999999999996,3.0000000000000004,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3.0000000000000004,3.0000000000000004,3,3,3,3,3,2.927,2.854,2.781,2.708,2.635,2.562,2.489,2.416,2.343,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.2700000000000005,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27
C-WEU-AUT,urb,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,2.9999999999999996,3,3.0000000000000004,3,3,3,3,3,2.927,2.854,2.781,2.708,2.635,2.562,2.489,2.416,2.343,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27
C-WEU-BEL,rur,3,3,3,3,3.0000000000000004,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0000000000000004,3,3,3,3.0000000000000004,2.9999999999999996,3,3,3,2.934,2.868,2.802,2.736,2.67,2.604,2.538,2.472,2.406,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
C-WEU-BEL,urb,3,3.0000000000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3.0000000000000004,3,3,2.9999999999999996,2.9999999999999996,3,3,3,3,3,3,3,3,3,2.934,2.868,2.802,2.736,2.67,2.604,2.538,2.472,2.406,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
C-WEU-CHE,rur,3.0000000000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9225,2.845,2.7675,2.69,2.6125,2.535,2.4575,2.38,2.3025,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225
C-WEU-CHE,urb,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,2.9999999999999996,3,2.9225,2.845,2.7675,2.69,2.6125,2.535,2.4575,2.38,2.3025,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225
C-WEU-CYP,rur,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.2255,4.951,4.6765,4.402,4.1275,3.853,3.5785,3.304,3.0295,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755
C-WEU-CYP,urb,5.5,5.5,5.500000000000001,5.5,5.5,5.499999999999999,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.2255,4.951,4.6765,4.402,4.1275,3.853,3.5785000000000005,3.304,3.0295,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755,2.755
C-WEU-DEU,rur,3,2.9999999999999996,3,3,3.0000000000000004,2.9999999999999996,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9095,2.819,2.7285,2.638,2.5475,2.457,2.3665,2.276,2.1855,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095
C-WEU-DEU,urb,3,3,3.0000000000000004,3.0000000000000004,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3.0000000000000004,2.9999999999999996,3,3,3,3,3,2.9999999999999996,3,3,3,3.0000000000000004,3,3,3,2.9095,2.819,2.7285,2.638,2.5475,2.457,2.3665,2.276,2.1855,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095
C-WEU-DNK,rur,3,3,3,3,3,3,3,3,3,2.9999999999999996,3.0000000000000004,3,3,3,3,3,3,3,3.0000000000000004,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,2.93425,2.8685,2.80275,2.737,2.67125,2.6055000000000006,2.5397500000000006,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425
C-WEU-DNK,urb,3,3,3,3,3,3,2.9999999999999996,3,3,3,3.0000000000000004,3,3,3,3,3,3.0000000000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,2.93425,2.8685,2.80275,2.737,2.67125,2.6055,2.53975,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425000000000002,2.3425
C-WEU-ESP,rur,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9000000000000004,3.9,3.9000000000000004,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.7716666670000003,3.643333333,3.515,3.386666667,3.258333333,3.13,3.001666667,2.873333333,2.745,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667
C-WEU-ESP,urb,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9000000000000004,3.8999999999999995,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.771666667,3.643333333,3.515,3.386666667,3.258333333,3.13,3.0016666669999994,2.873333333,2.745,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667
C-WEU-FIN,rur,3,3,3,3,3,3,3,3.0000000000000004,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.907,2.814,2.721,2.628,2.535,2.442,2.349,2.256,2.163,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07
C-WEU-FIN,urb,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,2.9999999999999996,3,3,3,3,3,3,3.0000000000000004,2.9999999999999996,3,3,3,2.9069999999999996,2.814,2.721,2.628,2.535,2.442,2.349,2.256,2.163,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07
C-WEU-FRA,rur,3,3,3,3,3.0000000000000004,3,2.9999999999999996,3,3,3,3,3,2.9999999999999996,3,3,2.9999999999999996,2.9999999999999996,3,3.0000000000000004,3,2.9999999999999996,3,3,2.9999999999999996,3,3,3,3,3,3,2.922,2.844,2.766,2.688,2.61,2.532,2.454,2.376,2.298,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22
C-WEU-FRA,urb,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.922,2.844,2.766,2.688,2.61,2.532,2.454,2.376,2.298,2.22,2.2200000000000006,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22
C-WEU-GBR,rur,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0000000000000004,3,3,2.9999999999999996,2.9310000000000005,2.862,2.793,2.724,2.655,2.586,2.517,2.448,2.379,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
C-WEU-GBR,urb,3,3.0000000000000004,3,3,3,3,3,3,3,3,3.0000000000000004,3,2.9999999999999996,3,3,3,3,3,3,2.9999999999999996,3,3.0000000000000004,3,3,3,3,3,3,3,3,2.931,2.862,2.793,2.724,2.655,2.586,2.517,2.448,2.379,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31
C-WEU-GRC,rur,3.9,3.9,3.9000000000000004,3.9,3.9000000000000004,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.8999999999999995,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9000000000000004,3.8999999999999995,3.9000000000000004,3.76,3.62,3.48,3.34,3.2,3.06,2.92,2.78,2.64,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
C-WEU-GRC,urb,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.76,3.6200000000000006,3.48,3.34,3.2,3.06,2.92,2.78,2.64,2.5,2.5000000000000004,2.4999999999999996,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
C-WEU-IRL,rur,2.9999999999999996,3,3,3,3,2.9999999999999996,3.0000000000000004,3,3,3,3,3,3,2.9999999999999996,3,3,3.0000000000000004,3,3,3,3.0000000000000004,3,3,3,3,3,3,3,3,2.9999999999999996,2.977,2.954,2.931,2.9080000000000004,2.885,2.862,2.8389999999999995,2.816,2.793,2.77,2.77,2.77,2.77,2.77,2.7700000000000005,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.7700000000000005
C-WEU-IRL,urb,3,3,3,3,3.0000000000000004,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0000000000000004,2.9770000000000003,2.954,2.931,2.908,2.885,2.862,2.839,2.816,2.793,2.77,2.7699999999999996,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.77,2.7699999999999996,2.77,2.77
C-WEU-ISL,rur,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,2.93425,2.8685,2.8027500000000005,2.737,2.67125,2.6055,2.53975,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425
C-WEU-ISL,urb,3.0000000000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0000000000000004,3,3,3,3.0000000000000004,3,3,3,3,3,2.9342499999999996,2.8684999999999996,2.8027500000000005,2.737,2.67125,2.6055,2.53975,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425
C-WEU-ITA,rur,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.8999999999999995,3.9,3.9000000000000004,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.7499999999999996,3.6,3.4499999999999997,3.3,3.15,3,2.85,2.7,2.55,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
C-WEU-ITA,urb,3.9000000000000004,3.9000000000000004,3.8999999999999995,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.75,3.6,3.45,3.3,3.15,3,2.85,2.7,2.55,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
C-WEU-LUX,rur,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,2.9999999999999996,3,2.9999999999999996,3,3.0000000000000004,3,3,3.0000000000000004,3,3,3.0000000000000004,3,3,2.9999999999999996,3.0000000000000004,3,3,2.9999999999999996,2.9409999999999994,2.882,2.823,2.764,2.705,2.646,2.587,2.528,2.469,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
C-WEU-LUX,urb,3,3.0000000000000004,3,3,3.0000000000000004,2.9999999999999996,3,3,3.0000000000000004,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.941,2.882,2.823,2.764,2.705,2.646,2.587,2.528,2.469,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.4099999999999997,2.41,2.41,2.41,2.41,2.41,2.41,2.41
C-WEU-MLT,rur,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.786,3.672,3.558,3.444,3.33,3.216,3.102,2.9880000000000004,2.874,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76
C-WEU-MLT,urb,3.9000000000000004,3.8999999999999995,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.786,3.672,3.558,3.444,3.33,3.2160000000000006,3.102,2.988,2.874,2.76,2.76,2.76,2.76,2.7599999999999993,2.7599999999999993,2.76,2.7599999999999993,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.7600000000000002,2.76
