region_bld,urt,clim,clim_name,popshr
R32CHN,rur,13,Zone_4B Mixed Dry,0.03986155465419023
R32CHN,rur,14,Zone_4C Mixed Marine,0.019592244619057814
R32CHN,rur,15,Zone_5A Cool Humid,0.049078274620464726
R32CHN,rur,16,Zone_5B Cool Dry,0.02888163339787842
R32CHN,rur,17,Zone_5C Cool Marine,0.0059607085492797834
R32CHN,rur,18,Zone_6A Cold Humid,0.059445738666845944
R32CHN,rur,19,Zone_6B Cold Dry,0.02624056188594372
R32CHN,rur,21,Zone_7A Very cold Humid,0.07201132369867555
R32CHN,rur,22,Zone_7B Very cold Dry,0.006223448871173045
R32CHN,rur,24,Zone_8A Subarctic/arctic Humid,0.007462135088744835
R32CHN,urb,3,Zone_1A Very hot Humid,0.0055512864334079206
R32CHN,urb,6,Zone_2A Hot Humid,0.14687258455309904
R32CHN,urb,9,Zone_3A Warm Humid,0.3706705868669151
R32CHN,urb,11,Zone_3C Warm Marine,0.008238228862628422
R32CHN,urb,12,Zone_4A Mixed Humid,0.262805612182349
R32CHN,urb,13,Zone_4B Mixed Dry,0.08553154193049091
R32CHN,urb,14,Zone_4C Mixed Marine,0.0018864512084475202
R32CHN,urb,15,Zone_5A Cool Humid,0.034132483414003705
R32CHN,urb,16,Zone_5B Cool Dry,0.014238248826429703
R32CHN,urb,17,Zone_5C Cool Marine,0.0016469883199182302
R32CHN,urb,18,Zone_6A Cold Humid,0.03881474551397171
R32CHN,urb,19,Zone_6B Cold Dry,0.008190497171161602
R32CHN,urb,21,Zone_7A Very cold Humid,0.021289639816928004
R32CHN,urb,22,Zone_7B Very cold Dry,1.1073177149271201e-4
R32CHN,urb,24,Zone_8A Subarctic/arctic Humid,2.0373128756334102e-5
R32EEU,rur,9,Zone_3A Warm Humid,0.14338727212959354
R32EEU,rur,12,Zone_4A Mixed Humid,0.4364052956328872
R32EEU,rur,15,Zone_5A Cool Humid,0.42020743223751916
R32EEU,urb,9,Zone_3A Warm Humid,0.13026007112602214
R32EEU,urb,12,Zone_4A Mixed Humid,0.34630835409659755
R32EEU,urb,15,Zone_5A Cool Humid,0.5234315747773803
R32EEU-FSU,rur,15,Zone_5A Cool Humid,0.9143436522122627
R32EEU-FSU,rur,18,Zone_6A Cold Humid,0.08565634778773731
R32EEU-FSU,urb,15,Zone_5A Cool Humid,0.8615517965446923
R32EEU-FSU,urb,18,Zone_6A Cold Humid,0.13844820345530776
R32IDN,rur,0,Zone_0A Extremely hot Humid,0.568250603312405
R32IDN,rur,3,Zone_1A Very hot Humid,0.409322894483399
R32IDN,rur,6,Zone_2A Hot Humid,0.022426502204196
R32IDN,urb,0,Zone_0A Extremely hot Humid,0.6818582950765559
R32IDN,urb,3,Zone_1A Very hot Humid,0.318141704923444
R32IDN,urb,6,Zone_2A Hot Humid,0
R32IND,rur,0,Zone_0A Extremely hot Humid,0.2459637089452812
R32IND,rur,1,Zone_0B Extremely hot Dry,0.10479911852076208
R32IND,rur,3,Zone_1A Very hot Humid,0.40072872076982236
R32IND,rur,4,Zone_1B Very hot Dry,0.17845916467849413
R32IND,rur,6,Zone_2A Hot Humid,0.047540693394803636
R32IND,rur,7,Zone_2B Hot Dry,0.0025655793497041716
R32IND,rur,9,Zone_3A Warm Humid,0.0072578354812785255
R32IND,rur,11,Zone_3C Warm Marine,0.0035758813200640225
R32IND,rur,14,Zone_4C Mixed Marine,0.007432079112516735
R32IND,rur,17,Zone_5C Cool Marine,0.0016772184272731212
R32IND,urb,0,Zone_0A Extremely hot Humid,0.3996916585836833
R32IND,urb,1,Zone_0B Extremely hot Dry,0.05130319700404074
R32IND,urb,3,Zone_1A Very hot Humid,0.3434914504139972
R32IND,urb,4,Zone_1B Very hot Dry,0.15904787012395613
R32IND,urb,6,Zone_2A Hot Humid,0.03514336928205363
R32IND,urb,7,Zone_2B Hot Dry,0.004738872535778184
R32IND,urb,9,Zone_3A Warm Humid,0.002918725817933592
R32IND,urb,11,Zone_3C Warm Marine,8.345049901747017e-4
R32IND,urb,14,Zone_4C Mixed Marine,4.6269765406981137e-4
R32IND,urb,17,Zone_5C Cool Marine,0.0023676535943126516
R32JPN,rur,9,Zone_3A Warm Humid,0.32397825253364504
R32JPN,rur,12,Zone_4A Mixed Humid,0.37412775811001203
R32JPN,rur,15,Zone_5A Cool Humid,0.23703174069336602
R32JPN,rur,18,Zone_6A Cold Humid,0.06486224866297692
R32JPN,urb,9,Zone_3A Warm Humid,0.6684780807052497
R32JPN,urb,12,Zone_4A Mixed Humid,0.2396474968123459
R32JPN,urb,15,Zone_5A Cool Humid,0.05956706902236347
R32JPN,urb,18,Zone_6A Cold Humid,0.03230735346004088
R32KOR,rur,12,Zone_4A Mixed Humid,0.508489284847552
R32KOR,rur,15,Zone_5A Cool Humid,0.49151071515244793
R32KOR,urb,12,Zone_4A Mixed Humid,0.6838914362821941
R32KOR,urb,15,Zone_5A Cool Humid,0.31610856371780605
R32LAM-L,rur,0,Zone_0A Extremely hot Humid,0.052584113021464825
R32LAM-L,rur,3,Zone_1A Very hot Humid,0.3889301918209016
R32LAM-L,rur,6,Zone_2A Hot Humid,0.3603210432616288
R32LAM-L,rur,11,Zone_3C Warm Marine,0.19816465189600474
R32LAM-L,urb,0,Zone_0A Extremely hot Humid,0.10441658877902797
R32LAM-L,urb,3,Zone_1A Very hot Humid,0.4038542697722274
R32LAM-L,urb,6,Zone_2A Hot Humid,0.2585353322488705
R32LAM-L,urb,11,Zone_3C Warm Marine,0.23319380919987415
R32LAM-M,rur,0,Zone_0A Extremely hot Humid,0.13102936870927911
R32LAM-M,rur,3,Zone_1A Very hot Humid,0.4287569512939628
R32LAM-M,rur,6,Zone_2A Hot Humid,0.14305602348247085
R32LAM-M,rur,7,Zone_2B Hot Dry,0.0331405617032313
R32LAM-M,rur,9,Zone_3A Warm Humid,0.05753909899239649
R32LAM-M,rur,10,Zone_3B Warm Dry,0.017830446244199584
R32LAM-M,rur,11,Zone_3C Warm Marine,0.14681028348364106
R32LAM-M,rur,14,Zone_4C Mixed Marine,0.041837266090818837
R32LAM-M,urb,0,Zone_0A Extremely hot Humid,0.08538597869164768
R32LAM-M,urb,3,Zone_1A Very hot Humid,0.27539501587497084
R32LAM-M,urb,6,Zone_2A Hot Humid,0.13855299309488792
R32LAM-M,urb,7,Zone_2B Hot Dry,0.024291015014709753
R32LAM-M,urb,9,Zone_3A Warm Humid,0.22465696794666973
R32LAM-M,urb,10,Zone_3B Warm Dry,0.060486227092806426
R32LAM-M,urb,11,Zone_3C Warm Marine,0.15084389703422021
R32LAM-M,urb,14,Zone_4C Mixed Marine,0.040387905250087425
R32MEA-H,rur,1,Zone_0B Extremely hot Dry,0.4728281956901428
R32MEA-H,rur,4,Zone_1B Very hot Dry,0.29293575886815343
R32MEA-H,rur,7,Zone_2B Hot Dry,0.15374926824779336
R32MEA-H,rur,9,Zone_3A Warm Humid,0.08048677719391047
R32MEA-H,urb,1,Zone_0B Extremely hot Dry,0.384057087310304
R32MEA-H,urb,4,Zone_1B Very hot Dry,0.3900658146461746
R32MEA-H,urb,7,Zone_2B Hot Dry,0.0760684031917351
R32MEA-H,urb,9,Zone_3A Warm Humid,0.1498086948517862
R32MEA-M,rur,0,Zone_0A Extremely hot Humid,0.046443324433246655
R32MEA-M,rur,1,Zone_0B Extremely hot Dry,0.2633498117397045
R32MEA-M,rur,4,Zone_1B Very hot Dry,0.11506635061991964
R32MEA-M,rur,6,Zone_2A Hot Humid,0.018317207498977448
R32MEA-M,rur,7,Zone_2B Hot Dry,0.21452976113256106
R32MEA-M,rur,9,Zone_3A Warm Humid,0.04301358103553109
R32MEA-M,rur,10,Zone_3B Warm Dry,0.13772677727947533
R32MEA-M,rur,11,Zone_3C Warm Marine,0.05462378023748933
R32MEA-M,rur,12,Zone_4A Mixed Humid,0.026579449291092395
R32MEA-M,rur,13,Zone_4B Mixed Dry,0.03828331189588965
R32MEA-M,rur,15,Zone_5A Cool Humid,0.03037192258462995
R32MEA-M,rur,16,Zone_5B Cool Dry,0.011694722251482955
R32MEA-M,urb,0,Zone_0A Extremely hot Humid,0.007833071809943198
R32MEA-M,urb,1,Zone_0B Extremely hot Dry,0.1545816507838559
R32MEA-M,urb,4,Zone_1B Very hot Dry,0.13388185744097872
R32MEA-M,urb,6,Zone_2A Hot Humid,0.055214703445725544
R32MEA-M,urb,7,Zone_2B Hot Dry,0.12558634076986888
R32MEA-M,urb,9,Zone_3A Warm Humid,0.1350553435519747
R32MEA-M,urb,10,Zone_3B Warm Dry,0.09671040455654599
R32MEA-M,urb,11,Zone_3C Warm Marine,0.022984295029037687
R32MEA-M,urb,12,Zone_4A Mixed Humid,0.15354028561637342
R32MEA-M,urb,13,Zone_4B Mixed Dry,0.06475902101104039
R32MEA-M,urb,15,Zone_5A Cool Humid,0.03497283656178781
R32MEA-M,urb,16,Zone_5B Cool Dry,0.014880189422867821
R32MEX,rur,0,Zone_0A Extremely hot Humid,0.07066386371759727
R32MEX,rur,3,Zone_1A Very hot Humid,0.2521140720833659
R32MEX,rur,4,Zone_1B Very hot Dry,0.07782907278268197
R32MEX,rur,6,Zone_2A Hot Humid,0.13686551441453695
R32MEX,rur,7,Zone_2B Hot Dry,0.10995651448862996
R32MEX,rur,9,Zone_3A Warm Humid,0.05839071748162007
R32MEX,rur,10,Zone_3B Warm Dry,0.10187827902950995
R32MEX,rur,11,Zone_3C Warm Marine,0.19230196600205796
R32MEX,urb,0,Zone_0A Extremely hot Humid,0.0355531099534938
R32MEX,urb,3,Zone_1A Very hot Humid,0.11141525495972598
R32MEX,urb,4,Zone_1B Very hot Dry,0.032367892150061695
R32MEX,urb,6,Zone_2A Hot Humid,0.13431392076307197
R32MEX,urb,7,Zone_2B Hot Dry,0.07364182172673568
R32MEX,urb,9,Zone_3A Warm Humid,0.05749759560754699
R32MEX,urb,10,Zone_3B Warm Dry,0.06482296793429099
R32MEX,urb,11,Zone_3C Warm Marine,0.4903874369050729
R32NAF,rur,4,Zone_1B Very hot Dry,0.00422388299872495
R32NAF,rur,7,Zone_2B Hot Dry,0.7009562931860261
R32NAF,rur,9,Zone_3A Warm Humid,0.1273815606511615
R32NAF,rur,10,Zone_3B Warm Dry,0.16743826316408741
R32NAF,urb,4,Zone_1B Very hot Dry,0.025245408454191376
R32NAF,urb,7,Zone_2B Hot Dry,0.46138281171116313
R32NAF,urb,9,Zone_3A Warm Humid,0.4045244315028983
R32NAF,urb,10,Zone_3B Warm Dry,0.1088473483317472
R32OAS-CPA,rur,0,Zone_0A Extremely hot Humid,0.43540383818852985
R32OAS-CPA,rur,3,Zone_1A Very hot Humid,0.42172301626654546
R32OAS-CPA,rur,6,Zone_2A Hot Humid,0.12959757991391066
R32OAS-CPA,rur,24,Zone_8A Subarctic/arctic Humid,0.013275565631014044
R32OAS-CPA,urb,0,Zone_0A Extremely hot Humid,0.4117027194020996
R32OAS-CPA,urb,3,Zone_1A Very hot Humid,0.5108705765749341
R32OAS-CPA,urb,6,Zone_2A Hot Humid,0.02765028155196445
R32OAS-CPA,urb,24,Zone_8A Subarctic/arctic Humid,0.04977642247100185
R32OAS-L-PAS,rur,0,Zone_0A Extremely hot Humid,0.4846917627535409
R32OAS-L-PAS,rur,1,Zone_0B Extremely hot Dry,0.015486017880959456
R32OAS-L-PAS,rur,3,Zone_1A Very hot Humid,0.33668213648857637
R32OAS-L-PAS,rur,6,Zone_2A Hot Humid,0.16314008287692325
R32OAS-L-PAS,urb,0,Zone_0A Extremely hot Humid,0.6393975550321936
R32OAS-L-PAS,urb,1,Zone_0B Extremely hot Dry,0.01844057566868222
R32OAS-L-PAS,urb,3,Zone_1A Very hot Humid,0.30224885797311263
R32OAS-L-PAS,urb,6,Zone_2A Hot Humid,0.03991301132601145
R32OAS-L-SAS,rur,0,Zone_0A Extremely hot Humid,0.07990875663735379
R32OAS-L-SAS,rur,3,Zone_1A Very hot Humid,0.7226614347306626
R32OAS-L-SAS,rur,6,Zone_2A Hot Humid,0.12476730252979812
R32OAS-L-SAS,rur,9,Zone_3A Warm Humid,0.02728835175555628
R32OAS-L-SAS,rur,11,Zone_3C Warm Marine,0.04537415434662928
R32OAS-L-SAS,urb,0,Zone_0A Extremely hot Humid,0.1038708989117167
R32OAS-L-SAS,urb,3,Zone_1A Very hot Humid,0.7699029648501985
R32OAS-L-SAS,urb,6,Zone_2A Hot Humid,0.0570007092124157
R32OAS-L-SAS,urb,9,Zone_3A Warm Humid,0.06260295878731424
R32OAS-L-SAS,urb,11,Zone_3C Warm Marine,0.006622468238354832
R32OAS-M-PAS,rur,0,Zone_0A Extremely hot Humid,0.7315452288043471
R32OAS-M-PAS,rur,3,Zone_1A Very hot Humid,0.26845477119565275
R32OAS-M-PAS,urb,0,Zone_0A Extremely hot Humid,0.7871673716159469
R32OAS-M-PAS,urb,3,Zone_1A Very hot Humid,0.21283262838405306
R32OAS-M-SAS,rur,0,Zone_0A Extremely hot Humid,0.6089200513651316
R32OAS-M-SAS,rur,3,Zone_1A Very hot Humid,0.2180531714553903
R32OAS-M-SAS,rur,6,Zone_2A Hot Humid,0.14714609590741612
R32OAS-M-SAS,rur,14,Zone_4C Mixed Marine,0.025880681272062025
R32OAS-M-SAS,urb,0,Zone_0A Extremely hot Humid,0.737321701125017
R32OAS-M-SAS,urb,3,Zone_1A Very hot Humid,0.08987563619776477
R32OAS-M-SAS,urb,6,Zone_2A Hot Humid,0.09532587200836218
R32OAS-M-SAS,urb,14,Zone_4C Mixed Marine,0.07747679066885607
R32PAK,rur,1,Zone_0B Extremely hot Dry,0.16877881878750714
R32PAK,rur,3,Zone_1A Very hot Humid,0.018967009876573734
R32PAK,rur,4,Zone_1B Very hot Dry,0.3784944725308525
R32PAK,rur,6,Zone_2A Hot Humid,0.06522260521382439
R32PAK,rur,7,Zone_2B Hot Dry,0.10585375768682248
R32PAK,rur,9,Zone_3A Warm Humid,0.03563955067642013
R32PAK,rur,10,Zone_3B Warm Dry,0.10635101887799127
R32PAK,rur,12,Zone_4A Mixed Humid,0.03505336141100048
R32PAK,rur,15,Zone_5A Cool Humid,0.03950853447778197
R32PAK,rur,18,Zone_6A Cold Humid,0.023754371122551916
R32PAK,rur,21,Zone_7A Very cold Humid,0.02237649933867399
R32PAK,urb,1,Zone_0B Extremely hot Dry,0.20608844039441812
R32PAK,urb,3,Zone_1A Very hot Humid,0.0735944347793333
R32PAK,urb,4,Zone_1B Very hot Dry,0.39524388677491246
R32PAK,urb,6,Zone_2A Hot Humid,0.18593286111675092
R32PAK,urb,7,Zone_2B Hot Dry,0.021766583566177975
R32PAK,urb,9,Zone_3A Warm Humid,0.005673995673441812
R32PAK,urb,10,Zone_3B Warm Dry,0.030525479114853583
R32PAK,urb,12,Zone_4A Mixed Humid,0.010675222189829543
R32PAK,urb,15,Zone_5A Cool Humid,0.06856048372700568
R32PAK,urb,18,Zone_6A Cold Humid,0.001938612663276569
R32PAK,urb,21,Zone_7A Very cold Humid,0
R32RUS,rur,12,Zone_4A Mixed Humid,0.045672089269138995
R32RUS,rur,15,Zone_5A Cool Humid,0.10019082328623598
R32RUS,rur,18,Zone_6A Cold Humid,0.33303043964555595
R32RUS,rur,21,Zone_7A Very cold Humid,0.4382515997167229
R32RUS,rur,24,Zone_8A Subarctic/arctic Humid,0.08285504808234609
R32RUS,urb,12,Zone_4A Mixed Humid,0.030439275385435473
R32RUS,urb,15,Zone_5A Cool Humid,0.09001769306021912
R32RUS,urb,18,Zone_6A Cold Humid,0.45931689696034056
R32RUS,urb,21,Zone_7A Very cold Humid,0.38147378286592065
R32RUS,urb,24,Zone_8A Subarctic/arctic Humid,0.03875235172808416
R32SAF,rur,6,Zone_2A Hot Humid,0.148558957561516
R32SAF,rur,7,Zone_2B Hot Dry,0.166259188369709
R32SAF,rur,9,Zone_3A Warm Humid,0.242315737362424
R32SAF,rur,10,Zone_3B Warm Dry,0.166518755036661
R32SAF,rur,11,Zone_3C Warm Marine,0.27634736166969
R32SAF,urb,6,Zone_2A Hot Humid,0.153448044702664
R32SAF,urb,7,Zone_2B Hot Dry,0.0737479604766249
R32SAF,urb,9,Zone_3A Warm Humid,0.263433460957926
R32SAF,urb,10,Zone_3B Warm Dry,0.126337712629693
R32SAF,urb,11,Zone_3C Warm Marine,0.383032821233092
R32SSA-L,rur,0,Zone_0A Extremely hot Humid,0.18570897809360304
R32SSA-L,rur,1,Zone_0B Extremely hot Dry,0.15238979725695403
R32SSA-L,rur,3,Zone_1A Very hot Humid,0.22596207986050207
R32SSA-L,rur,4,Zone_1B Very hot Dry,0.0031699658396713484
R32SSA-L,rur,6,Zone_2A Hot Humid,0.2737842129346749
R32SSA-L,rur,7,Zone_2B Hot Dry,0.019949713704928443
R32SSA-L,rur,9,Zone_3A Warm Humid,0.01984024037771203
R32SSA-L,rur,11,Zone_3C Warm Marine,0.11919501193195406
R32SSA-L,urb,0,Zone_0A Extremely hot Humid,0.38494020512159716
R32SSA-L,urb,1,Zone_0B Extremely hot Dry,0.10772174294900004
R32SSA-L,urb,3,Zone_1A Very hot Humid,0.2129713886523946
R32SSA-L,urb,4,Zone_1B Very hot Dry,0.01248351920563048
