region_bld,ssp,urt,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-LVA,SSP1,rur,0.632028587,0.551780632,0.483399936,0.424052904,0.373105744,0.329474649,0.291286146,0.257290424,0.22700631,0.200070161,0.175937651,0.154397922,0.135178789,0.118021368,0.102614447,0.088668975,0.076394439,0.065744387
C-EEU-LVA,SSP1,urb,1.55136768,1.57001275,1.581393604,1.583467653,1.580177681,1.573738919,1.561348042,1.540809659,1.512853279,1.478587442,1.437349126,1.390455745,1.338545497,1.282032536,1.220284922,1.152189281,1.082862791,1.01497851
C-EEU-POL,SSP1,rur,13.58283921,12.25270173,10.95866136,9.706242568,8.516894237,7.42623283,6.446228113,5.572352674,4.794739328,4.105792721,3.496535178,2.962282226,2.498504234,2.095318703,1.746060879,1.449294988,1.201486101,0.995666827
C-EEU-POL,SSP1,urb,24.86518117,26.29374325,27.56249268,28.60737544,29.41064004,30.04165626,30.54458498,30.92337996,31.15910553,31.24247775,31.15131635,30.8973312,30.50708245,29.94817811,29.21167182,28.37987421,27.53668287,26.70736067
C-EEU-ROU,SSP1,rur,8.182001979,7.262350348,6.390113539,5.575708785,4.834341174,4.161944207,3.55280975,3.004750376,2.518635424,2.093019103,1.724777967,1.410305773,1.145382699,0.925370392,0.74468238,0.594721267,0.472705144,0.374470485
C-EEU-ROU,SSP1,urb,12.93893672,13.44249042,13.84494034,14.14093953,14.35244733,14.46469369,14.45513208,14.31223221,14.04506712,13.66472425,13.18374144,12.62130488,12.00145498,11.35264868,10.69685898,10.00246107,9.308848501,8.634535095
C-EEU-SVK,SSP1,rur,2.265599003,2.07228676,1.879230158,1.68729687,1.500392472,1.325503538,1.165522822,1.020213959,0.888330523,0.769100103,0.660973622,0.564360188,0.479455958,0.405637634,0.340849137,0.284993831,0.237591096,0.197627716
C-EEU-SVK,SSP1,urb,3.280072405,3.553303744,3.810856803,4.041144246,4.23872175,4.41179553,4.565507098,4.698561907,4.805815072,4.883682833,4.922796858,4.926897982,4.903585997,4.857792608,4.777632813,4.673838231,4.557375552,4.432577024
C-EEU-SVN,SSP1,rur,0.955434656,0.883503852,0.810836939,0.739411511,0.671225895,0.60747622,0.547828488,0.491763607,0.43928451,0.390800247,0.346004592,0.305223927,0.267621353,0.233236237,0.2021772,0.174507817,0.149857762,0.12805133
C-EEU-SVN,SSP1,urb,1.113028753,1.219444953,1.322258047,1.420791143,1.515897383,1.608623999,1.697216698,1.778844051,1.851890605,1.91684477,1.971621221,2.017828639,2.050161147,2.068235536,2.07329306,2.067775363,2.050245601,2.021461382
C-WEU-AUT,SSP1,rur,2.503669836,2.300122673,2.114921812,1.943682694,1.784948493,1.63903464,1.505495825,1.382171476,1.266739305,1.158411896,1.054279199,0.954222874,0.860645458,0.774091977,0.692352335,0.616281284,0.546578286,0.483540587
C-WEU-AUT,SSP1,urb,6.064537039,6.434272395,6.78715387,7.113614467,7.41083618,7.683504379,7.935121182,8.160302983,8.349128005,8.498005105,8.584875503,8.603893344,8.573997802,8.503650171,8.371745248,8.189163805,7.96977245,7.72643701
C-WEU-BEL,SSP1,rur,0.270338202,0.263037173,0.255826937,0.248569525,0.241200561,0.23382601,0.226310586,0.218565739,0.210595849,0.20252322,0.194161544,0.185291437,0.176091121,0.166758586,0.157314475,0.147571993,0.137798991,0.128186333
C-WEU-BEL,SSP1,urb,10.75309379,11.0609697,11.3729311,11.68218506,11.98407654,12.28200134,12.56698953,12.83094168,13.07002185,13.28774832,13.46758884,13.58726491,13.65099205,13.66674275,13.62999082,13.51701777,13.34360078,13.12256669
C-WEU-CHE,SSP1,rur,1.756251449,1.555169326,1.404202963,1.286141046,1.190714851,1.111961954,1.045697522,0.988493326,0.937571723,0.89136336,0.84535858,0.800235477,0.75682055,0.71376095,0.671678256,0.630874633,0.591689351,0.554416886
C-WEU-CHE,SSP1,urb,6.152242057,6.574662288,6.960157037,7.311740892,7.631707175,7.925385491,8.195757837,8.44065057,8.654307486,8.835215522,8.946389323,8.997125083,9.00034387,8.943786211,8.837714328,8.689529996,8.507852166,8.301358046
C-WEU-CYP,SSP1,rur,0.298067788,0.271215788,0.246648584,0.223823835,0.203182468,0.184639538,0.167815319,0.152297032,0.137870452,0.12444129,0.111718162,0.099775675,0.088335753,0.077504001,0.067379937,0.057920277,0.049378494,0.04184965
C-WEU-CYP,SSP1,urb,0.87653747,0.970272782,1.055921343,1.131198049,1.198675986,1.259573901,1.313265721,1.357967259,1.392584005,1.41673451,1.427347772,1.425150952,1.405895539,1.370385094,1.32013738,1.254535946,1.179932022,1.101222056
C-WEU-DEU,SSP1,rur,18.19397115,15.66963509,13.69968864,12.11643656,10.81909487,9.742722518,8.834417037,8.051722454,7.364480623,6.756795083,6.208936986,5.708369753,5.246396625,4.822278308,4.419237868,4.036643857,3.679741239,3.351168474
C-WEU-DEU,SSP1,urb,64.08408649,66.70737205,68.80998195,70.46172479,71.75761838,72.80095522,73.62350031,74.20287648,74.5135061,74.5941603,74.39100095,73.87792748,73.0408193,71.9554232,70.44351463,68.53579379,66.36870504,64.05377697
C-WEU-DNK,SSP1,rur,0.682680222,0.647777319,0.622361215,0.602770335,0.586795344,0.57356221,0.562820382,0.554491483,0.548280178,0.543604897,0.539541423,0.535842341,0.532135981,0.527650381,0.522584743,0.516731826,0.509027969,0.499908053
C-WEU-DNK,SSP1,urb,5.006452032,5.188315666,5.379168952,5.567625782,5.746010369,5.914373024,6.076884359,6.238509234,6.400951506,6.561456536,6.711703027,6.850427084,6.974252375,7.073868686,7.152324881,7.20723165,7.223839376,7.208051347
C-WEU-ESP,SSP1,rur,8.954885094,7.731547609,6.759637841,5.982196415,5.360617966,4.853731614,4.421186311,4.036640663,3.688369182,3.373490725,3.080737286,2.805203353,2.548773062,2.311249676,2.088569668,1.885815837,1.703996388,1.540236496
C-WEU-ESP,SSP1,urb,38.91101548,41.21024411,43.08886085,44.72324271,46.28541818,47.80686951,49.17406191,50.27302692,51.07103138,51.61849588,51.81909057,51.63311719,51.13137151,50.35724727,49.26749133,48.02747719,46.73529947,45.39035199
C-WEU-FIN,SSP1,rur,0.757484294,0.718069125,0.680749914,0.644179331,0.608317795,0.573963879,0.541562968,0.511337776,0.48316937,0.456721416,0.431355199,0.406219259,0.381593041,0.357626657,0.334226914,0.310935789,0.28825151,0.266561742
C-WEU-FIN,SSP1,urb,4.744925519,4.927988127,5.109737635,5.280153264,5.43720572,5.586794659,5.733680996,5.881856289,6.032283852,6.182988962,6.326561116,6.449541811,6.553621669,6.639338279,6.703077797,6.732650696,6.734929906,6.717172182
C-WEU-FRA,SSP1,rur,8.789993213,8.369641691,7.985856023,7.628747566,7.296362784,6.984039343,6.683399447,6.390802992,6.107208599,5.835584226,5.55902377,5.285431812,5.019113255,4.75815422,4.494050608,4.23165392,3.975674564,3.72885641
C-WEU-FRA,SSP1,urb,56.00144908,58.49728844,60.97382924,63.39286711,65.7657887,68.0760372,70.25762041,72.27449912,74.13586873,75.88112864,77.28501137,78.42873127,79.36522193,80.05978346,80.35238074,80.29923094,79.97370663,79.42868573
C-WEU-GBR,SSP1,rur,11.11454666,9.612736446,8.18603455,6.863311935,5.67566713,4.640596629,3.757937164,3.016367083,2.401113522,1.897539662,1.489527623,1.163032937,0.902635006,0.697071241,0.535432866,0.408588302,0.310216032,0.23465139
C-WEU-GBR,SSP1,urb,53.1499449,56.81095307,60.38439128,63.75334691,66.9079834,69.88993911,72.70966095,75.32224461,77.67223923,79.75410492,81.53527726,83.06716443,84.23998254,85.10193858,85.58547905,85.56649124,85.15839513,84.47000111
C-WEU-GRC,SSP1,rur,3.983318142,3.573425105,3.191634025,2.841752768,2.525371311,2.238520038,1.9769718,1.73777279,1.520191541,1.324667637,1.148733991,0.989458075,0.847079157,0.72186982,0.611587638,0.515730521,0.433541522,0.363510134
C-WEU-GRC,SSP1,urb,7.487253567,7.914393033,8.311471561,8.684120518,9.039640755,9.370314487,9.662946164,9.904479636,10.09117175,10.23026665,10.31147771,10.31460985,10.24729577,10.12718779,9.94450155,9.714536974,9.456119956,9.177282371
C-WEU-IRL,SSP1,rur,1.617095594,1.526662502,1.43581799,1.348101896,1.266871061,1.19254144,1.123183254,1.056564743,0.991797216,0.929364467,0.868982418,0.811370545,0.754984906,0.700457826,0.648420164,0.597900014,0.549665942,0.504065197
C-WEU-IRL,SSP1,urb,3.156361737,3.525735683,3.87721878,4.21282963,4.540523928,4.863617834,5.176858494,5.470465938,5.737979896,5.979890672,6.192730594,6.380363954,6.529527165,6.642836763,6.725067613,6.765362327,6.770754561,6.745931342
C-WEU-ISL,SSP1,rur,0.014262887,0.011890489,0.010702446,0.010015389,0.009599658,0.009359869,0.009234488,0.009178091,0.009161425,0.009170157,0.009183753,0.009187279,0.00918344,0.009153178,0.009087076,0.008988989,0.008867612,0.008731651
C-WEU-ISL,SSP1,urb,0.3310094,0.357869186,0.383080635,0.406721519,0.42931911,0.451653814,0.473712781,0.494953995,0.514901204,0.533470078,0.549961784,0.563804051,0.575400072,0.583748952,0.588372661,0.589623349,0.588182801,0.584749416
C-WEU-ITA,SSP1,rur,17.51730011,15.87253401,14.38388456,13.0496836,11.85758478,10.78641787,9.806913098,8.901374074,8.064510763,7.294596475,6.566133437,5.881561739,5.253678517,4.686139559,4.16573625,3.695548946,3.273637467,2.895316463
C-WEU-ITA,SSP1,urb,44.065335,46.13340827,47.97578309,49.64630213,51.177691,52.56230649,53.72613077,54.6148081,55.22707083,55.58678259,55.52498962,55.05700807,54.32048236,53.41075092,52.24386175,50.91473256,49.47357159,47.93284337
C-WEU-LUX,SSP1,rur,0.073810595,0.071181576,0.068299332,0.065135022,0.061734367,0.058164265,0.054446237,0.050620263,0.046739708,0.042881197,0.039028067,0.035231271,0.031517733,0.02796468,0.024597278,0.021441623,0.018548972,0.015941057
C-WEU-LUX,SSP1,urb,0.479918679,0.523864143,0.569486388,0.615852256,0.662415019,0.708786074,0.753993045,0.797115577,0.83735828,0.874435449,0.906272075,0.931956766,0.950069463,0.960890297,0.963674603,0.958038594,0.945405025,0.926974971
C-WEU-MLT,SSP1,rur,0.016517797,0.01282942,0.010208792,0.008236234,0.006710523,0.005504473,0.004536685,0.003751499,0.003111055,0.002584848,0.002146683,0.001780162,0.001466791,0.001199711,9.75E-04,7.85E-04,6.28E-04,5.00E-04
C-WEU-MLT,SSP1,urb,0.408085503,0.419211807,0.42711298,0.431442193,0.433032709,0.432253147,0.429447498,0.42489438,0.419068625,0.412095685,0.403440119,0.393079046,0.379487435,0.362834172,0.343901491,0.322643859,0.300145653,0.277641267
C-WEU-NLD,SSP1,rur,2.676011726,2.508926194,2.34599373,2.184801014,2.024086632,1.865455087,1.710907505,1.562980385,1.423313267,1.292772277,1.170755599,1.056599542,0.948772773,0.848484707,0.754242577,0.666417423,0.585721639,0.512549394
C-WEU-NLD,SSP1,urb,14.2851118,14.81886776,15.36186784,15.89033933,16.38031788,16.82559852,17.22572874,17.59119375,17.93129385,18.25305871,18.54691338,18.79987604,18.97813897,19.09644746,19.11490564,19.03105967,18.85977094,18.61893546
C-WEU-NOR,SSP1,rur,0.903944339,0.800716039,0.700210348,0.603364128,0.512239861,0.429255977,0.355827251,0.292325673,0.238327713,0.192954322,0.154961063,0.123392421,0.097500591,0.076562197,0.059662763,0.046162797,0.035497193,0.027155926
C-WEU-NOR,SSP1,urb,4.255872173,4.647152455,5.054905382,5.462005992,5.85616626,6.235424586,6.601193104,6.955427809,7.298028128,7.625496599,7.921044311,8.172530985,8.378806959,8.546020796,8.657481468,8.713674726,8.720527337,8.686034544
C-WEU-PRT,SSP1,rur,3.855044264,3.515439356,3.181754779,2.861403423,2.559007665,2.274586286,2.007631309,1.759147625,1.530684734,1.323963913,1.137173642,0.96940945,0.818833041,0.686633709,0.572812712,0.47488798,0.391506382,0.321203203
C-WEU-PRT,SSP1,urb,6.963094183,7.435768416,7.89250289,8.335433389,8.765696724,9.172953305,9.54261888,9.865183805,10.13696032,10.36275989,10.52741451,10.62132695,10.62404297,10.55497711,10.43683643,10.25964703,10.03237161,9.765330685
C-WEU-SWE,SSP1,rur,1.378208944,1.326120272,1.278017895,1.228725086,1.17960671,1.13389716,1.09238805,1.053745634,1.016298534,0.978971709,0.940243744,0.900236624,0.859176373,0.817422514,0.773228039,0.727482699,0.681594267,0.636813957
C-WEU-SWE,SSP1,urb,8.414321352,8.907848053,9.41349719,9.894126284,10.3557393,10.82589129,11.31715342,11.82165328,12.32354595,12.80901273,13.25373358,13.65159531,13.9979546,14.29077994,14.4895934,14.59686298,14.6296337,14.60843081
R32ANUZ,SSP1,rur,3.009144213,2.974110911,2.925981018,2.860626068,2.783566412,2.69993259,2.610663443,2.515347459,2.413888085,2.307747213,2.192562217,2.070380417,1.944360363,1.81383765,1.679819078,1.545620727,1.414832263,1.29008075
R32ANUZ,SSP1,urb,25.76996233,27.92812198,30.08597448,32.16970562,34.20160293,36.21517235,38.19928648,40.12075054,41.94364463,43.65421967,45.11446177,46.29770268,47.21525042,47.78091361,47.9577179,47.77825205,47.30911305,46.61475064
R32BRA,SSP1,rur,24.82821476,23.51521831,22.29179674,21.11260293,19.99566365,18.91960594,17.87877086,16.8546375,15.85076143,14.86612595,13.90529566,12.97254555,12.06826882,11.19552698,10.35187666,9.508796563,8.682754801,7.885883487
R32BRA,SSP1,urb,177.4664843,184.7448245,190.5587252,194.7270717,197.5736925,199.0537437,199.2401516,198.0379157,195.5775054,191.9365457,187.2629017,181.7074544,175.3702946,168.3886514,160.8164699,152.2813307,143.0953854,133.5258254
R32CAN,SSP1,rur,6.358138653,6.119383137,5.872914895,5.609461541,5.334906673,5.060389079,4.790921133,4.525960364,4.264355236,4.007154239,3.748812468,3.486771692,3.225626872,2.968508849,2.710821683,2.456901164,2.213124445,1.984238141
R32CAN,SSP1,urb,29.54299852,31.77860773,34.03000301,36.21186279,38.31558597,40.38328956,42.43307043,44.44333459,46.38131254,48.23250499,49.89599594,51.28007535,52.38482206,53.20280546,53.58755475,53.54275093,53.14609719,52.4846174
R32CAS-CAU,SSP1,rur,7.015102995,6.401522067,5.764355879,5.14759469,4.578297029,4.050571279,3.557834414,3.10160467,2.689372909,2.324695288,2.004546908,1.722826911,1.47383753,1.254533476,1.063754023,0.900100728,0.760919406,0.642866201
R32CAS-CAU,SSP1,urb,9.964877654,10.74448944,11.36793045,11.8672191,12.28052185,12.5875737,12.76047526,12.79477325,12.720497,12.57110555,12.36163605,12.08756289,11.73953765,11.32205373,10.85735381,10.37111138,9.880267503,9.392689761
R32CAS-OTH,SSP1,rur,34.03031942,32.30323964,30.12522987,27.64118464,25.07666074,22.51876254,20.01298553,17.60429577,15.35238458,13.28986198,11.45075614,9.822670186,8.387682573,7.129910489,6.036196722,5.094918207,4.292571755,3.612206909
R32CAS-OTH,SSP1,urb,29.47688009,33.45823457,37.21050507,40.60757581,43.69928073,46.42042789,48.65255367,50.31269366,51.42949552,52.04245377,52.26098292,52.10578765,51.58102116,50.70817963,49.53997799,48.15746348,46.63895276,45.01617053
R32CHN,SSP1,rur,639.1317464,567.7697463,499.0754079,434.8485577,376.4364598,323.8546821,277.0939913,235.9312563,200.061058,169.0265713,142.3683744,119.6554507,100.4038258,84.04958789,70.12852479,58.33616812,48.31479274,39.76381142
R32CHN,SSP1,urb,721.3653269,803.4016447,871.7480227,924.6643646,962.5339565,985.085785,993.2885392,988.5932049,972.9788721,948.2681123,916.4244347,879.6098646,839.4668678,796.3862092,750.6620316,703.4576755,654.7258561,604.2232986
R32EEU,SSP1,rur,9.723180333,8.745461567,7.821947932,6.954063907,6.152619281,5.416790579,4.740800902,4.123287932,3.566016888,3.067627747,2.619291582,2.220691674,1.869588145,1.562135442,1.295021038,1.064425372,0.867793439,0.701461835
R32EEU,SSP1,urb,14.12119969,15.01239556,15.82986592,16.55095154,17.18138306,17.71016149,18.11157786,18.37311768,18.50252303,18.50487871,18.34251317,18.02843595,17.57331165,16.97889326,16.25830529,15.41948046,14.48895427,13.4845727
R32EEU-FSU,SSP1,rur,15.98556769,13.86938738,12.09601054,10.60325104,9.34266399,8.266155251,7.326859607,6.497949848,5.76636758,5.122055767,4.544001768,4.024109773,3.554569433,3.130923886,2.75170204,2.415460645,2.118570724,1.849895798
R32EEU-FSU,SSP1,urb,40.90021162,41.36346885,41.62180802,41.73526969,41.75978205,41.69321211,41.46812639,41.0594075,40.49612438,39.81806676,38.96150736,37.93521367,36.73608046,35.38189612,33.92169056,32.41007697,30.87594129,29.23142409
R32IDN,SSP1,rur,127.0346761,119.2482567,110.6660235,101.7304502,92.92903725,84.36516807,76.14102982,68.31312031,60.97927452,54.17810386,47.93998374,42.27242383,37.15610768,32.56950628,28.47675263,24.84109014,21.62290829,18.78037892
R32IDN,SSP1,urb,123.4708406,140.0503438,155.2732723,168.7356574,180.4665017,190.1554049,197.631342,202.7582109,205.6662925,206.4770658,205.4156531,202.7362412,198.6541878,193.4222632,187.2434751,180.3188358,172.8207515,164.8785957
R32IND,SSP1,rur,847.9272463,823.3154861,786.2264293,739.1429445,686.4805474,629.8647834,571.3448854,512.5561773,455.2245898,400.4203967,348.9790652,301.5320624,258.384403,219.6787127,185.3735919,155.3478162,129.3753213,107.1574964
R32IND,SSP1,urb,450.0254167,537.9656675,628.9472408,719.7856907,809.201034,893.7955052,970.8788789,1037.841308,1093.2962,1135.831239,1164.690959,1179.909765,1181.763367,1171.091839,1148.981527,1117.063503,1077.177307,1031.278143
R32JPN,SSP1,rur,37.40844388,33.2664029,29.55232972,26.25883966,23.35789852,20.80918053,18.56745933,16.59066312,14.84965299,13.27088685,11.82044594,10.49776862,9.30563986,8.240179618,7.277506464,6.421367258,5.665481248,4.99903502
R32JPN,SSP1,urb,88.93165862,92.2161472,94.5531976,96.11350594,97.05112843,97.48432475,97.4900468,97.12297914,96.47407198,95.28877937,93.46073663,91.10036157,88.37255856,85.40899693,82.13049742,78.73383584,75.32277988,71.93686081
R32KOR,SSP1,rur,7.678789002,7.132387047,6.581110153,6.028633803,5.476697177,4.93132203,4.402194257,3.897745143,3.425999873,2.992762579,2.600467,2.244247894,1.922419188,1.638453824,1.391998247,1.178509625,0.992344684,0.832971293
R32KOR,SSP1,urb,41.29030506,42.45790682,43.46082171,44.25403509,44.77125783,44.97300878,44.86179801,44.45291866,43.78893308,42.9241677,41.90340387,40.67319173,39.22417832,37.67015538,36.09203059,34.48519653,32.79251905,31.10365608
R32LAM-L,SSP1,rur,17.54388997,16.52385812,15.40508091,14.21769244,13.0224037,11.83121971,10.66708988,9.551716466,8.506345158,7.536899289,6.658951518,5.865147412,5.148905937,4.504419846,3.927075026,3.412042801,2.953632987,2.546317275
R32LAM-L,SSP1,urb,23.2864931,26.58999834,29.61858473,32.30573578,34.68572318,36.70809442,38.35567168,39.63073135,40.56837364,41.17659033,41.54982288,41.68175953,41.56913022,41.21337023,40.62785731,39.8267614,38.81346373,37.58619409
R32LAM-M,SSP1,rur,45.30099357,41.00214612,37.13151821,33.5919481,30.39186545,27.46295436,24.76683082,22.28609292,20.02300833,17.96343897,16.10962666,14.44038942,12.93487703,11.57309869,10.33444127,9.200272916,8.159149943,7.207492025
R32LAM-M,SSP1,urb,203.6229487,217.1245339,228.3248749,237.2264393,244.3043023,249.4238585,252.5332067,253.7021453,253.2215262,251.2356228,248.0556113,243.7616415,238.4007363,232.0160128,224.4958196,215.735709,205.8453272,195.0831438
R32MEA-H,SSP1,rur,8.137925669,8.286380962,8.319924498,8.254993473,8.127528898,7.934792374,7.671785981,7.345241135,6.975749813,6.580703374,6.16775315,5.746569985,5.326872926,4.919517516,4.532831015,4.16959326,3.826667051,3.505186785
R32MEA-H,SSP1,urb,50.93799735,57.37374364,63.53110568,69.37657238,75.03976615,80.34727596,85.06211485,89.03062232,92.27103293,94.82512773,96.62248236,97.64240638,97.90878564,97.52573031,96.61772628,95.23526789,93.2918055,90.7793931
R32MEA-M,SSP1,rur,85.15336945,82.75730398,79.50327966,75.56087819,71.3110917,66.7811455,62.01587401,57.10527995,52.23243085,47.50833378,43.01347338,38.77198143,34.78905625,31.07327155,27.6144596,24.4293282,21.5189597,18.86590668
R32MEA-M,SSP1,urb,142.4688062,162.9738107,182.3331394,200.3329197,217.3527283,232.9556258,246.5921107,257.861758,266.8651287,273.6739071,278.4327147,281.1233087,281.6899347,280.1789132,276.4713858,270.8787642,263.6095982,254.6732964
R32MEX,SSP1,rur,21.91761798,18.98017491,16.33946352,13.98538108,11.92703519,10.12794671,8.559904702,7.200679295,6.034406676,5.039241585,4.201409421,3.497052283,2.905915786,2.410587341,1.989700629,1.634096663,1.334703968,1.081199743
R32MEX,SSP1,urb,97.37429095,105.2501313,111.8160522,117.0196529,121.0967748,123.9982265,125.7198996,126.3213047,125.9918822,124.8443336,123.1953936,121.1074566,118.6420748,115.8520077,112.4170803,108.4201046,103.8961853,98.66395649
R32NAF,SSP1,rur,73.70909964,70.4540103,66.36947399,61.74450281,57.00847859,52.27498724,47.60255172,43.05133092,38.71857045,34.65566631,30.90831022,27.46852374,24.32127386,21.4586967,18.87601622,16.56901567,14.51650542,12.6657456
R32NAF,SSP1,urb,102.7534706,115.6977748,127.6907982,138.4513038,148.2705257,157.0062966,164.3918599,170.1825074,174.4000946,177.0856797,178.44756,178.5378738,177.3887398,175.0909899,171.7982764,167.7459067,163.0611149,157.464009
R32OAS-CPA,SSP1,rur,75.81518562,72.72897769,68.39061655,63.16613198,57.56883834,51.81741885,46.06582915,40.4592891,35.15648342,30.27009767,25.87271292,21.96510738,18.52410532,15.52047102,12.9136818,10.65591166,8.73885774,7.116111603
R32OAS-CPA,SSP1,urb,40.5164741,48.10882331,55.62708954,62.76834326,69.46180881,75.48390815,80.58401667,84.57450605,87.42563127,89.18954705,89.99716626,89.90849639,88.96616276,87.23266322,84.73518042,81.44510136,77.64492554,73.36133316
R32OAS-L-PAS,SSP1,rur,84.75091945,81.52359118,77.2996042,72.23047997,66.74788593,61.00674428,55.167033,49.41801569,43.92515342,38.77217548,34.02044023,29.68418513,25.75531927,22.22493038,19.08119946,16.30698787,13.88201622,11.77859221
R32OAS-L-PAS,SSP1,urb,74.69091915,86.26568957,97.64326078,108.3386625,118.298546,127.2104523,134.838716,141.118278,146.1326596,149.9028243,152.5064508,153.9613843,154.2570103,153.4364148,151.5882462,148.829767,145.3185837,141.1854546
R32OAS-L-SAS,SSP1,rur,129.934427,126.7634428,121.4895372,114.370827,106.1202475,97.14354784,87.82613146,78.48574443,69.44739248,60.90507901,53.02803182,45.86345227,39.42070754,33.68294948,28.62176285,24.19524375,20.35936747,17.05534136
R32OAS-L-SAS,SSP1,urb,58.86026303,71.68659021,85.09970238,98.45866833,111.4150161,123.4684053,134.1957006,143.243695,150.5067494,155.905218,159.5729512,161.5535111,161.9254303,160.7934885,158.313233,154.6502848,150.0199721,144.5851929
R32OAS-M-PAS,SSP1,rur,50.73582765,47.49206124,44.02905132,40.43220439,36.85369002,33.33041704,29.91706551,26.67998031,23.68762935,20.9641446,18.49087541,16.26277735,14.2628785,12.47668865,10.88781852,9.475031384,8.222735183,7.119910367
R32OAS-M-PAS,SSP1,urb,56.7324939,63.55278508,69.89688533,75.59122308,80.62106649,84.8032658,88.02399163,90.27510884,91.67767554,92.32412138,92.21302156,91.40689813,89.93035614,87.84995307,85.24380788,82.09532406,78.48181442,74.54190207
R32OAS-M-SAS,SSP1,rur,18.52499589,18.16879263,17.50714734,16.6178034,15.58043708,14.40215243,13.09779737,11.71754453,10.32984831,8.986777751,7.731825551,6.581845971,5.54662141,4.630871864,3.83556839,3.143372328,2.550519518,2.049740075
R32OAS-M-SAS,SSP1,urb,4.20126667,5.132027417,6.137426312,7.20587523,8.332745608,9.478041478,10.58577823,11.60858265,12.5207132,13.30155699,13.9465415,14.44015687,14.7737295,14.94816131,14.97945269,14.83289817,14.52496675,14.07190693
R32PAK,SSP1,rur,137.5969004,137.6069018,135.2199729,130.5372193,124.4825509,117.3598932,109.4228293,100.9518974,92.32894899,83.78968409,75.59598082,67.83436844,60.54919849,53.78019898,47.55694972,41.89613129,36.79123188,32.21798564
R32PAK,SSP1,urb,85.95250126,104.1969001,123.2832064,142.362647,161.3488592,179.6844557,196.7372288,211.9498795,225.1439225,236.1227031,245.0193746,251.7607109,256.2730618,258.5891036,258.8563715,257.3176208,254.2233685,249.7972218
R32RUS,SSP1,rur,32.39761994,27.79224305,24.14906673,21.22123981,18.88552578,16.97962347,15.36656387,13.95640069,12.71840393,11.62935591,10.64626948,9.749333173,8.919020706,8.14407558,7.427855122,6.774856618,6.182790872,5.616421022
R32RUS,SSP1,urb,109.9618873,113.450357,115.5181106,116.5856558,117.273504,117.6504889,117.551507,116.8314871,115.6362539,114.1036798,112.1005671,109.6331541,106.6556509,103.1720344,99.35010332,95.3831275,91.37625812,86.91762232
