region,type,material_type,year,reuse,unknown,recycling,unmanaged_solid_waste_disposal_site,downcycling,managed_solid_waste_disposal_site,incineration_energy,incineration,open_burning,composting
C-EEU-BGR,WASH_MACH,polypropylene,2030,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH,bio-based_polypropylene,2030,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH,steel,2030,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH,aluminium,2035,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,copper,2035,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,glass,2035,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH,other_materials,2035,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH,acrylonitrile_butadiene_styrene,2035,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH,other_plastics,2035,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH,polypropylene,2035,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH,bio-based_polypropylene,2035,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH,steel,2035,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH,aluminium,2040,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,copper,2040,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,glass,2040,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH,other_materials,2040,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH,acrylonitrile_butadiene_styrene,2040,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH,other_plastics,2040,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH,polypropylene,2040,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH,bio-based_polypropylene,2040,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH,steel,2040,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH,aluminium,2045,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,copper,2045,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,glass,2045,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH,other_materials,2045,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH,acrylonitrile_butadiene_styrene,2045,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH,other_plastics,2045,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH,polypropylene,2045,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH,bio-based_polypropylene,2045,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH,steel,2045,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH,aluminium,2050,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,copper,2050,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH,glass,2050,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH,other_materials,2050,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH,acrylonitrile_butadiene_styrene,2050,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH,other_plastics,2050,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH,polypropylene,2050,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH,bio-based_polypropylene,2050,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH,steel,2050,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2020,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2020,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2020,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2020,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2020,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2020,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2020,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2020,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2020,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2025,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2025,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2025,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2025,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2025,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2025,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2025,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2025,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2025,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2030,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2030,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2030,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2030,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2030,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2030,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2030,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2030,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2030,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2035,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2035,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2035,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2035,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2035,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2035,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2035,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2035,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2035,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2040,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2040,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2040,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2040,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2040,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2040,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2040,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2040,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2040,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2045,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2045,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2045,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2045,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2045,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2045,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2045,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2045,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2045,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,aluminium,2050,0,0.170909091,0.413882182,0,0.382045091,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,copper,2050,0,0.170909091,0.222859636,0,0.573067636,0.033163636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,glass,2050,0,0.170909091,0,0,0.829090909,0,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_materials,2050,0,0.170909091,0,0,0.690829231,0.138261678,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2050,0,0.170909091,0.325003636,0,0.338269091,0.082909091,0.082909091,0,0,0
C-EEU-BGR,WASH_MACH_COM,other_plastics,2050,0,0.170909091,0,0,0.248727273,0.580363636,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,polypropylene,2050,0,0.170909091,0.444392727,0,0.21888,6.92031e-5,0.165748979,0,0,0
C-EEU-BGR,WASH_MACH_COM,bio-based_polypropylene,2050,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-BGR,WASH_MACH_COM,steel,2050,0.012015471,0.170909091,0.531099035,0,0.285976403,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2020,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2020,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2020,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2020,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2020,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2020,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2020,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2020,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2020,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2025,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2025,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2025,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2025,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2025,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2025,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2025,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2025,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2025,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2030,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2030,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2030,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2030,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2030,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2030,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2030,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2030,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2030,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2035,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2035,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2035,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2035,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2035,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2035,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2035,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2035,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2035,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2040,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2040,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2040,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2040,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2040,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2040,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2040,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2040,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2040,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2045,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2045,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2045,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2045,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2045,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2045,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2045,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2045,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2045,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH,aluminium,2050,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,copper,2050,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH,glass,2050,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH,other_materials,2050,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH,acrylonitrile_butadiene_styrene,2050,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH,other_plastics,2050,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH,polypropylene,2050,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH,bio-based_polypropylene,2050,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH,steel,2050,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,aluminium,2020,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,copper,2020,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,glass,2020,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_materials,2020,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2020,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_plastics,2020,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,polypropylene,2020,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH_COM,bio-based_polypropylene,2020,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,steel,2020,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,aluminium,2025,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,copper,2025,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,glass,2025,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_materials,2025,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2025,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_plastics,2025,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,polypropylene,2025,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH_COM,bio-based_polypropylene,2025,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,steel,2025,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,aluminium,2030,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,copper,2030,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,glass,2030,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_materials,2030,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2030,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_plastics,2030,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,polypropylene,2030,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH_COM,bio-based_polypropylene,2030,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,steel,2030,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,aluminium,2035,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,copper,2035,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,glass,2035,0,0.31,0,0,0.69,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_materials,2035,0,0.31,0,0,0.57427307,0.11572693,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,acrylonitrile_butadiene_styrene,2035,0,0.31,0.27048,0,0.28152,0.069,0.069,0,0,0
C-EEU-CZE,WASH_MACH_COM,other_plastics,2035,0,0.31,0,0,0.207,0.483,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,polypropylene,2035,0,0.31,0.36984,0,0.18216,0.120371153,0.017628847,0,0,0
C-EEU-CZE,WASH_MACH_COM,bio-based_polypropylene,2035,0,0.2,0,0,0,0.8,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,steel,2035,0.007551551,0.31,0.443591492,0,0.238856957,0,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,aluminium,2040,0,0.31,0.344448,0,0.317952,0.0276,0,0,0,0
C-EEU-CZE,WASH_MACH_COM,copper,2040,0,0.31,0.185472,0,0.476928,0.0276,0,0,0,0
