region,year,urt,n_hh
R32KOR,2050,rur,1797564.69118
R32KOR,2020,urb,17142492.36413
R32KOR,2025,urb,17355044.00562
R32KOR,2030,urb,17450797.04637
R32KOR,2035,urb,17425440.43581
R32KOR,2040,urb,17254966.80383
R32KOR,2045,urb,16952936.78068
R32KOR,2050,urb,16567419.8938
R32LAM-L,2020,rur,4321462.73097
R32LAM-L,2025,rur,4317874.19992
R32LAM-L,2030,rur,4296444.92302
R32LAM-L,2035,rur,4240650.89483
R32LAM-L,2040,rur,4153747.01139
R32LAM-L,2045,rur,4040126.54194
R32LAM-L,2050,rur,3904985.36287
R32LAM-L,2020,urb,5546639.11451
R32LAM-L,2025,urb,6283129.89479
R32LAM-L,2030,urb,7026979.44665
R32LAM-L,2035,urb,7736371.59573
R32LAM-L,2040,urb,8394385.12336
R32LAM-L,2045,urb,8988158.79591
R32LAM-L,2050,urb,9510473.02957
R32LAM-M,2020,rur,13463418.57303
R32LAM-M,2025,rur,12895090.5727
R32LAM-M,2030,rur,12355741.20731
R32LAM-M,2035,rur,11781641.10796
R32LAM-M,2040,rur,11175831.07489
R32LAM-M,2045,rur,10551507.53786
R32LAM-M,2050,rur,9920275.99152
R32LAM-M,2020,urb,58380215.11538
R32LAM-M,2025,urb,61396594.82143
R32LAM-M,2030,urb,64399586.53345
R32LAM-M,2035,urb,67062685.19451
R32LAM-M,2040,urb,69315210.40004
R32LAM-M,2045,urb,71141212.02546
R32LAM-M,2050,urb,72560561.54321
R32MEA-H,2020,rur,1672968.98877
R32MEA-H,2025,rur,1670622.96161
R32MEA-H,2030,rur,1651051.52265
R32MEA-H,2035,rur,1616650.63729
R32MEA-H,2040,rur,1570186.797
R32MEA-H,2045,rur,1513902.38277
R32MEA-H,2050,rur,1448603.84236
R32MEA-H,2020,urb,12373759.53058
R32MEA-H,2025,urb,13483464.14992
R32MEA-H,2030,urb,14516858.47938
R32MEA-H,2035,urb,15473173.57935
R32MEA-H,2040,urb,16361676.4753
R32MEA-H,2045,urb,17177571.84472
R32MEA-H,2050,urb,17898467.95025
R32MEA-M,2020,rur,16748683.74098
R32MEA-M,2025,rur,17234290.90025
R32MEA-M,2030,rur,17616732.09245
R32MEA-M,2035,rur,17861513.27115
R32MEA-M,2040,rur,17967738.02108
R32MEA-M,2045,rur,17949744.9571
R32MEA-M,2050,rur,17801270.75674
R32MEA-M,2020,urb,30185693.26164
R32MEA-M,2025,urb,33438717.83547
R32MEA-M,2030,urb,36762808.85331
R32MEA-M,2035,urb,40051758.62534
R32MEA-M,2040,urb,43273092.67262
R32MEA-M,2045,urb,46374205.22633
R32MEA-M,2050,urb,49258676.35268
R32MEX,2020,rur,6385646.38546
R32MEX,2025,rur,6104188.94222
R32MEX,2030,rur,5862058.24272
R32MEX,2035,rur,5612767.29401
R32MEX,2040,rur,5354808.16193
R32MEX,2045,rur,5089104.69369
R32MEX,2050,rur,4819326.53618
R32MEX,2020,urb,27200039.17603
R32MEX,2025,urb,28764935.65671
R32MEX,2030,urb,30399591.22252
R32MEX,2035,urb,31880668.26749
R32MEX,2040,urb,33174535.42096
R32MEX,2045,urb,34257614.82503
R32MEX,2050,urb,35131983.62425
R32NAF,2020,rur,19417593.74694
R32NAF,2025,rur,19703898.82441
R32NAF,2030,rur,19844451.12687
R32NAF,2035,rur,19869257.3639
R32NAF,2040,rur,19809800.5514
R32NAF,2045,rur,19642667.54492
R32NAF,2050,rur,19351010.6897
R32NAF,2020,urb,25135305.35179
R32NAF,2025,urb,28377822.07259
R32NAF,2030,urb,31607769.24016
R32NAF,2035,urb,34816150.81608
R32NAF,2040,urb,38023903.80757
R32NAF,2045,urb,41163739.9036
R32NAF,2050,urb,44141843.26661
R32OAS-CPA,2020,rur,21739001.59865
R32OAS-CPA,2025,rur,21388806.78393
R32OAS-CPA,2030,rur,20827667.16746
R32OAS-CPA,2035,rur,20094177.2207
R32OAS-CPA,2040,rur,19256252.06314
R32OAS-CPA,2045,rur,18344272.89429
R32OAS-CPA,2050,rur,17393462.99162
R32OAS-CPA,2020,urb,15339310.10595
R32OAS-CPA,2025,urb,17142904.79299
R32OAS-CPA,2030,urb,18820765.12581
R32OAS-CPA,2035,urb,20347832.09313
R32OAS-CPA,2040,urb,21736361.64431
R32OAS-CPA,2045,urb,22971118.21225
R32OAS-CPA,2050,urb,24049747.7493
R32OAS-L-PAS,2020,rur,23569643.52352
R32OAS-L-PAS,2025,rur,23676550.11602
R32OAS-L-PAS,2030,rur,23600977.11173
R32OAS-L-PAS,2035,rur,23309208.58627
R32OAS-L-PAS,2040,rur,22825771.2827
R32OAS-L-PAS,2045,rur,22195293.23484
R32OAS-L-PAS,2050,rur,21450066.23057
R32OAS-L-PAS,2020,urb,17735451.98802
R32OAS-L-PAS,2025,urb,20275257.30335
R32OAS-L-PAS,2030,urb,22869877.03866
R32OAS-L-PAS,2035,urb,25412849.97391
R32OAS-L-PAS,2040,urb,27839576.26007
R32OAS-L-PAS,2045,urb,30121460.34965
R32OAS-L-PAS,2050,urb,32222104.25734
R32OAS-L-SAS,2020,rur,28553822.30863
R32OAS-L-SAS,2025,rur,28579330.65689
R32OAS-L-SAS,2030,rur,28299086.8947
R32OAS-L-SAS,2035,rur,27709272.41451
R32OAS-L-SAS,2040,rur,26889730.92463
R32OAS-L-SAS,2045,rur,25910621.80746
R32OAS-L-SAS,2050,rur,24828822.3473
R32OAS-L-SAS,2020,urb,15562438.10307
R32OAS-L-SAS,2025,urb,17962649.68721
R32OAS-L-SAS,2030,urb,20331202.77692
R32OAS-L-SAS,2035,urb,22563645.78644
R32OAS-L-SAS,2040,urb,24618472.85785
R32OAS-L-SAS,2045,urb,26470035.18662
R32OAS-L-SAS,2050,urb,28105154.1314
R32OAS-M-PAS,2020,rur,11257069.66257
R32OAS-M-PAS,2025,rur,10667245.72484
R32OAS-M-PAS,2030,rur,10038510.27784
R32OAS-M-PAS,2035,rur,9383656.63911
R32OAS-M-PAS,2040,rur,8712771.47654
R32OAS-M-PAS,2045,rur,8044056.66052
R32OAS-M-PAS,2050,rur,7388367.54676
R32OAS-M-PAS,2020,urb,16979268.4728
R32OAS-M-PAS,2025,urb,18172045.33385
R32OAS-M-PAS,2030,urb,19239710.27802
R32OAS-M-PAS,2035,urb,20155312.78379
R32OAS-M-PAS,2040,urb,20898174.96986
R32OAS-M-PAS,2045,urb,21473586.2156
R32OAS-M-PAS,2050,urb,21884809.1938
R32OAS-M-SAS,2020,rur,3225464.1926
R32OAS-M-SAS,2025,rur,3215261.91461
R32OAS-M-SAS,2030,rur,3176271.12178
R32OAS-M-SAS,2035,rur,3115947.45848
R32OAS-M-SAS,2040,rur,3037074.10434
R32OAS-M-SAS,2045,rur,2938770.94234
R32OAS-M-SAS,2050,rur,2823601.41637
R32OAS-M-SAS,2020,urb,884807.55108
R32OAS-M-SAS,2025,urb,1003547.16991
R32OAS-M-SAS,2030,urb,1124704.0596
R32OAS-M-SAS,2035,urb,1247769.31956
R32OAS-M-SAS,2040,urb,1371229.00271
R32OAS-M-SAS,2045,urb,1491486.15536
R32OAS-M-SAS,2050,urb,1605932.00679
R32PAK,2020,rur,23368681.01208
R32PAK,2025,rur,24688250.79116
R32PAK,2030,rur,25921463.63833
R32PAK,2035,rur,26982070.69442
R32PAK,2040,rur,27826688.27655
R32PAK,2045,rur,28447633.99248
R32PAK,2050,rur,28874422.26986
R32PAK,2020,urb,14239435.95245
R32PAK,2025,urb,17077812.61482
R32PAK,2030,urb,20226614.7025
R32PAK,2035,urb,23603934.69399
R32PAK,2040,urb,27127175.47895
R32PAK,2045,urb,30725867.65204
R32PAK,2050,urb,34366910.18813
R32RUS,2020,rur,13395383.65236
R32RUS,2025,rur,12253943.98065
R32RUS,2030,rur,11129041.914
R32RUS,2035,rur,10151173.50581
R32RUS,2040,rur,9317754.08921
R32RUS,2045,rur,8609963.82128
R32RUS,2050,rur,7994628.50221
R32RUS,2020,urb,43101384.17709
R32RUS,2025,urb,44091209.50772
R32RUS,2030,urb,44452249.17127
R32RUS,2035,urb,44720034.63372
R32RUS,2040,urb,45019510.25188
R32RUS,2045,urb,45394701.68259
R32RUS,2050,urb,45786928.86213
R32SAF,2020,rur,5675566.32167
R32SAF,2025,rur,5479111.65286
R32SAF,2030,rur,5291920.95893
R32SAF,2035,rur,5071416.84357
R32SAF,2040,rur,4827173.81654
R32SAF,2045,rur,4566734.9217
R32SAF,2050,rur,4291069.40586
R32SAF,2020,urb,11725072.3688
R32SAF,2025,urb,12625275.2519
R32SAF,2030,urb,13540537.96964
R32SAF,2035,urb,14349625.71596
R32SAF,2040,urb,15048372.01679
R32SAF,2045,urb,15630226.38783
R32SAF,2050,urb,16072775.53462
R32SSA-L,2020,rur,121991015.95014
R32SSA-L,2025,rur,132090896.05909
R32SSA-L,2030,rur,141835700.64977
R32SSA-L,2035,rur,150845223.35549
R32SSA-L,2040,rur,158873546.85604
R32SSA-L,2045,rur,165724176.64276
R32SSA-L,2050,rur,171272288.29615
R32SSA-L,2020,urb,78136526.78167
R32SSA-L,2025,urb,95591428.22504
R32SSA-L,2030,urb,115394785.28201
R32SSA-L,2035,urb,137347908.95335
R32SSA-L,2040,urb,161222317.11047
R32SSA-L,2045,urb,186663233.70582
R32SSA-L,2050,urb,213224351.00848
R32SSA-M,2020,rur,3204290.3848
R32SSA-M,2025,rur,3398263.14293
R32SSA-M,2030,rur,3569785.25302
R32SSA-M,2035,rur,3720101.08229
R32SSA-M,2040,rur,3847207.52114
R32SSA-M,2045,rur,3943667.23245
R32SSA-M,2050,rur,4008925.84122
R32SSA-M,2020,urb,6427238.02007
R32SSA-M,2025,urb,7603338.48476
R32SSA-M,2030,urb,8859600.84849
R32SSA-M,2035,urb,10192486.78679
R32SSA-M,2040,urb,11586480.87345
R32SSA-M,2045,urb,13003631.50808
R32SSA-M,2050,urb,14418679.16056
R32TUR,2020,rur,5001724.37998
R32TUR,2025,rur,4796635.80854
R32TUR,2030,rur,4585210.30957
R32TUR,2035,rur,4364329.69314
R32TUR,2040,rur,4141995.2863
R32TUR,2045,rur,3919451.8975
R32TUR,2050,rur,3693090.0947
R32TUR,2020,urb,15590825.25147
R32TUR,2025,urb,16599723.40522
R32TUR,2030,urb,17515384.03933
R32TUR,2035,urb,18306335.17173
R32TUR,2040,urb,18989889.48028
R32TUR,2045,urb,19558755.22781
R32TUR,2050,urb,19983599.83159
R32USA,2020,rur,23059496.29218
R32USA,2025,rur,21792629.13744
R32USA,2030,rur,20560734.36998
R32USA,2035,rur,19298845.4888
R32USA,2040,rur,18005601.41258
R32USA,2045,rur,16697825.62061
R32USA,2050,rur,15400548.84506
R32USA,2020,urb,112916783.11123
R32USA,2025,urb,116780379.05587
R32USA,2030,urb,121044706.43408
R32USA,2035,urb,125281033.91585
R32USA,2040,urb,129374948.03256
R32USA,2045,urb,133254194.54325
R32USA,2050,urb,136967600.58856
