"region","scenario","gdp_cap_2020","gdp_cap_2025","gdp_cap_2030","gdp_cap_2035","gdp_cap_2040","gdp_cap_2045","gdp_cap_2050","gdp_cap_2055","gdp_cap_2060","gdp_cap_2065","gdp_cap_2070","gdp_cap_2075","gdp_cap_2080","gdp_cap_2085","gdp_cap_2090","gdp_cap_2095","gdp_cap_2100","unit"
"C-EEU-LVA","SSP5",30622.8217461768,36148.5032943675,42608.8706603422,50330.3618671539,59453.7817684245,68068.8575092619,76338.7797492129,84743.5937955141,93938.1647291825,104197.633457784,115350.572846819,127222.41673105,140083.234662928,154419.372554631,169437.518158735,184659.063428992,200210.84479425,"USD_2005"
"C-EEU-POL","SSP1",32097.3517021861,36968.6276309259,44314.3449084553,51669.8850350772,58331.6558493558,63058.8681574862,67098.557100681,71028.6194224294,75004.52864296,78888.5822269555,82893.9920632533,87395.2708778329,92421.2555964439,98202.7074076523,104411.488636567,110184.175289724,115924.439849752,"USD_2005"
"C-EEU-POL","SSP2",32097.3517021861,36968.622747037,43621.8331943202,49577.6899309556,54731.405352126,58447.5912068404,61787.3217179896,65103.0773867631,68392.5520723578,71529.9881081608,74685.1300436124,78187.2458817469,82084.9879970231,86610.1936739492,91566.2772162907,96366.5431496146,101329.534087085,"USD_2005"
"C-EEU-POL","SSP3",32097.3517021861,36968.6252088004,42597.9984151882,46581.3866438295,49262.3059258137,50732.5429237874,52131.8026511696,53642.83411762,55084.9061720903,56291.2623287545,57349.0164505351,58501.3918480107,59777.1651220779,61345.167011846,63080.6631938709,64634.587942245,66213.5873622934,"USD_2005"
"C-EEU-POL","SSP4",32097.3517021861,36968.6302892568,44281.3292857089,51486.6957706062,57853.1604122121,62191.9678499881,65795.9251228486,69251.3115607213,72712.9903978615,76057.3551588569,79499.3507984372,83404.1686932795,87805.84334275,92947.1545335779,98533.8316592433,103806.282663146,109105.427359328,"USD_2005"
"C-EEU-POL","SSP5",32097.3517021861,36968.6224260323,45255.1493263898,54397.3795617537,63087.3634776195,69661.2720394568,75710.6114287292,82068.2244366258,88956.1328214499,96221.0806460187,104100.021312376,113053.887066677,123177.479658877,134833.406814103,147680.333912747,160679.848011639,174326.145405226,"USD_2005"
"C-EEU-SVK","SSP1",30963.4833043887,33207.4146141794,38765.172503694,44398.7353305552,49971.3923419923,54780.5358915676,59287.3097205264,63945.9894895676,69033.6683544614,74267.640050431,79910.8050157003,85987.7695059012,92494.5453439974,99690.0840360129,107221.09350759,114479.816632511,121426.875060366,"USD_2005"
"C-EEU-SVK","SSP2",30963.4833043887,33207.3064032425,38280.0105492858,42945.0123777515,47430.6060491205,51397.9346631171,55202.512893378,59134.3997893369,63361.6989715623,67658.7223139736,72277.3690600969,77255.2192373816,82591.323382137,88497.5398481245,94732.6628862071,100905.982527965,107059.320960601,"USD_2005"
"C-EEU-SVK","SSP3",30963.4833043887,33207.3540278646,37460.9137335376,40621.0805023238,43207.8292853592,45325.6766131685,47375.0305106488,49479.093572103,51629.5052300792,53615.9833905088,55646.1950794938,57767.5500695391,59978.121877601,62414.0155194163,64917.8503229885,67281.5339148362,69575.6351686407,"USD_2005"
"C-EEU-SVK","SSP4",30963.4833043887,33207.3315108607,38725.6144626848,44192.6525221719,49456.1945216665,53867.2418101628,57933.9814099065,62115.9000153053,66670.971241253,71319.8448282575,76318.1415860949,81705.1953971893,87474.5497310847,93944.1474021371,100805.020098192,107538.230673727,114051.637852155,"USD_2005"
"C-EEU-SVK","SSP5",30963.4833043887,33207.3914934603,39487.0989721256,46488.1557693139,53766.3841525523,60387.6469421009,67001.821920816,74218.7747494584,82411.355184562,91294.2049584528,101197.804999765,112207.145170974,124383.16905284,138126.924135298,153068.14749933,168475.598125406,184275.442206575,"USD_2005"
"C-EEU-SVN","SSP1",36831.211181445,43828.3511672368,48107.1274034551,52552.8208163546,56567.8558253276,59798.6134440306,63115.0005979449,66758.2314697129,70993.1212798418,75400.7723459503,80024.0653801629,84771.566909505,89818.3939134556,95034.3577673211,100381.188020971,105231.528616488,109556.585028299,"USD_2005"
"C-EEU-SVN","SSP2",36831.211181445,43828.1926987223,47758.0286067227,51403.5212852344,54399.8006445537,56759.7490770821,59330.6547636533,62259.4717282615,65681.0568961424,69204.5709258825,72861.4525847325,76601.7661128366,80623.392632892,84865.166753427,89328.8665635183,93547.2889642457,97517.8359871201,"USD_2005"
"C-EEU-SVN","SSP3",36831.211181445,43828.2372261117,47187.0648885277,49553.9681412521,50811.5326397583,51375.5447260737,52152.0483215429,53222.3148463959,54562.8135819132,55780.5647694165,56915.1146681383,57986.5363983023,59181.4699557086,60473.467769889,61873.1080610182,63057.7148358811,64050.6848836381,"USD_2005"
"C-EEU-SVN","SSP4",36831.211181445,43828.0191784445,48058.7333215326,52309.7531013167,55984.2643375936,58797.8026677711,61666.1167388585,64831.9962769512,68525.7303526207,72335.7196535372,76311.1156986545,80385.5456780652,84763.4965204986,89373.954544671,94218.0313634907,98766.3389863203,102957.105624454,"USD_2005"
"C-EEU-SVN","SSP5",36831.211181445,43828.3444809743,48571.2344201513,54286.0451136988,60094.1955853531,65253.9496263815,70744.2341631969,76937.1049899527,84202.7455828076,92159.8232691509,100859.728788531,110197.194997726,120367.532843271,131277.233753423,142858.38444894,154438.064211906,165926.445725015,"USD_2005"
"C-WEU-AUT","SSP1",51980.6557054747,57761.0908141962,59839.6712822219,62964.3782387434,66805.461456891,70282.8594751613,73153.8199333687,76088.2161891266,79751.3986361422,83907.5730274294,87945.7351101683,91888.7339051421,95571.1950189403,99460.569656911,103533.422337117,107363.235123509,110698.567732367,"USD_2005"
"C-WEU-AUT","SSP2",51980.6557054747,57761.0664849039,59476.7114160515,61676.1274140805,64192.8380094476,66445.1030679877,68325.397096401,70387.8411254005,73092.6945366804,76204.8390027506,79204.3109483233,82161.2414911106,84985.3353326557,88068.0730301598,91396.081119682,94632.8770044074,97622.0213825992,"USD_2005"
"C-WEU-AUT","SSP3",51980.6557054747,57761.1031711621,59015.2352212792,59958.8133281798,60607.2722991044,60782.8981583988,60587.9111006686,60540.4227958862,60948.5920066539,61579.7841990689,62029.84451054,62424.6269038,62698.551703751,63137.1357979896,63709.4697440517,64181.8582113622,64483.8233199308,"USD_2005"
"C-WEU-AUT","SSP4",51980.6557054747,57761.0863979489,59784.8300712451,62713.1760561628,66213.8775153624,69267.3085523825,71683.5440846906,74122.2237786917,77197.2726174096,80672.0770757061,83987.0567532506,87208.6848488618,90244.1560142619,93565.3542266993,97185.530454345,100733.678804409,103957.428955495,"USD_2005"
"C-WEU-AUT","SSP5",51980.6557054747,57761.0933575509,60100.2609348658,64460.6166819026,70292.1136096342,75982.9375907463,81243.5574453216,86910.6057549825,93758.7457231385,101601.128275709,109794.628594176,118331.441674171,127022.984525324,136338.867853078,146199.744058999,156155.305676322,165931.984661176,"USD_2005"
"C-WEU-BEL","SSP1",48879.8693384697,53702.3145208623,54604.644647076,56115.9408081486,58152.7401763271,60289.3654388332,62638.8693152288,65627.2912234908,69358.5487783344,73758.8701833704,78656.2244576141,83863.9343539454,89195.1720654912,94992.0629156471,101140.245562266,107239.838105869,113288.761204746,"USD_2005"
"C-WEU-BEL","SSP2",48879.8693384697,53702.2489335162,54226.2422601468,55010.7359630728,56060.9768261041,57241.0025604296,58716.2153031021,60874.4051940146,63686.5332238412,67060.5220117566,70826.1195287006,74865.3345568868,79091.0457675045,83823.5386185293,88994.3983464849,94298.5025118942,99742.1852140885,"USD_2005"
"C-WEU-BEL","SSP3",48879.8693384697,53702.2958848037,53740.4227309116,53493.5537953099,53134.6400258558,52740.5478420345,52525.2310503764,52850.8161179817,53573.2027614222,54576.2407082744,55721.8184732371,56971.1843094882,58286.0752032352,59905.5040247949,61745.6520043662,63575.5478011718,65410.8240718439,"USD_2005"
"C-WEU-BEL","SSP4",48879.8693384697,53702.2892088018,54509.3370218818,55795.901871364,57500.1920916698,59252.8637908001,61192.7924889511,63724.5658051346,66918.6835240929,70698.8654887744,74911.316154014,79406.2618845841,84054.4306244006,89224.113842676,94853.5324335595,100618.670767857,106481.299125578,"USD_2005"
"C-WEU-BEL","SSP5",48879.8693384697,53702.2566990379,54901.8323046763,57493.0623124703,61183.7364162518,65202.6804623592,69659.8349837888,75121.7700707422,81796.0265980227,89695.398898813,98690.7048862118,108612.213758707,119280.556228089,131092.949486811,143940.11009855,157423.271976632,171544.183516069,"USD_2005"
"C-WEU-CHE","SSP1",67691.9508748463,72161.2743441741,75220.767946093,79267.6410898442,83901.8447937864,88419.5878687995,92433.5976696657,96597.5544233262,101684.709052368,107887.499365597,114893.743715049,122352.090804144,130112.016749116,138427.204106036,147077.719165181,155623.870016745,163852.277757381,"USD_2005"
"C-WEU-CHE","SSP2",67691.9508748463,72161.2354992706,74840.9612983964,77859.4992297318,80938.1219894311,83891.8962279181,86501.8937525352,89385.2905969456,93101.0060133879,97814.6513381878,103232.967259684,109080.914650241,115293.057405292,122114.392701285,129410.971780285,136851.843292703,144297.98889691,"USD_2005"
"C-WEU-CHE","SSP3",67691.9508748463,72161.2753694949,74396.5965208686,76023.9546568644,76967.797190923,77419.4707591171,77337.0916281559,77359.5208031955,77912.1154711433,79112.5819475865,80703.8453573808,82511.1692834574,84488.0645308752,86821.4061694525,89400.4082091079,91980.7025076711,94485.3163879458,"USD_2005"
"C-WEU-CHE","SSP4",67691.9508748463,72161.2624866045,75152.8207244157,78941.2205758433,83132.3983017881,87094.2252488226,90497.8494822416,93985.3157260097,98260.5958709471,103502.647937801,109433.337016942,115777.750883685,122495.651080231,129902.522726598,137857.972226724,145993.25728842,154047.015789356,"USD_2005"
"C-WEU-CHE","SSP5",67691.9508748463,72161.2676693873,75384.9865746475,80840.3237228561,87911.5514654614,95329.7143603816,102654.984828799,110721.037867369,120400.57605321,132024.055404019,145339.738791025,159965.256594751,175707.923936804,192812.799174331,211040.90001188,230030.250589559,249640.597714404,"USD_2005"
"C-WEU-CYP","SSP1",28128.5902071444,32202.879653042,36149.8496079006,41041.4412256536,46554.844289677,52103.4446145179,57539.7261092794,63161.6829725434,69193.9792697464,75561.5564635545,81953.7012582591,88323.6975334697,95221.5812629441,102988.99966039,111188.326053652,119154.511006657,126347.308124886,"USD_2005"
"C-WEU-CYP","SSP2",28128.5902071444,32203.0428179548,35765.3337863166,39687.6574069591,43749.8457698899,47781.1912872094,51780.3481296709,56005.3969714374,60585.1268888386,65460.4046155651,70351.5597699078,75244.350948169,80604.6710434476,86714.9134791814,93290.8363139025,99877.6077686077,106144.500966528,"USD_2005"
"C-WEU-CYP","SSP3",28128.5902071444,32203.0224282646,35330.935796007,38065.1318367474,40182.0101948091,41810.438193201,43164.4109984986,44496.8778879995,45884.9203784049,47284.9178061445,48497.2886261129,49554.9543452225,50810.5766558799,52455.7652323353,54302.491482619,56098.8379773188,57686.1359348848,"USD_2005"
"C-WEU-CYP","SSP4",28128.5902071444,32203.1316434996,36122.7148206272,40897.3822753406,46183.2655350567,51405.598820172,56441.5355581014,61573.359821358,67001.7776177726,72669.5462172039,78305.2890600398,83907.950696838,90030.2569714594,97023.658304022,104541.55997881,112039.287073536,119037.120812762,"USD_2005"
"C-WEU-CYP","SSP5",28128.5902071444,32202.9814480255,36425.0041583782,42368.6008708501,49612.0910199483,57215.0895612956,65038.5470118527,73557.2582236261,83099.0692674326,93689.728277588,105028.156542904,117087.95580849,130410.363932046,145354.064871794,161470.568100974,178074.376837381,194613.084834569,"USD_2005"
"C-WEU-DEU","SSP1",51629.7283007332,55350.3031103403,57956.7316407272,61280.1312289322,64899.9955485327,68060.5440316443,70309.2594844565,72344.1066673626,75066.8929605821,78057.1422642056,80866.3475475512,83428.0707671839,85926.1322336612,88424.2109801139,90990.862296416,93327.6691413802,95191.8438248767,"USD_2005"
"C-WEU-DEU","SSP2",51629.7283007332,55350.299400732,57419.2410429521,59480.075992975,61410.9112415063,63081.9717269083,64198.9842213566,65300.0490159978,67045.3067306928,69034.8236014144,70896.6134604904,72615.8434156266,74371.5330859886,76210.9519161996,78181.1104655387,80052.1655991519,81677.2916262858,"USD_2005"
"C-WEU-DEU","SSP3",51629.7283007332,55350.2996704554,56671.2802579875,57053.6129600969,56605.775212067,55753.7162376454,54517.0804907345,53363.3384217255,52753.6082150422,52319.7080750743,51806.3013693056,51260.8909818072,50819.3549711934,50485.19636648,50270.5726278102,50025.4740836796,49678.956490538,"USD_2005"
"C-WEU-DEU","SSP4",51629.7283007332,55350.3044617531,57918.7353233001,61065.7729181254,64368.1530530968,67127.7452809017,68952.9960272086,70542.7941565813,72750.5230095185,75163.6616698527,77370.3348546464,79345.8153642579,81315.9313458985,83387.2964577055,85646.3283643729,87828.3340144356,89674.2941927505,"USD_2005"
"C-WEU-DEU","SSP5",51629.7283007332,55350.3042813179,58505.8031207543,63370.1549229304,69170.191174052,74554.2268135953,79062.1104068417,83596.9558105873,89192.4404404756,95474.3737989996,101937.866450362,108469.108347392,115208.446616148,122222.704942017,129518.782365378,136746.606706632,143629.072661727,"USD_2005"
"C-WEU-DNK","SSP1",55575.3021242792,60290.246932176,63726.9751187961,67961.1663189534,73188.628092389,79017.7729791172,84949.175544299,91008.7425169427,97598.2380898628,105082.962646299,113708.188186295,122733.472701359,131494.958676128,140503.728620339,150243.368574465,160281.164047841,170835.82673907,"USD_2005"
"C-WEU-DNK","SSP2",55575.3021242792,60290.3251445013,63313.4682785169,66428.0915006449,69982.6120799346,74157.6671926927,78625.4464821837,83338.8127523146,88435.8319044146,94247.1855861391,100990.9356732,108138.032837021,115223.896067662,122664.755945641,130785.881948694,139239.808239731,148214.110785456,"USD_2005"
"C-WEU-DNK","SSP3",55575.3021242792,60290.3320958403,62750.8254005578,64333.4497979813,65549.088120814,67015.2441911245,68632.5962882186,70360.829481525,72158.8076750756,74310.6972563349,77020.5475523216,79945.3660403749,82749.4317519156,85681.3435194216,88876.1035232515,92084.169112881,95474.8190033254,"USD_2005"
"C-WEU-DNK","SSP4",55575.3021242792,60290.2665041176,63690.8611909056,67746.7038975049,72626.2608130832,77965.9784054839,83313.2932761323,88710.5481668672,94542.3451686949,101162.275767716,108803.576131272,116782.087251098,124520.832374887,132565.102111482,141405.68068792,150661.114481999,160455.846724811,"USD_2005"
"C-WEU-DNK","SSP5",55575.3021242792,60290.2549303539,64090.2793371447,69828.8280876247,77507.5190474527,86168.8902958528,95276.1321318463,105049.866389551,116051.683935758,128812.032367195,143683.618306436,159924.752194096,176797.923767935,194905.529146307,214835.59992383,236173.095330924,259187.326080035,"USD_2005"
"C-WEU-ESP","SSP1",35989.0674098465,41845.3115120301,46187.7892042175,50528.5569866497,55411.3557277362,60234.9152374264,65217.396396056,71061.7137075472,77851.7731821049,85488.539528824,94269.6279961076,103808.960985466,113389.082175574,123031.484942498,132528.244725179,141812.241946733,151655.50005123,"USD_2005"
"C-WEU-ESP","SSP2",35989.0674098465,41845.3058462983,45713.7260060571,48932.0548092751,52274.274030522,55655.4317501812,59379.9202834458,64057.9648106841,69623.1575905576,75936.9131545835,83123.0914806775,90820.4537809414,98513.2951681806,106371.181681282,114389.914398201,122606.599013076,131581.560872909,"USD_2005"
"C-WEU-ESP","SSP3",35989.0674098465,41845.3125536782,45136.2765989072,46923.1201512254,48101.3866369207,49025.6747103638,50218.5741027787,52204.5301984006,54781.219083334,57750.3853878551,61125.6220813035,64610.4621184003,67871.4805259105,71123.1463449299,74424.127789684,77820.2844519971,81614.5343810199,"USD_2005"
"C-WEU-ESP","SSP4",35989.0674098465,41845.3021388625,46150.6144362282,50348.5577930701,54969.801014795,59444.0894992916,64015.7914864936,69369.2376330389,75551.9310728917,82446.4335099366,90322.1780722741,98827.5294872679,107359.463409587,116037.937613311,124751.449204162,133490.636752265,142904.371298833,"USD_2005"
"C-WEU-ESP","SSP5",35989.0674098465,41845.3100516698,46577.5170061834,52180.7076202673,58950.2342168418,65840.4520562122,73155.123411657,81912.1783169546,92380.0748670177,104596.557764517,118896.413286003,134922.459752584,151941.990859101,170033.103362504,189031.980917225,208930.120734964,230627.418139745,"USD_2005"
"C-WEU-FIN","SSP1",47443.392806757,50879.5522002325,54223.238297884,57193.7137295801,60382.2961979537,63244.6880297255,65702.6520395046,68417.0248439456,71688.3887528171,74866.5468668996,77719.8161225577,80393.9221501485,82819.6294164361,85510.8385069147,88303.5209920213,90777.2957055076,92896.5600559904,"USD_2005"
"C-WEU-FIN","SSP2",47443.392806757,50879.5759912481,53789.1555831698,55706.5456089076,57449.0883515431,59025.6136015373,60472.8392122063,62355.5652031619,64748.9327037817,67036.0881586461,68980.4673002515,70766.7394436068,72426.8088545668,74420.7207459194,76623.6744253591,78693.3009919531,80586.7755708077,"USD_2005"
"C-WEU-FIN","SSP3",47443.392806757,50879.5758376178,53202.8490669088,53705.6719629379,53401.6950524716,52805.9318353667,52208.425828628,52134.5807546296,52476.350426754,52669.1843059384,52528.6122640764,52269.8787402104,51965.6594777167,51948.7310731484,52091.9848960696,52141.5100972934,52071.260928705,"USD_2005"
"C-WEU-FIN","SSP4",47443.392806757,50879.6163047409,54194.2322886922,57022.3291118321,59935.4464188145,62429.5354534422,64480.0730427542,66754.3771979859,69534.8938350172,72193.4021817535,74520.7502727051,76677.3648045552,78628.4128803613,80888.2536487884,83323.495310618,85557.7311512883,87533.0158941547,"USD_2005"
"C-WEU-FIN","SSP5",47443.392806757,50879.5433914184,54669.6298775426,59010.5950056557,64187.5540881097,69100.8022429765,73654.7804709084,78725.1004986024,84740.583481056,91055.5144004353,97372.7216713359,103826.011571518,110305.975645864,117400.424230593,124922.85799066,132373.965766657,139673.081052078,"USD_2005"
"C-WEU-FRA","SSP1",44243.2676719814,49705.6009316327,52470.2148868096,54909.4071603252,57869.4676663924,61095.1483218873,64532.5095219614,68372.2767490396,72606.1631694778,77428.056058269,82608.4263167603,88138.2578279682,94024.0407904771,100085.830062454,106034.868809574,111932.199804958,117905.206211853,"USD_2005"
"C-WEU-FRA","SSP2",44243.2676719814,49705.5976231915,52079.3360822446,53580.8108548415,55214.9256880495,57142.6538724529,59418.9042945854,62179.1188522119,65261.1215043822,68793.4342909361,72579.1581947475,76676.3860008089,81150.3480155286,85900.6131024399,90723.5325918585,95645.5038831996,100754.086969313,"USD_2005"
"C-WEU-FRA","SSP3",44243.2676719814,49705.6039617917,51558.9581223592,51840.6871342824,51726.5207448718,51704.1558578188,51948.8652542178,52539.5596261915,53189.8322732693,53975.5365539468,54766.0211751194,55689.5868492159,56823.9527636559,58080.9483362626,59288.1730748563,60442.6578320296,61598.2371469114,"USD_2005"
"C-WEU-FRA","SSP4",44243.2676719814,49705.5970230538,52422.091647617,54700.279228043,57387.2413717075,60266.469618119,63311.5550123176,66695.3111918883,70392.9075908869,74589.9348781834,79087.3542864925,83902.9893573375,89072.0931331086,94455.3920399279,99819.321104164,105248.469694269,110853.116418648,"USD_2005"
"C-WEU-FRA","SSP5",44243.2676719814,49705.6012179115,52828.4158852131,56427.2544959739,61207.3482280716,66501.1381690128,72226.4974427165,78730.6068226205,86108.0213743165,94642.4896407294,104133.699159807,114592.947119734,126051.973797829,138370.821801238,151238.737728315,164701.928370522,178915.434719502,"USD_2005"
"C-WEU-GBR","SSP1",41753.8606643062,47004.2598568066,49268.8735286084,50991.3613871371,53420.908982667,56096.9095914425,58798.2666098407,61932.6064140573,65773.3965252997,69959.8656583766,73720.5155831012,77038.0310706732,80002.5475814051,82969.6440685017,86048.3336378819,88682.6558871959,90813.6268229559,"USD_2005"
"C-WEU-GBR","SSP2",41753.8606643062,47004.2521607048,48811.8791077684,49321.5439978258,49967.3449914439,50915.7917540041,52160.0653902594,54019.9440754955,56564.369455212,59442.7490787936,61979.5955167868,64211.0586191185,66262.484231929,68434.2545474634,70806.9890325303,72968.1761542194,74873.1205270234,"USD_2005"
"C-WEU-GBR","SSP3",41753.8606643062,47004.2531358219,48258.3528821737,47292.745482924,45633.221147421,43941.9777254644,42527.6189676885,41669.308458908,41294.835077786,41111.3639830473,40658.8015832334,40052.6401759064,39415.9476760828,38942.427556691,38659.6438926565,38327.0305971733,37931.7316118849,"USD_2005"
"C-WEU-GBR","SSP4",41753.8606643062,47004.2507944494,49248.9541655468,50859.1158601845,53076.2792917187,55459.151898828,57809.7663144106,60528.8608168113,63870.8945332048,67492.5883277517,70670.0546696737,73419.1101036391,75867.2242895601,78374.4185236244,81068.81956106,83459.3715998877,85477.903310362,"USD_2005"
"C-WEU-GBR","SSP5",41753.8606643062,47004.2571665961,49630.9261197628,52671.3259408668,57120.1150891595,61871.5293215137,66665.7021111892,72143.9642806298,78731.7923513287,86103.2245981576,93392.057674715,100551.398521626,107650.769957141,115061.50078165,122852.827329971,130428.19111163,137681.588800361,"USD_2005"
"C-WEU-GRC","SSP1",27558.2328663247,33995.4824185292,36201.3363733116,38816.8829792779,41561.7029862462,44037.7058733336,46354.5872904244,48815.1479511703,51613.528779257,54663.6777897924,57950.5437910695,61611.9699149771,65264.7832718005,68663.7932125629,71808.5282665278,74715.9673157024,77566.4687691759,"USD_2005"
"C-WEU-GRC","SSP2",27558.2328663247,33995.5199215476,35989.0408536526,38066.8811706717,39969.9969847477,41601.0388071126,43198.6642778212,45053.4933480529,47247.7575670141,49666.8906688648,52258.3200272215,55139.3109458618,58021.8533524226,60772.6833333617,63442.8076583386,66053.9442228552,68729.8997300623,"USD_2005"
"C-WEU-GRC","SSP3",27558.2328663247,33995.4795015764,35779.8936656254,37166.1704058254,37925.0862205812,38188.5938315315,38356.8522674328,38754.9124814165,39385.8620833409,40103.3389823479,40841.9225396629,41726.9460462564,42570.0345921268,43309.191997119,44000.110122195,44654.4685903381,45335.9154057418,"USD_2005"
"C-WEU-GRC","SSP4",27558.2328663247,33995.5163443356,36150.136434736,38625.1451216129,41141.4377761892,43342.6075047721,45367.545112614,47511.8258117256,49938.8156006049,52559.9072178301,55368.8358834961,58511.9682651233,61660.9954846014,64634.9791931241,67460.2286853249,70175.740438629,72930.1210927064,"USD_2005"
"C-WEU-GRC","SSP5",27558.2328663247,33995.4904597138,36414.9375551145,39888.6119348618,44057.2994089145,48122.06747474,52095.6679379438,56399.9633651407,61333.8371324588,66887.4029112582,73068.0648348455,80014.0355900624,87318.0400133115,94741.9652750573,102245.958734229,109790.013384628,117512.076185727,"USD_2005"
"C-WEU-IRL","SSP1",91970.0757308111,122360.847813207,135448.575107258,146012.40942567,154056.876373285,161042.308780818,168260.961190243,176778.490791302,186511.348949756,197100.109850052,209199.485609473,223645.94460702,239972.15581655,257449.549088664,276203.28820411,296509.26512387,319248.460544355,"USD_2005"
"C-WEU-IRL","SSP2",91970.0757308111,122360.988347621,134923.717104052,144809.511116868,151987.664246992,157506.004004199,162684.61932275,169020.137759069,176292.188399601,184178.44448334,193178.256557344,204070.782638647,216660.628973103,230651.926778439,246389.350065449,264092.709776615,284383.786152944,"USD_2005"
"C-WEU-IRL","SSP3",91970.0757308111,122360.724337357,134249.282809404,143085.671489803,149208.335880182,152867.170371037,154748.229228048,156740.936982367,158659.195409404,160269.878208451,162088.228356171,164966.627578114,168851.913888081,173627.200383879,179549.754346053,186620.074238929,195067.383565781,"USD_2005"
"C-WEU-IRL","SSP4",91970.0757308111,122360.834611877,135307.287782042,145345.588831429,152553.635318266,158569.055909345,164774.015444528,172175.266322182,180595.473140056,189676.501739658,200073.744759778,212621.431777344,227000.09932524,242683.735289697,259913.955262802,278970.991677977,300596.247161347,"USD_2005"
"C-WEU-IRL","SSP5",91970.0757308111,122360.693710945,135681.72874619,147649.201788676,158575.402347743,169908.889657945,182582.919537666,197558.126159782,214829.495123713,234277.485111092,256767.211574161,283330.847312497,313730.261353725,347570.566945622,385275.726070172,427590.342744494,475847.855660976,"USD_2005"
"C-WEU-ISL","SSP1",52179.2483737271,60270.5911647528,66207.6903099089,71869.163107229,77476.9704090714,82317.4431456433,86462.6476422821,90519.3247462822,94648.525934061,98882.3844689876,103064.772203596,107165.364966154,110661.724375579,114619.230941595,119029.796789546,123025.107683436,126653.725060197,"USD_2005"
"C-WEU-ISL","SSP2",52179.2483737271,60271.3577092839,65540.5131146228,69770.5211746914,73668.1073191195,77189.5706656656,80380.2056998172,83595.6391590884,86753.855874072,89906.8321890796,92962.4239859513,95976.698318794,98609.9521030487,101743.908171954,105338.946868249,108728.34735641,111973.4863749,"USD_2005"
"C-WEU-ISL","SSP3",52179.2483737271,60272.0831134949,64582.9323509093,66797.1009519732,68057.910751586,68992.7193803848,69836.5452338696,70775.9455666038,71489.0395882803,72000.7936222781,72282.577875264,72480.943075412,72391.039425825,72660.6938853021,73215.259045436,73595.4796806338,73888.7413264483,"USD_2005"
"C-WEU-ISL","SSP4",52179.2483737271,60271.6822621589,66171.426732472,71640.409515021,76861.2627796823,81174.7980506999,84727.040275742,88161.5385824885,91629.3848455557,95161.6177933716,98630.0257741059,102019.675867108,104903.023164011,108301.588336165,112231.031352205,115905.234179517,119344.758880803,"USD_2005"
"C-WEU-ISL","SSP5",52179.2483737271,60271.0505403561,66959.6173559907,74493.3717697774,82642.8940909193,90120.4498581439,97100.9892534272,104415.958529753,112334.712726936,120893.316304561,129893.224059735,139268.651076987,148424.946019268,158513.66688289,169485.875896736,180401.879096021,191250.09125668,"USD_2005"
"C-WEU-ITA","SSP1",38995.8037319246,44715.6420259814,47098.0772356272,50149.7743541074,53812.9754985181,57809.622401756,61978.3638486414,66604.4270490869,71870.208751386,78006.7638439643,84955.813967199,92202.5715033459,99372.068189559,106510.769753627,113611.297306998,120654.284246833,127892.459913463,"USD_2005"
"C-WEU-ITA","SSP2",38995.8037319246,44715.6463807529,46894.4771780465,49284.5301363639,51784.2640007475,54466.1183020575,57365.0504079227,60794.9109123864,64833.7075799231,69639.7667083472,75095.1664035832,80782.36168081,86468.0102788391,92276.3621828323,98265.8759911247,104438.53461711,110968.807852759,"USD_2005"
"C-WEU-ITA","SSP3",38995.8037319246,44715.640662541,46667.2672674019,48235.6405048994,49281.3128201318,50078.3702126417,50830.168714729,51882.8332685139,53233.570315544,54969.5554008097,56955.4314754574,58905.2093860735,60725.4056917975,62578.5371317296,64535.7929566506,66586.1438865465,68803.573169586,"USD_2005"
"C-WEU-ITA","SSP4",38995.8037319246,44715.6450441237,47052.9766220481,49957.7843369806,53361.7232293257,57015.2898078957,60790.9093823106,64968.5767351687,69705.9769404429,75212.0845314391,81422.807589914,87872.5255467119,94257.9458606113,100681.416592513,107182.839467699,113788.948516323,120697.572885193,"USD_2005"
"C-WEU-ITA","SSP5",38995.8037319246,44715.6445423117,47291.7149551997,51336.4762590353,56794.7762769473,62946.8908878037,69518.0986644094,76948.7326293559,85554.227254359,95701.7030507035,107397.572203329,120130.062148346,133509.774962108,147618.897337237,162447.290338197,177998.72458837,194559.284686413,"USD_2005"
"C-WEU-LUX","SSP1",111709.944654928,119232.594841457,123309.273460745,124813.689671702,125357.114894672,124986.021891985,124787.902055414,125455.637863168,127570.527166961,131060.334947924,135541.907184548,140783.202316169,146437.816497801,153112.71354332,160654.858971284,168511.099204329,176323.153787105,"USD_2005"
"C-WEU-LUX","SSP2",111709.944654928,119232.190162544,122870.065034164,123577.226231408,122957.917490363,121178.365081929,119503.128502681,118814.478924587,119503.714421318,121517.629897515,124464.474937262,128164.834314105,132387.782443756,137672.514446694,143945.636873103,150793.164700832,157991.397412042,"USD_2005"
"C-WEU-LUX","SSP3",111709.944654928,119231.637652025,122448.332542003,121689.190831449,118885.673264175,114190.206287951,109123.859096363,105013.398174858,102143.89699902,100386.649766883,99357.3216915685,98906.1059844779,98823.1783070643,99548.4236219703,100958.171952444,102757.167022878,104800.963243995,"USD_2005"
