"region","scenario","gdp_cap_2020","gdp_cap_2025","gdp_cap_2030","gdp_cap_2035","gdp_cap_2040","gdp_cap_2045","gdp_cap_2050","gdp_cap_2055","gdp_cap_2060","gdp_cap_2065","gdp_cap_2070","gdp_cap_2075","gdp_cap_2080","gdp_cap_2085","gdp_cap_2090","gdp_cap_2095","gdp_cap_2100","unit"
"R32OAS-L-SAS","SSP4",5642.48613648116,7319.24166834735,9116.53965514941,11068.5587140499,13178.7142511787,15492.1996108044,18035.1975688549,20798.1933597535,23772.8347192748,26999.6149075203,30498.9283361157,34269.52246709,38173.1656222152,42195.5351526838,46277.3197509184,50533.3165267145,55007.0871805614,"USD_2005"
"R32OAS-L-SAS","SSP5",5642.48613648116,7323.97771250064,9624.83120814145,13128.2275250596,18037.6800163694,23929.341422035,30583.6519291119,38068.262426202,46536.6113452085,56053.5906308717,66686.8848319797,78491.7641270933,91193.6047307295,104746.368235605,118830.279670822,133675.134678392,149424.448753063,"USD_2005"
"R32OAS-M-PAS","SSP1",23521.7944286845,27436.4158517496,31477.3638872506,35844.4832941109,40280.1594249176,44534.1027879891,48679.2031670108,52879.222320325,57306.6469939206,61945.0610177625,66638.7678834991,71427.8375258968,76172.0962765298,80984.7824844315,86041.582487038,91123.9558337018,96071.6427919162,"USD_2005"
"R32OAS-M-PAS","SSP2",23521.7944286845,27435.218363349,31110.256341044,34645.9111853314,37980.3345822961,41189.6502404689,44386.0243216344,47664.4300741506,51092.7107262251,54645.8038867136,58193.4947832431,61800.0818573838,65369.6425029341,69000.9999754584,72820.7379977849,76670.8981057019,80477.4181588676,"USD_2005"
"R32OAS-M-PAS","SSP3",23521.7944286845,27384.6722980126,30575.4089591922,33026.8312426848,34787.5273321365,36176.0900674484,37419.2056005491,38590.1730771041,39685.9323582197,40702.6357314316,41570.2464673639,42374.4216627572,43064.7725953676,43702.8725136371,44352.3696395727,44916.8001388697,45381.6697946689,"USD_2005"
"R32OAS-M-PAS","SSP4",23521.7944286845,27419.8364868556,31106.4553035073,34648.2734893601,37981.1190575629,41179.2379274994,44338.9353733723,47561.6250236619,50860.2105747796,54220.9690293407,57555.3027402098,60984.6929291923,64447.6599308451,68033.8376566885,71830.5736492581,75694.272587543,79596.0194352345,"USD_2005"
"R32OAS-M-PAS","SSP5",23521.7944286845,27533.9274418808,32010.3174259024,37424.8435920208,43377.5315106844,49342.2284619404,55383.9917272905,61788.1338873277,68827.4739785423,76538.7694763367,84767.6640441556,93578.6446979415,102833.042418617,112694.917051939,123374.190631913,134622.9724835,146271.198426473,"USD_2005"
"R32OAS-M-SAS","SSP1",13143.9821581886,12688.6445545992,14578.916451594,17257.4170026969,20806.4970722014,25017.1207088973,29775.4263251574,35103.9414835882,40993.5218237285,47341.6643868484,54038.9404484623,61215.5393743625,68660.0180742863,76386.466535686,84126.5332075752,91720.7407232597,99306.8310275835,"USD_2005"
"R32OAS-M-SAS","SSP2",13143.9821581886,12688.7683255528,14369.1401246106,16387.5551539084,18743.8463477164,21482.7763860078,24649.355482713,28263.9287374624,32273.6084875513,36609.8518480683,41216.9326458471,46237.1897832074,51535.9765461666,57124.9736073587,62825.822628122,68547.237068375,74413.0448139158,"USD_2005"
"R32OAS-M-SAS","SSP3",13143.9821581886,12685.7232238086,14099.6362539273,15327.4126308638,16200.5317237349,16881.3169180778,17535.5357777185,18145.9410479,18629.212976708,18965.473484108,19169.2968471966,19344.0885001588,19446.0532350433,19488.3091552369,19428.1386432069,19269.5566769619,19075.5956481729,"USD_2005"
"R32OAS-M-SAS","SSP4",13143.9821581886,12688.719777261,14244.4400422601,15909.7623773137,17636.8609088924,19559.7112141878,21775.3769706356,24286.8700582278,26996.8633389144,29867.2176698522,32899.8425097753,36262.4236027305,39877.1657343214,43751.3943556511,47763.6925440727,51879.2697835671,56229.722440869,"USD_2005"
"R32OAS-M-SAS","SSP5",13143.9821581886,12694.6581880465,14826.1193850992,18257.5132109229,23145.8742373816,29013.7273439273,35688.3750128975,43310.8244090481,51971.6309287198,61622.5096913609,72189.8941459202,83913.1286080567,96576.8408977961,110282.51203994,124725.17394561,139683.974599042,155341.59810151,"USD_2005"
"R32PAK","SSP1",4600.77225055875,5237.99398056835,6192.5703363662,7505.50392099452,9350.11068975043,11703.1994212486,14540.476353892,17895.6055779162,21824.3667564789,26365.1544183332,31500.6983879319,37210.64725728,43428.4245757297,50117.0876801199,57176.9932609548,64542.3340968727,72152.4194654348,"USD_2005"
"R32PAK","SSP2",4600.77225055875,5237.01886278425,6065.93098806988,7049.24320697965,8282.02636626768,9811.19960086642,11657.8716935618,13848.3403789397,16392.911736369,19349.0996683278,22738.8114545725,26591.3629324116,30871.2828801202,35535.6168905649,40502.0101854272,45730.2554191033,51210.1247601641,"USD_2005"
"R32PAK","SSP3",4600.77225055875,5238.29199288709,5953.36835489662,6626.64714838458,7252.59272123907,7862.14388262076,8466.17744931092,9042.98876165105,9551.87565576351,10031.1766524525,10490.5605974138,10940.8392449863,11349.3247722059,11686.7369011588,11929.7408566138,12087.0240965366,12184.0829996783,"USD_2005"
"R32PAK","SSP4",4600.77225055875,5236.27106811256,5975.09669477549,6753.56485210842,7630.7690349384,8668.24916448199,9878.3716108818,11258.8382613419,12775.1246526832,14492.3908384527,16446.8276711945,18682.7033647475,21169.2241104802,23863.1412841609,26709.9500927301,29709.4744984415,32909.0811257424,"USD_2005"
"R32PAK","SSP5",4600.77225055875,5234.07394105266,6243.99893034858,7812.64992414244,10224.5521662505,13404.3479436778,17308.3584027547,22032.0786259858,27709.6754514133,34461.5672789508,42340.5168904023,51394.6167962315,61607.7975201259,73012.6923686268,85550.5002703201,99199.0827371399,113934.65398734,"USD_2005"
"R32RUS","SSP1",26701.3753156943,26372.0720147654,29153.7667698586,31481.9440773426,33425.8227949217,34684.9966106134,35417.4460170028,36492.7835182366,38297.3503246812,40445.3900063908,42653.1928192681,44790.8018698667,47229.0235160422,50019.2066773011,52892.8429633837,55730.9757364723,58403.8890162425,"USD_2005"
"R32RUS","SSP2",26701.3753156943,26372.0714965436,28749.9684500803,30183.6534596373,31122.9291857055,31621.0606610165,31907.9639833308,32660.0440537741,34126.9885198663,35841.6625182201,37576.6640813025,39206.7902685546,41014.4943699203,43056.9730713419,45171.1277283877,47290.6112609927,49335.776357532,"USD_2005"
"R32RUS","SSP3",26701.3753156943,26372.0709699965,28416.2979529627,29013.7732652749,28649.5889378958,27689.2526604476,26568.3208041378,25874.7720178056,25743.44392553,25833.6687903154,25905.2244808957,25892.9576863208,25991.8669054999,26112.850465789,26248.3404380519,26330.4490972029,26295.5230215545,"USD_2005"
"R32RUS","SSP4",26701.3753156943,26372.070088129,29077.0239557828,31184.8943103984,32893.1689715457,34004.0715568054,34699.1596025254,35728.4000741755,37459.8966031515,39415.5351164774,41413.6489848788,43320.7225750933,45457.1467350283,47867.2750654057,50321.7542503149,52744.8481423537,55034.3421748059,"USD_2005"
"R32RUS","SSP5",26701.3753156943,26372.0710292321,29540.2155959769,32814.8513282469,36005.8918362767,38409.4028185384,40261.9450498365,42621.2025259543,46030.5542191398,50117.1140320303,54588.3556927979,59307.6812062227,64691.5374316261,70838.6829298278,77483.1950393287,84509.9481865545,91792.2634929418,"USD_2005"
"R32SAF","SSP1",12815.8984688336,13621.7347792387,15398.9270733156,17876.1137945713,20983.1959238193,24454.3628803797,28185.9189512568,32265.563921655,36905.6434246459,42015.4858843553,47565.5461815632,53541.1963815385,60034.9487922897,67094.9684273705,74705.9374393012,82611.1490380939,90894.8992078745,"USD_2005"
"R32SAF","SSP2",12815.8984688336,13621.7363605966,15276.0642569024,17405.3965734853,19923.3797173046,22683.2507954771,25648.4335515329,28897.5401280421,32564.075005825,36561.7838197972,40882.9173983462,45528.9452365915,50575.4115010882,56034.857879218,61896.7635401456,67997.1151436337,74422.9684719465,"USD_2005"
"R32SAF","SSP3",12815.8984688336,13621.7355729429,15113.182009098,16795.6079238304,18555.5211026604,20306.5515508222,22050.466504158,23838.9365603002,25723.302768917,27627.3095705689,29557.6858325264,31524.5364920176,33559.1771833403,35642.9433248191,37752.5492205908,39803.7219436911,41851.6413471502,"USD_2005"
"R32SAF","SSP4",12815.8984688336,13621.7358871926,15217.0951336307,17235.4494243608,19642.8896286212,22320.5062210293,25205.5924539663,28358.7240721605,31855.4295179263,35628.290168713,39704.4584345346,44113.527168454,48923.5213192616,54128.1035918699,59720.5954161363,65589.4442241263,71838.9154902685,"USD_2005"
"R32SAF","SSP5",12815.8984688336,13621.7365880247,15494.9680384716,18361.8020440939,22246.4168661829,26789.372639084,31856.0265945792,37596.4784171647,44320.0046792379,51992.9771000198,60648.7326467857,70336.8372323217,81251.0962775906,93541.5527219971,107282.917354348,122222.38916715,138558.026724403,"USD_2005"
"R32SSA-L","SSP1",2824.99386883144,3098.57546180211,3601.48741432919,4316.67648400183,5282.80337785777,6472.43344316837,7885.11529833244,9553.07595592131,11522.6860356744,13810.1624059962,16418.1006199437,19345.6303650908,22586.0659506246,26148.9161960688,30023.4723007796,34207.190386067,38707.8313222762,"USD_2005"
"R32SSA-L","SSP2",2824.99386883144,3096.0458458324,3505.41489157982,4018.58475236095,4651.50379607622,5420.2136864865,6340.89978586579,7434.91293160596,8716.18535499383,10204.0775500101,11906.3215671029,13837.465280317,15998.5056437345,18397.4121177826,21030.1405754612,23902.7553982487,27029.8950766279,"USD_2005"
"R32SSA-L","SSP3",2824.99386883144,3094.56822772207,3437.1169393292,3776.75264737094,4086.12983645763,4385.37568325998,4691.08407383353,5003.12807340962,5304.53894105346,5603.9863443623,5898.16648117653,6191.54442299698,6475.29132816475,6745.55435363941,6997.63641676829,7234.37605456218,7461.65214131821,"USD_2005"
"R32SSA-L","SSP4",2824.99386883144,3095.18155007553,3446.43081268146,3823.2305259346,4214.20788914509,4647.37562862635,5140.1968181096,5699.17114748519,6311.48130102539,6994.41796481682,7751.4805752966,8596.74545250147,9526.29161523085,10540.8628464461,11639.4381116859,12831.2661190724,14129.5027465495,"USD_2005"
"R32SSA-L","SSP5",2824.99386883144,3099.22583234725,3632.9514370175,4481.58968456483,5736.56760944593,7343.43113412654,9296.23091370754,11662.1563967857,14532.3498179166,17966.3120216847,22010.3329381185,26707.6570639614,32094.3867640402,38232.5281884313,45158.9924646596,52925.146865847,61601.3316320778,"USD_2005"
"R32SSA-M","SSP1",7553.06949939117,7653.04554036337,8309.78097283604,9335.03436149755,10778.0896122311,12650.0545087282,14950.6937658549,17711.8294514724,20982.4952800634,24768.2557953702,29078.26806312,33888.822151458,39189.0414631183,44987.0595085352,51277.0258100301,57957.2413292041,64977.806049693,"USD_2005"
"R32SSA-M","SSP2",7553.06949939117,7644.92452517065,8113.76492297971,8764.16785381457,9643.12217544277,10818.1628489617,12313.1967552928,14148.4276259413,16316.7977225499,18832.8773057045,21710.9134442636,24946.1514539179,28545.6066768773,32520.9284452173,36880.4150749005,41524.8398785666,46418.2620017429,"USD_2005"
"R32SSA-M","SSP3",7553.06949939117,7640.58351983341,8015.17672716229,8364.78977265825,8664.29828116185,9030.54711824556,9496.075867764,10042.2460901587,10599.8157538023,11164.7639214506,11728.6232131123,12273.3197339286,12792.5432186019,13279.6228887035,13721.1498382994,14064.2694523933,14305.7374480314,"USD_2005"
"R32SSA-M","SSP4",7553.06949939117,7641.2409220008,8043.9000860002,8514.69192417157,9083.66618432157,9880.53603076105,10934.6579582082,12254.0272447194,13785.5588387735,15552.8004911176,17576.5778296635,19861.9374194534,22428.7623996163,25291.6289861147,28446.5027081571,31790.6956564949,35300.0427948447,"USD_2005"
"R32SSA-M","SSP5",7553.06949939117,7652.63004783579,8364.37892323421,9626.3298907608,11577.3155635535,14164.2067086409,17388.7208479752,21347.0771289785,26160.0005729024,31902.0523608107,38654.0281289476,46456.7843455699,55369.7069716155,65480.4228589369,76863.5147950209,89448.9403791664,103237.780202598,"USD_2005"
"R32TUR","SSP1",28462.5139883551,35566.0699902488,40806.2902278617,47107.4683029787,53429.8514213327,59634.8904261442,65721.3053377302,71835.7166562417,78349.691774321,85384.9075020912,93053.7949060899,101117.456587915,109399.535341687,118002.629839742,127294.635713659,137061.248896404,147024.0603996,"USD_2005"
"R32TUR","SSP2",28462.5139883551,35566.0692899348,40520.1174451166,46227.7069222556,51803.1855070207,57267.649419212,62592.9772850744,67858.5301890283,73281.2692203448,78944.7236764402,84939.0993807994,91111.4475375885,97381.6970306693,103896.876679293,110959.872023751,118429.178750995,126168.931763175,"USD_2005"
"R32TUR","SSP3",28462.5139883551,35566.0696224915,40114.7618764384,44998.4074754424,49607.1912131004,54191.4261918693,58660.2440003525,62987.4390669551,67171.3430834655,71192.668843033,75071.8143284023,78701.0507975149,82039.6772059753,85191.4329868118,88318.6911850932,91273.6568162114,93984.3381395002,"USD_2005"
"R32TUR","SSP4",28462.5139883551,35566.0713383018,40663.883303569,46690.5208651961,52703.466143446,58614.2996657921,64333.8050026963,69949.8949773003,75769.9115639144,81934.8581179877,88590.2111864948,95562.2250692377,102711.184335469,110151.440366592,118212.278239211,126732.10402193,135501.532808332,"USD_2005"
"R32TUR","SSP5",28462.5139883551,35566.0714091097,41075.7372884707,48182.7305845594,55923.7856733548,64045.9146705815,72523.6348305262,81566.6115144344,91643.4719535783,102966.672527176,115751.37448297,129781.234940442,144893.707188194,161295.234921943,179545.899421971,199465.203972981,220762.797049884,"USD_2005"
"R32USA","SSP1",59076.4613971084,64713.1552107168,70373.2531876603,75870.6333814731,81372.8750507857,86664.6229554905,91871.1916385114,97531.7553530261,103659.756940425,110493.739353567,117912.396531944,125847.012971461,134302.752679532,143683.385209614,153688.213938948,164095.176203931,175148.842858017,"USD_2005"
"R32USA","SSP2",59076.4613971084,64713.3923638585,69594.1639858507,73371.3931604933,76671.2137573636,79957.356275609,83439.282587333,87498.2531352429,91891.8850698937,96775.5052697402,102029.067543605,107666.907123187,113766.27896823,120657.040094783,128108.685337495,135938.343620186,144320.837684947,"USD_2005"
"R32USA","SSP3",59076.4613971084,64707.642816012,68741.8999958194,70596.0602269093,71275.5906346629,71828.7315053958,72569.4986849864,73679.7846634902,74696.0209102697,75687.8482136135,76577.7200256418,77451.3959562619,78355.6692065407,79436.9673926439,80431.7369821217,81163.530907591,81701.6342979086,"USD_2005"
"R32USA","SSP4",59076.4613971084,64711.9676931341,70350.6581481762,75694.0428998341,80874.6775570415,85706.224065625,90359.4472720223,95355.9970013164,100695.040635419,106618.236152434,113049.252162944,119962.235714939,127410.531130516,135804.253378822,144903.73563867,154534.691308587,164876.386411262,"USD_2005"
"R32USA","SSP5",59076.4613971084,64725.0871816487,70941.6198825263,78169.6503372117,86227.9543406568,94331.8155804306,102659.446640785,112029.362723459,122601.285196164,134777.887497462,148513.755225111,163777.697070724,180639.91956761,199646.486162789,220536.804780829,243120.158076412,267755.364549592,"USD_2005"
