"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"2046","NPi","AFR","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2047","1p5C","AFR","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2048","NPi","AFR","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2049","1p5C","AFR","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2050","NPi","AFR","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2051","1p5C","AFR","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2052","NPi","AFR","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2053","1p5C","AFR","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2054","NPi","AFR","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2055","1p5C","AFR","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2056","NPi","AFR","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2057","1p5C","AFR","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2058","NPi","CHN","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2059","NPi","CHN","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2060","1p5C","CHN","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2061","NPi","CHN","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2062","1p5C","CHN","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2063","NPi","CHN","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2064","1p5C","CHN","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2065","NPi","CHN","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2066","1p5C","CHN","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2067","NPi","CHN","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2068","1p5C","CHN","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2069","NPi","CHN","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2070","1p5C","CHN","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2071","NPi","CHN","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2072","1p5C","CHN","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2073","NPi","CHN","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2074","1p5C","CHN","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2075","NPi","EEU","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2076","NPi","EEU","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2077","1p5C","EEU","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2078","NPi","EEU","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2079","1p5C","EEU","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2080","NPi","EEU","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2081","1p5C","EEU","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2082","NPi","EEU","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2083","1p5C","EEU","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2084","NPi","EEU","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2085","1p5C","EEU","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2086","NPi","EEU","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2087","1p5C","EEU","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2088","NPi","EEU","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2089","1p5C","EEU","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2090","NPi","EEU","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2091","1p5C","EEU","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2092","NPi","FSU","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2093","NPi","FSU","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2094","1p5C","FSU","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2095","NPi","FSU","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2096","1p5C","FSU","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2097","NPi","FSU","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2098","1p5C","FSU","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2099","NPi","FSU","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2100","1p5C","FSU","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2101","NPi","FSU","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2102","1p5C","FSU","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2103","NPi","FSU","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2104","1p5C","FSU","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2105","NPi","FSU","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2106","1p5C","FSU","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2107","NPi","FSU","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2108","1p5C","FSU","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2109","NPi","LAM","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2110","NPi","LAM","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2111","1p5C","LAM","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2112","NPi","LAM","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2113","1p5C","LAM","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2114","NPi","LAM","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2115","1p5C","LAM","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2116","NPi","LAM","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2117","1p5C","LAM","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2118","NPi","LAM","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2119","1p5C","LAM","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2120","NPi","LAM","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2121","1p5C","LAM","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2122","NPi","LAM","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2123","1p5C","LAM","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2124","NPi","LAM","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2125","1p5C","LAM","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2126","NPi","MEA","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2127","NPi","MEA","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2128","1p5C","MEA","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2129","NPi","MEA","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2130","1p5C","MEA","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2131","NPi","MEA","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2132","1p5C","MEA","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2133","NPi","MEA","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2134","1p5C","MEA","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2135","NPi","MEA","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2136","1p5C","MEA","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2137","NPi","MEA","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2138","1p5C","MEA","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2139","NPi","MEA","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2140","1p5C","MEA","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2141","NPi","MEA","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2142","1p5C","MEA","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2143","NPi","NAM","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2144","NPi","NAM","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2145","1p5C","NAM","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2146","NPi","NAM","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2147","1p5C","NAM","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2148","NPi","NAM","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2149","1p5C","NAM","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2150","NPi","NAM","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2151","1p5C","NAM","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2152","NPi","NAM","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2153","1p5C","NAM","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2154","NPi","NAM","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2155","1p5C","NAM","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2156","NPi","NAM","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2157","1p5C","NAM","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2158","NPi","NAM","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2159","1p5C","NAM","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2160","NPi","PAO","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2161","NPi","PAO","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2162","1p5C","PAO","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2163","NPi","PAO","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2164","1p5C","PAO","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2165","NPi","PAO","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2166","1p5C","PAO","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2167","NPi","PAO","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2168","1p5C","PAO","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2169","NPi","PAO","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2170","1p5C","PAO","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2171","NPi","PAO","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2172","1p5C","PAO","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2173","NPi","PAO","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2174","1p5C","PAO","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2175","NPi","PAO","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2176","1p5C","PAO","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2177","NPi","PAS","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2178","NPi","PAS","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2179","1p5C","PAS","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2180","NPi","PAS","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2181","1p5C","PAS","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2182","NPi","PAS","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2183","1p5C","PAS","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2184","NPi","PAS","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2185","1p5C","PAS","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2186","NPi","PAS","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2187","1p5C","PAS","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2188","NPi","PAS","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2189","1p5C","PAS","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2190","NPi","PAS","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2191","1p5C","PAS","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2192","NPi","PAS","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2193","1p5C","PAS","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2194","NPi","RCPA","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2195","NPi","RCPA","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2196","1p5C","RCPA","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2197","NPi","RCPA","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2198","1p5C","RCPA","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2199","NPi","RCPA","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2200","1p5C","RCPA","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2201","NPi","RCPA","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2202","1p5C","RCPA","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2203","NPi","RCPA","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2204","1p5C","RCPA","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2205","NPi","RCPA","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2206","1p5C","RCPA","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2207","NPi","RCPA","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2208","1p5C","RCPA","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2209","NPi","RCPA","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2210","1p5C","RCPA","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2211","NPi","SAS","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2212","NPi","SAS","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2213","1p5C","SAS","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2214","NPi","SAS","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2215","1p5C","SAS","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2216","NPi","SAS","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2217","1p5C","SAS","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2218","NPi","SAS","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2219","1p5C","SAS","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2220","NPi","SAS","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2221","1p5C","SAS","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2222","NPi","SAS","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2223","1p5C","SAS","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2224","NPi","SAS","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2225","1p5C","SAS","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2226","NPi","SAS","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2227","1p5C","SAS","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2228","NPi","WEU","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2229","NPi","WEU","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2230","1p5C","WEU","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2231","NPi","WEU","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2232","1p5C","WEU","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
"2233","NPi","WEU","copper","secondary",2050,1.6038068844665,"kgco2e/kg"
"2234","1p5C","WEU","copper","secondary",2050,0.990030313554159,"kgco2e/kg"
"2235","NPi","WEU","copper","secondary",2060,1.48271559889541,"kgco2e/kg"
"2236","1p5C","WEU","copper","secondary",2060,0.977676893854957,"kgco2e/kg"
"2237","NPi","WEU","copper","secondary",2070,1.42803678274851,"kgco2e/kg"
"2238","1p5C","WEU","copper","secondary",2070,0.973948250271247,"kgco2e/kg"
"2239","NPi","WEU","copper","secondary",2080,1.40080286133062,"kgco2e/kg"
"2240","1p5C","WEU","copper","secondary",2080,0.986396537169281,"kgco2e/kg"
"2241","NPi","WEU","copper","secondary",2090,1.36669891475285,"kgco2e/kg"
"2242","1p5C","WEU","copper","secondary",2090,0.981132338261777,"kgco2e/kg"
"2243","NPi","WEU","copper","secondary",2100,1.33237244288913,"kgco2e/kg"
"2244","1p5C","WEU","copper","secondary",2100,0.979990944005157,"kgco2e/kg"
"2245","NPi","AFR","steel","secondary",2020,1.22489986850596,"kgco2e/kg"
"2246","NPi","AFR","steel","secondary",2030,1.17569468264319,"kgco2e/kg"
"2247","1p5C","AFR","steel","secondary",2030,0.864496529259155,"kgco2e/kg"
"2248","NPi","AFR","steel","secondary",2040,1.15801978215964,"kgco2e/kg"
"2249","1p5C","AFR","steel","secondary",2040,0.736201368999692,"kgco2e/kg"
"2250","NPi","AFR","steel","secondary",2050,1.12270394190019,"kgco2e/kg"
"2251","1p5C","AFR","steel","secondary",2050,0.706308717189123,"kgco2e/kg"
"2252","NPi","AFR","steel","secondary",2060,1.05669144632935,"kgco2e/kg"
"2253","1p5C","AFR","steel","secondary",2060,0.679295645917401,"kgco2e/kg"
"2254","NPi","AFR","steel","secondary",2070,1.00752336469253,"kgco2e/kg"
"2255","1p5C","AFR","steel","secondary",2070,0.67472168252402,"kgco2e/kg"
"2256","NPi","AFR","steel","secondary",2080,0.981234493964638,"kgco2e/kg"
"2257","1p5C","AFR","steel","secondary",2080,0.683635798428789,"kgco2e/kg"
"2258","NPi","AFR","steel","secondary",2090,0.971396969974944,"kgco2e/kg"
"2259","1p5C","AFR","steel","secondary",2090,0.693358930371092,"kgco2e/kg"
"2260","NPi","AFR","steel","secondary",2100,0.961848962520336,"kgco2e/kg"
"2261","1p5C","AFR","steel","secondary",2100,0.691242015787779,"kgco2e/kg"
"2262","NPi","CHN","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2263","NPi","CHN","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2264","1p5C","CHN","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2265","NPi","CHN","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2266","1p5C","CHN","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2267","NPi","CHN","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2268","1p5C","CHN","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2269","NPi","CHN","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2270","1p5C","CHN","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2271","NPi","CHN","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2272","1p5C","CHN","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2273","NPi","CHN","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2274","1p5C","CHN","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2275","NPi","CHN","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2276","1p5C","CHN","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2277","NPi","CHN","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2278","1p5C","CHN","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2279","NPi","EEU","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2280","NPi","EEU","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2281","1p5C","EEU","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2282","NPi","EEU","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2283","1p5C","EEU","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2284","NPi","EEU","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2285","1p5C","EEU","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2286","NPi","EEU","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2287","1p5C","EEU","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2288","NPi","EEU","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2289","1p5C","EEU","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2290","NPi","EEU","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2291","1p5C","EEU","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2292","NPi","EEU","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2293","1p5C","EEU","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2294","NPi","EEU","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2295","1p5C","EEU","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2296","NPi","FSU","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2297","NPi","FSU","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2298","1p5C","FSU","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2299","NPi","FSU","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2300","1p5C","FSU","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2301","NPi","FSU","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2302","1p5C","FSU","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2303","NPi","FSU","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2304","1p5C","FSU","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2305","NPi","FSU","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2306","1p5C","FSU","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2307","NPi","FSU","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2308","1p5C","FSU","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2309","NPi","FSU","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2310","1p5C","FSU","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2311","NPi","FSU","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2312","1p5C","FSU","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2313","NPi","LAM","steel","secondary",2020,1.20005593663661,"kgco2e/kg"
"2314","NPi","LAM","steel","secondary",2030,1.14581612704533,"kgco2e/kg"
"2315","1p5C","LAM","steel","secondary",2030,0.854169713959261,"kgco2e/kg"
"2316","NPi","LAM","steel","secondary",2040,1.10406267377037,"kgco2e/kg"
"2317","1p5C","LAM","steel","secondary",2040,0.731088167986088,"kgco2e/kg"
"2318","NPi","LAM","steel","secondary",2050,1.09346730965845,"kgco2e/kg"
"2319","1p5C","LAM","steel","secondary",2050,0.693052298141885,"kgco2e/kg"
"2320","NPi","LAM","steel","secondary",2060,1.06191099297155,"kgco2e/kg"
"2321","1p5C","LAM","steel","secondary",2060,0.666368368640732,"kgco2e/kg"
"2322","NPi","LAM","steel","secondary",2070,1.03926381766565,"kgco2e/kg"
"2323","1p5C","LAM","steel","secondary",2070,0.661870553195256,"kgco2e/kg"
"2324","NPi","LAM","steel","secondary",2080,1.02646841714593,"kgco2e/kg"
"2325","1p5C","LAM","steel","secondary",2080,0.67550590760449,"kgco2e/kg"
"2326","NPi","LAM","steel","secondary",2090,1.00747342505319,"kgco2e/kg"
"2327","1p5C","LAM","steel","secondary",2090,0.678698063299106,"kgco2e/kg"
"2328","NPi","LAM","steel","secondary",2100,0.990578728031235,"kgco2e/kg"
"2329","1p5C","LAM","steel","secondary",2100,0.67751165621329,"kgco2e/kg"
"2330","NPi","MEA","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2331","NPi","MEA","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2332","1p5C","MEA","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2333","NPi","MEA","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2334","1p5C","MEA","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2335","NPi","MEA","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2336","1p5C","MEA","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2337","NPi","MEA","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2338","1p5C","MEA","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2339","NPi","MEA","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2340","1p5C","MEA","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2341","NPi","MEA","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2342","1p5C","MEA","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2343","NPi","MEA","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2344","1p5C","MEA","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2345","NPi","MEA","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2346","1p5C","MEA","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2347","NPi","NAM","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2348","NPi","NAM","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2349","1p5C","NAM","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2350","NPi","NAM","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2351","1p5C","NAM","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2352","NPi","NAM","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2353","1p5C","NAM","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2354","NPi","NAM","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2355","1p5C","NAM","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2356","NPi","NAM","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2357","1p5C","NAM","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2358","NPi","NAM","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2359","1p5C","NAM","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2360","NPi","NAM","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2361","1p5C","NAM","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2362","NPi","NAM","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2363","1p5C","NAM","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2364","NPi","PAO","steel","secondary",2020,1.22830808673816,"kgco2e/kg"
"2365","NPi","PAO","steel","secondary",2030,1.15051989477148,"kgco2e/kg"
"2366","1p5C","PAO","steel","secondary",2030,0.840055739075211,"kgco2e/kg"
"2367","NPi","PAO","steel","secondary",2040,1.10019225745052,"kgco2e/kg"
"2368","1p5C","PAO","steel","secondary",2040,0.710743374076657,"kgco2e/kg"
"2369","NPi","PAO","steel","secondary",2050,1.07473388625283,"kgco2e/kg"
"2370","1p5C","PAO","steel","secondary",2050,0.670627903695297,"kgco2e/kg"
"2371","NPi","PAO","steel","secondary",2060,1.03433001006009,"kgco2e/kg"
"2372","1p5C","PAO","steel","secondary",2060,0.643479863504188,"kgco2e/kg"
"2373","NPi","PAO","steel","secondary",2070,1.0086118571775,"kgco2e/kg"
"2374","1p5C","PAO","steel","secondary",2070,0.639598155149477,"kgco2e/kg"
"2375","NPi","PAO","steel","secondary",2080,1.00158561179924,"kgco2e/kg"
"2376","1p5C","PAO","steel","secondary",2080,0.661398553935387,"kgco2e/kg"
"2377","NPi","PAO","steel","secondary",2090,0.991977708169222,"kgco2e/kg"
"2378","1p5C","PAO","steel","secondary",2090,0.65882089774968,"kgco2e/kg"
"2379","NPi","PAO","steel","secondary",2100,0.974477995852718,"kgco2e/kg"
"2380","1p5C","PAO","steel","secondary",2100,0.678992797476979,"kgco2e/kg"
"2381","NPi","PAS","steel","secondary",2020,1.26426651978644,"kgco2e/kg"
